Molecule_id,SMILES,total_donors,total_acceptors,architecture,molecular_weight,logp
oCBP,c1ccc(-n2c3ccccc3c3ccccc32)c(-c2ccccc2-n2c3ccccc3c3ccccc32)c1,2,0,2D-0A,484.60200000000015,9.547799999999995
PABP,Cc1cc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)ccc1-c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1C,0,0,Unknown,686.8980000000003,15.251239999999967
DHID-DPS,CCn1c2ccccc2c2c1c1ccccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccccc4c4c3c3ccccc3n4CC)cc2)cc1,0,0,Unknown,682.849,10.66279999999999
4FBTPI,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccc(C(C)(C)C)cc6)cc5)c(F)c4F)cc3)nc3c4ccccc4c4ccccc4c32)cc1,0,0,Unknown,999.1679999999999,18.796599999999998
BCzBMes,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)ccc32)c(C)c1,2,0,2D-0A,656.6820000000001,11.063119999999989
CCDMB,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc2)c2c(C)cc(C)cc2C)c(C)c1,2,0,2D-0A,656.682,10.247519999999996
PCDMB,Cc1cc(C)c(B(c2ccc(-n3c4ccccc4c4cc(N5c6ccccc6Oc6ccccc65)ccc43)cc2)c2c(C)cc(C)cc2C)c(C)c1,3,0,Multi-D/A,672.6809999999999,10.725919999999991
BTrztCz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2)nc(-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)n3)cc2)n1,2,2,2D-2A,1095.4519999999998,19.4428
DHID-DBS,CCCCn1c2ccccc2c2c1c1ccccc1n2-c1ccc2c(c1)-c1cc(-n3c4ccccc4c4c3c3ccccc3n4CCCC)ccc1S2(=O)=O,0,0,Unknown,736.941,12.203599999999978
CZ-DPS-DMAC,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)c2ccccc21,3,0,Multi-D/A,755.9430000000001,12.822699999999976
XT-T,Cc1ccc(N(c2ccc(C)cc2)c2ccccc2C2(c3ccccc3N(c3ccc(C)cc3)c3ccc(C)cc3)CCCCC2)cc1,2,0,2D-0A,626.888,13.110079999999975
3DPTIA,CC1(C)c2ccccc2N(c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c2cc3c4ccccc4n(-c4ccccc4)c3cc21,1,1,D-A,605.7450000000002,10.41179999999999
PyIAnTPh,c1ccc(-c2cc(-c3ccccc3)cc(-c3c4ccccc4c(-c4ccc(-c5nc6c7cccc8ccc9cccc(c9c87)c6n5-c5ccccc5)cc4)c4ccccc34)c2)cc1,0,0,Unknown,798.989,16.564299999999974
2CzP-INN,N#Cc1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cncc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,2,1,D-A-D,586.6980000000002,10.481479999999989
VBN0,C=Cc1ccc(COc2ccc3c(c2)c2ccccc2n3-c2cccc(-n3c4ccccc4c4cc(OCc5ccc(C=C)cc5)ccc43)c2C#N)cc1,2,2,2D-2A,697.8380000000002,12.19647999999998
PIAnTPh,c1ccc(-c2cc(-c3ccccc3)cc(-c3c4ccccc4c(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccccc5)cc4)c4ccccc34)c2)cc1,0,0,Unknown,774.9670000000001,15.973299999999966
BCZ-DPS-AD,CC1(C)c2ccccc2N(c2cc(N3c4ccccc4C(C)(C)c4ccccc43)cc(S(=O)(=O)c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c2ccccc21,3,0,Multi-D/A,798.0240000000001,13.834699999999971
2BTPA-INN,N#Cc1c(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc2)cncc1-c1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1,2,1,D-A-D,895.1220000000001,17.894879999999986
SpiroAc,c1ccc2c(c1)Nc1ccccc1C21c2ccccc2-c2ccccc21,0,0,Unknown,331.41800000000006,6.1067000000000045
BuPCzBCO,Cc1ccc2c3cc(Br)c(C)cc3n(-c3ccc(C(C)(C)C)cc3)c2c1,1,0,1D-0A,406.3670000000002,7.460540000000005
AQ-S-CZ,O=C1c2ccccc2C(=O)c2cc(Sc3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc21,1,0,1D-0A,481.57600000000014,7.7103000000000055
DBP-3TPA,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4nc5c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)ccc6c5nc4c3)cc2)cc1,3,2,Multi-D/A,1010.257,20.49980000000002
DCzIPN,N#Cc1cc(C#N)c(-n2c3ccccc3c3ccccc32)cc1-n1c2ccccc2c2ccccc21,2,4,Multi-D/A,458.5240000000002,7.624160000000005
DMeCzIPN,Cc1cccc2c3ccccc3n(-c3cc(-n4c5ccccc5c5cccc(C)c54)c(C#N)cc3C#N)c12,2,4,Multi-D/A,486.57800000000026,8.241000000000003
SAFDPA,c1ccc(N(c2ccccc2)c2ccc3c(c2)-c2ccccc2C32c3ccccc3N(c3ccccc3)c3ccccc32)cc1,2,0,2D-0A,574.7270000000002,11.302699999999986
t-DABNA,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4N(c4ccc(C(C)(C)C)cc4)c4cccc2c43)cc1,2,0,2D-0A,644.7560000000002,10.95919999999999
3-AcBPtCN,CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(C#N)ccc2c2nc4cc(C#N)c(C#N)cc4nc32)c2ccccc21,1,8,Multi-D/A,562.6360000000003,8.81354
3-AcBPdCN,CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2c2nc4cc(C#N)c(C#N)cc4nc32)c2ccccc21,1,6,Multi-D/A,537.6260000000002,8.941859999999998
11-AcBPdCN,CC1(C)c2ccccc2N(c2ccc3nc4c5ccc(C#N)cc5c5cc(C#N)ccc5c4nc3c2)c2ccccc21,1,6,Multi-D/A,537.6260000000002,8.94186
PID-3,c1ccc(-n2c(-c3ccc(-c4cccs4)s3)nc3c4ccccc4c4ccccc4c32)cc1,0,0,Unknown,458.6110000000002,8.788899999999998
3-ACBPmCN,CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(C#N)ccc2c2nc4ccccc4nc32)c2ccccc21,1,4,Multi-D/A,512.6160000000002,9.070179999999999
3-DTPA-BBI,O=c1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c32)c2nc3ccccc3n12,2,0,2D-0A,756.909,13.865499999999978
IABTCN,CC1(C)c2ccccc2-c2cc3c(cc21)N(c1ccccc1)c1ccc(-c2ccc(C#N)c4nsnc24)cc1C3(c1ccccc1)c1ccccc1,1,2,A-D-A,684.8680000000002,11.702179999999982
BTZPP,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4cccc5nsnc45)cc3)cc3c2cc(-c2ccc(-c4cccc5nsnc45)cc2)n3-c2ccc(C(C)(C)C)cc2)cc1,0,0,Unknown,791.0619999999999,13.693599999999972
DPimdPPA,N#C/C(=C\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)c1ccccc1,0,1,0D-1A,423.51900000000006,7.474880000000006
BCzPh,c1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)ccc32)cc1,2,0,2D-0A,484.60200000000015,9.547799999999995
TBPM2CN,N#Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C#N)cc4)ccc2c2c3nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2-c2ccccc2)cc1,1,4,Multi-D/A,815.9800000000002,15.213059999999965
TPM2CN,N#Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C#N)cc4)ccc2c2c3nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2-c2ccccc2)cc1,1,4,Multi-D/A,739.8820000000002,13.546059999999972
PT-BZ-DMAC,CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccc(Sc4ccccc4)cc3)cc2)c2ccccc21,1,0,1D-0A,497.6630000000001,9.1779
PS-BZ-DMAC,CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)c2ccccc21,1,0,1D-0A,529.6610000000002,7.859500000000008
2PCzBN-tPh,CC(C)(C)c1ccc(-c2cc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)c(C#N)c(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)c2)cc1,2,2,2D-2A,870.112,17.38497999999998
2PCzBN,N#Cc1c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cccc1-n1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,2,2,2D-2A,737.9060000000002,14.420479999999973
TPA-2,O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc21,2,1,D-A-D,746.87,12.678799999999978
36DTPAFM,N#CC(C#N)=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,2,2,2D-2A,714.8720000000003,13.789659999999971
AQTC,N#Cc1cc2nc3c(nc2c(C#N)c1C#N)-c1cccc2cccc-3c12,0,7,Multi-D/A,329.32200000000006,4.045440000000001
3TPAFM,N#CC(C#N)=C1c2ccccc2-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,1,2,A-D-A,471.5630000000001,8.652860000000002
BBPA,CCCCOc1ccccc1-c1c2ccccc2c(-c2ccccc2OCCCC)c2ccccc12,0,0,Unknown,474.6440000000003,9.684799999999996
DMPA,COc1ccc(-c2c3ccccc3c(-c3ccc(OC)cc3OC)c3ccccc23)c(OC)c1,0,0,Unknown,450.5340000000002,7.361400000000007
PXZ-NAI,O=C1c2cccc3c(N4c5ccccc5Oc5ccccc54)ccc(c23)C(=O)N1c1ccccc1,2,0,2D-0A,454.4850000000002,7.215900000000004
PTZ-NAI,O=C1c2cccc3c(N4c5ccccc5Sc5ccccc54)ccc(c23)C(=O)N1c1ccccc1,2,0,2D-0A,470.5530000000002,7.574800000000004
AI-4Cz,O=C1c2c(c(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)C(=O)N1c1ccccc1,4,0,Multi-D/A,884.011,14.87559999999997
DAcIPN,CC1(C)c2ccccc2N(c2cc(N3c4ccccc4C(C)(C)c4ccccc43)c(C#N)cc2C#N)c2ccccc21,2,4,Multi-D/A,542.6860000000003,9.648159999999995
TCz1,CCCCC(CC)Cn1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,3,0,Multi-D/A,609.8170000000002,12.205099999999979
MBF,F[B-]1(F)OC(c2ccccc2)=Cc2cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc[n+]21,2,1,D-A-D,503.3170000000002,7.362600000000007
MPA,O=C(Cc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)ncn1)c1ccccc1,2,1,D-A-D,455.5170000000001,7.144500000000005
"3,3−NHC",O=c1oc2ccccc2c(O)c1C(c1ccc2ccccc2c1)c1c(O)c2ccccc2oc1=O,0,0,Unknown,462.4570000000002,5.644000000000005
3CP-DPS-DMAC,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)c2ccccc21,2,0,2D-0A,590.7480000000002,9.725599999999996
3CP-DPS-PXZ,O=S(=O)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1ccccc1,3,0,Multi-D/A,564.6660000000003,9.191999999999998
3CzAnN,c1ccc(-n2c3ccccc3c3cc(-c4c5ccccc5c(-c5ccc6ccccc6c5)c5ccccc45)ccc32)cc1,1,0,1D-0A,545.6850000000002,11.577299999999981
DPQ-DMAC,CC1(C)c2ccccc2N(c2ccc3nc(-c4ccccn4)c(-c4ccccn4)nc3c2)c2ccccc21,1,1,D-A,491.5980000000001,7.862900000000007
DPAA,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,0,0,Unknown,330.43,7.327000000000004
t3Cz-SO,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(S(=O)(=O)c2ccccc2)cc1,3,0,Multi-D/A,938.294,17.000699999999963
Cz-SO,O=S(=O)(c1ccccc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,1,0,1D-0A,383.4720000000001,5.616500000000005
DPQ-PXZ,c1ccc(-c2nc3ccc(N4c5ccccc5Oc5ccccc54)cc3nc2-c2ccccn2)nc1,2,1,D-A-D,465.51600000000013,7.329300000000005
pCzAnN,c1ccc2cc(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)ccc2c1,1,0,1D-0A,545.6850000000002,11.577299999999981
3-BHH,O=c1oc2ccccc2c(O)c1C(c1ccc(Br)s1)c1c(O)c2ccccc2oc1=O,0,0,Unknown,497.3220000000002,5.314800000000003
DPP-PXZ,c1ccc(-c2nc3cc(N4c5ccccc5Oc5ccccc54)cnc3nc2-c2ccccn2)nc1,1,0,1D-0A,466.50400000000013,6.724300000000004
APPT-PXZ,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c3c(cccc13)-c1nc3c4cccnc4c4ncccc4c3nc1-2,2,1,D-A-D,537.5820000000002,9.102299999999994
HITPE,Oc1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0,0,Unknown,718.9000000000001,13.253299999999975
DV-3CzCN,C=Cc1ccc(COc2cccc3c2c2ccccc2n3-c2cc(-n3c4ccccc4c4c(OCc5ccc(C=C)cc5)cccc43)c(C#N)c(-n3c4ccccc4c4c(OCc5ccc(C=C)cc5)cccc43)c2)cc1,3,2,Multi-D/A,995.1949999999998,17.515579999999982
SF-DPSO,O=S(=O)(c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1)c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,0,0,Unknown,847.051,14.54039999999997
BDQ-tBuCz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c2nc(-c3ccccc3)c(-c3ccccc3)nc12,2,1,D-A-D,837.1679999999999,16.34799999999996
BDQDMAC,CC1(C)c2ccccc2N(c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)c2ccccc21,2,1,D-A-D,696.8980000000001,13.181999999999976
BDQPCz,c1ccc(-c2nc3c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3nc2-c2ccccc2)cc1,2,1,D-A-D,764.932,14.491999999999972
4-SCZ,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1ccc1[nH]c3ccccc3c21,1,0,1D-0A,405.5000000000001,7.664600000000004
Py-TPA,CC(C)(C)c1ccc(N(c2ccc(-c3cc4nc5c6ccc(-c7ccncc7)nc6c6nc(-c7ccncc7)ccc6c5nc4cc3C#N)cc2)c2ccc(C(C)(C)C)cc2)cc1,1,4,Multi-D/A,817.0129999999998,13.60687999999997
DPACPhTPI,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(N5c6ccccc6C(c6ccccc6)(c6ccccc6)c6ccccc65)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,1,0,1D-0A,834.0790000000001,16.129299999999972
oPTBC,N#Cc1ccc(-c2cc(C#N)cc(-c3ccc(C#N)cc3)c2N2c3ccccc3Oc3ccccc32)cc1,2,6,Multi-D/A,486.53400000000016,8.211140000000006
mPTBC,N#Cc1ccc(-c2cc(N3c4ccccc4Oc4ccccc43)cc(-c3ccc(C#N)cc3)c2C#N)cc1,2,6,Multi-D/A,486.5340000000002,8.211140000000004
P3C,CCCCC(CC)Cn1c2cc(C#N)ccc2c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,1,2,A-D-A,528.6990000000003,10.179779999999992
DBCP,c1ccc2c(c1)Oc1ccccc1N2c1cc2c3ccccc3c3ccc4ccc5c6ccccc6c1c1c5c4c3c21,2,0,2D-0A,531.6140000000003,11.647899999999986
NAQ3,O=C1c2ccccc2C(=O)c2cc(N(c3ccc4c(c3)C(=O)c3ccccc3C4=O)c3ccc4c(c3)C(=O)c3ccccc3C4=O)ccc21,1,0,1D-0A,635.6310000000003,7.482600000000007
mCP-BP-DMAC,O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,4,0,Multi-D/A,693.8060000000002,12.687299999999977
BFCZPZ3,c1ccc2c(c1)oc1ccc3c4ccccc4n(-c4cnc(-n5c6ccccc6c6ccc7oc8ccccc8c7c65)cn4)c3c12,2,0,2D-0A,590.642,10.469599999999986
BTCZPZ1,c1ccc2c(c1)sc1c2ccc2c3ccccc3n(-c3cnc(-n4c5ccccc5c5ccc6c7ccccc7sc6c54)cn3)c21,2,0,2D-0A,622.7780000000001,11.406599999999987
BFCZPZ2,c1ccc2c(c1)oc1c2ccc2c1c1ccccc1n2-c1cnc(-n2c3ccccc3c3c4oc5ccccc5c4ccc32)cn1,2,0,2D-0A,590.6420000000002,10.469599999999986
CZ9CZPZ,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1cnc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cn1,4,0,Multi-D/A,740.87,12.864999999999975
BFCZPZ1,c1ccc2c(c1)oc1c2ccc2c3ccccc3n(-c3cnc(-n4c5ccccc5c5ccc6c7ccccc7oc6c54)cn3)c21,2,0,2D-0A,590.642,10.469599999999986
TPBPPI-PY,c1ccc(-c2cc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccc(-c5cccnc5)cc4)cc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,0,0,Unknown,828.0310000000001,16.39589999999997
TPBPPI-PBI,c1ccc(-c2cc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccc(-c5ccc(-c6nc7ccccc7n6-c6ccccc6)cc5)cc4)cc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,0,0,Unknown,1019.2640000000001,20.006800000000005
PTZ-2PTO,O=S1(=O)c2ccccc2N(c2ccccc2)c2cc(N3c4ccccc4Sc4ccccc43)ccc21,4,0,Multi-D/A,504.6360000000002,8.237000000000004
4F-m-ν-DABNA,Cc1cccc(N(c2cccc(C)c2)c2cc3c4c(c2)N(c2c(F)cccc2F)c2cc5c(cc2B4c2ccc(C)cc2N3c2cccc(C)c2)B2c3ccc(C)cc3N(c3cccc(C)c3)c3cc(N(c4cccc(C)c4)c4cccc(C)c4)cc(c32)N5c2c(F)cccc2F)c1,6,0,Multi-D/A,1281.1319999999996,19.815160000000002
m-ν-DABNA,Cc1cccc(N(c2cccc(C)c2)c2cc3c4c(c2)N(c2ccccc2)c2cc5c(cc2B4c2ccc(C)cc2N3c2cccc(C)c2)B2c3ccc(C)cc3N(c3cccc(C)c3)c3cc(N(c4cccc(C)c4)c4cccc(C)c4)cc(c32)N5c2ccccc2)c1,6,0,Multi-D/A,1209.1719999999996,19.258759999999995
TPA-PyI,Brc1cccc(-n2c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(-c3ccccc3)c2-c2ccccc2)c1,1,0,1D-0A,694.676,12.772599999999978
4F-ν-DABNA,Fc1cccc(F)c1N1c2cc3c(cc2B2c4ccccc4N(c4ccccc4)c4cc(N(c5ccccc5)c5ccccc5)cc1c42)B1c2ccccc2N(c2ccccc2)c2cc(N(c4ccccc4)c4ccccc4)cc(c21)N3c1c(F)cccc1F,6,0,Multi-D/A,1168.916,17.347799999999978
CBPTZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)ccc4-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3)n2)cc1,2,1,D-A-D,791.9580000000001,14.40079999999997
CBPBM,c1ccc(-n2c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)ccc4-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc3ccccc32)cc1,2,0,2D-0A,752.9210000000002,14.22069999999997
CBPPY,c1cncc(-c2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,2,0,2D-0A,561.6880000000002,10.609799999999987
N-B,Cc1cc(C)c(B(c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,0,0,Unknown,326.2920000000001,4.053320000000003
DPACpBr,Cc1cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc(C)c1Br,1,0,1D-0A,516.4820000000002,9.231839999999998
DPCN,CC1(C)c2ccccc2N(c2ccc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccc(C#N)cc4)cc3)cc2)c2ccccc21,1,2,A-D-A,678.8390000000002,12.646679999999975
BZC-PXZ,O=C(CC(=O)c1ccccc1O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,2,0,2D-0A,421.4520000000001,6.423400000000004
CzBN,N#Cc1c(-n2c3ccccc3c3ccccc32)cccc1-n1c2ccccc2c2ccccc21,2,2,2D-2A,433.5140000000001,7.752480000000005
2CzBN,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1C#N,2,2,2D-2A,657.946,12.942479999999975
TPA-DPPI,c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-n3c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)nc4c5ccccc5c5ccccc5c43)cc2)cc1,1,0,1D-0A,906.1050000000001,17.447999999999983
ANQDC-PSTA,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(N2c4ccc(-c5ccccc5)cc4C4(c5ccccc5-c5ccccc54)c4ccc5c(sc6ccccc65)c42)c2cccc-3c12,1,5,Multi-D/A,815.961,14.354959999999979
pDPAPQ-PXZ,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c3c(cccc13)-c1nc3cc(-c4ccncc4)c(-c4ccncc4)cc3nc1-2,2,1,D-A-D,589.6580000000001,10.12989999999999
m-CZ-DPS-DMAC,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2)c2ccccc21,3,0,Multi-D/A,755.9430000000001,12.822699999999976
pDPBPZ-PXZ,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1ccccc1c1nc3cc(-c4ccncc4)c(-c4ccncc4)cc3nc21,2,2,2D-2A,615.6960000000001,10.788899999999986
DDPhCz-DPPZ,c1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2cc3nc4c5cccnc5c5ncccc5c4nc3cc2-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1,2,2,2D-2A,917.0879999999999,16.741599999999973
DCz-DPPZ,c1cnc2c(c1)c1nc3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)cc3nc1c1cccnc12,2,2,2D-2A,612.696,10.07359999999999
Oxd-bCZ,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)o3)cc2)cc1,2,0,2D-0A,704.8330000000003,12.931799999999976
Fene,c1ccc2c(c1)Oc1ccccc1N2c1ccc2cccc(N3c4ccccc4Oc4ccccc43)c2n1,3,0,Multi-D/A,491.55000000000024,9.385799999999996
Fens,c1ccc2c(c1)Sc1ccccc1N2c1ccc2cccc(N3c4ccccc4Sc4ccccc43)c2n1,3,0,Multi-D/A,523.6860000000001,10.103599999999991
Yad,CC1(C)c2ccccc2N(c2ccc3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3n2)c2ccccc21,1,0,1D-0A,543.7140000000003,10.45299999999999
DTPCZPYTZ,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc3ccc4c(-c5ccc(-c6nnc(-c7ccccc7)n6-c6ccccc6)cc5)ccc5ccc2c3c54)cc1,1,0,1D-0A,851.11,16.524799999999974
TPADSO2,O=S1(=O)c2ccccc2S(=O)(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,1,0,1D-0A,523.6350000000001,6.802400000000006
B4PyPPM,c1ccc(-c2nc(-c3cc(-c4ccncc4)cc(-c4ccncc4)c3)cc(-c3cc(-c4ccncc4)cc(-c4ccncc4)c3)n2)cc1,0,1,0D-1A,616.7280000000002,9.725599999999996
mAP,CC1(C)c2ccccc2N(c2cccc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,2,0,2D-0A,492.6660000000002,9.904799999999994
DBBPZ-DPXZ,c1ccc(-c2cc3nc4c5ccc(N6c7ccccc7Oc7ccccc76)cc5c5cc(N6c7ccccc7Oc7ccccc76)ccc5c4nc3cc2-c2ccccc2)cc1,4,2,Multi-D/A,794.914,15.57439999999997
DPIBPZ-DPXZ,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1cc(N3c4ccccc4Oc4ccccc43)ccc1c1nc3cc(-c4cncnc4)c(-c4cncnc4)cc3nc21,4,4,Multi-D/A,798.8659999999996,13.154399999999976
m-DTPACO,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccc(C(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,2,0,2D-0A,620.7520000000003,11.088199999999988
mDPBPZ-DPXZ,c1cncc(-c2cc3nc4c5ccc(N6c7ccccc7Oc7ccccc76)cc5c5cc(N6c7ccccc7Oc7ccccc76)ccc5c4nc3cc2-c2cccnc2)c1,4,2,Multi-D/A,796.89,14.364399999999975
