Molecule,HOMO-LUMO gap,$\Delta E_r(S_0\to T_1)$,$\underset{sTDA}{\Delta E_v}(S_0\to T_1)$,$\underset{sTD-DFT}{\Delta E_v}(S_0\to T_1)$,$\underset{sTDA}{\Delta E_v}(S_0\to S_1)$,$\underset{sTD-DFT}{\Delta E_v}(S_0\to S_1)$,$\underset{sTDA}{\Delta E_r}(S_0\to S_1)$,$\underset{sTD-DFT}{\Delta E_r}(S_0\to S_1)$,$\underset{sTDA}{\Delta E_{ST}}$,$\underset{sTD-DFT}{\Delta E_{ST}}$,$\underset{sTDA}{S_{shift}(T_1)}$,$\underset{sTD-DFT}{S_{shift}(T_1)}$,$\underset{sTDA}{S_{shift}(S_1)}$,$\underset{sTD-DFT}{S_{shift}(S_1)}$,$\underset{sTDA}{\lambda_{abs}}$,$\underset{sTD-DFT}{\lambda_{abs}}$,$\underset{sTDA}{\lambda_{PL}}$,$\underset{sTD-DFT}{\lambda_{PL}}$,$\underset{sTDA}{f_{12}}(S_0\to S_1)$,$\underset{sTD-DFT}{f_{12}}(S_0\to S_1)$,$\tau_{sTDA}$,$\tau_{sTD-DFT}$,$\underset{sTDA}{MOF}$,$\underset{sTD-DFT}{MOF}$,$\underset{sTDA}{\lambda_{shift}}$,$\underset{sTD-DFT}{\lambda_{shift}}$,$\underset{sTDA}{t_v}(S_0\to S_1)$,$\underset{sTD-DFT}{t_v}(S_0\to S_1)$,$t_r(S_0\to S_1)$,$\underset{sTDA}{t_v}(S_0\to T_1)$,$\underset{sTD-DFT}{t_v}(S_0\to T_1)$,$\underset{sTDA}{k_{nr}}$,$\underset{sTD-DFT}{k_{nr}}$,$\underset{sTDA}{k_{rISC}}$,$\underset{sTD-DFT}{k_{rISC}}$,$\underset{sTDA}{k_{ISC}}$,$\underset{sTD-DFT}{k_{ISC}}$,$\underset{sTDA}{\eta_{TADF}}$,$\underset{sTD-DFT}{\eta_{TADF}}$,Overlap,Centroid
DMAC-DPS,2.023039387093,2.4730151545064434,3.4185,3.3875,4.0292,3.9779,2.9148084424564464,2.904031581730238,0.44179328795000306,0.43101642722379463,0.9454848454935565,0.9144848454935568,1.1143915575435537,1.0738684182697622,307.7141825503828,311.6825421282593,425.35967930953615,426.9381890100857,0.093489,0.104093,29.014494307094154,26.252542013004998,-1.07528913344356,-1.0539082727173514,117.64549675915333,115.25564688182641,2.2139999866485596,5.5950000286102295,723.0039999999999,1.7320001125335693,3.8529999256134033,31243384.441077594,34126485.71540939,0.37862412011981078086,0.5744488348933337596,3.7862412011981079196,5.744488348933337818,1.2118535697110375311e-08,1.6832929511629274274e-08,0.190984,5.339587
