Molecule,HOMO-LUMO gap,$\Delta E_r(S_0\to T_1)$,$\underset{sTDA}{\Delta E_v}(S_0\to T_1)$,$\underset{sTD-DFT}{\Delta E_v}(S_0\to T_1)$,$\underset{sTDA}{\Delta E_v}(S_0\to S_1)$,$\underset{sTD-DFT}{\Delta E_v}(S_0\to S_1)$,$\underset{sTDA}{\Delta E_r}(S_0\to S_1)$,$\underset{sTD-DFT}{\Delta E_r}(S_0\to S_1)$,$\underset{sTDA}{\Delta E_{ST}}$,$\underset{sTD-DFT}{\Delta E_{ST}}$,$\underset{sTDA}{S_{shift}(T_1)}$,$\underset{sTD-DFT}{S_{shift}(T_1)}$,$\underset{sTDA}{S_{shift}(S_1)}$,$\underset{sTD-DFT}{S_{shift}(S_1)}$,$\underset{sTDA}{\lambda_{abs}}$,$\underset{sTD-DFT}{\lambda_{abs}}$,$\underset{sTDA}{\lambda_{PL}}$,$\underset{sTD-DFT}{\lambda_{PL}}$,$\underset{sTDA}{f_{12}}(S_0\to S_1)$,$\underset{sTD-DFT}{f_{12}}(S_0\to S_1)$,$\tau_{sTDA}$,$\tau_{sTD-DFT}$,$\underset{sTDA}{MOF}$,$\underset{sTD-DFT}{MOF}$,$\underset{sTDA}{\lambda_{shift}}$,$\underset{sTD-DFT}{\lambda_{shift}}$,$\underset{sTDA}{t_v}(S_0\to S_1)$,$\underset{sTD-DFT}{t_v}(S_0\to S_1)$,$t_r(S_0\to S_1)$,$\underset{sTDA}{t_v}(S_0\to T_1)$,$\underset{sTD-DFT}{t_v}(S_0\to T_1)$,$\underset{sTDA}{k_{nr}}$,$\underset{sTD-DFT}{k_{nr}}$,$\underset{sTDA}{k_{rISC}}$,$\underset{sTD-DFT}{k_{rISC}}$,$\underset{sTDA}{k_{ISC}}$,$\underset{sTD-DFT}{k_{ISC}}$,$\underset{sTDA}{\eta_{TADF}}$,$\underset{sTD-DFT}{\eta_{TADF}}$,Overlap,Centroid
DMAC-DPS,1.955268401767,2.4665371739633115,3.4235,3.3931,3.9257,3.9202,2.8283584004170503,2.8497005774574795,0.3618212264537388,0.383163403494168,0.9569628260366887,0.9265628260366885,1.0973415995829499,1.0704994225425204,315.8269822788299,316.2700842640688,438.36098853284784,435.077984732767,0.063238,0.059074,45.55631102207139,48.03974772468835,-1.0320460524904274,-1.0575522295308566,122.53400625401792,118.80790046869816,1.6759998798370361,4.01800012588501,559.5,1.5469999313354492,3.00600004196167,20562727.292518307,19586405.93602543,8.349840438443312252,3.6571755714348617161,83.49840438443311541,36.571755714348618937,4.0606496518227083177e-07,1.8671971120407406404e-07,0.218233,4.772402
