molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
MDP3FL,toluene,stddft,7.23e-08,-1.61e-08,3.689,3.258,0.43100000000000005,3.7658,6.177999999999999
MOF,gas,stda,9.44e-08,-5.09e-08,4.703,4.237,0.4660000000000002,0.0246,8.347999999999999
MOF,gas,stddft,-8.29e-08,9.16e-08,4.657,4.207,0.4500000000000002,0.0242,8.347999999999999
MOF,toluene,stda,1.73e-08,3.79e-08,4.828,4.313,0.5150000000000006,0.0382,8.652999999999999
MOF,toluene,stddft,9.9e-08,1.479e-07,4.785,4.287,0.4980000000000002,0.0361,8.652999999999999
MPA,gas,stda,-4.75e-08,-8.82e-08,3.11,2.749,0.36099999999999977,0.0163,5.4799999999999995
MPA,gas,stddft,2.54e-08,-1.36e-07,3.072,2.718,0.3540000000000001,0.0138,5.4799999999999995
MPA,toluene,stda,-1.109e-07,5.18e-08,3.114,2.752,0.3620000000000001,0.0174,5.414000000000001
MPA,toluene,stddft,-3.62e-08,5.99e-08,3.075,2.721,0.3540000000000001,0.0143,5.414000000000001
MPAc,gas,stda,3.3e-09,5.6e-08,4.266,3.737,0.5289999999999999,0.0935,7.982000000000001
MPAc,gas,stddft,3.61e-08,-4.6e-09,4.202,3.706,0.496,0.0791,7.982000000000001
MPAc,toluene,stda,4.16e-08,5.02e-08,4.251,3.762,0.4890000000000003,0.0893,7.944
MPAc,toluene,stddft,3.95e-08,1.156e-07,4.186,3.744,0.4419999999999997,0.0753,7.944
MPPA,gas,stda,-5e-10,-5.9e-09,2.806,2.449,0.3570000000000002,0.0195,4.420999999999999
MPPA,gas,stddft,3.41e-08,-3.4e-08,2.777,2.434,0.34299999999999997,0.0158,4.420999999999999
MPPA,toluene,stda,-2.08e-08,1.6e-08,2.617,2.229,0.3879999999999999,0.145,4.253
MPPA,toluene,stddft,-9.3e-09,3.81e-08,2.582,2.214,0.3679999999999999,0.108,4.253
Me-DMAC,gas,stda,1.63e-08,6.4e-09,3.598,3.427,0.17099999999999982,0.1839,5.8
Me-DMAC,gas,stddft,-4.4e-09,1.27e-08,3.589,3.395,0.19399999999999995,0.173,5.8
Me-DMAC,toluene,stda,-3.62e-08,-1.17e-08,3.616,3.396,0.2200000000000002,0.1429,5.692000000000001
Me-DMAC,toluene,stddft,-1.84e-08,4e-08,3.609,3.364,0.2450000000000001,0.1351,5.692000000000001
Me-DOC,gas,stda,8.56e-08,2.99e-08,3.522,2.959,0.5629999999999997,0.5253,6.004
Me-DOC,gas,stddft,1.07e-08,-2.41e-08,3.423,2.932,0.4910000000000001,0.3683,6.004
Me-DOC,toluene,stda,1.4e-08,-2.55e-08,3.518,2.941,0.577,0.4467,5.92
Me-DOC,toluene,stddft,1.342e-07,2.5e-09,3.414,2.913,0.5010000000000003,0.3151,5.92
Me-MOC,gas,stda,5.78e-08,3.5e-08,3.648,3.135,0.5130000000000003,0.4149,6.196
Me-MOC,gas,stddft,4.86e-08,-5.9e-08,3.563,3.11,0.4530000000000003,0.3081,6.196
Me-MOC,toluene,stda,-3.76e-08,8.85e-08,3.639,3.118,0.5209999999999999,0.3609,6.119999999999999
Me-MOC,toluene,stddft,-5e-09,1.42e-08,3.55,3.092,0.45799999999999974,0.2693,6.119999999999999
Me2ACBO,gas,stda,8.27e-08,3.21e-08,3.412,2.981,0.43100000000000005,0.4683,5.712000000000001
Me2ACBO,gas,stddft,-7.8e-09,4.86e-08,3.375,2.959,0.4159999999999999,0.4261,5.712000000000001
Me2ACBO,toluene,stda,-9.1e-09,-3.79e-08,3.528,3.11,0.41800000000000015,0.1893,5.737
Me2ACBO,toluene,stddft,2.8e-09,-3.36e-08,3.508,3.091,0.4169999999999998,0.1997,5.737
MeCZ-TRZ,gas,stda,-1.28e-08,-6.13e-08,3.937,3.501,0.43599999999999994,0.5121,6.481000000000001
MeCZ-TRZ,gas,stddft,-1.404e-07,-2.19e-08,3.885,3.479,0.4059999999999997,0.3426,6.481000000000001
MeCZ-TRZ,toluene,stda,1.73e-08,3.7e-09,3.957,3.509,0.44799999999999995,0.6052,6.516
MeCZ-TRZ,toluene,stddft,4.47e-08,-4.2e-08,3.907,3.486,0.4209999999999998,0.4847,6.516
MeOCzPCN,gas,stda,4.46e-08,3.85e-08,3.502,2.898,0.6039999999999996,0.5418,6.606999999999999
MeOCzPCN,gas,stddft,7.68e-08,-2.02e-08,3.447,2.876,0.5710000000000002,0.3451,6.606999999999999
MeOCzPCN,toluene,stda,-7.7e-08,2.68e-08,3.451,2.823,0.6280000000000001,0.0226,6.507999999999999
MeOCzPCN,toluene,stddft,-6.73e-08,-5.83e-08,3.388,2.8,0.5880000000000001,0.0184,6.507999999999999
N-B,gas,stda,2.2e-09,-3.87e-08,4.094,3.838,0.2560000000000002,0.1839,7.6209999999999996
N-B,gas,stddft,-1.79e-08,-9.1e-09,4.081,3.822,0.25900000000000034,0.1677,7.6209999999999996
N-B,toluene,stda,-2.2e-09,-6.62e-08,4.207,3.965,0.242,0.1722,7.674
N-B,toluene,stddft,-5.29e-08,1.22e-08,4.195,3.949,0.24600000000000044,0.1585,7.674
N-BPyIA,gas,stda,7.35e-08,5.04e-08,3.187,2.251,0.9359999999999999,0.733,5.98
N-BPyIA,gas,stddft,-7.32e-08,5.49e-08,3.022,2.181,0.8409999999999997,0.5195,5.98
N-BPyIA,toluene,stda,-5.9e-08,1.504e-07,3.212,2.254,0.9580000000000002,0.7437,6.215999999999999
N-BPyIA,toluene,stddft,-1.47e-08,8.58e-08,3.044,2.184,0.8599999999999999,0.5127,6.215999999999999
NA-TNA,gas,stda,3.16e-08,3.7e-09,3.141,2.477,0.6640000000000001,2.1993,5.130000000000001
NA-TNA,gas,stddft,-2.86e-08,9.7e-09,3.09,2.425,0.665,1.9267,5.130000000000001
NA-TNA,toluene,stda,7.05e-08,-2.29e-08,3.006,2.336,0.6699999999999999,2.3925,4.882999999999999
NA-TNA,toluene,stddft,-1.168e-07,-5.83e-08,2.952,2.283,0.669,2.0828,4.882999999999999
NAI–BiFA,gas,stda,2.04e-08,-6.16e-08,2.61,2.058,0.552,0.7525,5.615
NAI–BiFA,gas,stddft,-2.22e-08,-2e-08,2.546,2.023,0.5229999999999997,0.6352,5.615
NAI–BiFA,toluene,stda,-1.102e-07,-5.9e-09,2.545,1.926,0.619,0.7547,5.533999999999999
NAI–BiFA,toluene,stddft,1.13e-08,-8.45e-08,2.468,1.885,0.583,0.6167,5.533999999999999
NAI–PhBiFA,gas,stda,-4.18e-08,3.99e-08,3.299,2.738,0.5609999999999999,1.3782,5.284000000000001
NAI–PhBiFA,gas,stddft,8.9e-08,-1.133e-07,3.266,2.696,0.5699999999999998,1.263,5.284000000000001
NAI–PhBiFA,toluene,stda,3.3e-09,-9.85e-08,3.064,2.589,0.4750000000000001,1.2389,5.035
NAI–PhBiFA,toluene,stddft,3.68e-08,-1.62e-08,3.033,2.551,0.48199999999999976,1.1369,5.035
NAQ3,gas,stda,-4.17e-08,-7.4e-09,2.539,2.138,0.40100000000000025,0.4894,5.282
NAQ3,gas,stddft,-1.52e-08,3.13e-08,2.498,2.117,0.3810000000000002,0.423,5.282
NAQ3,toluene,stda,-4.35e-08,4.24e-08,2.516,2.118,0.39800000000000013,0.4704,5.258000000000001
NAQ3,toluene,stddft,3.66e-08,-3.35e-08,2.476,2.097,0.379,0.4044,5.258000000000001
NDN,gas,stda,4.24e-08,3.99e-08,3.837,3.445,0.39200000000000035,0.0479,7.202000000000001
NDN,gas,stddft,-7.27e-08,-6.64e-08,3.771,3.427,0.34399999999999986,0.0377,7.202000000000001
NDN,toluene,stda,-7.86e-08,1.096e-07,3.829,3.429,0.40000000000000036,0.0345,7.235
NDN,toluene,stddft,3.79e-08,6e-10,3.763,3.409,0.3540000000000001,0.0259,7.235
NIDPA-1,gas,stda,4.38e-08,1.572e-07,2.935,2.452,0.4830000000000001,0.1953,5.858
NIDPA-1,gas,stddft,-1.61e-08,-2.02e-07,2.863,2.422,0.44099999999999984,0.1535,5.858
NIDPA-1,toluene,stda,-4.03e-08,-5.76e-08,2.932,2.443,0.4889999999999999,0.1948,5.858999999999999
NIDPA-1,toluene,stddft,5.22e-08,6.71e-08,2.859,2.412,0.44700000000000006,0.1535,5.858999999999999
NIDPA-2,gas,stda,-1.2e-09,8e-08,3.01,2.584,0.4259999999999997,0.3584,5.836999999999999
NIDPA-2,gas,stddft,-1.229e-07,-1.037e-07,2.941,2.564,0.3769999999999998,0.2932,5.836999999999999
NIDPA-2,toluene,stda,2.91e-08,-1.3e-08,3.014,2.58,0.4339999999999997,0.3726,5.816999999999999
NIDPA-2,toluene,stddft,-7e-10,-5.47e-08,2.944,2.559,0.3849999999999998,0.3033,5.816999999999999
NPE-AcDPS,gas,stda,2.25e-08,5.43e-08,4.023,3.421,0.6019999999999999,0.0914,7.356
NPE-AcDPS,gas,stddft,-7.71e-08,1.48e-08,3.98,3.39,0.5899999999999999,0.0662,7.356
NPE-AcDPS,toluene,stda,-5e-09,-7.64e-08,3.859,3.402,0.45699999999999985,0.4285,7.345999999999999
NPE-AcDPS,toluene,stddft,-3.76e-08,5.85e-08,3.824,3.37,0.45399999999999974,0.3455,7.345999999999999
Na-DMAC,gas,stda,9.4e-09,-5.04e-08,3.564,3.117,0.44700000000000006,0.1411,5.332000000000001
Na-DMAC,gas,stddft,-2.1e-08,3.68e-08,3.561,3.072,0.4889999999999999,0.1389,5.332000000000001
Na-DMAC,toluene,stda,-5.6e-09,-6.02e-08,3.538,3.102,0.43599999999999994,0.3098,5.244
Na-DMAC,toluene,stddft,-1.89e-08,2.26e-08,3.532,3.058,0.4740000000000002,0.3,5.244
NyDPAc,gas,stda,-1.6e-08,-1.039e-07,3.717,3.356,0.3610000000000002,0.0347,5.718
NyDPAc,gas,stddft,-6.7e-09,-5.14e-08,3.715,3.323,0.3919999999999999,0.057,5.718
NyDPAc,toluene,stda,-1.11e-08,8.1e-09,3.695,3.336,0.359,0.0387,5.666999999999999
NyDPAc,toluene,stddft,9.2e-09,-3.6e-09,3.693,3.303,0.3900000000000001,0.0621,5.666999999999999
NyDPO,gas,stda,1.07e-08,7.3e-08,3.179,2.874,0.3049999999999997,1.0715,5.052
NyDPO,gas,stddft,-9.1e-09,-5.86e-08,3.168,2.843,0.3250000000000002,1.0171,5.052
NyDPO,toluene,stda,1.61e-08,-7.96e-08,3.227,2.859,0.3679999999999999,0.9584,5.097999999999999
NyDPO,toluene,stddft,5.01e-08,-1.37e-08,3.21,2.828,0.3820000000000001,0.0291,5.097999999999999
OCzBN,gas,stda,-9.8e-08,1.52e-08,3.65,3.16,0.48999999999999977,0.603,6.746999999999999
OCzBN,gas,stddft,-5.1e-08,-1.72e-08,3.589,3.135,0.4540000000000002,0.4847,6.746999999999999
OCzBN,toluene,stda,8.6e-09,9.09e-08,3.72,3.123,0.597,0.3414,6.746
OCzBN,toluene,stddft,4.4e-08,1.37e-08,3.672,3.097,0.5750000000000002,0.2066,6.746
OPDPO,gas,stda,-7.7e-09,2.38e-08,2.804,2.487,0.3169999999999997,0.0188,5.417
OPDPO,gas,stddft,-9e-09,7.23e-08,2.797,2.447,0.3500000000000001,0.0173,5.417
OPDPO,toluene,stda,1.09e-08,-7e-09,2.23,2.101,0.129,0.0535,5.324000000000001
OPDPO,toluene,stddft,3.42e-08,3.1e-09,2.221,2.099,0.12199999999999989,0.0488,5.324000000000001
OXD-7,gas,stda,5e-08,-4.63e-08,4.277,3.492,0.7850000000000001,2.0079,7.587
OXD-7,gas,stddft,-2.17e-08,-5.61e-08,4.239,3.45,0.7889999999999997,1.7782,7.587
OXD-7,toluene,stda,-9.4e-09,-4.54e-08,4.242,3.41,0.8319999999999999,2.0634,7.488
OXD-7,toluene,stddft,-3.91e-08,1.242e-07,4.203,3.367,0.8360000000000003,1.8307,7.488
Oxd-bCZ,gas,stda,4.8e-09,-5.86e-08,3.882,3.456,0.42600000000000016,1.8672,6.399
Oxd-bCZ,gas,stddft,-2.37e-08,-8.08e-08,3.835,3.424,0.41100000000000003,1.3426,6.399
Oxd-bCZ,toluene,stda,7.57e-08,-9.88e-08,3.856,3.379,0.47699999999999987,2.2101,6.299
Oxd-bCZ,toluene,stddft,-9.8e-09,8.21e-08,3.813,3.345,0.46799999999999997,1.6381,6.299
P3C,gas,stda,-9.07e-08,2.81e-08,3.503,2.596,0.907,1.5378,6.197000000000001
P3C,gas,stddft,1.229e-07,4.55e-08,3.416,2.529,0.887,1.268,6.197000000000001
P3C,toluene,stda,-7.07e-08,1.67e-08,3.496,2.598,0.8980000000000001,1.1131,6.198
P3C,toluene,stddft,-3.64e-08,-3.18e-08,3.411,2.532,0.879,0.953,6.198
P4CzCN–BCz,gas,stda,-1.611e-07,-1.1e-09,4.625,3.758,0.867,0.0015,7.943999999999999
P4CzCN–BCz,gas,stddft,3.19e-08,-2.78e-08,4.6,3.705,0.8949999999999996,0.0016,7.943999999999999
P4CzCN–BCz,toluene,stda,1.01e-08,-2.8e-09,4.623,3.751,0.8720000000000003,0.0015,7.978
P4CzCN–BCz,toluene,stddft,-5.67e-08,-1.83e-08,4.597,3.698,0.8990000000000005,0.0016,7.978
PAB,gas,stda,-2.67e-08,-1.81e-08,3.164,2.712,0.45199999999999996,0.3898,6.482999999999999
PAB,gas,stddft,3.18e-08,-8.17e-08,3.089,2.69,0.399,0.3159,6.482999999999999
PAB,toluene,stda,2.7e-09,6.02e-08,3.138,2.688,0.44999999999999973,0.3724,6.452999999999999
PAB,toluene,stddft,3.6e-08,4.05e-08,3.064,2.666,0.39800000000000013,0.301,6.452999999999999
PABP,gas,stda,-2.39e-07,1.293e-07,3.313,2.251,1.0620000000000003,1.0488,6.3839999999999995
PABP,gas,stddft,-5.96e-08,-7.38e-08,3.154,2.182,0.972,0.7238,6.3839999999999995
PABP,toluene,stda,-1.37e-08,-3.95e-08,3.201,2.254,0.9470000000000001,0.9726,6.3919999999999995
PABP,toluene,stddft,2.07e-08,5.87e-08,3.032,2.185,0.847,0.7012,6.3919999999999995
PBICT,gas,stda,-9.17e-08,-1.68e-08,3.519,3.113,0.40600000000000014,0.3771,6.406000000000001
PBICT,gas,stddft,-2.8e-09,2.5e-08,3.463,3.089,0.3740000000000001,0.3228,6.406000000000001
PBICT,toluene,stda,-2.63e-08,4.89e-08,3.589,3.092,0.4969999999999999,0.53,6.639
PBICT,toluene,stddft,-2.16e-08,-2.55e-08,3.528,3.068,0.45999999999999996,0.4284,6.639
PBTPA,gas,stda,1.4e-09,-4.91e-08,3.038,2.554,0.484,1.3829,5.561999999999999
PBTPA,gas,stddft,-3.91e-08,-6.41e-08,3.004,2.511,0.4929999999999999,1.2356,5.561999999999999
PBTPA,toluene,stda,-1.07e-08,-1.241e-07,2.974,2.499,0.4750000000000001,1.362,5.444999999999999
PBTPA,toluene,stddft,-2e-09,-6.7e-08,2.938,2.457,0.4810000000000003,1.2086,5.444999999999999
PCBP,gas,stda,-5.23e-08,-1.027e-07,3.871,3.414,0.45699999999999985,0.3973,6.4239999999999995
PCBP,gas,stddft,-2.77e-08,3.33e-08,3.804,3.39,0.4139999999999997,0.3143,6.4239999999999995
PCBP,toluene,stda,-4.3e-09,3.98e-08,3.495,3.401,0.0940000000000003,0.001,6.3469999999999995
PCBP,toluene,stddft,4.95e-08,-1.6e-08,3.494,3.377,0.11700000000000044,0.0009,6.3469999999999995
PCDMB,gas,stda,4.64e-08,-7.2e-09,3.043,2.681,0.3620000000000001,0.0154,5.0809999999999995
PCDMB,gas,stddft,-1.133e-07,2.96e-08,3.005,2.649,0.35599999999999987,0.013,5.0809999999999995
PCDMB,toluene,stda,-1.35e-08,-3.75e-08,3.031,2.668,0.363,0.0171,5.281
PCDMB,toluene,stddft,-8.88e-08,2.35e-08,2.994,2.636,0.3580000000000001,0.0145,5.281
PCTXO,gas,stda,4.63e-08,-5.28e-08,3.598,3.263,0.33499999999999996,0.0004,5.734
PCTXO,gas,stddft,-4.6e-08,-8.98e-08,3.597,3.238,0.359,0.0005,5.734
PCTXO,toluene,stda,4.85e-08,6.53e-08,3.602,3.229,0.3729999999999998,0.0006,5.504999999999999
PCTXO,toluene,stddft,3.65e-08,-6.79e-08,3.601,3.204,0.3969999999999998,0.0007,5.504999999999999
PDA-DP,gas,stda,-2.18e-08,-2.82e-08,3.84,3.297,0.5429999999999997,1.9016,6.914
PDA-DP,gas,stddft,5.8e-08,3.96e-08,3.81,3.268,0.5420000000000003,1.7042,6.914
PDA-DP,toluene,stda,8.4e-09,-7.96e-08,3.776,3.26,0.516,1.4518,6.743
PDA-DP,toluene,stddft,2.44e-08,1.265e-07,3.747,3.233,0.5139999999999998,1.3554,6.743
PFBP-2a,gas,stda,-1.35e-08,2.92e-08,3.423,3.159,0.26400000000000023,0.3056,6.245000000000001
PFBP-2a,gas,stddft,4.8e-09,-1.32e-08,3.406,3.147,0.25900000000000034,0.2808,6.245000000000001
PFBP-2a,toluene,stda,-3.13e-08,1.87e-08,3.225,2.931,0.29400000000000004,0.3451,6.047
PFBP-2a,toluene,stddft,-3.68e-08,-5.88e-08,3.205,2.919,0.28600000000000003,0.3132,6.047
PFBP-2b,gas,stda,-3.25e-08,1.45e-08,3.503,3.222,0.28100000000000014,0.6351,6.236000000000001
PFBP-2b,gas,stddft,1.25e-08,-3.4e-09,3.494,3.213,0.28100000000000014,0.6018,6.236000000000001
PFBP-2b,toluene,stda,4.9e-09,-1.05e-08,3.281,2.938,0.34299999999999997,0.0,6.0280000000000005
PFBP-2b,toluene,stddft,2.2e-09,3.93e-08,3.255,2.929,0.32600000000000007,0.0,6.0280000000000005
PIAnTPh,gas,stda,9.63e-08,-1.601e-07,3.256,2.238,1.0179999999999998,0.8617,6.2749999999999995
PIAnTPh,gas,stddft,-1.05e-08,5.7e-08,3.106,2.168,0.9379999999999997,0.615,6.2749999999999995
PIAnTPh,toluene,stda,-1.72e-08,3.09e-08,3.252,2.245,1.0069999999999997,0.8325,6.306000000000001
PIAnTPh,toluene,stddft,3.83e-08,-6.15e-08,3.102,2.175,0.927,0.5958,6.306000000000001
PICFOCz,gas,stda,3.07e-08,-3.03e-08,3.816,3.351,0.46499999999999986,0.1529,7.03
PICFOCz,gas,stddft,-1.032e-07,3.97e-08,3.743,3.32,0.42300000000000004,0.0776,7.03
PICFOCz,toluene,stda,4.99e-08,1.012e-07,3.783,3.361,0.4219999999999997,0.2137,7.029999999999999
PICFOCz,toluene,stddft,-5.53e-08,7.94e-08,3.712,3.33,0.3820000000000001,0.0956,7.029999999999999
PICNAnCz,gas,stda,-4.49e-08,3.42e-08,3.855,3.428,0.42700000000000005,0.2342,6.984999999999999
PICNAnCz,gas,stddft,2.31e-08,-7.9e-09,3.812,3.398,0.4139999999999997,0.2208,6.984999999999999
PICNAnCz,toluene,stda,-5.38e-08,1.52e-08,3.837,3.437,0.40000000000000036,0.2144,7.015999999999999
PICNAnCz,toluene,stddft,5.4e-09,-6.9e-09,3.793,3.406,0.387,0.2019,7.015999999999999
PID-3,gas,stda,-1.3e-08,-1.02e-08,3.361,2.481,0.8800000000000003,1.7688,6.387999999999999
PID-3,gas,stddft,-2.1e-09,3.96e-08,3.271,2.422,0.8489999999999998,1.4124,6.387999999999999
PID-3,toluene,stda,8.35e-08,2.58e-08,3.362,2.487,0.875,1.7615,6.391
PID-3,toluene,stddft,6e-10,5.57e-08,3.274,2.427,0.847,1.4142,6.391
PLQYs,gas,stda,-3.05e-08,-1.165e-07,3.336,2.807,0.5289999999999999,0.0278,6.083
PLQYs,gas,stddft,1.31e-08,-5.46e-08,3.294,2.735,0.5590000000000002,0.0237,6.083
PLQYs,toluene,stda,-4.09e-08,6.08e-08,3.334,2.803,0.5310000000000001,0.0305,6.092
PLQYs,toluene,stddft,2.3e-08,1.74e-08,3.29,2.732,0.5579999999999998,0.026,6.092
PO-ABN,gas,stda,-6.72e-08,4.46e-08,3.202,2.251,0.9510000000000001,0.6435,6.350999999999999
PO-ABN,gas,stddft,-3.15e-08,9.54e-08,3.044,2.182,0.8620000000000001,0.4502,6.350999999999999
PO-ABN,toluene,stda,1.077e-07,-1.362e-07,3.203,2.25,0.9529999999999998,0.6929,6.366
PO-ABN,toluene,stddft,1.236e-07,7.56e-08,3.043,2.18,0.863,0.4717,6.366
PO-TPA,gas,stda,3.82e-08,-2.53e-08,2.1,1.499,0.601,0.5823,4.171999999999999
PO-TPA,gas,stddft,4.32e-08,-1.47e-08,2.021,1.453,0.5679999999999998,0.4503,4.171999999999999
PO-TPA,toluene,stda,-4.07e-08,-4.89e-08,1.984,1.295,0.6890000000000001,0.8294,3.9719999999999995
PO-TPA,toluene,stddft,-3.57e-08,1.1e-08,1.874,1.244,0.6300000000000001,0.6084,3.9719999999999995
POBBPE,gas,stda,-1.76e-08,8.23e-08,4.906,4.463,0.4429999999999996,0.0193,8.982
POBBPE,gas,stddft,1.116e-07,-8.97e-08,4.858,4.444,0.4139999999999997,0.018,8.982
POBBPE,toluene,stda,2.37e-08,-9e-09,4.796,4.415,0.3810000000000002,0.023,8.827
POBBPE,toluene,stddft,1.42e-08,6.96e-08,4.746,4.396,0.35000000000000053,0.0205,8.827
POZDBPHZ,gas,stda,8.6e-09,-4.15e-08,3.041,2.876,0.16500000000000004,0.4573,4.808
POZDBPHZ,gas,stddft,6.4e-09,4.65e-08,3.029,2.849,0.17999999999999972,0.4297,4.808
POZDBPHZ,toluene,stda,2.72e-08,-9.41e-08,3.076,2.88,0.19600000000000017,0.4488,4.843999999999999
POZDBPHZ,toluene,stddft,5.18e-08,1.4e-09,3.064,2.85,0.21399999999999997,0.422,4.843999999999999
PPI,gas,stda,2.05e-08,-6e-10,3.807,3.413,0.39400000000000013,0.2242,7.361000000000001
PPI,gas,stddft,-2.13e-08,1.114e-07,3.763,3.383,0.3799999999999999,0.2089,7.361000000000001
PPI,toluene,stda,-4.75e-08,5.19e-08,3.784,3.411,0.3729999999999998,0.1971,7.3709999999999996
PPI,toluene,stddft,7.22e-08,3.77e-08,3.739,3.381,0.3580000000000001,0.1836,7.3709999999999996
PPI-An-NPIM,gas,stda,8.48e-08,-1.389e-07,3.31,2.283,1.0270000000000001,0.8741,6.177
PPI-An-NPIM,gas,stddft,4.9e-08,4.72e-08,3.16,2.216,0.944,0.6196,6.177
PPI-An-NPIM,toluene,stda,4.4e-08,-3.59e-08,3.318,2.258,1.06,0.8978,6.273999999999999
PPI-An-NPIM,toluene,stddft,-6.46e-08,-1.169e-07,3.171,2.189,0.9819999999999998,0.648,6.273999999999999
PPI-PIM-1,gas,stda,-4.17e-08,-4.53e-08,3.87,3.445,0.42500000000000027,0.8539,6.793
PPI-PIM-1,gas,stddft,-2.89e-08,-1.756e-07,3.833,3.417,0.41600000000000037,0.7458,6.793
PPI-PIM-1,toluene,stda,-2.1e-08,4.51e-08,3.845,3.454,0.391,0.5621,6.86
PPI-PIM-1,toluene,stddft,5.66e-08,4.02e-08,3.807,3.426,0.3809999999999998,0.4978,6.86
PPI-PIM-2,gas,stda,-8.66e-08,-1.13e-08,3.846,3.405,0.4410000000000003,0.7036,6.802
PPI-PIM-2,gas,stddft,1.2e-08,-8e-09,3.806,3.378,0.42799999999999994,0.6238,6.802
PPI-PIM-2,toluene,stda,1.39e-08,-1.42e-08,3.829,3.419,0.41000000000000014,0.4988,6.941
PPI-PIM-2,toluene,stddft,-1.125e-07,1.325e-07,3.789,3.391,0.39800000000000013,0.4499,6.941
PPINCN,gas,stda,1.045e-07,-5.9e-09,3.404,2.702,0.702,0.1784,6.3100000000000005
PPINCN,gas,stddft,2.68e-08,7.94e-08,3.38,2.636,0.7439999999999998,0.198,6.3100000000000005
PPINCN,toluene,stda,-5.6e-08,-7.9e-09,3.597,2.721,0.8759999999999999,0.8727,6.2250000000000005
PPINCN,toluene,stddft,1.42e-08,-3.89e-08,3.537,2.655,0.8820000000000001,0.7968,6.2250000000000005
PPINCN-Cz,gas,stda,-1.162e-07,1.195e-07,3.727,2.771,0.956,1.1702,5.9990000000000006
PPINCN-Cz,gas,stddft,-7.01e-08,-7.36e-08,3.664,2.706,0.9580000000000002,1.0617,5.9990000000000006
PPINCN-Cz,toluene,stda,1.29e-08,-7.83e-08,3.588,2.798,0.79,0.2477,6.082
PPINCN-Cz,toluene,stddft,5.48e-08,1.61e-08,3.565,2.735,0.8300000000000001,0.286,6.082
PPO21,gas,stda,-6.1e-09,5.45e-08,3.827,3.398,0.4289999999999998,0.2143,7.588000000000001
PPO21,gas,stddft,-5.81e-08,3.78e-08,3.754,3.375,0.379,0.1816,7.588000000000001
PPO21,toluene,stda,7.3e-08,-7.22e-08,3.816,3.389,0.42700000000000005,0.1879,7.585
PPO21,toluene,stddft,2.14e-08,-1.65e-08,3.744,3.366,0.3780000000000001,0.1605,7.585
PPZPPI,gas,stda,-1.269e-07,-1.019e-07,2.524,2.287,0.2370000000000001,0.0001,5.436999999999999
PPZPPI,gas,stddft,1.89e-07,1.532e-07,2.494,2.256,0.23800000000000043,0.0001,5.436999999999999
PPZPPI,toluene,stda,-6.5e-08,1.99e-08,2.497,2.264,0.2330000000000001,0.0001,5.3469999999999995
PPZPPI,toluene,stddft,1.34e-08,-7.32e-08,2.466,2.233,0.2330000000000001,0.0001,5.3469999999999995
PPZTPI,gas,stda,1.227e-07,5.75e-08,2.53,2.292,0.238,0.0001,5.476
PPZTPI,gas,stddft,4.26e-08,7.7e-09,2.501,2.262,0.23899999999999988,0.0001,5.476
PPZTPI,toluene,stda,6.66e-08,-9.2e-09,2.494,2.262,0.2320000000000002,0.0001,5.351
PPZTPI,toluene,stddft,-1.272e-07,-1.66e-08,2.463,2.232,0.23099999999999987,0.0001,5.351
PS-BZ-DMAC,gas,stda,-8.34e-08,-2.84e-08,3.496,2.753,0.7429999999999999,1.1504,6.529999999999999
PS-BZ-DMAC,gas,stddft,3.47e-08,-7.5e-09,3.419,2.718,0.7010000000000001,0.98,6.529999999999999
PS-BZ-DMAC,toluene,stda,1.97e-08,7.32e-08,3.389,2.607,0.7819999999999996,1.1558,6.294
PS-BZ-DMAC,toluene,stddft,3.91e-08,3.82e-08,3.304,2.569,0.7349999999999999,0.9703,6.294
PSBC,gas,stda,7.49e-08,1.49e-08,3.864,3.482,0.3819999999999997,0.0044,6.732000000000001
PSBC,gas,stddft,-3.6e-09,3e-10,3.81,3.46,0.3500000000000001,0.0257,6.732000000000001
PSBC,toluene,stda,2.76e-08,-7.8e-09,3.792,3.414,0.37799999999999967,0.0164,6.414000000000001
PSBC,toluene,stddft,5.02e-08,-1.2e-08,3.744,3.392,0.3520000000000003,0.0007,6.414000000000001
PSPBP,gas,stda,-8.42e-08,8.71e-08,3.224,2.851,0.3730000000000002,0.0206,6.465000000000001
PSPBP,gas,stddft,-1.68e-08,1.6e-09,3.188,2.821,0.367,0.0172,6.465000000000001
PSPBP,toluene,stda,3.43e-08,-3.41e-08,3.315,2.93,0.3849999999999998,0.0149,6.476000000000001
PSPBP,toluene,stddft,5.51e-08,6.6e-08,3.279,2.899,0.3799999999999999,0.0114,6.476000000000001
PSPCz,gas,stda,-5.26e-08,-8.33e-08,3.85,3.399,0.45100000000000007,0.1884,7.595999999999999
PSPCz,gas,stddft,-5.83e-08,4.89e-08,3.777,3.376,0.40100000000000025,0.1587,7.595999999999999
PSPCz,toluene,stda,4.18e-08,-1.163e-07,3.863,3.412,0.45100000000000007,0.2183,7.607000000000001
PSPCz,toluene,stddft,5.55e-08,-2.34e-08,3.792,3.389,0.403,0.1846,7.607000000000001
PSPP,gas,stda,-4.43e-08,-3.98e-08,3.114,2.75,0.3639999999999999,0.0146,6.642
