molecule,environment,method,transition,CT_number,Lambda_D,Lambda_A,hole_on_A,particle_on_D,Delta_r,S_he
TPA-CN-N4-2PY,toluene,stddft,S0T1,0.054744287274408325,0.9079361355268375,0.060295306170012164,0.0920638644731625,0.9397046938299878,0.7661779126160304,0.7851455183949514
2BPy-mDTC,toluene,stddft,S0S1,0.07929177049844587,0.957403962869627,0.08281955535340028,0.04259603713037294,0.9171804446465999,1.7739564500820977,0.7037362670661541
PSBC,toluene,stddft,S0S1,0.1832855626326949,0.23441938311190336,0.781870339387426,0.7655806168880966,0.2181296606125739,0.5508357622592244,0.7419781961341291
2BPy-mDTC,toluene,stddft,S0T1,0.15861311169618866,0.9601718122268394,0.16519242668489886,0.039828187773160585,0.8348075733151011,2.790826797948435,0.5494666724062844
5-DBFBI,toluene,stda,S0S1,0.19001466387026875,0.3521131527160848,0.5396409148722741,0.6478868472839152,0.46035908512772605,0.6224806248045606,0.7590264614295785
5-DBFBI,toluene,stda,S0T1,0.16788697194233962,0.7303118932159243,0.22988393520890135,0.2696881067840758,0.7701160647910983,0.08447254692810184,0.8491841671879521
PBTPA,toluene,stda,S0T1,0.3335430320472042,0.8206221401944384,0.40645141741870927,0.17937785980556148,0.5935485825812907,1.3179723824508844,0.7573837092582082
PBTPA,toluene,stddft,S0T1,0.333775141265388,0.8074264137888759,0.413381499001422,0.19257358621112405,0.586618500998578,1.066795926775274,0.7703966414423029
PBTPA,toluene,stddft,S0S1,0.22461899695372475,0.8597755945491026,0.26125305065390125,0.14022440545089743,0.7387469493460986,2.7430927662685067,0.734613893837184
PBTPA,toluene,stda,S0S1,0.20994855485467392,0.85888092236922,0.24444431048198345,0.1411190776307802,0.7555556895180164,2.683137714211698,0.7380414192018412
5-DBFBI,toluene,stddft,S0T1,0.1627277147293922,0.7357638933457625,0.22116838866530308,0.2642361066542374,0.7788316113346966,0.03529157609324151,0.854883510537174
5-DBFBI,toluene,stddft,S0S1,0.17251565818028577,0.282739081840012,0.6101585145484196,0.7172609181599882,0.3898414854515805,0.6219069177181558,0.7658081167875497
TBPM2CN,toluene,stda,S0T1,0.12201646595475979,0.9548115130669355,0.1277911548875574,0.045188486933064556,0.8722088451124423,2.068581844491533,0.8633405907428263
TBPM2CN,toluene,stddft,S0T1,0.12236809956353763,0.9559979218678079,0.12800038239043188,0.04400207813219188,0.8719996176095683,2.052945266250056,0.8711089427820048
DPPP,toluene,stda,S0T1,0.23027829133244287,0.6639349154448005,0.3468386523672563,0.3360650845551996,0.6531613476327436,0.06938410696888007,0.9921043728598987
DPPP,toluene,stddft,S0T1,0.23077752881095384,0.6617806546621836,0.34872208364682084,0.33821934533781645,0.651277916353179,0.06657293007137259,0.9923358661963426
DPPP,toluene,stda,S0S1,0.24423146529566572,0.4215401555975475,0.5793788849118284,0.5784598444024524,0.4206211150881716,0.1252850765474069,0.9882593299254622
TBPM2CN,toluene,stda,S0S1,0.1825322208004051,0.7135587216233038,0.25580546529535103,0.28644127837669603,0.7441945347046488,0.6940910700247299,0.823082593646215
DPPP,toluene,stddft,S0S1,0.24359752158021825,0.4176772064109794,0.583219572055189,0.582322793589021,0.41678042794481107,0.11848586373809882,0.990499994758411
dTolmp,toluene,stda,S0T1,0.062432024888781766,0.9604575476736824,0.06500237833519862,0.039542452326317735,0.9349976216648015,0.43336999319959235,0.9134619680515164
TBPM2CN,toluene,stddft,S0S1,0.18152616915325728,0.7200007406330187,0.2521194200351252,0.2799992593669812,0.7478805799648747,0.639327689513711,0.8295640753078295
D1–D6,toluene,stda,S0T1,0.35203380539061013,0.4334052975497158,0.8122508132246087,0.566594702450284,0.1877491867753911,1.2511416405564213,0.73643140665058
D1–D6,toluene,stddft,S0T1,0.34963819468706187,0.43008191031195997,0.8129572211801509,0.5699180896880398,0.18704277881984882,1.2406157785469953,0.739495266600425
D1–D6,toluene,stda,S0S1,0.10158202203904335,0.13180723074061815,0.7706862625688978,0.8681927692593823,0.22931373743110195,0.9904254905496528,0.8069320840404044
dTolmp,toluene,stddft,S0T1,0.06264434914370999,0.9590244385874453,0.06532091010733715,0.040975561412554644,0.9346790898926631,0.047305135359581196,0.924849249626117
dTolmp,toluene,stda,S0S1,0.04333314642273498,0.9634060967779964,0.04497910753072648,0.0365939032220036,0.9550208924692735,0.5304264337421137,0.6107789610158181
D1–D6,toluene,stddft,S0S1,0.10067277226167402,0.1308580885440808,0.7693278526513204,0.869141911455919,0.2306721473486793,1.009761180713703,0.8089242850889906
C2FLA-1,toluene,stda,S0S1,0.2001046263144082,0.8096164343167831,0.2471597880584921,0.19038356568321677,0.7528402119415079,0.845860955876878,0.9299423371024919
dTolmp,toluene,stddft,S0S1,0.0432606011410066,0.9643029165009386,0.04486204531868643,0.035697083499061075,0.9551379546813137,0.5062389740955755,0.6104764686528723
C2FLA-1,toluene,stda,S0T1,0.18032580561123585,0.8067367255523104,0.22352497400906185,0.1932632744476896,0.7764750259909383,0.5021812314345769,0.9592296603872281
C2FLA-1,toluene,stddft,S0S1,0.20380704517828882,0.8089856262332887,0.2519291302210561,0.19101437376671115,0.748070869778944,0.9017061898875975,0.9271037892515024
C2FLA-1,toluene,stddft,S0T1,0.17903462540623002,0.8070080414965136,0.22184986542913337,0.19299195850348633,0.7781501345708667,0.45866436827123697,0.9615871336618519
DMAC-Cz,toluene,stddft,S0S1,0.11437215978668801,0.5250997445055442,0.21781035123981177,0.47490025549445575,0.7821896487601884,2.072377554708447,0.7875315127972441
DMAC-Cz,toluene,stda,S0S1,0.11489903874164213,0.5302694408914206,0.2166804833189872,0.4697305591085792,0.7833195166810127,2.0484654677897773,0.7845060625997464
DMAC-Cz,toluene,stda,S0T1,0.025552663341624666,0.979592618499067,0.02608498967741967,0.020407381500932985,0.9739150103225802,1.1196717594282344,0.691475526949807
PrDPhAc,toluene,stda,S0S1,0.3157409304235483,0.87897794333356,0.3592137127196705,0.12102205666643982,0.6407862872803294,0.7697434345425941,0.6851587873690295
PrDPhAc,toluene,stddft,S0S1,0.31216324994232814,0.8801237176201314,0.35468110186420443,0.11987628237986853,0.6453188981357956,0.7649825236629569,0.683859316102597
PrDPhAc,toluene,stda,S0T1,0.23776335815264044,0.9190895282511666,0.25869444797728675,0.08091047174883337,0.7413055520227132,0.6221403626335583,0.7076761777248138
5CzICz,toluene,stda,S0T1,0.22737066360076724,0.48346988844228295,0.47028919284579385,0.5165301115577169,0.5297108071542062,2.220616952978149,0.6076497130754307
PrDPhAc,toluene,stddft,S0T1,0.23013697639774747,0.9236290734498269,0.2491660158965848,0.07637092655017311,0.7508339841034153,0.6079718312203469,0.7104411999013124
5CzICz,toluene,stda,S0S1,0.29694223157605587,0.643251161590437,0.46162719837437505,0.356748838409563,0.538372801625625,2.947001167400787,0.667278763580333
5CzICz,toluene,stddft,S0T1,0.22797349266971428,0.4848909118087024,0.47015418750445387,0.5151090881912975,0.5298458124955464,2.15370513490672,0.6090740722222499
DMAC-Cz,toluene,stddft,S0T1,0.02523181212829477,0.9800690225894999,0.025744933822750837,0.019930977410500254,0.974255066177249,1.1099175923084719,0.6960032639523164
5CzICz,toluene,stddft,S0S1,0.2994032912932231,0.6399203163188457,0.46787589588582906,0.3600796836811543,0.5321241041141709,3.08431983930039,0.6579151416562952
Xm-mCP,toluene,stda,S0T1,0.12258893387177365,0.8717309625584921,0.14062702730207094,0.12826903744150808,0.859372972697929,0.8450699810090119,0.7143167539292491
mCP-Py,toluene,stda,S0T1,0.040187393414620694,0.9567405087402205,0.04200448611456526,0.04325949125977955,0.9579955138854347,1.3175323859719965,0.721370122528838
mCP-Py,toluene,stddft,S0S1,0.19884223713471286,0.9300035512890209,0.21380804068877998,0.06999644871097888,0.78619195931122,0.7470906911168834,0.7977906029672686
mCP-Py,toluene,stddft,S0T1,0.03849545189319264,0.9595742272184924,0.04011722157730205,0.040425772781507566,0.959882778422698,1.333917576120684,0.7240981791157055
mCP-Py,toluene,stda,S0S1,0.055218256467857454,0.9587402746291144,0.05759459358189418,0.041259725370885805,0.9424054064181059,1.2765174359790579,0.7347619914292449
Xm-mCP,toluene,stda,S0S1,0.00011742609372195123,0.00011745819892759843,0.999726666967991,0.9998825418010723,0.00027333303200909194,0.8533623100826788,0.7870748980292698
Xm-mCP,toluene,stddft,S0S1,0.08804269186371065,0.6158968165382227,0.14295039282484537,0.3841031834617771,0.8570496071751545,0.27854321380423147,0.7368456540335081
PPO21,toluene,stda,S0T1,0.2329557103899739,0.8490547516126141,0.2743706574252366,0.1509452483873859,0.7256293425747637,0.9618649636006753,0.6945792953610211
PPO21,toluene,stda,S0S1,0.1928338004919986,0.7471856803011854,0.2580801607630765,0.2528143196988148,0.7419198392369235,0.7763103861880346,0.7711706848088206
Xm-mCP,toluene,stddft,S0T1,0.2587545513117821,0.8967184607672941,0.2885571811361772,0.10328153923270594,0.7114428188638231,0.6125384818992295,0.6191495302646248
PPO21,toluene,stddft,S0T1,0.23275153643786878,0.8480061694626253,0.2744691546116481,0.15199383053737484,0.7255308453883523,0.9575969385050073,0.6974761385541662
PPO21,toluene,stddft,S0S1,0.19449408800511875,0.7485844344185646,0.2598158324734402,0.25141556558143563,0.7401841675265598,0.7222758589641982,0.7713929632059563
3CzBN,toluene,stda,S0S1,0.338142362119681,0.8618933377848629,0.3923250677267501,0.1381066622151372,0.6076749322732498,1.9260855698124715,0.6774843514477137
BPCN-2Cz,toluene,stddft,S0T1,0.10719322559074189,0.5579300901825262,0.19212662567755354,0.44206990981747396,0.8078733743224464,1.452586589003574,0.6851514840857098
BPCN-2Cz,toluene,stda,S0S1,0.1972657147308293,0.9158101897130543,0.21540021824024197,0.0841898102869457,0.784599781759758,0.8889124504353638,0.7792144456679801
BPCN-2Cz,toluene,stda,S0T1,0.10714464532287718,0.5539353346171554,0.19342446424171278,0.44606466538284467,0.8065755357582873,1.4618150182532537,0.6823630277276325
BPCN-2Cz,toluene,stddft,S0S1,0.196771027577382,0.9166753986755948,0.2146572580235874,0.08332460132440545,0.7853427419764127,0.8426830507290308,0.7835651166423829
3CzBN,toluene,stda,S0T1,0.0676198631605711,0.931727643065852,0.07257470964161564,0.06827235693414814,0.9274252903583842,0.6408115420323701,0.7299036710622466
3CzBN,toluene,stddft,S0T1,0.09078581183289963,0.8986290007515763,0.10102702200459825,0.10137099924842373,0.898972977995402,0.6060112493065272,0.7318216587874744
3CzBN,toluene,stddft,S0S1,0.33722624533673284,0.8593158811820304,0.3924357186007803,0.14068411881796955,0.6075642813992199,1.8854354695086646,0.6693215708552785
mCP-BP-DMAC,toluene,stda,S0S1,0.01658401035320106,0.9928844089132097,0.01670286108264462,0.007115591086790403,0.9832971389173554,3.911315544855803,0.42435194822728844
mCP-BP-DMAC,toluene,stda,S0T1,0.019663090284444382,0.996229575539746,0.019737509071431795,0.0037704244602539735,0.9802624909285682,0.7040005385278592,0.7232324748389032
mCP-BP-DMAC,toluene,stddft,S0S1,0.01828706256965909,0.9957359551339598,0.018365373345586248,0.004264044866040323,0.9816346266544136,0.4242035357047014,0.6813862552924073
ICZ,toluene,stda,S0T1,0.239821450957092,0.8827270410591496,0.27168245652624357,0.1172729589408503,0.7283175434737562,0.7546578104389878,0.6946776599449949
ICZ,toluene,stda,S0S1,0.09262808370230631,0.6657475441794737,0.13913394726295142,0.3342524558205262,0.8608660527370486,1.0083435853389553,0.750194685601614
SIR-C,toluene,stda,S0S1,0.006655517380534043,0.6036863885608841,0.011024792850473237,0.39631361143911603,0.9889752071495267,5.6107902398626335,0.38926926962946384
mCP-BP-DMAC,toluene,stddft,S0T1,0.019828510112186,0.9963033710476171,0.01990208071998817,0.0036966289523830296,0.9800979192800117,0.717214281618412,0.7296886548573334
SIR-C,toluene,stda,S0T1,0.007275880277581207,0.6029846598694463,0.01206644341359617,0.39701534013055384,0.9879335565864037,5.610232775475666,0.39760778516738926
SIR-C,toluene,stddft,S0S1,0.006664930258451427,0.60374479528968,0.01103931712612704,0.39625520471032,0.988960682873873,5.609449427063867,0.38942890879185676
ICZ,toluene,stddft,S0S1,0.08979233424456388,0.6693333733195751,0.13415188577739165,0.3306666266804249,0.8658481142226083,1.0008207710126331,0.7472866899688696
ICZ,toluene,stddft,S0T1,0.23722021564155069,0.8852015980846968,0.2679843960458522,0.11479840191530333,0.732015603954148,0.7446075217655717,0.6945983170458645
SIR-C,toluene,stddft,S0T1,0.007493950254015209,0.6029805290837533,0.012428179505899613,0.39701947091624684,0.9875718204941002,5.603667587499018,0.40123627093791214
TBRb,toluene,stda,S0S1,0.02990807780825661,0.9733799191507986,0.030726006587796856,0.026620080849201453,0.9692739934122031,0.04205470251363189,0.9963947904539548
TBRb,toluene,stda,S0T1,0.02515473698527042,0.9765031719404662,0.02576001564366041,0.023496828059534076,0.9742399843563394,0.03915272071285195,0.9980548891178167
TBRb,toluene,stddft,S0T1,0.024418177823215318,0.9773058024086525,0.02498519681663064,0.022694197591347602,0.9750148031833693,0.040998141518927916,0.9982627003039171
TBRb,toluene,stddft,S0S1,0.029962725124858605,0.9730074013555176,0.030793933410081863,0.02699259864448237,0.9692060665899183,0.04029476101221615,0.996172625389165
2PCzBN-tPh,toluene,stda,S0S1,0.23051008438570833,0.7641112730435856,0.3016708331857837,0.23588872695641439,0.6983291668142162,0.628607080741869,0.7116711289835129
2PCzBN-tPh,toluene,stda,S0T1,0.29397321835118245,0.6375477292691174,0.46109993786377745,0.3624522707308826,0.5389000621362225,0.9761891144228902,0.697096280737574
2PCzBN-tPh,toluene,stddft,S0S1,0.23212837317140542,0.7630214234684205,0.3042226155541393,0.23697857653157955,0.6957773844458607,0.5661177806338828,0.7172659540035509
TAA-PPO,toluene,stda,S0S1,0.24001428382482154,0.8435114479574339,0.2845418214607721,0.15648855204256612,0.7154581785392279,3.3502085885234276,0.5539288480732001
TAA-PPO,toluene,stda,S0T1,0.2173182377810446,0.7817806216093961,0.2779785425400632,0.21821937839060374,0.7220214574599366,1.5253750371859416,0.8654292422115504
TAA-PPO,toluene,stddft,S0S1,0.24241655060714257,0.839589940526836,0.2887320808715599,0.16041005947316417,0.7112679191284399,3.258783288759066,0.5773909310880215
2PCzBN-tPh,toluene,stddft,S0T1,0.2880565766381808,0.6574104588686115,0.43816853345156637,0.34258954113138856,0.5618314665484337,0.9281665752526197,0.7012908910547239
TBPe,toluene,stda,S0S1,0.01964052476389089,0.9978174845711323,0.019683484272008424,0.0021825154288677116,0.9803165157279916,0.05914646245290516,0.9925425556918855
SAF-2CzB,toluene,stda,S0T1,0.03461959924566464,0.9646527592325541,0.03588814618973034,0.03534724076744582,0.9641118538102694,0.9231271743252304,0.6739773756690455
SAF-2CzB,toluene,stddft,S0S1,0.015756524690824423,0.9995341784061615,0.015763867840867113,0.0004658215938383895,0.9842361321591329,1.3128695548461846,0.7359514335894473
TAA-PPO,toluene,stddft,S0T1,0.21259446488959602,0.7742569337055705,0.2745787033150937,0.22574306629442953,0.7254212966849064,1.2846977504810735,0.8930758223968015
TBPe,toluene,stda,S0T1,0.017086878854659957,0.9978104099927871,0.01712437421331721,0.002189590007212813,0.9828756257866826,0.055408947806525735,0.9934889401562016
TBPe,toluene,stddft,S0T1,0.016653282248423204,0.9978067626001292,0.016689887133083104,0.002193237399870786,0.983310112866917,0.05494364632444551,0.9936188467229761
TBPe,toluene,stddft,S0S1,0.02024368241086753,0.9978074872671644,0.020288164469793413,0.0021925127328356704,0.9797118355302068,0.06074157629207047,0.9922825986950314
B4PyPPM,toluene,stda,S0S1,0.14031958926700738,0.6029789744540812,0.232710583970276,0.39702102554591845,0.7672894160297239,1.389552871703842,0.6056017595792035
B4PyPPM,toluene,stddft,S0S1,0.14041013919169734,0.6029152745823438,0.23288535738120641,0.39708472541765627,0.7671146426187936,1.3874164441804617,0.6063097696336914
B4PyPPM,toluene,stda,S0T1,0.23370394287453444,0.5843689566897668,0.39992532149274407,0.4156310433102331,0.6000746785072559,0.5975849287089479,0.8882602269284195
SAF-2CzB,toluene,stddft,S0T1,0.03407621534919538,0.965594202220933,0.035290410061305,0.034405797779067146,0.964709589938695,0.9116461135117029,0.6759449088065358
B4PyPPM,toluene,stddft,S0T1,0.2418197122728602,0.5875639594286772,0.41156321519106726,0.41243604057132294,0.5884367848089328,0.4570144519213491,0.9376549820915805
DMDHNP-DPS,toluene,stda,S0S1,0.3457166049796714,0.898240044321527,0.38488220066029627,0.10175995567847304,0.6151177993397038,0.9180446275527704,0.5620619894063152
SAF-2CzB,toluene,stda,S0S1,0.032011753540326135,0.9621690541077672,0.03327040440934892,0.037830945892232765,0.966729595590651,0.35885771008502126,0.9291967892391038
DMDHNP-DPS,toluene,stda,S0T1,0.3469340154932394,0.8953386187443002,0.3874891669252572,0.10466138125569985,0.6125108330747425,0.9255496409318137,0.5696862274426071
BTrztCz,toluene,stda,S0T1,0.0442744325486287,0.9811518135658226,0.045124956134689406,0.018848186434177402,0.9548750438653106,1.3996885321629797,0.6548634141457024
DMDHNP-DPS,toluene,stddft,S0S1,0.3460345792019706,0.8989116655540775,0.384948368634953,0.1010883344459224,0.615051631365047,0.9163480068992578,0.5607432779678624
DMDHNP-DPS,toluene,stddft,S0T1,0.3467227363493045,0.8946497986942041,0.3875513489807603,0.10535020130579584,0.6124486510192396,0.9257529905927623,0.5727555414012901
HAP-3MF,toluene,stda,S0S1,0.2614367014726925,0.666080520054992,0.3925001461551647,0.33391947994500804,0.6074998538448354,1.1973700894057766,0.26594325560491305
BTrztCz,toluene,stddft,S0T1,0.0405893560914277,0.9839153199716276,0.04125289571931672,0.01608468002837225,0.9587471042806833,1.181979851372468,0.6678925145225891
HAP-3MF,toluene,stda,S0T1,0.25143952223413557,0.6661061016170631,0.3774766837050914,0.3338938983829369,0.6225233162949083,1.084096021490961,0.2864781771860063
HAP-3MF,toluene,stddft,S0S1,0.2635085085488698,0.6660795987520871,0.395611138732605,0.33392040124791295,0.6043888612673948,1.2238003359671568,0.2611339805495462
HAP-3MF,toluene,stddft,S0T1,0.2496503078951299,0.6661067275899009,0.3747902514037226,0.3338932724100991,0.6252097485962778,1.067204039533946,0.2898845600954804
BTrztCz,toluene,stda,S0S1,0.06643626387462227,0.915335117623076,0.07258135582860914,0.08466488237692416,0.927418644171391,3.1602486701519448,0.5224930309587769
BTrztCz,toluene,stddft,S0S1,0.07283644261530241,0.9111267349591093,0.0799410661773318,0.08887326504089073,0.9200589338226682,2.974755707399611,0.5215609143881564
TPA-BT-Q,toluene,stda,S0S1,0.1098761209560736,0.8449470191537256,0.13003906572286902,0.15505298084627434,0.869960934277131,0.4628532485341409,0.6018392011004952
TPA-BT-Q,toluene,stda,S0T1,0.10511841717519486,0.8512362216640069,0.12348912616724428,0.14876377833599283,0.8765108738327556,0.4906864151974226,0.6732592642351425
TPA-BT-Q,toluene,stddft,S0S1,0.10914261327720234,0.8451911059554961,0.12913365096739352,0.154808894044504,0.8708663490326066,0.5240964240300633,0.5871185493889088
TPA-BT-Q,toluene,stddft,S0T1,0.10506694782017553,0.8517201352766708,0.12335853465064064,0.14827986472332927,0.8766414653493596,0.46848193783992986,0.6816792779355485
pDTCz-2DPyS,toluene,stda,S0S1,0.0931895875163503,0.8910432360879977,0.10458480996442587,0.10895676391200215,0.895415190035574,0.3046928595655948,0.6992409160770552
BPCN-Cz2Ph,toluene,stda,S0T1,0.19429656146690424,0.7318049693580166,0.2655032004460873,0.2681950306419836,0.7344967995539129,1.1032941072498381,0.6601647172050201
pDTCz-2DPyS,toluene,stda,S0T1,0.0712814819659039,0.9079872882500841,0.07850493381166264,0.09201271174991596,0.9214950661883374,0.29510510060957273,0.7044983476635651
BPCN-Cz2Ph,toluene,stddft,S0T1,0.1935309529206169,0.7301420501214159,0.26505931672944255,0.26985794987858414,0.7349406832705578,1.1032835047368934,0.6634282593997896
BPCN-Cz2Ph,toluene,stda,S0S1,0.2968886164119225,0.7454636308871435,0.3982603632300725,0.2545363691128563,0.6017396367699277,1.243292717200474,0.7415451825731746
pDTCz-2DPyS,toluene,stddft,S0S1,0.08282725072617202,0.9012103133028514,0.09190668316102364,0.0987896866971488,0.9080933168389765,0.26894272115158385,0.6970778279850007
BPCN-Cz2Ph,toluene,stddft,S0S1,0.29603953150921763,0.7473345332968836,0.39612719380600864,0.2526654667031162,0.6038728061939915,1.2645745879637673,0.746285200769524
pDTCz-2DPyS,toluene,stddft,S0T1,0.06946469932640302,0.9097410629986672,0.07635656139059514,0.09025893700133303,0.9236434386094046,0.28371546472236714,0.7059646200866463
1MOBI,toluene,stda,S0T1,0.07512462065228123,0.9339280478925036,0.08043940946179633,0.06607195210749617,0.9195605905382038,0.18978828976518272,0.8628541607215834
1MOBI,toluene,stda,S0S1,0.16013049311282723,0.8015991316328807,0.19976380561520415,0.1984008683671194,0.8002361943847957,0.16164759697810233,0.9260587629862411
1MOBI,toluene,stddft,S0S1,0.16161037446338158,0.8009661463772938,0.20176929473777694,0.1990338536227062,0.7982307052622232,0.17004385300247662,0.9233748154119616
1MOBI,toluene,stddft,S0T1,0.1115135138766195,0.9081647656914884,0.12278995848480387,0.09183523430851165,0.8772100415151963,0.14010043955260928,0.972280111393947
PO-TPA,toluene,stda,S0S1,0.132031570759784,0.7041600940694454,0.18750220563729197,0.29583990593055465,0.8124977943627079,4.81869398874262,0.5480987910845742
PO-TPA,toluene,stda,S0T1,0.15291132827833326,0.7037149187886972,0.21729158242309138,0.29628508121130287,0.7827084175769086,3.3338612395696083,0.7059485608410041
PO-TPA,toluene,stddft,S0S1,0.13063083972924247,0.7075821681856058,0.18461578824719152,0.2924178318143942,0.8153842117528085,4.797582954062079,0.5483696683521719
PO-TPA,toluene,stddft,S0T1,0.15526984272935115,0.7019229374834528,0.22120639522912228,0.2980770625165471,0.7787936047708778,3.075138081102474,0.7318679152628176
BTZ–DMAC,toluene,stda,S0S1,0.343618746639682,0.8381204325461709,0.40998731601827704,0.16187956745382923,0.5900126839817229,1.1197745818606553,0.4040572616790577
9PhCzFDBFDPO,toluene,stda,S0T1,0.2381769148235138,0.7341074148899658,0.3244442298123549,0.2658925851100341,0.6755557701876452,1.9719411822213113,0.6787881271286741
BTZ–DMAC,toluene,stda,S0T1,0.32915183289280947,0.8220548841901093,0.4004012861222651,0.17794511580989064,0.599598713877735,0.9230344614429994,0.6511040798311541
BTZ–DMAC,toluene,stddft,S0S1,0.3456903833367856,0.8382743705662147,0.4123833382896916,0.1617256294337855,0.5876166617103085,1.1232518255547053,0.4104343852674058
9PhCzFDBFDPO,toluene,stddft,S0T1,0.23720640193604758,0.7314832517857065,0.3242813849216318,0.26851674821429333,0.6757186150783682,1.9353002643921458,0.6817116356405444
BTZ–DMAC,toluene,stddft,S0T1,0.32306665478572993,0.8127288678491384,0.3975085266021321,0.1872711321508615,0.6024914733978677,0.8616982281174284,0.6910948993348384
TXO-P-Si,toluene,stda,S0S1,0.0830242317035202,0.8919236156565027,0.09308446401254888,0.10807638434349735,0.906915535987451,0.8678747644860471,0.7507123724740266
TXO-P-Si,toluene,stda,S0T1,0.08301665667790381,0.8919160951587193,0.0930767559062052,0.1080839048412807,0.9069232440937945,0.8530639283240397,0.7522021856848348
TXO-P-Si,toluene,stddft,S0S1,0.08300041033428948,0.891993776039457,0.09305043663288744,0.1080062239605431,0.9069495633671126,0.868946890882767,0.7506197114511927
9PhCzFDBFDPO,toluene,stda,S0S1,0.3061469636642549,0.7051525407500449,0.43415707378522334,0.29484745924995526,0.5658429262147765,0.4388125872001942,0.778257799446472
TXO-P-Si,toluene,stddft,S0T1,0.08298133522304675,0.8920795414412462,0.0930201079255577,0.1079204585587538,0.9069798920744421,0.8536168262887491,0.7521615173582892
9PhCzFDBFDPO,toluene,stddft,S0S1,0.30418638467892234,0.7061310318959819,0.4307789502780712,0.293868968104018,0.5692210497219287,0.43309963878266755,0.7812897585631903
DmPy-PPI,toluene,stda,S0T1,0.1574281222082857,0.24061787176014218,0.6542661235289146,0.7593821282398576,0.3457338764710853,0.4074828845534007,0.8357540214171211
AcCYP,toluene,stda,S0S1,0.12751570526089645,0.6938036913513183,0.18379219777936712,0.3061963086486819,0.8162078022206327,5.022949953231922,0.3313312662498265
DmPy-PPI,toluene,stddft,S0T1,0.15754812797729437,0.2388194293328515,0.6596956052420413,0.7611805706671484,0.34030439475795865,0.4420635777965659,0.8447974225913988
AcCYP,toluene,stda,S0T1,0.22540459572144453,0.9022408654497442,0.24982751763198627,0.09775913455025577,0.7501724823680138,2.0266693091649275,0.7543882385812185
AcCYP,toluene,stddft,S0S1,0.12753041622017042,0.6937214152946771,0.18383520157871786,0.306278584705323,0.8161647984212821,5.029423743749349,0.3301550311888447
DmPy-PPI,toluene,stda,S0S1,0.047390466054252546,0.05060705241121295,0.9364399583911014,0.9493929475887871,0.06356004160889833,0.8007460048734992,0.7329032913412964
AcCYP,toluene,stddft,S0T1,0.22581064799122558,0.9018441902774762,0.2503876505782545,0.09815580972252368,0.7496123494217456,2.011446948539842,0.7585745646560509
PhPC,toluene,stda,S0S1,0.22037260032626393,0.6909273343779726,0.31895192064540445,0.3090726656220274,0.6810480793545955,0.036549167163686544,0.9953702766473673
PhPC,toluene,stda,S0T1,0.21184504641705482,0.7058350653181893,0.3001339219688036,0.2941649346818107,0.6998660780311963,0.05436816312966206,0.9965055678917354
DmPy-PPI,toluene,stddft,S0S1,0.045249871666462584,0.048137211927528435,0.9400185398063186,0.9518627880724717,0.05998146019368139,0.7674797757783609,0.7358265189159229
PhPC,toluene,stddft,S0S1,0.2219725469700046,0.6882945720697254,0.3224964368126942,0.31170542793027445,0.6775035631873056,0.042867013173432694,0.9957299768824005
PhPC,toluene,stddft,S0T1,0.20993258644304633,0.7082702518965783,0.29640181255798487,0.29172974810342167,0.7035981874420151,0.06451332626420203,0.996620420754111
mPTBC,toluene,stda,S0T1,0.34360238102218127,0.9454188772580076,0.3634393064148762,0.054581122741992595,0.6365606935851238,2.966690141266966,0.5614032647692666
mPTBC,toluene,stda,S0S1,0.36506999748763025,0.9738920735105093,0.37485672942351017,0.026107926489490618,0.6251432705764898,3.270901115821428,0.5049126664500682
mPTBC,toluene,stddft,S0S1,0.3669994270790225,0.9750226051349852,0.3764009420358146,0.024977394865014914,0.6235990579641855,3.28664073000702,0.5026740847575211
mPTBC,toluene,stddft,S0T1,0.3403260541932203,0.9393620454417214,0.3622948743188649,0.06063795455827875,0.637705125681135,2.909219683738958,0.5753080688714518
PXZPDO,toluene,stda,S0S1,0.3063862213932063,0.34929852636290337,0.8771471914968421,0.6507014736370966,0.12285280850315775,1.139470735795636,0.7188800377603355
PXZPDO,toluene,stda,S0T1,0.2803344740965366,0.33123839763988494,0.846322395271668,0.6687616023601152,0.15367760472833208,1.2164442709331647,0.7529064413987211
PXZPDO,toluene,stddft,S0S1,0.3094744849036913,0.35220508681032914,0.8786769314048855,0.6477949131896711,0.12132306859511452,1.152212745629841,0.7122758495491256
PXZPDO,toluene,stddft,S0T1,0.27693767693720645,0.3277514986786218,0.8449623512134079,0.672248501321378,0.15503764878659215,1.2075821249434688,0.7599226142790942
BPBiPA,toluene,stda,S0S1,0.22282761883952706,0.6948619809294153,0.32067896208896496,0.30513801907058474,0.679321037911035,0.06684592735946784,0.989343447172041
BPBiPA,toluene,stddft,S0S1,0.22445284290739595,0.6921550872921368,0.32428114309685263,0.30784491270786346,0.6757188569031474,0.07564463213461912,0.9896402089475531
BPBiPA,toluene,stda,S0T1,0.21167275180402254,0.7073118810783748,0.2992636734467179,0.2926881189216252,0.7007363265532821,0.05855293896712833,0.9899579214488354
BPBiPA,toluene,stddft,S0T1,0.20972142715412306,0.7096060678295466,0.29554627089871494,0.29039393217045323,0.7044537291012851,0.07087506246597075,0.9895797203231296
