molecule,environment,method,S1_energy_eV,S1_wavelength_nm,S1_osc_strength,T1_energy_eV,T1_wavelength_nm,Delta_E_ST_eV,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV
BTrztCz,toluene,stddft,3.612,343.3,0.0736,3.362,368.8,0.25,-13.716,-7.629,6.087
BZC-PXZ,gas,stda,2.794,443.7,0.2454,2.508,494.3,0.28600000000000003,-13.165,-7.616,5.5489999999999995
BZC-PXZ,gas,stddft,2.767,448.2,0.2109,2.496,496.7,0.2709999999999999,-13.165,-7.616,5.5489999999999995
BZC-PXZ,toluene,stda,2.762,449.0,0.2693,2.463,503.5,0.29899999999999993,-13.164,-7.644,5.52
BZC-PXZ,toluene,stddft,2.732,453.8,0.2318,2.45,506.0,0.28200000000000003,-13.164,-7.644,5.52
BmPyPhB,gas,stda,3.428,361.7,0.2526,3.337,371.5,0.09099999999999975,-13.616,-7.846,5.77
BmPyPhB,gas,stddft,3.422,362.3,0.2462,3.33,372.4,0.09200000000000008,-13.616,-7.846,5.77
BmPyPhB,toluene,stda,3.452,359.2,0.2506,3.359,369.1,0.09299999999999997,-13.49,-7.682,5.808
BmPyPhB,toluene,stddft,3.447,359.7,0.2444,3.351,369.9,0.09600000000000009,-13.49,-7.682,5.808
BuCzCF3oB,gas,stda,3.124,396.8,0.0588,3.01,411.9,0.11400000000000032,-14.089,-8.082,6.007
BuCzCF3oB,gas,stddft,3.113,398.3,0.054,3.003,412.9,0.10999999999999988,-14.089,-8.082,6.007
BuCzCF3oB,toluene,stda,3.106,399.1,0.0706,2.978,416.3,0.12799999999999967,-13.799,-7.827,5.9719999999999995
BuCzCF3oB,toluene,stddft,3.094,400.8,0.0646,2.971,417.3,0.12299999999999978,-13.799,-7.827,5.9719999999999995
BuPCzBCO,gas,stda,3.808,325.6,0.1589,3.385,366.3,0.42300000000000004,-14.142,-6.571,7.571
BuPCzBCO,gas,stddft,3.737,331.8,0.1338,3.362,368.8,0.375,-14.142,-6.571,7.571
BuPCzBCO,toluene,stda,3.79,327.1,0.1402,3.362,368.8,0.42799999999999994,-14.122,-6.575,7.547
BuPCzBCO,toluene,stddft,3.718,333.4,0.1176,3.338,371.4,0.3799999999999999,-14.122,-6.575,7.547
BzITz,gas,stda,3.756,330.1,0.9415,3.34,371.2,0.4159999999999999,-14.396,-7.905,6.4910000000000005
BzITz,gas,stddft,3.727,332.7,0.8548,3.32,373.5,0.40700000000000003,-14.396,-7.905,6.4910000000000005
BzITz,toluene,stda,3.701,335.0,0.8602,3.303,375.3,0.39800000000000013,-14.343,-7.901,6.442
BzITz,toluene,stddft,3.673,337.6,0.7816,3.284,377.5,0.38900000000000023,-14.343,-7.901,6.442
C-BPyIA,gas,stda,3.265,379.8,0.9573,2.29,541.5,0.9750000000000001,-14.098,-8.018,6.08
C-BPyIA,gas,stddft,3.11,398.7,0.6684,2.223,557.8,0.887,-14.098,-8.018,6.08
C-BPyIA,toluene,stda,3.26,380.3,0.972,2.263,547.8,0.9969999999999999,-14.05,-7.883,6.167000000000001
C-BPyIA,toluene,stddft,3.108,398.9,0.6837,2.193,565.2,0.915,-14.05,-7.883,6.167000000000001
C-H,gas,stda,3.596,344.8,1.0459,2.688,461.2,0.9079999999999999,-14.74,-8.638,6.102
C-H,gas,stddft,3.522,352.0,0.9075,2.62,473.2,0.9019999999999997,-14.74,-8.638,6.102
C-H,toluene,stda,3.513,352.9,1.1132,2.678,462.9,0.835,-14.573,-8.807,5.766
C-H,toluene,stddft,3.449,359.4,0.9646,2.61,475.0,0.839,-14.573,-8.807,5.766
C-O,gas,stda,3.75,330.6,0.1412,3.181,389.7,0.569,-13.776,-6.501,7.2749999999999995
C-O,gas,stddft,3.67,337.9,0.1296,3.157,392.8,0.5129999999999999,-13.776,-6.501,7.2749999999999995
C-O,toluene,stda,3.703,334.8,0.1393,3.114,398.1,0.589,-13.649,-6.385,7.263999999999999
C-O,toluene,stddft,3.618,342.6,0.1217,3.089,401.4,0.5289999999999999,-13.649,-6.385,7.263999999999999
C2FLA-1,gas,stda,3.897,318.2,2.9654,3.24,382.7,0.6569999999999996,-14.665,-7.862,6.802999999999999
C2FLA-1,gas,stddft,3.853,321.8,2.576,3.198,387.7,0.6550000000000002,-14.665,-7.862,6.802999999999999
C2FLA-1,toluene,stda,3.884,319.2,2.9557,3.228,384.0,0.6559999999999997,-14.553,-7.785,6.768000000000001
C2FLA-1,toluene,stddft,3.84,322.9,2.5677,3.187,389.0,0.653,-14.553,-7.785,6.768000000000001
C2MPI,gas,stda,4.098,302.5,0.1847,3.565,347.8,0.5329999999999999,-13.532,-5.873,7.659
C2MPI,gas,stddft,4.057,305.6,0.1569,3.541,350.1,0.5160000000000005,-13.532,-5.873,7.659
C2MPI,toluene,stda,4.051,306.1,0.0408,3.563,347.9,0.488,-13.342,-5.63,7.712000000000001
C2MPI,toluene,stddft,4.007,309.4,0.0305,3.54,350.2,0.46699999999999964,-13.342,-5.63,7.712000000000001
C3F7,gas,stda,3.349,370.2,0.046,3.244,382.1,0.10499999999999998,-14.059,-7.777,6.281999999999999
C3F7,gas,stddft,3.339,371.3,0.0432,3.236,383.2,0.10299999999999976,-14.059,-7.777,6.281999999999999
C3F7,toluene,stda,3.431,361.3,0.0485,3.303,375.4,0.1280000000000001,-13.929,-7.582,6.347
C3F7,toluene,stddft,3.421,362.4,0.0463,3.286,377.3,0.1349999999999998,-13.929,-7.582,6.347
C3FLA-2,gas,stda,3.727,332.7,5.1694,3.224,384.6,0.5029999999999997,-14.568,-8.06,6.507999999999999
C3FLA-2,gas,stddft,3.704,334.7,4.7241,3.185,389.2,0.5190000000000001,-14.568,-8.06,6.507999999999999
C3FLA-2,toluene,stda,3.743,331.3,5.1696,3.24,382.7,0.5029999999999997,-14.403,-7.911,6.492000000000001
C3FLA-2,toluene,stddft,3.72,333.3,4.7302,3.201,387.3,0.5190000000000001,-14.403,-7.911,6.492000000000001
CAPI,gas,stda,2.908,426.4,0.4552,2.176,569.8,0.7319999999999998,-14.071,-8.009,6.061999999999999
CAPI,gas,stddft,2.839,436.7,0.424,2.11,587.5,0.7290000000000001,-14.071,-8.009,6.061999999999999
CAPI,toluene,stda,2.938,422.0,0.4147,2.196,564.6,0.742,-13.972,-7.861,6.111
CAPI,toluene,stddft,2.873,431.6,0.3971,2.129,582.2,0.7440000000000002,-13.972,-7.861,6.111
CBIQD,gas,stda,3.706,334.5,0.0354,2.818,439.9,0.8879999999999999,-14.892,-8.806,6.086
CBIQD,gas,stddft,3.663,338.5,0.2374,2.765,448.4,0.8979999999999997,-14.892,-8.806,6.086
CBIQD,toluene,stda,3.744,331.2,0.0585,2.75,450.9,0.9940000000000002,-15.104,-8.766,6.337999999999999
CBIQD,toluene,stddft,3.637,340.9,0.4218,2.694,460.2,0.9430000000000001,-15.104,-8.766,6.337999999999999
CBM,gas,stda,3.344,370.8,1.1985,2.613,474.6,0.7309999999999999,-14.983,-8.697,6.286000000000001
CBM,gas,stddft,3.286,377.3,1.0255,2.567,482.9,0.7189999999999999,-14.983,-8.697,6.286000000000001
CBM,toluene,stda,3.213,385.9,1.2658,2.451,505.8,0.762,-14.782,-8.703,6.079000000000001
CBM,toluene,stddft,3.149,393.7,1.0642,2.403,516.1,0.746,-14.782,-8.703,6.079000000000001
CBPBM,gas,stda,3.92,316.2,0.3748,3.477,356.6,0.44300000000000006,-14.098,-7.196,6.902000000000001
CBPBM,gas,stddft,3.858,321.3,0.3111,3.454,358.9,0.4039999999999999,-14.098,-7.196,6.902000000000001
CBPBM,toluene,stda,3.905,317.5,0.0664,3.419,362.6,0.48599999999999977,-13.986,-7.018,6.968000000000001
CBPBM,toluene,stddft,3.839,322.9,0.0462,3.396,365.1,0.44300000000000006,-13.986,-7.018,6.968000000000001
CBPMCN,gas,stda,3.874,320.0,0.6695,3.461,358.2,0.41300000000000026,-14.208,-7.545,6.663
CBPMCN,gas,stddft,3.829,323.8,0.5624,3.439,360.5,0.3900000000000001,-14.208,-7.545,6.663
CBPMCN,toluene,stda,3.877,319.8,0.5516,3.439,360.6,0.4379999999999997,-14.067,-7.352,6.715
CBPMCN,toluene,stddft,3.826,324.1,0.442,3.416,363.0,0.41000000000000014,-14.067,-7.352,6.715
CBPPY,gas,stda,3.955,313.5,0.3481,3.479,356.4,0.476,-14.108,-7.033,7.075
CBPPY,gas,stddft,3.891,318.7,0.2665,3.456,358.8,0.43500000000000005,-14.108,-7.033,7.075
CBPPY,toluene,stda,3.931,315.4,0.3632,3.456,358.7,0.4750000000000001,-14.033,-6.882,7.151
CBPPY,toluene,stddft,3.868,320.5,0.2713,3.433,361.1,0.43500000000000005,-14.033,-6.882,7.151
CBPTZ,gas,stda,3.946,314.2,0.4661,3.495,354.7,0.45100000000000007,-14.117,-7.637,6.480000000000001
CBPTZ,gas,stddft,3.889,318.8,0.3804,3.473,357.0,0.4159999999999999,-14.117,-7.637,6.480000000000001
CBPTZ,toluene,stda,3.864,320.8,0.3597,3.415,363.0,0.44899999999999984,-13.841,-7.421,6.419999999999999
CBPTZ,toluene,stddft,3.805,325.9,0.2849,3.393,365.4,0.41200000000000037,-13.841,-7.421,6.419999999999999
CBTD2,gas,stda,3.506,353.7,2.3052,2.787,444.8,0.7189999999999999,-13.928,-7.892,6.0360000000000005
CBTD2,gas,stddft,3.445,359.9,1.9594,2.736,453.2,0.7089999999999996,-13.928,-7.892,6.0360000000000005
CBTD2,toluene,stda,3.507,353.5,2.2613,2.794,443.7,0.7130000000000001,-13.861,-7.895,5.966000000000001
CBTD2,toluene,stddft,3.446,359.8,1.9196,2.743,452.0,0.7030000000000003,-13.861,-7.895,5.966000000000001
CBZ,gas,stda,3.947,314.2,0.162,3.702,334.9,0.2450000000000001,-14.195,-7.713,6.482
CBZ,gas,stddft,3.914,316.8,0.1426,3.677,337.2,0.2370000000000001,-14.195,-7.713,6.482
CBZ,toluene,stda,3.949,314.0,0.1614,3.689,336.1,0.2599999999999998,-14.128,-7.744,6.384
CBZ,toluene,stddft,3.916,316.6,0.1383,3.655,339.3,0.2610000000000001,-14.128,-7.744,6.384
CCAPI,gas,stda,2.894,428.4,0.4555,2.178,569.2,0.7160000000000002,-14.091,-8.131,5.959999999999999
CCAPI,gas,stddft,2.826,438.8,0.4129,2.114,586.4,0.7120000000000002,-14.091,-8.131,5.959999999999999
CCAPI,toluene,stda,2.931,423.0,0.4555,2.198,564.0,0.7330000000000001,-13.955,-7.967,5.988
CCAPI,toluene,stddft,2.862,433.3,0.4155,2.133,581.2,0.7290000000000001,-13.955,-7.967,5.988
CCC,gas,stda,4.292,288.8,0.0104,3.699,335.2,0.593,-14.945,-6.958,7.987
CCC,gas,stddft,4.269,290.4,0.012,3.648,339.8,0.621,-14.945,-6.958,7.987
CCC,toluene,stda,4.29,289.0,0.0102,3.696,335.4,0.5939999999999999,-14.918,-6.932,7.985999999999999
CCC,toluene,stddft,4.267,290.6,0.0117,3.645,340.1,0.6220000000000003,-14.918,-6.932,7.985999999999999
CCDC,gas,stda,3.657,339.0,0.2612,3.214,385.7,0.44300000000000006,-13.877,-7.844,6.033
CCDC,gas,stddft,3.59,345.4,0.207,3.194,388.2,0.3959999999999999,-13.877,-7.844,6.033
CCDC,toluene,stda,3.417,362.8,0.0015,3.231,383.7,0.18599999999999994,-13.744,-7.733,6.011
CCDC,toluene,stddft,3.415,363.0,0.0017,3.21,386.2,0.20500000000000007,-13.744,-7.733,6.011
CCDD,gas,stda,3.294,376.4,0.2304,2.854,434.5,0.43999999999999995,-13.257,-7.755,5.502
CCDD,gas,stddft,3.22,385.0,0.1811,2.833,437.6,0.387,-13.257,-7.755,5.502
CCDD,toluene,stda,3.303,375.4,0.3124,2.856,434.1,0.44700000000000006,-13.104,-7.698,5.405999999999999
CCDD,toluene,stddft,3.23,383.9,0.239,2.836,437.2,0.39400000000000013,-13.104,-7.698,5.405999999999999
CCDMB,gas,stda,3.747,330.9,0.5513,3.313,374.2,0.4339999999999997,-13.926,-7.916,6.01
CCDMB,gas,stddft,3.688,336.2,0.4034,3.292,376.7,0.39600000000000035,-13.926,-7.916,6.01
CCDMB,toluene,stda,3.747,330.9,0.393,3.306,375.0,0.44099999999999984,-13.837,-7.723,6.114
CCDMB,toluene,stddft,3.684,336.5,0.2847,3.284,377.5,0.40000000000000036,-13.837,-7.723,6.114
CDBP-BP-DMAC,gas,stda,3.612,343.3,0.1927,3.339,371.3,0.27300000000000013,-13.57,-7.599,5.971
CDBP-BP-DMAC,gas,stddft,3.607,343.7,0.2006,3.316,373.9,0.29100000000000037,-13.57,-7.599,5.971
CDBP-BP-DMAC,toluene,stda,3.599,344.5,0.1838,3.251,381.4,0.3480000000000003,-13.482,-7.538,5.943999999999999
CDBP-BP-DMAC,toluene,stddft,3.594,345.0,0.1967,3.226,384.3,0.3679999999999999,-13.482,-7.538,5.943999999999999
CDBP-BP-PXZ,gas,stda,3.106,399.2,0.0172,2.744,451.8,0.36199999999999966,-13.139,-7.594,5.544999999999999
CDBP-BP-PXZ,gas,stddft,3.07,403.9,0.0144,2.713,457.0,0.35699999999999976,-13.139,-7.594,5.544999999999999
CDBP-BP-PXZ,toluene,stda,3.135,395.5,0.0245,2.768,447.9,0.367,-13.135,-7.545,5.59
CDBP-BP-PXZ,toluene,stddft,3.098,400.3,0.0183,2.737,453.0,0.36099999999999977,-13.135,-7.545,5.59
CDDPI,gas,stda,3.498,354.4,0.6927,3.011,411.8,0.4870000000000001,-14.094,-7.403,6.691
CDDPI,gas,stddft,3.463,358.0,0.6199,2.973,417.0,0.4900000000000002,-14.094,-7.403,6.691
CDDPI,toluene,stda,3.513,352.9,0.6265,3.045,407.1,0.46799999999999997,-13.995,-7.275,6.719999999999999
CDDPI,toluene,stddft,3.48,356.2,0.5648,3.008,412.2,0.472,-13.995,-7.275,6.719999999999999
CH3OH–CHCl3,gas,stda,3.677,337.1,0.0594,2.704,458.5,0.9729999999999999,-14.47,-7.863,6.607
CH3OH–CHCl3,gas,stddft,3.602,344.2,0.5501,2.634,470.7,0.968,-14.47,-7.863,6.607
CH3OH–CHCl3,toluene,stda,3.688,336.2,0.0151,2.717,456.3,0.9710000000000001,-14.433,-7.801,6.632
CH3OH–CHCl3,toluene,stddft,3.631,341.5,0.5113,2.647,468.4,0.984,-14.433,-7.801,6.632
CMP,gas,stda,5.079,244.1,0.0011,4.897,253.2,0.1819999999999995,-15.581,-6.14,9.440999999999999
CMP,gas,stddft,5.05,245.5,0.001,4.856,255.3,0.19399999999999995,-15.581,-6.14,9.440999999999999
CMP,toluene,stda,5.073,244.4,0.0019,4.899,253.1,0.17400000000000038,-15.552,-6.104,9.448
CMP,toluene,stddft,5.044,245.8,0.0019,4.858,255.2,0.18599999999999994,-15.552,-6.104,9.448
CN-QP,gas,stda,3.297,376.1,0.0335,2.941,421.6,0.3560000000000003,-13.145,-8.355,4.789999999999999
CN-QP,gas,stddft,3.285,377.4,0.0201,2.912,425.8,0.3730000000000002,-13.145,-8.355,4.789999999999999
CN-QP,toluene,stda,3.223,384.7,0.0192,2.924,424.0,0.29899999999999993,-12.967,-8.319,4.648
CN-QP,toluene,stddft,3.221,384.9,0.0196,2.895,428.3,0.32600000000000007,-12.967,-8.319,4.648
CN-TPA,gas,stda,3.791,327.1,0.5919,3.224,384.6,0.5669999999999997,-13.614,-6.379,7.235000000000001
CN-TPA,gas,stddft,3.745,331.1,0.5165,3.199,387.5,0.5460000000000003,-13.614,-6.379,7.235000000000001
CN-TPA,toluene,stda,3.772,328.7,0.615,3.188,388.9,0.5839999999999996,-13.584,-6.381,7.202999999999999
CN-TPA,toluene,stddft,3.722,333.1,0.5323,3.163,392.0,0.5590000000000002,-13.584,-6.381,7.202999999999999
CNDSB,gas,stda,3.764,329.4,2.3896,2.854,434.4,0.9099999999999997,-15.088,-8.326,6.761999999999999
CNDSB,gas,stddft,3.695,335.6,1.9878,2.801,442.6,0.8939999999999997,-15.088,-8.326,6.761999999999999
CNDSB,toluene,stda,3.75,330.6,2.3718,2.838,436.8,0.9119999999999999,-15.106,-8.357,6.7490000000000006
CNDSB,toluene,stddft,3.681,336.8,1.972,2.785,445.3,0.8959999999999999,-15.106,-8.357,6.7490000000000006
CNPP-TPA,gas,stda,3.443,360.1,0.6316,2.969,417.6,0.4740000000000002,-13.865,-8.547,5.318
CNPP-TPA,gas,stddft,3.423,362.2,0.5924,2.946,420.8,0.47699999999999987,-13.865,-8.547,5.318
CNPP-TPA,toluene,stda,3.226,384.3,0.7813,2.686,461.7,0.54,-13.691,-8.737,4.954000000000001
CNPP-TPA,toluene,stddft,3.204,387.0,0.7299,2.663,465.6,0.5410000000000004,-13.691,-8.737,4.954000000000001
CNTPA-CZ,gas,stda,3.787,327.4,0.6571,3.163,392.0,0.6240000000000001,-14.133,-6.995,7.137999999999999
CNTPA-CZ,gas,stddft,3.741,331.4,0.5722,3.136,395.4,0.605,-14.133,-6.995,7.137999999999999
CNTPA-CZ,toluene,stda,3.727,332.6,0.7128,3.074,403.4,0.653,-13.897,-6.857,7.04
CNTPA-CZ,toluene,stddft,3.675,337.3,0.6126,3.046,407.1,0.629,-13.897,-6.857,7.04
CNTPA-PXZ,gas,stda,3.246,382.0,0.0118,2.867,432.5,0.379,-13.216,-7.0,6.215999999999999
CNTPA-PXZ,gas,stddft,3.21,386.2,0.0095,2.836,437.2,0.3740000000000001,-13.216,-7.0,6.215999999999999
CNTPA-PXZ,toluene,stda,3.242,382.4,0.0138,2.851,434.8,0.391,-13.024,-6.859,6.164999999999999
CNTPA-PXZ,toluene,stddft,3.206,386.7,0.0112,2.82,439.6,0.3860000000000001,-13.024,-6.859,6.164999999999999
CPBPMCN,gas,stda,3.874,320.0,0.5555,3.471,357.2,0.403,-14.213,-7.56,6.653
CPBPMCN,gas,stddft,3.831,323.6,0.4971,3.443,360.1,0.3879999999999999,-14.213,-7.56,6.653
CPBPMCN,toluene,stda,3.875,320.0,0.4149,3.471,357.2,0.4039999999999999,-14.099,-7.384,6.715
CPBPMCN,toluene,stddft,3.831,323.6,0.3806,3.446,359.8,0.3849999999999998,-14.099,-7.384,6.715
CPBzFC,gas,stda,3.76,329.8,0.7203,3.198,387.7,0.5619999999999998,-14.138,-7.746,6.3919999999999995
CPBzFC,gas,stddft,3.722,333.1,0.9149,3.16,392.4,0.5619999999999998,-14.138,-7.746,6.3919999999999995
CPBzFC,toluene,stda,3.803,326.0,0.9879,3.228,384.1,0.5749999999999997,-14.143,-7.735,6.408
CPBzFC,toluene,stddft,3.751,330.5,0.9131,3.19,388.7,0.5609999999999999,-14.143,-7.735,6.408
CPPyC,gas,stda,3.852,321.9,0.205,3.436,360.8,0.4159999999999999,-14.271,-7.001,7.2700000000000005
CPPyC,gas,stddft,3.789,327.2,0.1708,3.414,363.2,0.375,-14.271,-7.001,7.2700000000000005
CPPyC,toluene,stda,3.82,324.6,0.4222,3.392,365.5,0.42799999999999994,-14.169,-6.978,7.191000000000001
CPPyC,toluene,stddft,3.753,330.4,0.339,3.369,368.0,0.3839999999999999,-14.169,-6.978,7.191000000000001
CPTBF,gas,stda,3.906,317.4,0.3115,3.424,362.1,0.4820000000000002,-14.179,-6.861,7.3180000000000005
CPTBF,gas,stddft,3.842,322.7,0.2661,3.401,364.5,0.4410000000000003,-14.179,-6.861,7.3180000000000005
CPTBF,toluene,stda,3.9,317.9,0.2562,3.402,364.4,0.4979999999999998,-14.073,-6.603,7.470000000000001
CPTBF,toluene,stddft,3.833,323.5,0.2173,3.379,366.9,0.4540000000000002,-14.073,-6.603,7.470000000000001
CPzPC,gas,stda,3.702,334.9,0.4396,3.345,370.7,0.35699999999999976,-14.262,-7.401,6.861000000000001
CPzPC,gas,stddft,3.66,338.7,0.4202,3.327,372.7,0.3330000000000002,-14.262,-7.401,6.861000000000001
CPzPC,toluene,stda,3.701,335.0,0.4374,3.335,371.8,0.3660000000000001,-14.183,-7.338,6.845
CPzPC,toluene,stddft,3.658,339.0,0.4189,3.317,373.8,0.34099999999999975,-14.183,-7.338,6.845
CPzPyC,gas,stda,3.645,340.1,0.1165,3.332,372.1,0.31300000000000017,-14.334,-7.684,6.6499999999999995
CPzPyC,gas,stddft,3.616,342.9,0.1253,3.314,374.1,0.30200000000000005,-14.334,-7.684,6.6499999999999995
CPzPyC,toluene,stda,3.605,343.9,0.216,3.302,375.5,0.30299999999999994,-14.258,-7.51,6.747999999999999
CPzPyC,toluene,stddft,3.573,347.0,0.2018,3.286,377.3,0.2869999999999999,-14.258,-7.51,6.747999999999999
CPzPzC,gas,stda,3.505,353.7,0.3174,3.062,405.0,0.44300000000000006,-14.477,-7.851,6.626
CPzPzC,gas,stddft,3.463,358.0,0.277,3.038,408.1,0.42500000000000027,-14.477,-7.851,6.626
CPzPzC,toluene,stda,3.467,357.6,0.3004,3.034,408.7,0.4330000000000003,-14.451,-7.871,6.58
CPzPzC,toluene,stddft,3.426,361.9,0.2612,3.011,411.7,0.41500000000000004,-14.451,-7.871,6.58
CTM,gas,stda,3.773,328.6,0.7898,3.363,368.7,0.41000000000000014,-14.308,-7.671,6.637
CTM,gas,stddft,3.723,333.1,0.6355,3.342,371.0,0.3809999999999998,-14.308,-7.671,6.637
CTM,toluene,stda,3.563,348.0,0.0086,3.336,371.6,0.2270000000000003,-14.252,-7.673,6.579000000000001
CTM,toluene,stddft,3.56,348.3,0.012,3.315,374.0,0.2450000000000001,-14.252,-7.673,6.579000000000001
CZ-DPS-DMAC,gas,stda,3.845,322.4,0.2526,3.449,359.5,0.39600000000000035,-13.707,-6.724,6.9830000000000005
CZ-DPS-DMAC,gas,stddft,3.791,327.1,0.2494,3.427,361.7,0.3639999999999999,-13.707,-6.724,6.9830000000000005
CZ-DPS-DMAC,toluene,stda,3.813,325.2,0.0372,3.429,361.5,0.38400000000000034,-13.452,-6.633,6.819
CZ-DPS-DMAC,toluene,stddft,3.791,327.0,0.0385,3.406,364.0,0.3849999999999998,-13.452,-6.633,6.819
CZ-TRZ,gas,stda,3.941,314.6,0.5793,3.52,352.2,0.4209999999999998,-14.275,-7.74,6.535
CZ-TRZ,gas,stddft,3.89,318.7,0.4537,3.498,354.5,0.3919999999999999,-14.275,-7.74,6.535
CZ-TRZ,toluene,stda,3.963,312.8,0.5595,3.501,354.1,0.4620000000000002,-14.181,-7.6,6.5809999999999995
CZ-TRZ,toluene,stddft,3.909,317.2,0.4457,3.479,356.4,0.4299999999999997,-14.181,-7.6,6.5809999999999995
CZ9CZPZ,gas,stda,3.685,336.4,1.5741,3.224,384.5,0.46099999999999985,-13.888,-7.177,6.711
CZ9CZPZ,gas,stddft,3.642,340.5,1.3663,3.202,387.3,0.43999999999999995,-13.888,-7.177,6.711
CZ9CZPZ,toluene,stda,3.669,338.0,1.5127,3.199,387.6,0.4700000000000002,-13.77,-7.009,6.760999999999999
CZ9CZPZ,toluene,stddft,3.624,342.1,1.309,3.176,390.4,0.44799999999999995,-13.77,-7.009,6.760999999999999
CbBPCb,gas,stda,3.933,315.3,0.285,3.478,356.5,0.4549999999999996,-14.443,-6.857,7.585999999999999
CbBPCb,gas,stddft,3.869,320.5,0.2437,3.456,358.7,0.41300000000000026,-14.443,-6.857,7.585999999999999
CbBPCb,toluene,stda,3.917,316.6,0.1336,3.445,359.9,0.472,-14.428,-6.84,7.588000000000001
CbBPCb,toluene,stddft,3.848,322.2,0.1148,3.424,362.2,0.42399999999999993,-14.428,-6.84,7.588000000000001
Cbz-MI,gas,stda,2.618,473.5,0.2446,2.124,583.8,0.4939999999999998,-14.201,-8.776,5.425000000000001
Cbz-MI,gas,stddft,2.571,482.2,0.2134,2.093,592.3,0.4780000000000002,-14.201,-8.776,5.425000000000001
Cbz-MI,toluene,stda,2.846,435.6,0.0009,2.426,511.1,0.41999999999999993,-13.705,-8.5,5.205
Cbz-MI,toluene,stddft,2.812,440.9,0.0008,2.407,515.2,0.4049999999999998,-13.705,-8.5,5.205
Cbz-PYR,gas,stda,3.883,319.3,0.7382,3.515,352.7,0.3679999999999999,-14.467,-6.987,7.48
Cbz-PYR,gas,stddft,3.84,322.9,0.6405,3.493,354.9,0.347,-14.467,-6.987,7.48
Cbz-PYR,toluene,stda,3.874,320.0,0.7528,3.503,353.9,0.371,-14.409,-6.94,7.469
Cbz-PYR,toluene,stddft,3.831,323.6,0.6517,3.481,356.2,0.3500000000000001,-14.409,-6.94,7.469
Cz-SO,gas,stda,3.861,321.2,0.2241,3.407,363.9,0.4540000000000002,-14.315,-6.707,7.608
Cz-SO,gas,stddft,3.787,327.4,0.1929,3.384,366.4,0.403,-14.315,-6.707,7.608
Cz-SO,toluene,stda,3.873,320.1,0.2606,3.421,362.4,0.4520000000000004,-14.244,-6.633,7.611
Cz-SO,toluene,stddft,3.802,326.1,0.224,3.398,364.8,0.4039999999999999,-14.244,-6.633,7.611
Cz2ICz,gas,stda,3.493,355.0,0.4125,3.142,394.6,0.351,-13.953,-7.408,6.544999999999999
Cz2ICz,gas,stddft,3.437,360.7,0.3552,3.123,397.0,0.3139999999999996,-13.953,-7.408,6.544999999999999
Cz2ICz,toluene,stda,3.491,355.2,0.3895,3.137,395.2,0.3540000000000001,-13.84,-7.233,6.607
Cz2ICz,toluene,stddft,3.435,361.0,0.3374,3.118,397.6,0.31700000000000017,-13.84,-7.233,6.607
CzA-PPO,gas,stda,2.423,511.7,0.2981,1.906,650.5,0.5170000000000001,-13.506,-7.832,5.674
CzA-PPO,gas,stddft,2.367,523.8,0.2625,1.85,670.0,0.5169999999999999,-13.506,-7.832,5.674
CzA-PPO,toluene,stda,2.384,520.1,0.2753,1.897,653.5,0.4869999999999999,-13.369,-7.718,5.651
CzA-PPO,toluene,stddft,2.332,531.6,0.2441,1.843,672.7,0.4889999999999999,-13.369,-7.718,5.651
CzB-FMPIM,gas,stda,3.955,313.5,0.374,3.471,357.2,0.484,-14.179,-7.296,6.883
CzB-FMPIM,gas,stddft,3.894,318.4,0.2301,3.447,359.7,0.44700000000000006,-14.179,-7.296,6.883
CzB-FMPIM,toluene,stda,3.935,315.1,0.2229,3.465,357.9,0.4700000000000002,-14.064,-7.062,7.002
CzB-FMPIM,toluene,stddft,3.87,320.4,0.1615,3.441,360.3,0.42900000000000027,-14.064,-7.062,7.002
CzB-FMPPI,gas,stda,3.857,321.4,0.6601,3.436,360.8,0.42100000000000026,-14.202,-7.387,6.815
CzB-FMPPI,gas,stddft,3.815,325.0,0.592,3.408,363.8,0.40700000000000003,-14.202,-7.387,6.815
CzB-FMPPI,toluene,stda,3.856,321.5,0.4772,3.445,359.9,0.41100000000000003,-14.093,-7.194,6.899
CzB-FMPPI,toluene,stddft,3.816,324.9,0.4402,3.416,363.0,0.3999999999999999,-14.093,-7.194,6.899
CzBN,gas,stda,3.719,333.4,0.2543,3.357,369.4,0.36199999999999966,-14.189,-7.103,7.086
CzBN,gas,stddft,3.681,336.9,0.2299,3.339,371.3,0.3420000000000001,-14.189,-7.103,7.086
CzBN,toluene,stda,3.708,334.4,0.2441,3.347,370.5,0.3610000000000002,-14.104,-7.061,7.042999999999999
CzBN,toluene,stddft,3.669,337.9,0.2227,3.328,372.5,0.3410000000000002,-14.104,-7.061,7.042999999999999
CzBPDCb,gas,stda,3.838,323.1,0.1929,3.322,373.2,0.516,-14.25,-6.897,7.353
CzBPDCb,gas,stddft,3.764,329.4,0.1631,3.297,376.1,0.46699999999999964,-14.25,-6.897,7.353
CzBPDCb,toluene,stda,3.792,327.0,0.1176,3.282,377.8,0.5099999999999998,-14.132,-6.88,7.252
CzBPDCb,toluene,stddft,3.711,334.1,0.1011,3.256,380.8,0.45500000000000007,-14.132,-6.88,7.252
