molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Char_diff_squared,S_NTO_sum,S_NTO_product,Log_Abs_S1,Log_Abs_T1,S_NTO_ratio,S1_CT_number,S1_Lambda_D,S1_Lambda_A,S1_hole_on_A,S1_particle_on_D,S1_Delta_r,S1_S_he,T1_CT_number,T1_Lambda_D,T1_Lambda_A,T1_hole_on_A,T1_particle_on_D,T1_Delta_r,T1_S_he,Delta_CT_number,Abs_Delta_CT_number,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,Delta_Delta_r,Abs_Delta_Delta_r,Delta_S_he,Abs_Delta_S_he
12AcCz-PM,toluene,stda,-2.02e-08,-1.19e-08,3.557,3.082,0.4750000000000001,1.0864,6.387,8.299999999999998e-09,8.299999999999998e-09,6.888999999999997e-17,-3.21e-08,2.4038e-16,-7.692503962086787,-7.920818753952375,0.5891089108910892,0.194824280179416,0.6361302437092674,0.3062647659123989,0.3638697562907325,0.6937352340876012,0.4324314285426834,0.7445653693146798,0.2178344472583397,0.5527729615061628,0.3940758004240972,0.4472270384938372,0.6059241995759028,0.6154432025126757,0.7589348873496746,0.0230101670789237,0.0230101670789237,-0.08335728220310457,0.08335728220310457,0.0878110345116983,0.0878110345116983,0.1830117739699923,0.1830117739699923,0.014369518034994866,0.014369518034994866
12AcCz-PM,toluene,stddft,-4.5e-09,-4.49e-08,3.523,3.054,0.4690000000000003,0.9838,6.387,-4.04e-08,4.04e-08,1.63216e-15,-4.94e-08,2.0205e-16,-8.337242168318426,-7.346787486224656,9.977777777777778,0.189050897559694,0.6197826564967421,0.3050277312183675,0.3802173435032578,0.6949722687816323,0.6876734606286573,0.7414564975077422,0.2213850810162854,0.5771111600067564,0.3836090797718997,0.4228888399932436,0.6163909202281003,0.5810920795192956,0.7691422757280568,0.03233418345659139,0.03233418345659139,-0.042671496489985694,0.042671496489985694,0.07858134855353216,0.07858134855353216,-0.10658138110936166,0.10658138110936166,0.027685778220314594,0.027685778220314594
12BTCzTPN,gas,stda,-1.49e-08,-5.02e-08,3.001,2.722,0.2789999999999999,0.3597,6.142,-3.53e-08,3.53e-08,1.24609e-15,-6.51e-08,7.4798e-16,-7.823908740944319,-7.298432014944073,3.369127516778524,0.0872104262489849,0.784005047168451,0.1112370724703344,0.215994952831549,0.8887629275296656,1.3078701379998543,0.5437197559687067,0.0779628979053462,0.7896422782795953,0.0987319195664208,0.2103577217204045,0.9012680804335792,1.1732398460383389,0.6230262400270248,-0.009247528343638692,0.009247528343638692,0.005637231111144336,0.005637231111144336,-0.012505152903913602,0.012505152903913602,-0.13463029196151544,0.13463029196151544,0.07930648405831808,0.07930648405831808
12BTCzTPN,gas,stddft,-1.94e-08,3.77e-08,2.961,2.709,0.2519999999999998,0.3115,6.142,5.71e-08,5.71e-08,3.26041e-15,1.8300000000000002e-08,-7.3138e-16,-7.709965388637482,-7.422508200162775,-1.9432989690721647,0.0881065587311787,0.7817102525428861,0.1127099950967383,0.2182897474571139,0.8872900049032616,1.302125283810827,0.5439292303549992,0.076692760576525,0.7910474082806759,0.0969509030352745,0.2089525917193241,0.9030490969647256,1.1474435800391367,0.6351533342434588,-0.01141379815465371,0.01141379815465371,0.009337155737789815,0.009337155737789815,-0.01575909206146381,0.01575909206146381,-0.15468170377169033,0.15468170377169033,0.09122410388845958,0.09122410388845958
12BTCzTPN,toluene,stda,3.07e-08,4.31e-08,3.136,2.866,0.27,0.2972,6.14,1.2400000000000004e-08,1.2400000000000004e-08,1.537600000000001e-16,7.38e-08,1.32317e-15,-7.511449283499556,-7.364516253185088,1.4039087947882738,0.0706586209987966,0.7692282399895107,0.0918565093238908,0.2307717600104891,0.9081434906761092,1.2237175575613208,0.4992550448050138,0.0713406523708402,0.7901281969523212,0.0902899714831277,0.2098718030476789,0.909710028516872,1.1878245429623877,0.5920308050506193,0.00068203137204359,0.00068203137204359,0.02089995696281044,0.02089995696281044,-0.0015665378407631048,0.0015665378407631048,-0.035893014598933126,0.035893014598933126,0.09277576024560552,0.09277576024560552
12BTCzTPN,toluene,stddft,3.82e-08,-3.21e-08,3.105,2.853,0.2519999999999998,0.2776,6.14,-7.03e-08,7.03e-08,4.94209e-15,6.099999999999995e-09,-1.22622e-15,-7.416801226031377,-7.492144128304169,-0.8403141361256545,0.0741735532393851,0.7861167049220087,0.0943543786501063,0.2138832950779913,0.9056456213498936,1.2894616776266743,0.5040024406726654,0.0704499969224167,0.7900420002012336,0.0891724704565988,0.2099579997987662,0.9108275295434012,1.159030970225163,0.6040142604490013,-0.003723556316968399,0.003723556316968399,0.003925295279224916,0.003925295279224916,-0.005181908193507501,0.005181908193507501,-0.1304307074015112,0.1304307074015112,0.10001181977633589,0.10001181977633589
19a,gas,stda,1.4e-09,3.94e-08,3.408,2.324,1.084,0.2574,6.339999999999999,3.8e-08,3.8e-08,1.4440000000000002e-15,4.08e-08,5.516e-17,-8.823908740944319,-7.403402904373539,28.142857142857142,0.2417342425598975,0.6217516878685836,0.3887954745866193,0.3782483121314165,0.6112045254133806,0.0730243343918951,0.9910345089080036,0.2433873631191733,0.6058723218477157,0.4017139491979435,0.3941276781522843,0.5982860508020564,0.1087899962473682,0.9911311513645178,0.0016531205592758003,0.0016531205592758003,-0.015879366020867924,0.015879366020867924,0.012918474611324227,0.012918474611324227,0.0357656618554731,0.0357656618554731,9.664245651419545e-05,9.664245651419545e-05
19a,gas,stddft,5.09e-08,-7.8e-09,3.233,2.254,0.979,0.1726,6.339999999999999,-5.87e-08,5.87e-08,3.44569e-15,4.31e-08,-3.9702e-16,-7.292429823902063,-8.102372908709558,-0.1532416502946955,0.2414305651167622,0.6204735338218593,0.3891069513145069,0.3795264661781406,0.6108930486854933,0.0875177686574083,0.9913602817910532,0.2437711218764608,0.6044110997379806,0.4033200614319269,0.3955889002620194,0.5966799385680732,0.1071025042360182,0.9909774162844066,0.0023405567596986032,0.0023405567596986032,-0.01606243408387875,0.01606243408387875,0.014213110117419991,0.014213110117419991,0.019584735578609902,0.019584735578609902,-0.00038286550664656804,0.00038286550664656804
19a,toluene,stda,3.08e-08,-3.4e-09,3.408,2.325,1.0829999999999995,0.2529,6.345,-3.4199999999999995e-08,3.4199999999999995e-08,1.1696399999999996e-15,2.74e-08,-1.0471999999999999e-16,-7.510041520575165,-8.455931955649724,-0.1103896103896104,0.2421367204327817,0.6215183462868998,0.3895890151583855,0.3784816537131001,0.6104109848416144,0.0655542474446955,0.9909937366068592,0.2435663370024509,0.605477692006014,0.4022713639465212,0.3945223079939859,0.5977286360534786,0.1069602615829162,0.9912056435514612,0.0014296165696691954,0.0014296165696691954,-0.016040654280885858,0.016040654280885858,0.012682348788135678,0.012682348788135678,0.041406014138220704,0.041406014138220704,0.00021190694460204718,0.00021190694460204718
19a,toluene,stddft,3.01e-08,7.44e-08,3.233,2.255,0.9780000000000002,0.1699,6.345,4.4300000000000006e-08,4.4300000000000006e-08,1.9624900000000005e-15,1.045e-07,2.23944e-15,-7.519993057042849,-7.127843727251707,2.471760797342193,0.2418064371441864,0.6202896449016586,0.3898282667325886,0.3797103550983413,0.6101717332674114,0.0804192567322411,0.9913685710998572,0.2439382281523425,0.6040065704933205,0.4038668452780352,0.3959934295066793,0.5961331547219649,0.1056043685586835,0.9910460493786124,0.0021317910081561087,0.0021317910081561087,-0.016283074408338094,0.016283074408338094,0.0140385785454466,0.0140385785454466,0.02518511182644241,0.02518511182644241,-0.00032252172124480616,0.00032252172124480616
1CM,gas,stda,6.45e-08,4.33e-08,3.575,3.044,0.5310000000000001,0.0827,7.232999999999999,-2.1200000000000005e-08,2.1200000000000005e-08,4.494400000000003e-16,1.078e-07,2.79285e-15,-7.189767482004916,-7.36251027048749,0.6713178294573643,0.1956341417358074,0.6599226779852713,0.2964500967493252,0.340077322014729,0.7035499032506745,0.4619302846498789,0.7234195135915837,0.26210495801278,0.8115316820347777,0.3229756321473445,0.1884683179652221,0.677024367852656,0.4402758477536886,0.7192562613763794,0.0664708162769726,0.0664708162769726,0.1516090040495064,0.1516090040495064,0.026525535398019273,0.026525535398019273,-0.021654436896190288,0.021654436896190288,-0.004163252215204305,0.004163252215204305
1CM,gas,stddft,1.77e-08,-4e-09,3.482,3.018,0.4640000000000004,0.0642,7.232999999999999,-2.17e-08,2.17e-08,4.708899999999999e-16,1.37e-08,-7.08e-17,-7.749579997691106,-8.387216143280265,-0.2259887005649717,0.2008231867448225,0.6557242958091584,0.3062616224964005,0.3442757041908418,0.6937383775035995,0.4853943155169989,0.7251767350279472,0.2608606448977849,0.8084547999276889,0.3226657135576624,0.1915452000723112,0.6773342864423376,0.4297377770246149,0.7240699417660477,0.06003745815296238,0.06003745815296238,0.1527305041185305,0.1527305041185305,0.016404091061261894,0.016404091061261894,-0.055656538492384,0.055656538492384,-0.0011067932618995524,0.0011067932618995524
1CM,toluene,stda,-2.19e-08,9.84e-08,3.57,3.059,0.5109999999999997,0.0823,7.265,1.203e-07,1.203e-07,1.4472089999999996e-14,7.649999999999999e-08,-2.15496e-15,-7.657577319177793,-7.006563769502388,-4.493150684931506,0.192362888788822,0.6601984867163122,0.2913712961470033,0.3398015132836876,0.7086287038529966,0.7947068403695516,0.7138024019952148,0.2849453511352495,0.8129553158316302,0.3505055512722228,0.1870446841683697,0.6494944487277767,0.8446285826418032,0.7087173887198397,0.0925824623464275,0.0925824623464275,0.15275682911531796,0.15275682911531796,0.059134255125219526,0.059134255125219526,0.049921742272251546,0.049921742272251546,-0.005085013275375139,0.005085013275375139
1CM,toluene,stddft,-9.66e-08,-8.1e-09,3.477,3.034,0.443,0.0641,7.265,8.85e-08,8.85e-08,7.83225e-15,-1.047e-07,7.8246e-16,-7.014573525916998,-8.086186147616283,0.0838509316770186,0.1965846530938623,0.6529729805325225,0.3010609304745513,0.3470270194674774,0.6989390695254487,0.7991467827575296,0.7151212335813527,0.2839682144692034,0.8100792839386434,0.3505437308414266,0.1899207160613567,0.6494562691585734,0.8293226389382243,0.7122397562767542,0.08738356137534109,0.08738356137534109,0.15710630340612086,0.15710630340612086,0.0494828003668753,0.0494828003668753,0.030175856180694738,0.030175856180694738,-0.0028814773045985342,0.0028814773045985342
1CzSO,gas,stda,3.61e-08,2.71e-08,3.874,3.426,0.4479999999999999,0.2933,6.896000000000001,-8.999999999999998e-09,8.999999999999998e-09,8.099999999999996e-17,6.32e-08,9.7831e-16,-7.441291429466834,-7.565431095965801,0.7506925207756233,0.0172469533462133,0.9995491600310122,0.0172547324692647,0.0004508399689876,0.9827452675307354,0.3015090156803761,0.8080371301725856,0.2448114686554441,0.8230158751610327,0.2974565570895505,0.1769841248389672,0.7025434429104498,1.1177183298246074,0.7098663824219302,0.2275645153092308,0.2275645153092308,-0.17653328486997955,0.17653328486997955,0.2802018246202858,0.2802018246202858,0.8162093141442313,0.8162093141442313,-0.09817074775065537,0.09817074775065537
1CzSO,gas,stddft,5.02e-08,-4.95e-08,3.818,3.405,0.4130000000000002,0.2522,6.896000000000001,-9.97e-08,9.97e-08,9.94009e-15,6.999999999999997e-10,-2.4849e-15,-7.298432014944073,-7.304518323509803,-0.9860557768924304,0.0161707841218483,0.9995722463022608,0.0161777041946385,0.0004277536977393,0.9838222958053612,0.2965043287390681,0.8118231025697072,0.2436592585827966,0.8231994343540038,0.2959905563759351,0.1768005656459961,0.704009443624065,1.1106226306187816,0.7111809245693563,0.2274884744609483,0.2274884744609483,-0.17637281194825705,0.17637281194825705,0.2798128521812966,0.2798128521812966,0.8141183018797136,0.8141183018797136,-0.10064217800035091,0.10064217800035091
1CzSO,toluene,stda,5.99e-08,1.525e-07,3.879,3.441,0.4380000000000001,0.3875,6.67,9.26e-08,9.26e-08,8.57476e-15,2.124e-07,9.13475e-15,-7.221848749616356,-6.816445466381138,2.5459098497495827,0.0170203250747404,0.9992942913492788,0.0170323449479122,0.0007057086507211,0.982967655052088,0.2421909707101603,0.8119161945224596,0.023545911895799,0.994255643749456,0.023681949450148,0.005744356250544,0.9763180505498522,1.0829194223133682,0.7416917324949542,0.0065255868210585995,0.0065255868210585995,-0.005038647599822865,0.005038647599822865,0.006649604502235798,0.006649604502235798,0.840728451603208,0.840728451603208,-0.07022446202750532,0.07022446202750532
1CzSO,toluene,stddft,-6.14e-08,-6e-10,3.827,3.42,0.407,0.3347,6.67,6.079999999999999e-08,6.079999999999999e-08,3.696639999999999e-15,-6.2e-08,3.684e-17,-7.211124884224583,-9.154901959985745,0.009771986970684,0.0159788564122038,0.9993505366182132,0.0159892408386311,0.0006494633817865,0.9840107591613688,0.2428691908472712,0.815459308992782,0.0235255347510924,0.9943662679545184,0.0236588222159688,0.0056337320454813,0.976341177784031,1.0895288434455894,0.7431314801285297,0.007546678338888602,0.007546678338888602,-0.004984268663694724,0.004984268663694724,0.007669581377337701,0.007669581377337701,0.8466596525983182,0.8466596525983182,-0.07232782886425226,0.07232782886425226
1G-F1,gas,stda,8.27e-08,1.332e-07,5.137,4.331,0.8059999999999992,0.0,8.933,5.05e-08,5.05e-08,2.55025e-15,2.1590000000000002e-07,1.101564e-14,-7.08196966321512,-6.875169850586141,1.6106408706166868,0.0496452517235915,0.9939377947484672,0.0499480470366408,0.0060622052515325,0.950051952963359,0.5914966224298881,0.6946559538200364,0.0249467279787264,0.9942437758913972,0.025091158309098,0.0057562241086028,0.974908841690902,0.1407663477338979,0.9024087818172024,-0.0246985237448651,0.0246985237448651,0.0003059811429300119,0.0003059811429300119,-0.024856888727542797,0.024856888727542797,-0.4507302746959902,0.4507302746959902,0.207752827997166,0.207752827997166
1G-F1,gas,stddft,2.75e-08,-2e-09,5.108,4.284,0.8239999999999998,0.0,8.933,-2.9500000000000006e-08,2.9500000000000006e-08,8.702500000000002e-16,2.55e-08,-5.500000000000001e-17,-7.559090917934782,-8.67778070526608,-0.0727272727272727,0.048831215049552,0.994302775885942,0.0491110114884699,0.0056972241140581,0.95088898851153,0.5906855864010331,0.6945608569280091,0.0243870481454948,0.994631451456105,0.0245186778578066,0.005368548543895,0.9754813221421932,0.1315214112642951,0.9033102865829284,-0.024444166904057197,0.024444166904057197,0.0003286755701630284,0.0003286755701630284,-0.0245923336306633,0.0245923336306633,-0.459164175136738,0.459164175136738,0.20874942965491938,0.20874942965491938
1G-F1,toluene,stda,-9.81e-08,4.5e-09,5.152,4.336,0.8159999999999998,0.0004,8.917000000000002,1.026e-07,1.026e-07,1.0526759999999998e-14,-9.36e-08,-4.4144999999999996e-16,-7.00788851221305,-8.337242168318426,-0.0458715596330275,0.0942630675326131,0.4990396125106601,0.1888889482307369,0.5009603874893397,0.811111051769263,0.9851123025496104,0.6057775976371367,0.0263911436300351,0.9941862264863698,0.0265454729978568,0.0058137735136301,0.973454527002143,0.0861355313592944,0.901210599917652,-0.067871923902578,0.067871923902578,0.4951466139757097,0.4951466139757097,-0.1623434752328801,0.1623434752328801,-0.8989767711903159,0.8989767711903159,0.2954330022805153,0.2954330022805153
1G-F1,toluene,stddft,-1.52e-08,6.57e-08,5.124,4.289,0.835,0.0004,8.917000000000002,8.09e-08,8.09e-08,6.544810000000001e-15,5.05e-08,-9.9864e-16,-7.815308569182402,-7.181774106386045,-4.322368421052631,0.0943648182322824,0.4992988847973243,0.1889946505099587,0.5007011152026758,0.811005349490041,0.9852488942864208,0.606038018596543,0.0257255598995641,0.994550490190659,0.0258665197526899,0.005449509809341,0.9741334802473104,0.0770554106473424,0.9021763088258564,-0.0686392583327183,0.0686392583327183,0.4952516053933347,0.4952516053933347,-0.16312813075726879,0.16312813075726879,-0.9081934836390784,0.9081934836390784,0.2961382902293134,0.2961382902293134
1MOBI,gas,stda,4.12e-08,3.8e-09,3.147,2.394,0.7529999999999997,2.6385,6.0600000000000005,-3.74e-08,3.74e-08,1.39876e-15,4.5e-08,1.5656e-16,-7.384049948343599,-8.4089353929735,0.0922330097087378,0.1550701408126559,0.7955829027792418,0.1949138678960334,0.2044170972207582,0.8050861321039663,0.1854101330262821,0.918017241702418,0.0751167181845246,0.9322666799312818,0.0805742818032085,0.0677333200687181,0.9194257181967912,0.2405403244275487,0.8634815873316328,-0.07995342262813131,0.07995342262813131,0.13668377715203994,0.13668377715203994,-0.11433958609282491,0.11433958609282491,0.0551301914012666,0.0551301914012666,-0.054535654370785225,0.054535654370785225
1MOBI,gas,stddft,-5.55e-08,7.04e-08,3.072,2.34,0.7320000000000002,2.1421,6.0600000000000005,1.2589999999999998e-07,1.2589999999999998e-07,1.5850809999999996e-14,1.4899999999999994e-08,-3.9072e-15,-7.2549252084179425,-7.151810883008602,-1.2684684684684684,0.1570247620845747,0.7934068899157447,0.1979120222931892,0.2065931100842556,0.8020879777068108,0.1916918418732618,0.9155000069464524,0.1074081441678961,0.90869188904277,0.1182008395398373,0.0913081109572299,0.8817991604601625,0.1967085970071578,0.9697592595075978,-0.049616617916678596,0.049616617916678596,0.11528499912702528,0.11528499912702528,-0.07971118275335189,0.07971118275335189,0.005016755133895989,0.005016755133895989,0.05425925256114539,0.05425925256114539
1MOBI,toluene,stda,-6.15e-08,-9.11e-08,3.141,2.39,0.7509999999999999,2.5266,6.07,-2.96e-08,2.96e-08,8.7616e-16,-1.526e-07,5.6026500000000004e-15,-7.210419287835575,-7.040005161671584,1.48130081300813,0.1601304931128272,0.8015991316328807,0.1997638056152041,0.1984008683671194,0.8002361943847957,0.1616475969781023,0.9260587629862412,0.0751246206522812,0.9339280478925036,0.0804394094617963,0.0660719521074961,0.9195605905382038,0.1897882897651827,0.8628541607215834,-0.085005872460546,0.085005872460546,0.13232891625962295,0.13232891625962295,-0.1193243961534078,0.1193243961534078,0.028140692787080396,0.028140692787080396,-0.06320460226465785,0.06320460226465785
1MOBI,toluene,stddft,9.27e-08,8.81e-08,3.063,2.337,0.726,2.0381,6.07,-4.6000000000000015e-09,4.6000000000000015e-09,2.1160000000000014e-17,1.808e-07,8.16687e-15,-7.032452023781138,-7.054531414868181,0.9503775620280476,0.1616103744633815,0.8009661463772938,0.2017692947377769,0.1990338536227062,0.7982307052622232,0.1700438530024766,0.9233748154119616,0.1115135138766195,0.9081647656914884,0.1227899584848038,0.0918352343085116,0.8772100415151963,0.1401004395526092,0.972280111393947,-0.05009686058676201,0.05009686058676201,0.10719861931419461,0.10719861931419461,-0.07897933625297311,0.07897933625297311,-0.029943413449867395,0.029943413449867395,0.04890529598198534,0.04890529598198534
1MPA,gas,stda,5.11e-08,5.8e-09,4.09,3.698,0.3919999999999999,0.4386,7.664,-4.53e-08,4.53e-08,2.05209e-15,5.69e-08,2.9638e-16,-7.29073003902417,-8.229147988357855,0.1135029354207436,0.2346792285398387,0.7840800173595754,0.2993052027140438,0.2159199826404244,0.7006947972859562,0.2889839783033104,0.8113705786545362,0.1389399952379772,0.9700904393369228,0.1432237548211954,0.0299095606630771,0.8567762451788047,0.4010636699950225,0.702943369114222,-0.09573923330186149,0.09573923330186149,0.1860104219773474,0.1860104219773474,-0.15608144789284842,0.15608144789284842,0.11207969169171211,0.11207969169171211,-0.10842720954031426,0.10842720954031426
1MPA,gas,stddft,-2.39e-08,-8.92e-08,4.066,3.681,0.3849999999999998,0.3925,7.664,-6.530000000000001e-08,6.530000000000001e-08,4.264090000000001e-15,-1.131e-07,2.13188e-15,-7.619788758288394,-7.049148541111453,3.7322175732217575,0.2422072456330209,0.7921001100679871,0.3057785784327589,0.2078998899320129,0.6942214215672408,0.2470952173333924,0.8079553881361109,0.1352878392724318,0.9692861454797695,0.1395747168195292,0.0307138545202304,0.8604252831804707,0.3894103691764115,0.7110745107810221,-0.10691940636058911,0.10691940636058911,0.17718603541178246,0.17718603541178246,-0.1662038616132297,0.1662038616132297,0.14231515184301907,0.14231515184301907,-0.09688087735508877,0.09688087735508877
