molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Char_diff_squared,S_NTO_sum,S_NTO_product,Log_Abs_S1,Log_Abs_T1,S_NTO_ratio,S1_CT_number,S1_Lambda_D,S1_Lambda_A,S1_hole_on_A,S1_particle_on_D,S1_Delta_r,S1_S_he,T1_CT_number,T1_Lambda_D,T1_Lambda_A,T1_hole_on_A,T1_particle_on_D,T1_Delta_r,T1_S_he,Delta_CT_number,Abs_Delta_CT_number,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,Delta_Delta_r,Abs_Delta_Delta_r,Delta_S_he,Abs_Delta_S_he
PhICz-Pyr,gas,stda,6.26e-08,3.96e-08,3.704,3.308,0.3960000000000003,0.5284,6.851,-2.3000000000000007e-08,2.3000000000000007e-08,5.290000000000003e-16,1.022e-07,2.47896e-15,-7.202732459169283,-7.401209493236885,0.63258785942492,,,,,,,,,,,,,,,,,,,,,,,,
PhICz-Pyr,gas,stddft,-5.4e-09,-9.98e-08,3.649,3.289,0.3599999999999999,0.456,6.851,-9.44e-08,9.44e-08,8.91136e-15,-1.052e-07,5.3892e-16,-8.259637310505756,-7.000434511774018,18.48148148148148,,,,,,,,,,,,,,,,,,,,,,,,
PhICz-Pyr,toluene,stda,-3.11e-08,2.61e-08,3.632,3.248,0.3839999999999999,0.4006,6.813,5.72e-08,5.72e-08,3.2718399999999995e-15,-5.000000000000002e-09,-8.117099999999999e-16,-7.505845405981558,-7.581698708680254,-0.8392282958199356,,,,,,,,,,,,,,,,,,,,,,,,
PhICz-Pyr,toluene,stddft,-2.45e-08,-1.32e-08,3.574,3.23,0.3439999999999998,0.3497,6.813,1.13e-08,1.13e-08,1.2769e-16,-3.77e-08,3.2340000000000004e-16,-7.609064892896621,-7.876148359032914,0.5387755102040817,,,,,,,,,,,,,,,,,,,,,,,,
PhPC,gas,stda,8.47e-08,-1.043e-07,3.306,2.259,1.0470000000000002,0.6103,6.233,-1.89e-07,1.89e-07,3.5721e-14,-1.9600000000000003e-08,-8.83421e-15,-7.071604147743286,-6.981299501333757,-1.231404958677686,,,,,,,,,,,,,,,,,,,,,,,,
PhPC,gas,stddft,-5.26e-08,5.17e-08,3.139,2.187,0.952,0.4277,6.233,1.043e-07,1.043e-07,1.087849e-14,-9.000000000000013e-10,-2.71942e-15,-7.278189384787454,-7.285670240254767,-0.9828897338403042,,,,,,,,,,,,,,,,,,,,,,,,
PhPC,toluene,stda,2.07e-08,3.65e-08,3.308,2.255,1.053,0.6021,6.243,1.5800000000000006e-08,1.5800000000000006e-08,2.496400000000001e-16,5.72e-08,7.5555e-16,-7.681936665037238,-7.436518914605589,1.7632850241545894,,,,,,,,,,,,,,,,,,,,,,,,
PhPC,toluene,stddft,9.21e-08,2.23e-08,3.141,2.183,0.9580000000000002,0.4235,6.243,-6.98e-08,6.98e-08,4.87204e-15,1.144e-07,2.05383e-15,-7.035269078946371,-7.649751981665837,0.242128121606949,,,,,,,,,,,,,,,,,,,,,,,,
PhQLPXZ,gas,stda,7.3e-09,1.254e-07,2.912,2.718,0.1939999999999999,0.1919,5.369000000000001,1.181e-07,1.181e-07,1.3947609999999998e-14,1.327e-07,9.1542e-16,-8.130768280269024,-6.901356274182943,17.17808219178082,,,,,,,,,,,,,,,,,,,,,,,,
PhQLPXZ,gas,stddft,2.07e-08,6.68e-08,2.895,2.694,0.201,0.1742,5.369000000000001,4.61e-08,4.61e-08,2.12521e-15,8.750000000000002e-08,1.38276e-15,-7.681936665037238,-7.174573882232177,3.2270531400966185,,,,,,,,,,,,,,,,,,,,,,,,
PhQLPXZ,toluene,stda,-3.26e-08,-2.13e-08,2.992,2.726,0.266,0.1707,5.436999999999999,1.1300000000000002e-08,1.1300000000000002e-08,1.2769000000000003e-16,-5.39e-08,6.9438e-16,-7.485452247339714,-7.669586226650809,0.6533742331288344,,,,,,,,,,,,,,,,,,,,,,,,
PhQLPXZ,toluene,stddft,-1.33e-08,5.87e-08,2.978,2.695,0.2830000000000003,0.1561,5.436999999999999,7.200000000000001e-08,7.200000000000001e-08,5.1840000000000014e-15,4.54e-08,-7.8071e-16,-7.872895201635193,-7.230622673923861,-4.413533834586467,,,,,,,,,,,,,,,,,,,,,,,,
PmPmP,gas,stda,-3.98e-08,-3.47e-08,3.126,2.765,0.3609999999999997,0.0153,5.29,5.099999999999999e-09,5.099999999999999e-09,2.6009999999999996e-17,-7.45e-08,1.38106e-15,-7.399027104313252,-7.458420756053419,0.8718592964824121,,,,,,,,,,,,,,,,,,,,,,,,
PmPmP,gas,stddft,1.095e-07,3.34e-08,3.087,2.734,0.3530000000000002,0.013,5.29,-7.61e-08,7.61e-08,5.79121e-15,1.429e-07,3.6573e-15,-6.96018944585165,-7.474955192963154,0.3050228310502283,,,,,,,,,,,,,,,,,,,,,,,,
PmPmP,toluene,stda,1.7e-09,-8.9e-09,3.124,2.761,0.363,0.0152,5.260000000000001,-1.06e-08,1.06e-08,1.1236000000000002e-16,-7.2e-09,-1.513e-17,-8.744727494896694,-8.045757490560675,-5.235294117647059,,,,,,,,,,,,,,,,,,,,,,,,
PmPmP,toluene,stddft,-8.4e-09,-8.26e-08,3.085,2.73,0.355,0.0128,5.260000000000001,-7.42e-08,7.42e-08,5.50564e-15,-9.1e-08,6.9384e-16,-8.070581074285707,-7.082494490447453,9.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,
PnB,gas,stda,-8.4e-09,1.053e-07,3.536,2.678,0.8580000000000001,0.7315,6.263999999999999,1.137e-07,1.137e-07,1.2927689999999998e-14,9.69e-08,-8.8452e-16,-8.070581074285707,-6.977159389123472,-12.535714285714285,,,,,,,,,,,,,,,,,,,,,,,,
PnB,gas,stddft,3.74e-08,-4.14e-08,3.474,2.612,0.8620000000000001,0.6544,6.263999999999999,-7.879999999999999e-08,7.879999999999999e-08,6.209439999999999e-15,-4.000000000000003e-09,-1.54836e-15,-7.425968732272281,-7.3819519032879075,-1.106951871657754,,,,,,,,,,,,,,,,,,,,,,,,
PnB,toluene,stda,-5.56e-08,1.18e-08,3.537,2.685,0.8519999999999999,0.7045,6.268,6.740000000000002e-08,6.740000000000002e-08,4.542760000000001e-15,-4.38e-08,-6.5608e-16,-7.254144804826271,-7.924453038607469,-0.2122302158273381,,,,,,,,,,,,,,,,,,,,,,,,
PnB,toluene,stddft,-5.98e-08,1.003e-07,3.476,2.62,0.8559999999999999,0.6358,6.268,1.601e-07,1.601e-07,2.5632010000000004e-14,4.05e-08,-5.997940000000001e-15,-7.222573177610688,-6.998266287190999,-1.677257525083612,,,,,,,,,,,,,,,,,,,,,,,,
PrDPhAc,gas,stda,-6.23e-08,5.12e-08,3.898,3.242,0.6560000000000001,0.5722,7.662999999999999,1.135e-07,1.135e-07,1.288225e-14,-1.1099999999999994e-08,-3.18976e-15,-7.204815410317576,-7.289882634888183,-0.8218298555377208,,,,,,,,,,,,,,,,,,,,,,,,
PrDPhAc,gas,stddft,-6.46e-08,4.73e-08,3.835,3.213,0.6219999999999999,0.4757,7.662999999999999,1.119e-07,1.119e-07,1.2521609999999996e-14,-1.7299999999999996e-08,-3.05558e-15,-7.189095719331299,-7.324221658325915,-0.7321981424148607,,,,,,,,,,,,,,,,,,,,,,,,
PrDPhAc,toluene,stda,-6.2e-08,-1.6e-07,3.786,3.105,0.681,0.6192,7.533000000000001,-9.8e-08,9.8e-08,9.604e-15,-2.22e-07,9.92e-15,-7.20690839982342,-6.795608668080701,2.5806451612903225,,,,,,,,,,,,,,,,,,,,,,,,
PrDPhAc,toluene,stddft,-6.32e-08,-2.23e-08,3.715,3.075,0.6399999999999997,0.5094,7.533000000000001,4.09e-08,4.09e-08,1.6728099999999997e-15,-8.549999999999999e-08,1.40936e-15,-7.198596289982645,-7.649751981665837,0.3528481012658228,,,,,,,,,,,,,,,,,,,,,,,,
Pra-2DMAC,gas,stda,-7.8e-09,5.07e-08,4.003,3.397,0.6060000000000003,0.0859,7.342,5.85e-08,5.85e-08,3.42225e-15,4.29e-08,-3.9546e-16,-8.102372908709558,-7.294136287716081,-6.499999999999999,,,,,,,,,,,,,,,,,,,,,,,,
Pra-2DMAC,gas,stddft,1.4e-09,-3.91e-08,3.949,3.365,0.5839999999999996,0.1184,7.342,-4.05e-08,4.05e-08,1.64025e-15,-3.77e-08,-5.474e-17,-8.823908740944319,-7.406713932979542,-27.92857142857143,,,,,,,,,,,,,,,,,,,,,,,,
Pra-2DMAC,toluene,stda,1.51e-08,-5.35e-08,3.972,3.369,0.6029999999999998,0.0223,7.354,-6.86e-08,6.86e-08,4.7059600000000004e-15,-3.84e-08,-8.0785e-16,-7.818156412055227,-7.27083521030723,-3.543046357615894,,,,,,,,,,,,,,,,,,,,,,,,
Pra-2DMAC,toluene,stddft,5.74e-08,1.9e-08,3.917,3.337,0.5799999999999996,0.023,7.354,-3.84e-08,3.84e-08,1.47456e-15,7.64e-08,1.0906e-15,-7.2403321553103694,-7.718966632752273,0.3310104529616725,,,,,,,,,,,,,,,,,,,,,,,,
PtB,gas,stda,-1.4e-09,-3.85e-08,3.486,2.631,0.8550000000000004,1.0876,6.214999999999999,-3.71e-08,3.71e-08,1.37641e-15,-3.99e-08,5.39e-17,-8.823908740944319,-7.413412695328245,27.500000000000004,,,,,,,,,,,,,,,,,,,,,,,,
PtB,gas,stddft,-7.71e-08,1.185e-07,3.416,2.566,0.8500000000000001,0.9302,6.214999999999999,1.956e-07,1.956e-07,3.8259359999999995e-14,4.14e-08,-9.13635e-15,-7.112382699664264,-6.925915310971757,-1.5369649805447472,,,,,,,,,,,,,,,,,,,,,,,,
PtB,toluene,stda,-3.15e-08,2.98e-08,3.522,2.676,0.8459999999999996,0.716,6.255,6.13e-08,6.13e-08,3.75769e-15,-1.6999999999999987e-09,-9.387e-16,-7.5003129173815966,-7.52432881167557,-0.946031746031746,,,,,,,,,,,,,,,,,,,,,,,,
PtB,toluene,stddft,-3.28e-08,2.79e-08,3.463,2.611,0.8519999999999999,0.6422,6.255,6.070000000000002e-08,6.070000000000002e-08,3.684490000000001e-15,-4.900000000000004e-09,-9.1512e-16,-7.482804102050026,-7.552841968657781,-0.8506097560975608,,,,,,,,,,,,,,,,,,,,,,,,
PtOEP,gas,stda,7.32e-08,2.91e-08,0.944,0.163,0.7809999999999999,0.0,4.222,-4.409999999999999e-08,4.409999999999999e-08,1.9448099999999997e-15,1.023e-07,2.13012e-15,-7.134896025358872,-7.534617148551582,0.3975409836065574,,,,,,,,,,,,,,,,,,,,,,,,
PtOEP,gas,stddft,-6.01e-08,3.42e-08,0.601,1.329,-0.728,0.0,4.222,9.43e-08,9.43e-08,8.89249e-15,-2.59e-08,-2.05542e-15,-7.220403508742176,-7.464705879957229,-0.5690515806988353,,,,,,,,,,,,,,,,,,,,,,,,
PtOEP,toluene,stda,2.1e-08,1.747e-07,0.991,0.094,0.897,0.0,4.182,1.537e-07,1.537e-07,2.3623690000000003e-14,1.957e-07,3.6687e-15,-7.675717544702307,-6.757458571701616,8.31904761904762,,,,,,,,,,,,,,,,,,,,,,,,
PtOEP,toluene,stddft,-3.29e-08,-2.72e-08,0.569,1.386,-0.817,0.0,4.182,5.699999999999998e-09,5.699999999999998e-09,3.248999999999998e-17,-6.009999999999999e-08,8.948799999999999e-16,-7.481486060122113,-7.5638373529592435,0.8267477203647416,,,,,,,,,,,,,,,,,,,,,,,,
Px2BP,gas,stda,1.3e-08,1.03e-08,2.913,2.572,0.3409999999999997,0.1044,5.333,-2.700000000000001e-09,2.700000000000001e-09,7.290000000000005e-18,2.33e-08,1.339e-16,-7.882728704344236,-7.982966660701219,0.7923076923076923,0.0510624515803785,0.6537235123729465,0.078110165251709,0.3462764876270539,0.921889834748291,1.840773584002976,0.4283265937624111,0.0516226279663736,0.7101961777481242,0.0726878425761987,0.2898038222518757,0.9273121574238008,1.8064595465556497,0.5024062407043006,0.0005601763859951064,0.0005601763859951064,0.0564726653751777,0.0564726653751777,-0.005422322675510294,0.005422322675510294,-0.03431403744732631,0.03431403744732631,0.07407964694188951,0.07407964694188951
Px2BP,gas,stddft,3.05e-08,-1.39e-08,2.88,2.561,0.3189999999999999,0.0862,5.333,-4.44e-08,4.44e-08,1.97136e-15,1.6600000000000003e-08,-4.2395e-16,-7.51427857351842,-7.853871964321762,-0.4557377049180328,0.0506475358331801,0.6580714831529952,0.0769635778631742,0.3419285168470046,0.9230364221368256,1.9038810513042703,0.4296756098610656,0.0510315339242736,0.7142456047139958,0.0714481595510945,0.2857543952860041,0.9285518404489056,1.7877164433026411,0.514260957243579,0.0003839980910934973,0.0003839980910934973,0.056174121561000545,0.056174121561000545,-0.0055154183120797035,0.0055154183120797035,-0.1161646080016292,0.1161646080016292,0.08458534738251339,0.08458534738251339
Px2BP,toluene,stda,-3.3e-08,2.26e-08,2.953,2.633,0.3199999999999998,0.0985,5.3580000000000005,5.56e-08,5.56e-08,3.09136e-15,-1.0399999999999996e-08,-7.458e-16,-7.480172006224281,-7.643974142806877,-0.6848484848484849,0.0518141042983653,0.7020316545542433,0.0738059373280892,0.2979683454457568,0.9261940626719108,2.1778127795341806,0.4206324072910354,0.052066205727269,0.7256556743796918,0.0717505665090768,0.2743443256203081,0.9282494334909231,1.9312356279248344,0.4981293768131467,0.00025210142890370185,0.00025210142890370185,0.023624019825448483,0.023624019825448483,-0.0020553708190124004,0.0020553708190124004,-0.24657715160934623,0.24657715160934623,0.07749696952211127,0.07749696952211127
Px2BP,toluene,stddft,3.44e-08,3.11e-08,2.924,2.623,0.3009999999999997,0.0824,5.3580000000000005,-3.299999999999996e-09,3.299999999999996e-09,1.0889999999999977e-17,6.55e-08,1.0698399999999998e-15,-7.462180904926726,-7.505845405981558,0.9040697674418604,0.0512878396336741,0.6994262195891533,0.0733284486586746,0.3005737804108468,0.9266715513413254,2.188802732049421,0.4218359607595062,0.0516575615843146,0.7291120280091783,0.0708499648886115,0.2708879719908216,0.9291500351113882,1.9073246092577556,0.510352026881609,0.0003697219506405003,0.0003697219506405003,0.029685808420024995,0.029685808420024995,-0.0024784837700631,0.0024784837700631,-0.2814781227916654,0.2814781227916654,0.08851606612210278,0.08851606612210278
PxCN,gas,stda,-3.25e-08,-3.1e-08,3.263,2.88,0.383,0.0038,5.372000000000001,1.5e-09,1.5e-09,2.2500000000000007e-18,-6.35e-08,1.0075e-15,-7.486782399932061,-7.507239610973162,0.9538461538461538,,,,,,,,,,,,,,,,,,,,,,,,
PxCN,gas,stddft,5.24e-08,-1.81e-08,3.228,2.85,0.3780000000000001,0.0035,5.372000000000001,-7.05e-08,7.05e-08,4.970250000000001e-15,3.43e-08,-9.4844e-16,-7.279840696594043,-7.739928612014925,-0.3454198473282442,,,,,,,,,,,,,,,,,,,,,,,,
PxCN,toluene,stda,-9.66e-08,5.27e-08,3.237,2.852,0.3850000000000002,0.0167,5.417000000000001,1.493e-07,1.493e-07,2.229049e-14,-4.39e-08,-5.09082e-15,-7.014573525916998,-7.277366077466188,-0.5455486542443064,,,,,,,,,,,,,,,,,,,,,,,,
PxCN,toluene,stddft,8.15e-08,-9.8e-09,3.202,2.821,0.3809999999999998,0.0139,5.417000000000001,-9.13e-08,9.13e-08,8.335689999999999e-15,7.17e-08,-7.986999999999999e-16,-7.088309841246139,-8.00436480540245,-0.1202453987730061,,,,,,,,,,,,,,,,,,,,,,,,
PxCYP,gas,stda,-6.62e-08,1.76e-08,3.085,2.751,0.3340000000000001,0.4411,5.170999999999999,8.38e-08,8.38e-08,7.022439999999999e-15,-4.86e-08,-1.16512e-15,-7.178486471595227,-7.752026733638194,-0.2658610271903323,,,,,,,,,,,,,,,,,,,,,,,,
PxCYP,gas,stddft,1.85e-08,3.54e-08,3.067,2.72,0.347,0.3037,5.170999999999999,1.69e-08,1.69e-08,2.8560999999999997e-16,5.39e-08,6.549e-16,-7.730487055782084,-7.449771646944906,1.9135135135135133,,,,,,,,,,,,,,,,,,,,,,,,
PxCYP,toluene,stda,-6.47e-08,-1.527e-07,3.119,2.754,0.3650000000000002,0.0125,5.287,-8.800000000000002e-08,8.800000000000002e-08,7.744000000000001e-15,-2.1740000000000005e-07,9.879690000000002e-15,-7.188424994129407,-6.815876645760329,2.360123647604328,,,,,,,,,,,,,,,,,,,,,,,,
PxCYP,toluene,stddft,8.26e-08,-1.47e-08,3.083,2.723,0.3600000000000003,0.0122,5.287,-9.73e-08,9.73e-08,9.467290000000002e-15,6.789999999999999e-08,-1.2142199999999998e-15,-7.082494490447453,-7.829738284605042,-0.1779661016949152,,,,,,,,,,,,,,,,,,,,,,,,
PxPYM,gas,stda,7.4e-09,1.371e-07,3.125,2.855,0.27,0.715,5.389,1.297e-07,1.297e-07,1.682209e-14,1.445e-07,1.0145400000000001e-15,-8.1249387366083,-6.862645888629267,18.527027027027028,,,,,,,,,,,,,,,,,,,,,,,,
PxPYM,gas,stddft,-7.1e-08,3.94e-08,3.109,2.824,0.2850000000000001,0.6504,5.389,1.1040000000000001e-07,1.1040000000000001e-07,1.2188160000000004e-14,-3.16e-08,-2.7974e-15,-7.148130399270234,-7.403402904373539,-0.5549295774647888,,,,,,,,,,,,,,,,,,,,,,,,
PxPYM,toluene,stda,-4.27e-08,-3.97e-08,3.127,2.772,0.355,0.5068,5.417000000000001,3e-09,3e-09,9.000000000000003e-18,-8.24e-08,1.6951899999999998e-15,-7.368556230986828,-7.400116927926312,0.9297423887587822,,,,,,,,,,,,,,,,,,,,,,,,
PxPYM,toluene,stddft,2.4e-08,8.2e-09,3.106,2.741,0.3649999999999997,0.0152,5.417000000000001,-1.58e-08,1.58e-08,2.4963999999999995e-16,3.22e-08,1.968e-16,-7.617982957425132,-8.080921907623926,0.3416666666666667,,,,,,,,,,,,,,,,,,,,,,,,
Py-TPA,gas,stda,-1.28e-08,2.22e-08,3.211,2.863,0.3479999999999998,0.042,4.815,3.5e-08,3.5e-08,1.2250000000000002e-15,9.4e-09,-2.8416e-16,-7.889410289700751,-7.651695136951839,-1.734375,,,,,,,,,,,,,,,,,,,,,,,,
Py-TPA,gas,stddft,-3.4e-09,-1.04e-08,3.207,2.834,0.3729999999999998,0.1972,4.815,-7.0000000000000015e-09,7.0000000000000015e-09,4.900000000000001e-17,-1.38e-08,3.536e-17,-8.455931955649724,-7.978810700930062,3.058823529411765,,,,,,,,,,,,,,,,,,,,,,,,
Py-TPA,toluene,stda,-4.31e-08,7.09e-08,3.04,2.704,0.3359999999999998,0.6366,4.606,1.1400000000000001e-07,1.1400000000000001e-07,1.2996000000000004e-14,2.7800000000000004e-08,-3.0557900000000007e-15,-7.364516253185088,-7.1487416512809245,-1.6450116009280744,,,,,,,,,,,,,,,,,,,,,,,,
Py-TPA,toluene,stddft,-5.1e-08,4.38e-08,3.012,2.68,0.3319999999999998,0.5953,4.606,9.48e-08,9.48e-08,8.987040000000001e-15,-7.199999999999998e-09,-2.2338e-15,-7.291579099865287,-7.357535479757878,-0.8588235294117648,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN,gas,stda,1.29e-08,-1.94e-08,4.46,3.847,0.613,0.5567,8.011,-3.23e-08,3.23e-08,1.0432899999999998e-15,-6.4999999999999995e-09,-2.5025999999999995e-16,-7.886056647693163,-7.709965388637482,-1.503875968992248,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN,gas,stddft,-1.058e-07,-4.57e-08,4.42,3.804,0.6160000000000001,0.5163,8.011,6.009999999999999e-08,6.009999999999999e-08,3.612009999999999e-15,-1.515e-07,4.8350599999999985e-15,-6.975104039892515,-7.339134521996131,0.4319470699432892,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN,toluene,stda,-3.13e-08,-2.9e-09,4.487,3.856,0.6310000000000002,0.5733,8.002,2.8400000000000003e-08,2.8400000000000003e-08,8.065600000000001e-16,-3.42e-08,9.077e-17,-7.503070351926785,-8.522878745280337,0.0926517571884984,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN,toluene,stddft,2e-09,-5.6e-09,4.449,3.814,0.6349999999999998,0.5315,8.002,-7.6e-09,7.6e-09,5.776e-17,-3.5999999999999996e-09,-1.12e-17,-8.67778070526608,-8.244125144327509,-2.8,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN–DMAC,gas,stda,8e-10,-1.97e-08,3.771,3.391,0.3799999999999999,0.0373,5.820000000000001,-2.05e-08,2.05e-08,4.2025000000000007e-16,-1.89e-08,-1.5760000000000002e-17,-9.045757490560677,-7.703334809738469,-24.625,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN–DMAC,gas,stddft,1.1e-09,-3.2e-08,3.767,3.358,0.4089999999999998,0.0329,5.820000000000001,-3.31e-08,3.31e-08,1.09561e-15,-3.0900000000000005e-08,-3.52e-17,-8.920818753952375,-7.493494967595128,-29.090909090909093,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN–DMAC,toluene,stda,2.6e-09,-6.12e-08,3.859,3.368,0.4910000000000001,0.0534,5.739999999999999,-6.38e-08,6.38e-08,4.07044e-15,-5.8600000000000015e-08,-1.5912e-16,-8.568636235841012,-7.212539525481585,-23.53846153846154,,,,,,,,,,,,,,,,,,,,,,,,
PyDCN–DMAC,toluene,stddft,1.21e-08,9.18e-08,3.851,3.336,0.5150000000000001,0.0355,5.739999999999999,7.97e-08,7.97e-08,6.352090000000001e-15,1.039e-07,1.11078e-15,-7.913640169325252,-7.036684488613889,7.586776859504132,,,,,,,,,,,,,,,,,,,,,,,,
PyI,gas,stda,5.42e-08,5.23e-08,3.751,2.852,0.899,0.0155,6.785000000000001,-1.9000000000000038e-09,1.9000000000000038e-09,3.6100000000000155e-18,1.0650000000000001e-07,2.83466e-15,-7.265200170411153,-7.280668713016273,0.9649446494464944,,,,,,,,,,,,,,,,,,,,,,,,
PyI,gas,stddft,-2.47e-08,2.93e-08,3.691,2.79,0.9009999999999998,0.2585,6.785000000000001,5.4e-08,5.4e-08,2.916e-15,4.6000000000000015e-09,-7.2371e-16,-7.605548319173784,-7.531652669587842,-1.1862348178137652,,,,,,,,,,,,,,,,,,,,,,,,
PyI,toluene,stda,-6.01e-08,4e-09,3.748,2.848,0.9000000000000004,0.0074,6.781999999999999,6.41e-08,6.41e-08,4.10881e-15,-5.61e-08,-2.404e-16,-7.220403508742176,-8.387216143280265,-0.0665557404326123,,,,,,,,,,,,,,,,,,,,,,,,
PyI,toluene,stddft,2.63e-08,-7.8e-08,3.691,2.786,0.9049999999999998,0.2813,6.781999999999999,-1.043e-07,1.043e-07,1.087849e-14,-5.169999999999999e-08,-2.0514e-15,-7.578396073130169,-7.1073489661227,-2.9657794676806084,,,,,,,,,,,,,,,,,,,,,,,,
PyIAnTPh,gas,stda,3.66e-08,-5.66e-08,3.242,2.28,0.9620000000000002,0.7805,6.134,-9.320000000000001e-08,9.320000000000001e-08,8.686239999999997e-15,-2e-08,-2.07156e-15,-7.435333935747911,-7.246416941107094,-1.5464480874316942,,,,,,,,,,,,,,,,,,,,,,,,
PyIAnTPh,gas,stddft,-1.13e-08,6.17e-08,3.084,2.212,0.8719999999999999,0.5467,6.134,7.3e-08,7.3e-08,5.3290000000000004e-15,5.04e-08,-6.9721e-16,-7.943095148663527,-7.209011524911184,-5.460176991150442,,,,,,,,,,,,,,,,,,,,,,,,
PyIAnTPh,toluene,stda,4.5e-08,-7.6e-09,3.266,2.291,0.975,0.736,6.226000000000001,-5.26e-08,5.26e-08,2.76676e-15,3.74e-08,-3.42e-16,-7.345823458122039,-8.113509274827518,-0.1688888888888889,,,,,,,,,,,,,,,,,,,,,,,,
PyIAnTPh,toluene,stddft,-5.6e-09,-9.33e-08,3.105,2.221,0.8839999999999999,0.5126,6.226000000000001,-8.77e-08,8.77e-08,7.69129e-15,-9.89e-08,5.2248e-16,-8.244125144327509,-7.029653123769907,16.660714285714285,,,,,,,,,,,,,,,,,,,,,,,,
PzTDBA,gas,stda,-2.08e-08,1.63e-08,3.653,3.209,0.4439999999999999,0.0453,6.817,3.71e-08,3.71e-08,1.37641e-15,-4.5000000000000014e-09,-3.3904000000000003e-16,-7.679853713888946,-7.785156151952302,-0.7836538461538461,,,,,,,,,,,,,,,,,,,,,,,,
PzTDBA,gas,stddft,4.87e-08,2.13e-08,3.601,3.192,0.4089999999999998,0.0561,6.817,-2.74e-08,2.74e-08,7.5076e-16,6.999999999999999e-08,1.03731e-15,-7.311580177997289,-7.669586226650809,0.4373716632443531,,,,,,,,,,,,,,,,,,,,,,,,
PzTDBA,toluene,stda,1.108e-07,-8.72e-08,2.562,2.321,0.2409999999999996,0.0002,4.744999999999999,-1.98e-07,1.98e-07,3.9204e-14,2.36e-08,-9.66176e-15,-6.95506845385084,-7.058985756294431,-0.7870036101083032,,,,,,,,,,,,,,,,,,,,,,,,
PzTDBA,toluene,stddft,-4.76e-08,1.7e-09,2.533,2.291,0.242,0.0001,4.744999999999999,4.930000000000001e-08,4.930000000000001e-08,2.430490000000001e-15,-4.59e-08,-8.092e-17,-7.321481620959886,-8.744727494896694,-0.0357142857142857,,,,,,,,,,,,,,,,,,,,,,,,
P–Cu–C,gas,stda,2.06e-08,-2.3e-09,4.956,4.406,0.5500000000000007,0.0014,8.055,-2.29e-08,2.29e-08,5.2441e-16,1.83e-08,-4.738e-17,-7.684029654543083,-8.619788758288394,-0.1116504854368932,,,,,,,,,,,,,,,,,,,,,,,,
P–Cu–C,gas,stddft,-6.61e-08,4.73e-08,4.935,4.368,0.5669999999999993,0.0012,8.055,1.134e-07,1.134e-07,1.285956e-14,-1.8800000000000003e-08,-3.12653e-15,-7.1791420105603,-7.324221658325915,-0.7155824508320726,,,,,,,,,,,,,,,,,,,,,,,,
P–Cu–C,toluene,stda,1.02e-08,-2.54e-08,4.939,4.399,0.54,0.0003,7.99,-3.56e-08,3.56e-08,1.26736e-15,-1.5199999999999997e-08,-2.5908e-16,-7.987162775294828,-7.5934598195660445,-2.4901960784313726,,,,,,,,,,,,,,,,,,,,,,,,
P–Cu–C,toluene,stddft,4.7e-09,9.74e-08,4.921,4.362,0.5590000000000002,0.0005,7.99,9.27e-08,9.27e-08,8.59329e-15,1.021e-07,4.5778e-16,-8.318758762624412,-7.010995384301463,20.72340425531915,,,,,,,,,,,,,,,,,,,,,,,,
SABIQ,gas,stda,2.6e-09,-3.72e-08,2.855,2.407,0.4479999999999999,0.0013,5.302,-3.98e-08,3.98e-08,1.58404e-15,-3.4600000000000005e-08,-9.672e-17,-8.568636235841012,-7.428291168191312,-14.307692307692308,,,,,,,,,,,,,,,,,,,,,,,,
SABIQ,gas,stddft,-1.5e-09,1.136e-07,2.854,2.342,0.512,0.0013,5.302,1.151e-07,1.151e-07,1.3248009999999996e-14,1.121e-07,-1.704e-16,-8.795880017344075,-6.944239535312265,-75.73333333333333,,,,,,,,,,,,,,,,,,,,,,,,
SABIQ,toluene,stda,3e-10,-2.6e-09,2.846,2.43,0.4159999999999999,0.0012,5.2170000000000005,-2.9000000000000003e-09,2.9000000000000003e-09,8.410000000000002e-18,-2.3e-09,-7.8e-19,-9.397940008672036,-8.568636235841012,-8.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,
SABIQ,toluene,stddft,-4.5e-09,-2.35e-08,2.845,2.365,0.48,0.0012,5.2170000000000005,-1.9e-08,1.9e-08,3.61e-16,-2.8e-08,1.0574999999999999e-16,-8.337242168318426,-7.627087997029894,5.222222222222222,,,,,,,,,,,,,,,,,,,,,,,,
