molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Char_diff_squared,S_NTO_sum,S_NTO_product,Log_Abs_S1,Log_Abs_T1,S_NTO_ratio,S1_CT_number,S1_Lambda_D,S1_Lambda_A,S1_hole_on_A,S1_particle_on_D,S1_Delta_r,S1_S_he,T1_CT_number,T1_Lambda_D,T1_Lambda_A,T1_hole_on_A,T1_particle_on_D,T1_Delta_r,T1_S_he,Delta_CT_number,Abs_Delta_CT_number,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,Delta_Delta_r,Abs_Delta_Delta_r,Delta_S_he,Abs_Delta_S_he
3DMAC-BP-Br,gas,stddft,6.3e-09,3.9e-09,2.818,2.762,0.056,0.0797,5.109,-2.4e-09,2.4e-09,5.76e-18,1.02e-08,2.457e-17,-8.193820026016112,-8.397940008672037,0.6190476190476191,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-Br,toluene,stda,9.5e-09,-8.24e-08,2.894,2.419,0.4750000000000001,0.3445,5.2010000000000005,-9.19e-08,9.19e-08,8.44561e-15,-7.29e-08,-7.828e-16,-8.017728766960431,-7.0835460514500745,-8.673684210526314,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-Br,toluene,stddft,2.12e-08,-5.1e-09,2.846,2.39,0.4559999999999999,0.4186,5.2010000000000005,-2.63e-08,2.63e-08,6.9169e-16,1.6100000000000002e-08,-1.0812e-16,-7.671620396561262,-8.2839966563652,-0.240566037735849,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-CN,gas,stda,-1.46e-08,-3.04e-08,2.905,2.46,0.4449999999999998,0.0185,5.209,-1.5800000000000006e-08,1.5800000000000006e-08,2.496400000000001e-16,-4.5e-08,4.4384e-16,-7.832682665251823,-7.515700160653214,2.0821917808219177,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-CN,gas,stddft,3.2e-09,1.516e-07,2.897,2.431,0.4659999999999997,0.0035,5.209,1.484e-07,1.484e-07,2.202256e-14,1.548e-07,4.851200000000001e-16,-8.481486060122112,-6.81901441921327,47.375,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-CN,toluene,stda,3.16e-08,-7.33e-08,2.803,2.31,0.4929999999999999,0.0982,4.968,-1.049e-07,1.049e-07,1.1004009999999998e-14,-4.17e-08,-2.31628e-15,-7.498940737782249,-7.13430394008393,-2.3196202531645573,,,,,,,,,,,,,,,,,,,,,,,,
3DMAC-BP-CN,toluene,stddft,-3.2e-08,-1.28e-08,2.752,2.28,0.472,0.5258,4.968,1.92e-08,1.92e-08,3.6864e-16,-4.48e-08,4.096e-16,-7.493494967595128,-7.889410289700751,0.3999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
3DMACIPN,gas,stda,-4.08e-08,6.9e-09,2.868,2.707,0.161,0.1368,5.98,4.7700000000000004e-08,4.7700000000000004e-08,2.2752900000000003e-15,-3.39e-08,-2.8152e-16,-7.388276691992658,-8.154901959985743,-0.1691176470588235,,,,,,,,,,,,,,,,,,,,,,,,
3DMACIPN,gas,stddft,-2.4e-09,-1.13e-08,2.858,2.697,0.161,0.1266,5.98,-8.9e-09,8.9e-09,7.921000000000001e-17,-1.37e-08,2.712e-17,-8.602059991327963,-7.943095148663527,4.708333333333333,,,,,,,,,,,,,,,,,,,,,,,,
3DMACIPN,toluene,stda,3.88e-08,-1.9e-09,2.771,2.568,0.2029999999999998,0.1096,5.866999999999999,-4.07e-08,4.07e-08,1.6564899999999994e-15,3.69e-08,-7.371999999999998e-17,-7.410050398674293,-8.698970004336019,-0.0489690721649484,,,,,,,,,,,,,,,,,,,,,,,,
3DMACIPN,toluene,stddft,1.9e-09,-3.86e-08,2.754,2.559,0.1949999999999998,0.0982,5.866999999999999,-4.05e-08,4.05e-08,1.64025e-15,-3.67e-08,-7.334e-17,-8.698970004336019,-7.412289034981089,-20.31578947368421,,,,,,,,,,,,,,,,,,,,,,,,
3DPA3CN,gas,stda,8.7e-09,-5.11e-08,3.314,2.982,0.3319999999999998,1.4124,5.908,-5.98e-08,5.98e-08,3.5760400000000004e-15,-4.24e-08,-4.4457e-16,-8.05551732784983,-7.29073003902417,-5.873563218390805,,,,,,,,,,,,,,,,,,,,,,,,
3DPA3CN,gas,stddft,-2.03e-08,-9.95e-08,3.295,2.961,0.3340000000000001,1.2987,5.908,-7.92e-08,7.92e-08,6.2726399999999985e-15,-1.198e-07,2.01985e-15,-7.690369832574102,-7.001740661576301,4.901477832512315,,,,,,,,,,,,,,,,,,,,,,,,
3DPA3CN,toluene,stda,8.4e-09,-1.04e-07,3.203,2.867,0.3359999999999998,1.4,5.807,-1.124e-07,1.124e-07,1.263376e-14,-9.560000000000001e-08,-8.736000000000001e-16,-8.070581074285707,-6.982549270489464,-12.38095238095238,,,,,,,,,,,,,,,,,,,,,,,,
3DPA3CN,toluene,stddft,-1.73e-08,-2.01e-08,3.183,2.846,0.3369999999999997,1.283,5.807,-2.800000000000002e-09,2.800000000000002e-09,7.840000000000009e-18,-3.74e-08,3.4773000000000003e-16,-7.7594507517174,-7.694648630553377,1.161849710982659,,,,,,,,,,,,,,,,,,,,,,,,
3DPTIA,gas,stda,7.25e-08,-3.85e-08,3.697,3.255,0.4420000000000001,0.1633,6.470000000000001,-1.11e-07,1.11e-07,1.2321e-14,3.3999999999999993e-08,-2.79125e-15,-7.139063379299906,-7.413412695328245,-0.5310344827586208,,,,,,,,,,,,,,,,,,,,,,,,
3DPTIA,gas,stddft,-2.76e-08,-2.62e-08,3.624,3.234,0.3900000000000001,0.1337,6.470000000000001,1.399999999999999e-09,1.399999999999999e-09,1.959999999999998e-18,-5.38e-08,7.2312e-16,-7.557520230935552,-7.580044251510242,0.9492753623188406,,,,,,,,,,,,,,,,,,,,,,,,
3DPTIA,toluene,stda,-2.54e-08,1.25e-08,3.682,3.244,0.4379999999999997,0.1407,6.409,3.79e-08,3.79e-08,1.4364100000000002e-15,-1.29e-08,-3.175e-16,-7.5934598195660445,-7.899629454882437,-0.4921259842519685,,,,,,,,,,,,,,,,,,,,,,,,
3DPTIA,toluene,stddft,7.74e-08,-1.53e-08,3.609,3.222,0.387,0.1152,6.409,-9.27e-08,9.27e-08,8.59329e-15,6.210000000000002e-08,-1.1842200000000001e-15,-7.110698297493689,-7.812479279163536,-0.1976744186046511,,,,,,,,,,,,,,,,,,,,,,,,
3PCzPFP,gas,stda,7.73e-08,2.44e-08,3.827,3.381,0.4460000000000002,0.1674,6.944,-5.29e-08,5.29e-08,2.79841e-15,1.017e-07,1.88612e-15,-7.111259039317107,-7.610833915635467,0.315653298835705,,,,,,,,,,,,,,,,,,,,,,,,
3PCzPFP,gas,stddft,-1.402e-07,2.95e-08,3.754,3.358,0.3959999999999999,0.1385,6.944,1.697e-07,1.697e-07,2.879809e-14,-1.107e-07,-4.1359e-15,-6.85294232897164,-7.528708288941061,-0.2104136947218259,,,,,,,,,,,,,,,,,,,,,,,,
3PCzPFP,toluene,stda,1.037e-07,3.07e-08,3.815,3.368,0.447,0.1491,6.746,-7.3e-08,7.3e-08,5.3290000000000004e-15,1.344e-07,3.18359e-15,-6.983802646487561,-7.511449283499556,0.2960462873674059,,,,,,,,,,,,,,,,,,,,,,,,
3PCzPFP,toluene,stddft,-6.17e-08,2.55e-08,3.741,3.345,0.3959999999999999,0.1237,6.746,8.72e-08,8.72e-08,7.60384e-15,-3.6200000000000007e-08,-1.57335e-15,-7.209011524911184,-7.591760034688151,-0.4132901134521879,,,,,,,,,,,,,,,,,,,,,,,,
3Py-DMAC,gas,stda,4.21e-08,-9e-10,3.566,3.43,0.1359999999999996,0.2549,5.186,-4.3e-08,4.3e-08,1.8490000000000007e-15,4.12e-08,-3.789e-17,-7.374687549038327,-9.0,-0.0213776722090261,,,,,,,,,,,,,,,,,,,,,,,,
3Py-DMAC,gas,stddft,-1.8e-09,3.99e-08,3.558,3.398,0.1599999999999997,0.2397,5.186,4.17e-08,4.17e-08,1.7388900000000001e-15,3.81e-08,-7.182e-17,-8.721246399047171,-7.397940008672037,-22.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,
3Py-DMAC,toluene,stda,-9.9e-09,1.1e-09,3.165,2.662,0.5030000000000001,1.1284,5.385999999999999,1.1e-08,1.1e-08,1.21e-16,-8.8e-09,-1.0889999999999998e-17,-8.0,-8.920818753952375,-0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,
3Py-DMAC,toluene,stddft,-4.95e-08,1.83e-08,3.117,2.636,0.4809999999999998,0.9842,5.385999999999999,6.78e-08,6.78e-08,4.59684e-15,-3.12e-08,-9.0585e-16,-7.304518323509803,-7.735182176990463,-0.3696969696969697,,,,,,,,,,,,,,,,,,,,,,,,
3TCPM,gas,stda,-1.04e-08,3.28e-08,3.732,3.34,0.3920000000000003,1.5291,5.853000000000001,4.32e-08,4.32e-08,1.86624e-15,2.24e-08,-3.4112000000000006e-16,-7.978810700930062,-7.482804102050026,-3.1538461538461537,,,,,,,,,,,,,,,,,,,,,,,,
3TCPM,gas,stddft,-6.8e-09,2.26e-08,3.703,3.315,0.3879999999999999,1.3257,5.853000000000001,2.94e-08,2.94e-08,8.643599999999999e-16,1.5800000000000006e-08,-1.5368e-16,-8.161150909262744,-7.643974142806877,-3.323529411764706,,,,,,,,,,,,,,,,,,,,,,,,
3TCPM,toluene,stda,-3.62e-08,-9.7e-09,3.643,3.345,0.2979999999999996,0.006,5.755,2.65e-08,2.65e-08,7.022499999999999e-16,-4.59e-08,3.5113999999999997e-16,-7.440093374963888,-8.008773924307505,0.2679558011049723,,,,,,,,,,,,,,,,,,,,,,,,
3TCPM,toluene,stddft,1.53e-08,5.37e-08,3.641,3.323,0.318,0.0186,5.755,3.84e-08,3.84e-08,1.47456e-15,6.9e-08,8.216100000000002e-16,-7.812479279163536,-7.269217724333611,3.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,
3TPAFM,gas,stda,1.25e-08,7.74e-08,2.624,2.378,0.246,0.0879,4.702999999999999,6.49e-08,6.49e-08,4.21201e-15,8.99e-08,9.675e-16,-7.899629454882437,-7.110698297493689,6.192000000000001,,,,,,,,,,,,,,,,,,,,,,,,
3TPAFM,gas,stddft,2.07e-07,1.33e-07,2.599,2.349,0.25,0.084,4.702999999999999,-7.399999999999997e-08,7.399999999999997e-08,5.475999999999996e-15,3.400000000000001e-07,2.7531e-14,-6.683819901106547,-6.875821944525325,0.6425120772946861,,,,,,,,,,,,,,,,,,,,,,,,
3TPAFM,toluene,stda,-6.66e-08,-7.84e-08,2.475,2.173,0.302,0.2308,4.453000000000001,-1.18e-08,1.18e-08,1.3924e-16,-1.45e-07,5.22144e-15,-7.175874166083451,-7.105130343254747,1.177177177177177,,,,,,,,,,,,,,,,,,,,,,,,
3TPAFM,toluene,stddft,-7.97e-08,2.19e-08,2.447,2.144,0.3029999999999999,0.2204,4.453000000000001,1.0160000000000001e-07,1.0160000000000001e-07,1.0322560000000002e-14,-5.78e-08,-1.7454300000000002e-15,-7.09799710864927,-7.657577319177793,-0.274780426599749,,,,,,,,,,,,,,,,,,,,,,,,
3ai,gas,stda,7.47e-08,5.02e-08,3.637,2.539,1.098,0.7973,6.947000000000001,-2.45e-08,2.45e-08,6.0025e-16,1.2490000000000001e-07,3.74994e-15,-7.126098402135539,-7.298432014944073,0.6720214190093708,,,,,,,,,,,,,,,,,,,,,,,,
3ai,gas,stddft,-1.56e-08,-8.96e-08,3.458,2.482,0.976,0.547,6.947000000000001,-7.4e-08,7.4e-08,5.476e-15,-1.052e-07,1.39776e-15,-7.804100347590766,-7.047207556955908,5.743589743589743,,,,,,,,,,,,,,,,,,,,,,,,
3ai,toluene,stda,3.48e-08,-2.68e-08,3.593,2.518,1.0750000000000002,0.7992,6.966,-6.16e-08,6.16e-08,3.794559999999999e-15,8.000000000000002e-09,-9.3264e-16,-7.45717457304082,-7.570247719997592,-0.7701149425287356,,,,,,,,,,,,,,,,,,,,,,,,
3ai,toluene,stddft,4.1e-08,9.08e-08,3.408,2.46,0.948,0.546,6.966,4.98e-08,4.98e-08,2.4800400000000004e-15,1.318e-07,3.722800000000001e-15,-7.386158178123931,-7.041436116778033,2.214634146341463,,,,,,,,,,,,,,,,,,,,,,,,
3ca,gas,stda,-2.4e-09,-7.33e-08,3.513,2.679,0.8340000000000001,1.4542,6.619,-7.09e-08,7.09e-08,5.026810000000001e-15,-7.57e-08,1.7592e-16,-8.602059991327963,-7.13430394008393,30.541666666666668,,,,,,,,,,,,,,,,,,,,,,,,
3ca,gas,stddft,-4.48e-08,1.282e-07,3.425,2.63,0.7949999999999999,1.1614,6.619,1.73e-07,1.73e-07,2.9929e-14,8.339999999999999e-08,-5.74336e-15,-7.347753658996677,-6.891773343625071,-2.861607142857143,,,,,,,,,,,,,,,,,,,,,,,,
3ca,toluene,stda,-4.95e-08,1.01e-08,3.501,2.676,0.8249999999999997,1.3956,6.597,5.96e-08,5.96e-08,3.55216e-15,-3.94e-08,-4.9995e-16,-7.304518323509803,-7.991399828238083,-0.204040404040404,,,,,,,,,,,,,,,,,,,,,,,,
3ca,toluene,stddft,-8.38e-08,9.8e-09,3.414,2.627,0.7870000000000004,1.1163,6.597,9.36e-08,9.36e-08,8.760959999999998e-15,-7.4e-08,-8.2124e-16,-7.0762380391713,-8.00436480540245,-0.116945107398568,,,,,,,,,,,,,,,,,,,,,,,,
4-Ac,gas,stda,1.38e-08,2.75e-08,4.002,3.343,0.6589999999999998,0.6236,7.632,1.3700000000000002e-08,1.3700000000000002e-08,1.8769000000000002e-16,4.13e-08,3.795e-16,-7.856985199745905,-7.559090917934782,1.992753623188406,,,,,,,,,,,,,,,,,,,,,,,,
4-Ac,gas,stddft,3.68e-08,-4e-08,3.951,3.313,0.6379999999999999,0.5396,7.632,-7.68e-08,7.68e-08,5.89824e-15,-3.200000000000002e-09,-1.472e-15,-7.432973633840939,-7.396855627379818,-1.0869565217391306,,,,,,,,,,,,,,,,,,,,,,,,
4-Ac,toluene,stda,-9.24e-08,2.95e-08,3.945,3.252,0.6930000000000001,0.0205,7.550000000000001,1.219e-07,1.219e-07,1.485961e-14,-6.29e-08,-2.7258e-15,-7.033858267260968,-7.528708288941061,-0.3192640692640693,,,,,,,,,,,,,,,,,,,,,,,,
4-Ac,toluene,stddft,-7.1e-09,8.19e-08,3.884,3.22,0.6639999999999997,0.017,7.550000000000001,8.9e-08,8.9e-08,7.921e-15,7.48e-08,-5.8149e-16,-8.142667503568731,-7.086186147616283,-11.535211267605634,,,,,,,,,,,,,,,,,,,,,,,,
4-DBFBI,gas,stda,2.53e-08,4.23e-08,4.175,3.682,0.4929999999999999,0.4349,7.431,1.7e-08,1.7e-08,2.89e-16,6.76e-08,1.07019e-15,-7.595166283380061,-7.372634143407267,1.6719367588932803,,,,,,,,,,,,,,,,,,,,,,,,
4-DBFBI,gas,stddft,-3.02e-08,-2.75e-08,4.132,3.655,0.4769999999999998,0.3888,7.431,2.6999999999999973e-09,2.6999999999999973e-09,7.289999999999988e-18,-5.77e-08,8.305e-16,-7.518557371497695,-7.559090917934782,0.9105960264900664,,,,,,,,,,,,,,,,,,,,,,,,
4-DBFBI,toluene,stda,3.65e-08,6.5e-09,4.196,3.713,0.4829999999999996,0.424,7.285000000000001,-3.0000000000000004e-08,3.0000000000000004e-08,9.000000000000002e-16,4.3e-08,2.3725e-16,-7.436518914605589,-8.18045606445813,0.1780821917808219,,,,,,,,,,,,,,,,,,,,,,,,
4-DBFBI,toluene,stddft,2.27e-08,8.2e-09,4.155,3.686,0.4690000000000003,0.3751,7.285000000000001,-1.45e-08,1.45e-08,2.1025e-16,3.0900000000000005e-08,1.8614000000000003e-16,-7.642065152999546,-8.080921907623926,0.3612334801762115,,,,,,,,,,,,,,,,,,,,,,,,
4-DPM,gas,stda,1.1e-09,3.2e-08,3.034,2.395,0.6389999999999998,1.1998,5.718999999999999,3.0900000000000005e-08,3.0900000000000005e-08,9.548100000000004e-16,3.31e-08,3.52e-17,-8.920818753952375,-7.493494967595128,29.090909090909093,,,,,,,,,,,,,,,,,,,,,,,,
4-DPM,gas,stddft,-2.01e-08,6.6e-09,3.008,2.361,0.6469999999999998,1.0874,5.718999999999999,2.67e-08,2.67e-08,7.1289e-16,-1.3500000000000002e-08,-1.3266000000000002e-16,-7.694648630553377,-8.173925197299173,-0.3283582089552239,,,,,,,,,,,,,,,,,,,,,,,,
4-DPM,toluene,stda,-1.21e-08,1.101e-07,2.85,2.226,0.6240000000000001,1.2987,5.516,1.222e-07,1.222e-07,1.493284e-14,9.8e-08,-1.33221e-15,-7.913640169325252,-6.957818405484233,-9.099173553719009,,,,,,,,,,,,,,,,,,,,,,,,
4-DPM,toluene,stddft,4.31e-08,-1.05e-08,2.817,2.189,0.6280000000000001,1.1603,5.516,-5.3600000000000004e-08,5.3600000000000004e-08,2.8729600000000004e-15,3.26e-08,-4.5255e-16,-7.364516253185088,-7.97469413473523,-0.2436194895591647,,,,,,,,,,,,,,,,,,,,,,,,
4-SCZ,gas,stda,-5.6e-08,7.03e-08,3.67,3.118,0.552,0.1846,7.179,1.263e-07,1.263e-07,1.5951690000000003e-14,1.4300000000000002e-08,-3.9368e-15,-7.251037138743839,-7.152427340857888,-1.2553571428571428,,,,,,,,,,,,,,,,,,,,,,,,
4-SCZ,gas,stddft,-4.22e-08,-3.25e-08,3.59,3.088,0.5019999999999998,0.1533,7.179,9.700000000000001e-09,9.700000000000001e-09,9.409000000000002e-17,-7.47e-08,1.3715000000000001e-15,-7.373659632624958,-7.486782399932061,0.7701421800947867,,,,,,,,,,,,,,,,,,,,,,,,
4-SCZ,toluene,stda,-1e-10,3.6e-08,3.675,3.12,0.5549999999999997,0.1857,7.182,3.61e-08,3.61e-08,1.30321e-15,3.59e-08,-3.6e-18,-9.69897000433602,-7.442492798094342,-359.99999999999994,,,,,,,,,,,,,,,,,,,,,,,,
4-SCZ,toluene,stddft,-5.7e-09,-1.57e-08,3.594,3.09,0.504,0.1539,7.182,-1.0000000000000002e-08,1.0000000000000002e-08,1.0000000000000003e-16,-2.14e-08,8.949e-17,-8.236572006437063,-7.801342913045577,2.7543859649122813,,,,,,,,,,,,,,,,,,,,,,,,
4BPy-mDTC,gas,stda,3.49e-08,1.85e-08,3.542,3.274,0.2679999999999998,0.1147,6.132999999999999,-1.64e-08,1.64e-08,2.6896000000000004e-16,5.34e-08,6.4565e-16,-7.455931955649724,-7.730487055782084,0.5300859598853868,,,,,,,,,,,,,,,,,,,,,,,,
4BPy-mDTC,gas,stddft,1.05e-08,1.022e-07,3.512,3.264,0.2480000000000002,0.1038,6.132999999999999,9.170000000000001e-08,9.170000000000001e-08,8.408890000000002e-15,1.127e-07,1.0731e-15,-7.97469413473523,-6.99012436628784,9.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,
4BPy-mDTC,toluene,stda,7.66e-08,-8.61e-08,3.44,3.187,0.2530000000000001,0.0803,6.024,-1.627e-07,1.627e-07,2.647129e-14,-9.5e-09,-6.59526e-15,-7.115204636051019,-7.064492734175287,-1.1240208877284594,,,,,,,,,,,,,,,,,,,,,,,,
4BPy-mDTC,toluene,stddft,7.3e-09,2.98e-08,3.412,3.177,0.2349999999999998,0.0717,6.024,2.25e-08,2.25e-08,5.0625e-16,3.71e-08,2.1753999999999998e-16,-8.130768280269024,-7.52432881167557,4.082191780821917,,,,,,,,,,,,,,,,,,,,,,,,
4CzIPN,gas,stda,4.59e-08,1.37e-08,3.298,3.086,0.2120000000000002,0.151,6.504,-3.22e-08,3.22e-08,1.03684e-15,5.9600000000000004e-08,6.2883e-16,-7.337242168318426,-7.860120913598763,0.2984749455337691,0.0413500338776043,0.75994173134907,0.0544121110498808,0.2379321994173719,0.9419166605569714,0.1824825512527328,0.5785298197467759,0.2421524874266021,0.8275797349164206,0.2926032105547603,0.1692793406037961,0.7041875184796645,1.507605391475738,0.4934347200019441,0.20080245354899778,0.20080245354899778,0.06763800356735061,0.06763800356735061,0.2381910995048795,0.2381910995048795,1.325122840223005,1.325122840223005,-0.08509509974483176,0.08509509974483176
4CzIPN,gas,stddft,-1.39e-08,3.54e-08,3.269,3.077,0.1920000000000001,0.1358,6.504,4.93e-08,4.93e-08,2.43049e-15,2.15e-08,-4.9206000000000015e-16,-7.853871964321762,-7.449771646944906,-2.5467625899280573,0.04671203418527,0.7735641766931158,0.0603854671566588,0.2243723470360497,0.936000670051886,0.4216830871365131,0.5797253466936112,0.2418934875698219,0.8284638267506431,0.2919783335846584,0.1683673473725053,0.7048470542354841,1.5095769347428605,0.5013744870601854,0.1951814533845519,0.1951814533845519,0.05489965005752728,0.05489965005752728,0.23159286642799962,0.23159286642799962,1.0878938476063473,1.0878938476063473,-0.0783508596334258,0.0783508596334258
4CzIPN,toluene,stda,1.8e-08,1.7e-08,3.21,2.984,0.2259999999999999,0.1588,6.4270000000000005,-9.99999999999999e-10,9.99999999999999e-10,9.999999999999981e-19,3.5e-08,3.06e-16,-7.742321425130815,-7.767003889607846,0.9444444444444444,0.2498552598568048,0.8279145131532644,0.3017887183849275,0.1688040029791599,0.6944520218524831,2.258035052202988,0.4260482808536114,0.2446317001456882,0.812096002823585,0.3012349516499598,0.1842570007113309,0.6952725534712796,1.9857745184817368,0.4876871087029678,-0.005223559711116599,0.005223559711116599,-0.015818510329679403,0.015818510329679403,-0.0005537667349677089,0.0005537667349677089,-0.27226053372125136,0.27226053372125136,0.06163882784935637,0.06163882784935637
4CzIPN,toluene,stddft,-3.42e-08,-5e-09,3.18,2.974,0.2059999999999999,0.1427,6.4270000000000005,2.9200000000000003e-08,2.9200000000000003e-08,8.526400000000002e-16,-3.92e-08,1.7100000000000002e-16,-7.464705879957229,-8.292429823902063,0.1461988304093567,0.0468568145372782,0.7781297581993557,0.0602172247540153,0.2197541606502383,0.9359482485387246,0.4063237927396008,0.5920776480935224,0.2445424467093281,0.8116869620916095,0.3012767952797649,0.1846374305477868,0.6952769129210398,1.9704739428704727,0.496128144546533,0.1976856321720499,0.1976856321720499,0.033557203892253806,0.033557203892253806,0.2410595705257496,0.2410595705257496,1.5641501501308719,1.5641501501308719,-0.09594950354698939,0.09594950354698939
4CzMC,gas,stda,4.68e-08,1.93e-08,3.77,3.239,0.5310000000000001,0.3813,7.275,-2.75e-08,2.75e-08,7.562500000000001e-16,6.61e-08,9.0324e-16,-7.328827157284917,-7.712198270069773,0.4123931623931623,,,,,,,,,,,,,,,,,,,,,,,,
4CzMC,gas,stddft,1.85e-08,2.2e-09,3.714,3.206,0.508,0.3473,7.275,-1.63e-08,1.63e-08,2.6569000000000003e-16,2.07e-08,4.07e-17,-7.730487055782084,-8.638272163982407,0.1189189189189189,,,,,,,,,,,,,,,,,,,,,,,,
4CzMC,toluene,stda,-5.14e-08,3.63e-08,3.738,3.134,0.6040000000000001,0.3997,7.168,8.77e-08,8.77e-08,7.69129e-15,-1.5099999999999996e-08,-1.86582e-15,-7.288192770958809,-7.438898616350944,-0.7062256809338522,,,,,,,,,,,,,,,,,,,,,,,,
4CzMC,toluene,stddft,1.59e-08,3.69e-08,3.677,3.097,0.5800000000000001,0.3673,7.168,2.1e-08,2.1e-08,4.4099999999999997e-16,5.28e-08,5.8671e-16,-7.795880017344075,-7.431798275933005,2.320754716981132,,,,,,,,,,,,,,,,,,,,,,,,
4CzTPN,gas,stda,-6.9e-09,-2.37e-08,2.962,2.672,0.29,0.4215,6.236,-1.68e-08,1.68e-08,2.8224000000000013e-16,-3.06e-08,1.6353e-16,-8.154901959985743,-7.623423042943488,3.4347826086956523,,,,,,,,,,,,,,,,,,,,,,,,
4CzTPN,gas,stddft,4.73e-08,2.56e-08,2.917,2.659,0.258,0.3615,6.236,-2.17e-08,2.17e-08,4.708899999999999e-16,7.29e-08,1.21088e-15,-7.324221658325915,-7.590066876668706,0.5412262156448203,,,,,,,,,,,,,,,,,,,,,,,,
4CzTPN,toluene,stda,-4.25e-08,-1.8e-09,2.841,2.522,0.3190000000000004,0.4455,6.142,4.07e-08,4.07e-08,1.6564899999999994e-15,-4.43e-08,7.65e-17,-7.370590400897281,-8.721246399047171,0.0423529411764705,,,,,,,,,,,,,,,,,,,,,,,,
4CzTPN,toluene,stddft,-3.35e-08,2.78e-08,2.79,2.508,0.282,0.3773,6.142,6.13e-08,6.13e-08,3.75769e-15,-5.700000000000001e-09,-9.313000000000002e-16,-7.473660722610156,-7.554395796726403,-0.8298507462686567,,,,,,,,,,,,,,,,,,,,,,,,
4F-m-ν-DABNA,gas,stda,-7.66e-08,-4.58e-08,3.215,2.865,0.3499999999999996,1.0122,6.23,3.08e-08,3.08e-08,9.486399999999998e-16,-1.2239999999999998e-07,3.50828e-15,-7.115204636051019,-7.338187314462739,0.597911227154047,,,,,,,,,,,,,,,,,,,,,,,,
4F-m-ν-DABNA,gas,stddft,4.24e-08,1.43e-08,3.174,2.846,0.3279999999999998,0.8896,6.23,-2.81e-08,2.81e-08,7.8961e-16,5.670000000000001e-08,6.063200000000002e-16,-7.371611069949688,-7.841637507904751,0.3372641509433962,,,,,,,,,,,,,,,,,,,,,,,,
4F-m-ν-DABNA,toluene,stda,-3.92e-08,2.87e-08,3.203,2.86,0.3429999999999999,1.0391,6.207,6.789999999999999e-08,6.789999999999999e-08,4.610409999999999e-15,-1.05e-08,-1.12504e-15,-7.405607449624573,-7.540607512240769,-0.7321428571428571,,,,,,,,,,,,,,,,,,,,,,,,
4F-m-ν-DABNA,toluene,stddft,5.16e-08,-7.1e-09,3.163,2.841,0.3219999999999996,0.9168,6.207,-5.87e-08,5.87e-08,3.4456899999999998e-15,4.45e-08,-3.6636e-16,-7.286509456906058,-8.142667503568731,-0.1375968992248062,,,,,,,,,,,,,,,,,,,,,,,,
4F-ν-DABNA,gas,stda,-5.44e-08,-1.43e-08,3.211,2.858,0.3529999999999997,0.931,6.239,4.01e-08,4.01e-08,1.6080099999999997e-15,-6.87e-08,7.7792e-16,-7.263603497723357,-7.841637507904751,0.2628676470588235,,,,,,,,,,,,,,,,,,,,,,,,
4F-ν-DABNA,gas,stddft,3.6e-09,-2.71e-08,3.17,2.839,0.3309999999999999,0.8164,6.239,-3.0700000000000004e-08,3.0700000000000004e-08,9.424900000000005e-16,-2.3500000000000002e-08,-9.756e-17,-8.431798275933005,-7.565431095965801,-7.527777777777779,,,,,,,,,,,,,,,,,,,,,,,,
4F-ν-DABNA,toluene,stda,5.84e-08,2e-10,3.187,2.836,0.351,0.9736,6.206,-5.82e-08,5.82e-08,3.38724e-15,5.86e-08,1.1680000000000001e-17,-7.232844133917819,-9.522878745280336,0.0034246575342465,,,,,,,,,,,,,,,,,,,,,,,,
4F-ν-DABNA,toluene,stddft,-4.08e-08,4e-09,3.147,2.816,0.3309999999999999,0.8548,6.206,4.48e-08,4.48e-08,2.0070400000000004e-15,-3.68e-08,-1.6320000000000002e-16,-7.388276691992658,-8.387216143280265,-0.0980392156862745,,,,,,,,,,,,,,,,,,,,,,,,
4FBTPI,gas,stda,-6.99e-08,1.8e-08,3.877,3.474,0.4029999999999996,1.077,6.62,8.79e-08,8.79e-08,7.72641e-15,-5.19e-08,-1.2581999999999998e-15,-7.154901959985743,-7.742321425130815,-0.2575107296137339,,,,,,,,,,,,,,,,,,,,,,,,
4FBTPI,gas,stddft,8.6e-09,-3.51e-08,3.843,3.448,0.395,0.9648,6.62,-4.37e-08,4.37e-08,1.90969e-15,-2.650000000000001e-08,-3.0186e-16,-8.060480747381382,-7.453457336521869,-4.08139534883721,,,,,,,,,,,,,,,,,,,,,,,,
