Molecule,Environment,Transition,Method,Overlap_1_2,Status
BFDMAc-NAI,toluene,S0S1,stda,0.0000000275,Success
BFDMAc-NAI,toluene,S0S1,stddft,-0.0000000021,Success
BFDMAc-NAI,toluene,S0T1,stda,-0.0000000211,Success
BFDMAc-NAI,toluene,S0T1,stddft,0.0000000258,Success
BICFOCz,gas,S0S1,stda,0.0000000416,Success
BICFOCz,gas,S0S1,stddft,0.0000001247,Success
BICFOCz,gas,S0T1,stda,-0.0000000836,Success
BICFOCz,gas,S0T1,stddft,-0.0000001272,Success
BICFOCz,toluene,S0S1,stda,-0.0000000850,Success
BICFOCz,toluene,S0S1,stddft,0.0000000357,Success
BICFOCz,toluene,S0T1,stda,0.0000000257,Success
BICFOCz,toluene,S0T1,stddft,0.0000000095,Success
BIPOCz,gas,S0S1,stda,-0.0000001171,Success
BIPOCz,gas,S0S1,stddft,0.0000000424,Success
BIPOCz,gas,S0T1,stda,-0.0000000474,Success
BIPOCz,gas,S0T1,stddft,0.0000000082,Success
BIPOCz,toluene,S0S1,stda,-0.0000000361,Success
BIPOCz,toluene,S0S1,stddft,0.0000000758,Success
BIPOCz,toluene,S0T1,stda,0.0000000189,Success
BIPOCz,toluene,S0T1,stddft,-0.0000000155,Success
BMIM,gas,S0S1,stda,-0.0000000233,Success
BMIM,gas,S0S1,stddft,-0.0000000326,Success
BMIM,gas,S0T1,stda,-0.0000000017,Success
BMIM,gas,S0T1,stddft,-0.0000000436,Success
[BMIM][PF6],gas,S0S1,stda,0.0000000028,Success
[BMIM][PF6],gas,S0S1,stddft,-0.0000000120,Success
[BMIM][PF6],gas,S0T1,stda,0.0000000985,Success
[BMIM][PF6],gas,S0T1,stddft,0.0000000407,Success
[BMIM][PF6],toluene,S0S1,stda,-0.0000000328,Success
[BMIM][PF6],toluene,S0S1,stddft,0.0000000235,Success
[BMIM][PF6],toluene,S0T1,stda,0.0000000546,Success
[BMIM][PF6],toluene,S0T1,stddft,0.0000000862,Success
BMIM,toluene,S0S1,stda,0.0000000728,Success
BMIM,toluene,S0S1,stddft,-0.0000000099,Success
BMIM,toluene,S0T1,stda,0.0000000357,Success
BMIM,toluene,S0T1,stddft,0.0000000326,Success
BmPyPhB,gas,S0S1,stda,0.0000000006,Success
BmPyPhB,gas,S0S1,stddft,0.0000000235,Success
BmPyPhB,gas,S0T1,stda,0.0000000522,Success
BmPyPhB,gas,S0T1,stddft,-0.0000000641,Success
BmPyPhB,toluene,S0S1,stda,0.0000000078,Success
BmPyPhB,toluene,S0S1,stddft,-0.0000000571,Success
BmPyPhB,toluene,S0T1,stda,-0.0000000400,Success
BmPyPhB,toluene,S0T1,stddft,-0.0000000173,Success
BMZ-TZ,gas,S0S1,stda,0.0000000334,Success
BMZ-TZ,gas,S0S1,stddft,0.0000001024,Success
BMZ-TZ,gas,S0T1,stda,0.0000000103,Success
BMZ-TZ,gas,S0T1,stddft,-0.0000000077,Success
BMZ-TZ,toluene,S0S1,stda,0.0000000515,Success
BMZ-TZ,toluene,S0S1,stddft,0.0000000177,Success
BMZ-TZ,toluene,S0T1,stda,0.0000000671,Success
BMZ-TZ,toluene,S0T1,stddft,-0.0000000295,Success
BN-DBC-Ph2,gas,S0S1,stda,0.0000000029,Success
BN-DBC-Ph2,gas,S0S1,stddft,-0.0000000036,Success
BN-DBC-Ph2,gas,S0T1,stda,-0.0000000629,Success
BN-DBC-Ph2,gas,S0T1,stddft,-0.0000000596,Success
BN-DBC-Ph2,toluene,S0S1,stda,-0.0000000201,Success
BN-DBC-Ph2,toluene,S0S1,stddft,-0.0000000040,Success
BN-DBC-Ph2,toluene,S0T1,stda,-0.0000000717,Success
BN-DBC-Ph2,toluene,S0T1,stddft,0.0000000051,Success
BO3N,gas,S0S1,stda,0.0000000276,Success
BO3N,gas,S0S1,stddft,-0.0000001306,Success
BO3N,gas,S0T1,stda,-0.0000000556,Success
BO3N,gas,S0T1,stddft,0.0000000289,Success
BO3N,toluene,S0S1,stda,-0.0000000266,Success
BO3N,toluene,S0S1,stddft,0.0000000193,Success
BO3N,toluene,S0T1,stda,-0.0000000129,Success
BO3N,toluene,S0T1,stddft,-0.0000002169,Success
B-O-dpa,gas,S0S1,stda,-0.0000000005,Success
B-O-dpa,gas,S0S1,stddft,0.0000000514,Success
B-O-dpa,gas,S0T1,stda,-0.0000000536,Success
B-O-dpa,gas,S0T1,stddft,-0.0000000229,Success
B-O-dpa,toluene,S0S1,stda,0.0000000267,Success
B-O-dpa,toluene,S0S1,stddft,0.0000000674,Success
B-O-dpa,toluene,S0T1,stda,-0.0000000308,Success
B-O-dpa,toluene,S0T1,stddft,0.0000000005,Success
BPBiPA,gas,S0S1,stda,-0.0000000237,Success
BPBiPA,gas,S0S1,stddft,0.0000000965,Success
BPBiPA,gas,S0T1,stda,-0.0000000447,Success
BPBiPA,gas,S0T1,stddft,-0.0000001585,Success
BPBiPA,toluene,S0S1,stda,0.0000000782,Success
BPBiPA,toluene,S0S1,stddft,-0.0000000485,Success
BPBiPA,toluene,S0T1,stda,0.0000000335,Success
BPBiPA,toluene,S0T1,stddft,-0.0000000577,Success
BPCN-2Cz,gas,S0S1,stda,0.0000000559,Success
BPCN-2Cz,gas,S0S1,stddft,-0.0000000594,Success
BPCN-2Cz,gas,S0T1,stda,0.0000000212,Success
BPCN-2Cz,gas,S0T1,stddft,0.0000000361,Success
BPCN-2Cz,toluene,S0S1,stda,0.0000000344,Success
BPCN-2Cz,toluene,S0S1,stddft,0.0000000122,Success
BPCN-2Cz,toluene,S0T1,stda,0.0000000190,Success
BPCN-2Cz,toluene,S0T1,stddft,0.0000000051,Success
BPCN-Cz2Ph,gas,S0S1,stda,-0.0000000728,Success
BPCN-Cz2Ph,gas,S0S1,stddft,0.0000000088,Success
BPCN-Cz2Ph,gas,S0T1,stda,0.0000000838,Success
BPCN-Cz2Ph,gas,S0T1,stddft,-0.0000000595,Success
BPCN-Cz2Ph,toluene,S0S1,stda,-0.0000000075,Success
BPCN-Cz2Ph,toluene,S0S1,stddft,0.0000000434,Success
BPCN-Cz2Ph,toluene,S0T1,stda,-0.0000000220,Success
BPCN-Cz2Ph,toluene,S0T1,stddft,0.0000000242,Success
BPCP-2CPC,gas,S0S1,stda,-0.0000000357,Success
BPCP-2CPC,gas,S0S1,stddft,-0.0000000099,Success
BPCP-2CPC,gas,S0T1,stda,0.0000001203,Success
BPCP-2CPC,gas,S0T1,stddft,0.0000000031,Success
BPCP-2CPC,toluene,S0S1,stda,0.0000000124,Success
BPCP-2CPC,toluene,S0S1,stddft,0.0000000434,Success
BPCP-2CPC,toluene,S0T1,stda,0.0000000187,Success
BPCP-2CPC,toluene,S0T1,stddft,-0.0000000294,Success
bpipH,gas,S0S1,stda,-0.0000000086,Success
bpipH,gas,S0S1,stddft,0.0000000288,Success
bpipH,gas,S0T1,stda,-0.0000000425,Success
bpipH,gas,S0T1,stddft,-0.0000000492,Success
bpipH,toluene,S0S1,stda,0.0000000541,Success
bpipH,toluene,S0S1,stddft,0.0000000044,Success
bpipH,toluene,S0T1,stda,-0.0000000034,Success
bpipH,toluene,S0T1,stddft,0.0000000508,Success
BP-mDTC,gas,S0S1,stda,0.0000000807,Success
BP-mDTC,gas,S0S1,stddft,-0.0000000175,Success
BP-mDTC,gas,S0T1,stda,-0.0000000348,Success
BP-mDTC,gas,S0T1,stddft,-0.0000000291,Success
BP-mDTC,toluene,S0S1,stda,0.0000000142,Success
BP-mDTC,toluene,S0S1,stddft,-0.0000000588,Success
BP-mDTC,toluene,S0T1,stda,0.0000000298,Success
BP-mDTC,toluene,S0T1,stddft,-0.0000000069,Success
BPPyA,gas,S0S1,stda,0.0000000867,Success
BPPyA,gas,S0S1,stddft,-0.0000000654,Success
BPPyA,gas,S0T1,stda,-0.0000000013,Success
BPPyA,gas,S0T1,stddft,-0.0000000809,Success
BPPyA,toluene,S0S1,stda,-0.0000000218,Success
BPPyA,toluene,S0S1,stddft,-0.0000000290,Success
BPPyA,toluene,S0T1,stda,0.0000000867,Success
BPPyA,toluene,S0T1,stddft,0.0000001297,Success
BPy-TP2,gas,S0S1,stda,-0.0000000165,Success
BPy-TP2,gas,S0S1,stddft,0.0000000120,Success
BPy-TP2,gas,S0T1,stda,0.0000000313,Success
BPy-TP2,gas,S0T1,stddft,-0.0000000632,Success
BPy-TP2,toluene,S0S1,stda,0.0000000871,Success
BPy-TP2,toluene,S0S1,stddft,0.0000000779,Success
BPy-TP2,toluene,S0T1,stda,-0.0000001205,Success
BPy-TP2,toluene,S0T1,stddft,-0.0000000937,Success
BPZPP,gas,S0S1,stda,-0.0000000018,Success
BPZPP,gas,S0S1,stddft,-0.0000000770,Success
BPZPP,gas,S0T1,stda,-0.0000000580,Success
BPZPP,gas,S0T1,stddft,-0.0000000001,Success
BPZPP,toluene,S0S1,stda,-0.0000000257,Success
BPZPP,toluene,S0S1,stddft,0.0000000801,Success
BPZPP,toluene,S0T1,stda,-0.0000000286,Success
BPZPP,toluene,S0T1,stddft,-0.0000000714,Success
BSBFB,gas,S0S1,stda,0.0000000346,Success
BSBFB,gas,S0S1,stddft,0.0000000262,Success
BSBFB,gas,S0T1,stda,-0.0000000237,Success
BSBFB,gas,S0T1,stddft,-0.0000000321,Success
BSBFB,toluene,S0S1,stda,-0.0000000250,Success
BSBFB,toluene,S0S1,stddft,-0.0000000595,Success
BSBFB,toluene,S0T1,stda,0.0000000500,Success
BSBFB,toluene,S0T1,stddft,-0.0000000466,Success
BTaz-Ar-PXZ,gas,S0S1,stda,0.0000000385,Success
BTaz-Ar-PXZ,gas,S0S1,stddft,0.0000000043,Success
BTaz-Ar-PXZ,gas,S0T1,stda,-0.0000000632,Success
BTaz-Ar-PXZ,gas,S0T1,stddft,-0.0000000836,Success
BTaz-Ar-PXZ,toluene,S0S1,stda,-0.0000000519,Success
BTaz-Ar-PXZ,toluene,S0S1,stddft,-0.0000000066,Success
BTaz-Ar-PXZ,toluene,S0T1,stda,-0.0000000215,Success
BTaz-Ar-PXZ,toluene,S0T1,stddft,0.0000001201,Success
BTCz3CzTPN,gas,S0S1,stda,0.0000000109,Success
BTCz3CzTPN,gas,S0S1,stddft,0.0000000430,Success
BTCz3CzTPN,gas,S0T1,stda,-0.0000000556,Success
BTCz3CzTPN,gas,S0T1,stddft,-0.0000000021,Success
BTCz3CzTPN,toluene,S0S1,stda,0.0000000068,Success
BTCz3CzTPN,toluene,S0S1,stddft,-0.0000000053,Success
BTCz3CzTPN,toluene,S0T1,stda,-0.0000000067,Success
BTCz3CzTPN,toluene,S0T1,stddft,-0.0000000301,Success
BTCZPZ1,gas,S0S1,stda,0.0000000608,Success
BTCZPZ1,gas,S0S1,stddft,0.0000000343,Success
BTCZPZ1,gas,S0T1,stda,-0.0000000662,Success
BTCZPZ1,gas,S0T1,stddft,-0.0000000066,Success
BTCZPZ1,toluene,S0S1,stda,-0.0000000441,Success
BTCZPZ1,toluene,S0S1,stddft,-0.0000000191,Success
BTCZPZ1,toluene,S0T1,stda,-0.0000000359,Success
BTCZPZ1,toluene,S0T1,stddft,0.0000000509,Success
BTD-PXZ,gas,S0S1,stda,-0.0000000137,Success
BTD-PXZ,gas,S0S1,stddft,0.0000000275,Success
BTD-PXZ,gas,S0T1,stda,0.0000000042,Success
BTD-PXZ,gas,S0T1,stddft,-0.0000000117,Success
BTD-PXZ,toluene,S0S1,stda,-0.0000000125,Success
BTD-PXZ,toluene,S0S1,stddft,0.0000000213,Success
BTD-PXZ,toluene,S0T1,stda,0.0000000130,Success
BTD-PXZ,toluene,S0T1,stddft,0.0000000052,Success
BTITrz,gas,S0S1,stda,-0.0000000667,Success
BTITrz,gas,S0S1,stddft,-0.0000000257,Success
BTITrz,gas,S0T1,stda,0.0000000422,Success
BTITrz,gas,S0T1,stddft,0.0000000048,Success
BTITrz,toluene,S0S1,stda,0.0000000613,Success
BTITrz,toluene,S0S1,stddft,0.0000000069,Success
BTITrz,toluene,S0T1,stda,0.0000000523,Success
BTITrz,toluene,S0T1,stddft,0.0000000069,Success
BTPBFCz-D3,gas,S0S1,stda,-0.0000000175,Success
BTPBFCz-D3,gas,S0S1,stddft,-0.0000000689,Success
BTPBFCz-D3,gas,S0T1,stda,-0.0000000027,Success
BTPBFCz-D3,gas,S0T1,stddft,-0.0000000451,Success
BTPBFCz-D3,toluene,S0S1,stda,-0.0000000610,Success
BTPBFCz-D3,toluene,S0S1,stddft,-0.0000000300,Success
BTPBFCz-D3,toluene,S0T1,stda,-0.0000000070,Success
BTPBFCz-D3,toluene,S0T1,stddft,-0.0000000030,Success
BTPBFCz,gas,S0S1,stda,-0.0000001028,Success
BTPBFCz,gas,S0S1,stddft,0.0000000339,Success
BTPBFCz,gas,S0T1,stda,-0.0000000742,Success
BTPBFCz,gas,S0T1,stddft,-0.0000000171,Success
BTPBFCz,toluene,S0S1,stda,0.0000000179,Success
BTPBFCz,toluene,S0S1,stddft,-0.0000000464,Success
BTPBFCz,toluene,S0T1,stda,0.0000000069,Success
BTPBFCz,toluene,S0T1,stddft,-0.0000000583,Success
BTPO,gas,S0S1,stda,0.0000000264,Success
BTPO,gas,S0S1,stddft,-0.0000000688,Success
BTPO,gas,S0T1,stda,0.0000000568,Success
BTPO,gas,S0T1,stddft,0.0000000130,Success
BTPO,toluene,S0S1,stda,0.0000000257,Success
BTPO,toluene,S0S1,stddft,0.0000000119,Success
BTPO,toluene,S0T1,stda,0.0000000499,Success
BTPO,toluene,S0T1,stddft,0.0000000333,Success
BTrztCz,gas,S0S1,stda,0.0000000236,Success
BTrztCz,gas,S0S1,stddft,-0.0000000587,Success
BTrztCz,gas,S0T1,stda,0.0000000123,Success
BTrztCz,gas,S0T1,stddft,-0.0000000473,Success
BTrztCz,toluene,S0S1,stda,0.0000000327,Success
BTrztCz,toluene,S0S1,stddft,-0.0000000242,Success
BTrztCz,toluene,S0T1,stda,-0.0000000774,Success
BTrztCz,toluene,S0T1,stddft,-0.0000000627,Success
BTZ–DMAC,gas,S0S1,stda,0.0000000021,Success
BTZ–DMAC,gas,S0S1,stddft,0.0000000135,Success
BTZ–DMAC,gas,S0T1,stda,-0.0000001016,Success
BTZ–DMAC,gas,S0T1,stddft,0.0000000459,Success
BTZ–DMAC,toluene,S0S1,stda,-0.0000000474,Success
BTZ–DMAC,toluene,S0S1,stddft,-0.0000000156,Success
BTZ–DMAC,toluene,S0T1,stda,-0.0000000793,Success
BTZ–DMAC,toluene,S0T1,stddft,-0.0000000835,Success
BTZ–DPA,gas,S0S1,stda,-0.0000000014,Success
BTZ–DPA,gas,S0S1,stddft,0.0000000029,Success
BTZ–DPA,gas,S0T1,stda,-0.0000000314,Success
BTZ–DPA,gas,S0T1,stddft,-0.0000000893,Success
BTZ–DPA,toluene,S0S1,stda,0.0000000402,Success
BTZ–DPA,toluene,S0S1,stddft,-0.0000000067,Success
BTZ–DPA,toluene,S0T1,stda,0.0000000779,Success
BTZ–DPA,toluene,S0T1,stddft,-0.0000000819,Success
BTZPP,gas,S0S1,stda,0.0000000011,Success
BTZPP,gas,S0S1,stddft,-0.0000000937,Success
BTZPP,gas,S0T1,stda,-0.0000000018,Success
BTZPP,gas,S0T1,stddft,0.0000000649,Success
BTZPP,toluene,S0S1,stda,-0.0000000509,Success
BTZPP,toluene,S0S1,stddft,0.0000000227,Success
BTZPP,toluene,S0T1,stda,-0.0000001070,Success
BTZPP,toluene,S0T1,stddft,0.0000000975,Success
BuCzCF3oB,gas,S0S1,stda,0.0000000204,Success
BuCzCF3oB,gas,S0S1,stddft,0.0000000019,Success
BuCzCF3oB,gas,S0T1,stda,0.0000000131,Success
BuCzCF3oB,gas,S0T1,stddft,0.0000000069,Success
BuCzCF3oB,toluene,S0S1,stda,-0.0000000826,Success
BuCzCF3oB,toluene,S0S1,stddft,-0.0000000034,Success
BuCzCF3oB,toluene,S0T1,stda,-0.0000000687,Success
BuCzCF3oB,toluene,S0T1,stddft,0.0000000083,Success
BuPCzBCO,gas,S0S1,stda,0.0000000835,Success
BuPCzBCO,gas,S0S1,stddft,0.0000000780,Success
BuPCzBCO,gas,S0T1,stda,-0.0000000502,Success
BuPCzBCO,gas,S0T1,stddft,-0.0000001011,Success
BuPCzBCO,toluene,S0S1,stda,-0.0000000422,Success
BuPCzBCO,toluene,S0S1,stddft,0.0000000473,Success
BuPCzBCO,toluene,S0T1,stda,0.0000001122,Success
BuPCzBCO,toluene,S0T1,stddft,-0.0000000258,Success
BZC-PXZ,gas,S0S1,stda,-0.0000000502,Success
BZC-PXZ,gas,S0S1,stddft,-0.0000000320,Success
BZC-PXZ,gas,S0T1,stda,-0.0000000071,Success
BZC-PXZ,gas,S0T1,stddft,-0.0000000166,Success
BZC-PXZ,toluene,S0S1,stda,-0.0000000175,Success
BZC-PXZ,toluene,S0S1,stddft,-0.0000000131,Success
BZC-PXZ,toluene,S0T1,stda,-0.0000000499,Success
BZC-PXZ,toluene,S0T1,stddft,0.0000000018,Success
BzITz,gas,S0S1,stda,-0.0000000010,Success
BzITz,gas,S0S1,stddft,-0.0000000078,Success
BzITz,gas,S0T1,stda,-0.0000000346,Success
BzITz,gas,S0T1,stddft,0.0000000270,Success
BzITz,toluene,S0S1,stda,-0.0000000345,Success
BzITz,toluene,S0S1,stddft,0.0000000050,Success
BzITz,toluene,S0T1,stda,-0.0000000830,Success
BzITz,toluene,S0T1,stddft,-0.0000000407,Success
C2FLA-1,gas,S0S1,stda,0.0000000406,Success
C2FLA-1,gas,S0S1,stddft,0.0000000516,Success
C2FLA-1,gas,S0T1,stda,-0.0000000692,Success
C2FLA-1,gas,S0T1,stddft,0.0000000716,Success
C2FLA-1,toluene,S0S1,stda,-0.0000000147,Success
C2FLA-1,toluene,S0S1,stddft,-0.0000000448,Success
C2FLA-1,toluene,S0T1,stda,-0.0000000628,Success
C2FLA-1,toluene,S0T1,stddft,0.0000000715,Success
C2MPI,gas,S0S1,stda,-0.0000000592,Success
C2MPI,gas,S0S1,stddft,-0.0000000439,Success
C2MPI,gas,S0T1,stda,-0.0000000167,Success
C2MPI,gas,S0T1,stddft,-0.0000000478,Success
C2MPI,toluene,S0S1,stda,0.0000000490,Success
C2MPI,toluene,S0S1,stddft,0.0000000016,Success
C2MPI,toluene,S0T1,stda,0.0000000009,Success
C2MPI,toluene,S0T1,stddft,-0.0000000164,Success
C3F7,gas,S0S1,stda,-0.0000000261,Success
C3F7,gas,S0S1,stddft,-0.0000000142,Success
C3F7,gas,S0T1,stda,-0.0000000572,Success
C3F7,gas,S0T1,stddft,-0.0000000122,Success
C3F7,toluene,S0S1,stda,-0.0000000183,Success
C3F7,toluene,S0S1,stddft,-0.0000000246,Success
C3F7,toluene,S0T1,stda,-0.0000000066,Success
C3F7,toluene,S0T1,stddft,-0.0000000135,Success
C3FLA-2,gas,S0S1,stda,0.0000000054,Success
C3FLA-2,gas,S0S1,stddft,0.0000000143,Success
C3FLA-2,gas,S0T1,stda,0.0000000243,Success
C3FLA-2,gas,S0T1,stddft,0.0000000495,Success
C3FLA-2,toluene,S0S1,stda,-0.0000000396,Success
C3FLA-2,toluene,S0S1,stddft,-0.0000000390,Success
C3FLA-2,toluene,S0T1,stda,0.0000000180,Success
C3FLA-2,toluene,S0T1,stddft,-0.0000000239,Success
CAPI,gas,S0S1,stda,-0.0000000933,Success
CAPI,gas,S0S1,stddft,0.0000000317,Success
CAPI,gas,S0T1,stda,-0.0000001020,Success
CAPI,gas,S0T1,stddft,0.0000001298,Success
CAPI,toluene,S0S1,stda,0.0000000398,Success
CAPI,toluene,S0S1,stddft,0.0000000010,Success
CAPI,toluene,S0T1,stda,-0.0000000287,Success
CAPI,toluene,S0T1,stddft,-0.0000000591,Success
CbBPCb,gas,S0S1,stda,-0.0000000189,Success
CbBPCb,gas,S0S1,stddft,0.0000000001,Success
CbBPCb,gas,S0T1,stda,-0.0000000448,Success
CbBPCb,gas,S0T1,stddft,0.0000000429,Success
CbBPCb,toluene,S0S1,stda,0.0000000202,Success
CbBPCb,toluene,S0S1,stddft,-0.0000000680,Success
CbBPCb,toluene,S0T1,stda,0.0000000585,Success
CbBPCb,toluene,S0T1,stddft,0.0000000790,Success
CBIQD,gas,S0S1,stda,-0.0000000125,Success
CBIQD,gas,S0S1,stddft,-0.0000000776,Success
CBIQD,gas,S0T1,stda,0.0000000060,Success
CBIQD,gas,S0T1,stddft,-0.0000000609,Success
CBIQD,toluene,S0S1,stda,-0.0000000024,Success
CBIQD,toluene,S0S1,stddft,0.0000000560,Success
CBIQD,toluene,S0T1,stda,0.0000000191,Success
CBIQD,toluene,S0T1,stddft,0.0000002129,Success
CBM,gas,S0S1,stda,0.0000000095,Success
CBM,gas,S0S1,stddft,-0.0000000278,Success
CBM,gas,S0T1,stda,0.0000000527,Success
CBM,gas,S0T1,stddft,-0.0000000255,Success
CBM,toluene,S0S1,stda,-0.0000000399,Success
CBM,toluene,S0S1,stddft,0.0000000331,Success
CBM,toluene,S0T1,stda,-0.0000000094,Success
CBM,toluene,S0T1,stddft,-0.0000000080,Success
CBPBM,gas,S0S1,stda,0.0000000695,Success
CBPBM,gas,S0S1,stddft,0.0000000913,Success
CBPBM,gas,S0T1,stda,-0.0000000485,Success
CBPBM,gas,S0T1,stddft,0.0000000786,Success
CBPBM,toluene,S0S1,stda,0.0000000701,Success
CBPBM,toluene,S0S1,stddft,-0.0000000715,Success
CBPBM,toluene,S0T1,stda,0.0000000435,Success
CBPBM,toluene,S0T1,stddft,0.0000000216,Success
CBPMCN,gas,S0S1,stda,0.0000000246,Success
CBPMCN,gas,S0S1,stddft,-0.0000000286,Success
CBPMCN,gas,S0T1,stda,0.0000001232,Success
CBPMCN,gas,S0T1,stddft,-0.0000000386,Success
CBPMCN,toluene,S0S1,stda,-0.0000000116,Success
CBPMCN,toluene,S0S1,stddft,-0.0000001694,Success
CBPMCN,toluene,S0T1,stda,-0.0000000301,Success
CBPMCN,toluene,S0T1,stddft,0.0000000959,Success
CBPPY,gas,S0S1,stda,-0.0000001017,Success
CBPPY,gas,S0S1,stddft,-0.0000000690,Success
CBPPY,gas,S0T1,stda,0.0000000656,Success
CBPPY,gas,S0T1,stddft,-0.0000000312,Success
CBPPY,toluene,S0S1,stda,-0.0000000487,Success
CBPPY,toluene,S0S1,stddft,0.0000000981,Success
CBPPY,toluene,S0T1,stda,0.0000000642,Success
CBPPY,toluene,S0T1,stddft,0.0000001604,Success
CBPTZ,gas,S0S1,stda,0.0000000709,Success
CBPTZ,gas,S0S1,stddft,0.0000001025,Success
CBPTZ,gas,S0T1,stda,-0.0000000887,Success
CBPTZ,gas,S0T1,stddft,0.0000000129,Success
CBPTZ,toluene,S0S1,stda,-0.0000000053,Success
CBPTZ,toluene,S0S1,stddft,0.0000000849,Success
CBPTZ,toluene,S0T1,stda,-0.0000000271,Success
CBPTZ,toluene,S0T1,stddft,-0.0000000134,Success
C-BPyIA,gas,S0S1,stda,0.0000000096,Success
C-BPyIA,gas,S0S1,stddft,0.0000000611,Success
C-BPyIA,gas,S0T1,stda,-0.0000000105,Success
C-BPyIA,gas,S0T1,stddft,0.0000002083,Success
C-BPyIA,toluene,S0S1,stda,-0.0000000674,Success
C-BPyIA,toluene,S0S1,stddft,-0.0000000408,Success
C-BPyIA,toluene,S0T1,stda,-0.0000000563,Success
C-BPyIA,toluene,S0T1,stddft,-0.0000001079,Success
CBTD2,gas,S0S1,stda,-0.0000000140,Success
CBTD2,gas,S0S1,stddft,0.0000000541,Success
CBTD2,gas,S0T1,stda,0.0000002321,Success
CBTD2,gas,S0T1,stddft,-0.0000000269,Success
CBTD2,toluene,S0S1,stda,0.0000000411,Success
CBTD2,toluene,S0S1,stddft,0.0000001483,Success
CBTD2,toluene,S0T1,stda,0.0000000206,Success
CBTD2,toluene,S0T1,stddft,-0.0000000587,Success
CBZ,gas,S0S1,stda,0.0000000031,Success
CBZ,gas,S0S1,stddft,-0.0000000680,Success
CBZ,gas,S0T1,stda,0.0000000529,Success
CBZ,gas,S0T1,stddft,0.0000001599,Success
Cbz-MI,gas,S0S1,stda,0.0000000310,Success
Cbz-MI,gas,S0S1,stddft,0.0000000915,Success
Cbz-MI,gas,S0T1,stda,-0.0000000176,Success
Cbz-MI,gas,S0T1,stddft,0.0000000401,Success
Cbz-MI,toluene,S0S1,stda,-0.0000000423,Success
Cbz-MI,toluene,S0S1,stddft,0.0000000482,Success
Cbz-MI,toluene,S0T1,stda,0.0000000201,Success
Cbz-MI,toluene,S0T1,stddft,0.0000001438,Success
Cbz-PYR,gas,S0S1,stda,0.0000000030,Success
Cbz-PYR,gas,S0S1,stddft,-0.0000000363,Success
Cbz-PYR,gas,S0T1,stda,0.0000000758,Success
Cbz-PYR,gas,S0T1,stddft,-0.0000000531,Success
Cbz-PYR,toluene,S0S1,stda,0.0000000444,Success
Cbz-PYR,toluene,S0S1,stddft,0.0000000169,Success
Cbz-PYR,toluene,S0T1,stda,-0.0000000038,Success
Cbz-PYR,toluene,S0T1,stddft,-0.0000000118,Success
CBZ,toluene,S0S1,stda,-0.0000000128,Success
CBZ,toluene,S0S1,stddft,0.0000000139,Success
CBZ,toluene,S0T1,stda,0.0000000358,Success
CBZ,toluene,S0T1,stddft,-0.0000000383,Success
CCAPI,gas,S0S1,stda,-0.0000000192,Success
CCAPI,gas,S0S1,stddft,0.0000000424,Success
CCAPI,gas,S0T1,stda,-0.0000000200,Success
CCAPI,gas,S0T1,stddft,0.0000000409,Success
CCAPI,toluene,S0S1,stda,-0.0000000636,Success
CCAPI,toluene,S0S1,stddft,-0.0000001375,Success
CCAPI,toluene,S0T1,stda,-0.0000001124,Success
CCAPI,toluene,S0T1,stddft,-0.0000001228,Success
CCC,gas,S0S1,stda,-0.0000000311,Success
CCC,gas,S0S1,stddft,-0.0000001022,Success
CCC,gas,S0T1,stda,0.0000000670,Success
CCC,gas,S0T1,stddft,0.0000000280,Success
CCC,toluene,S0S1,stda,-0.0000000874,Success
CCC,toluene,S0S1,stddft,0.0000000345,Success
CCC,toluene,S0T1,stda,0.0000000476,Success
CCC,toluene,S0T1,stddft,-0.0000000185,Success
CCDC,gas,S0S1,stda,0.0000000077,Success
CCDC,gas,S0S1,stddft,0.0000000242,Success
CCDC,gas,S0T1,stda,-0.0000000088,Success
CCDC,gas,S0T1,stddft,-0.0000000424,Success
CCDC,toluene,S0S1,stda,0.0000000166,Success
CCDC,toluene,S0S1,stddft,-0.0000000818,Success
CCDC,toluene,S0T1,stda,0.0000000162,Success
CCDC,toluene,S0T1,stddft,-0.0000000467,Success
CCDD,gas,S0S1,stda,-0.0000000001,Success
CCDD,gas,S0S1,stddft,0.0000000923,Success
CCDD,gas,S0T1,stda,0.0000001187,Success
CCDD,gas,S0T1,stddft,-0.0000000358,Success
CCDD,toluene,S0S1,stda,0.0000000228,Success
CCDD,toluene,S0S1,stddft,0.0000001330,Success
CCDD,toluene,S0T1,stda,0.0000000902,Success
CCDD,toluene,S0T1,stddft,-0.0000000217,Success
CCDMB,gas,S0S1,stda,-0.0000000413,Success
CCDMB,gas,S0S1,stddft,0.0000000652,Success
CCDMB,gas,S0T1,stda,-0.0000000291,Success
CCDMB,gas,S0T1,stddft,-0.0000000009,Success
CCDMB,toluene,S0S1,stda,-0.0000000045,Success
CCDMB,toluene,S0S1,stddft,0.0000000296,Success
CCDMB,toluene,S0T1,stda,-0.0000001495,Success
CCDMB,toluene,S0T1,stddft,-0.0000000204,Success
c-D2T,gas,S0S1,stda,-0.0000000387,Success
c-D2T,gas,S0S1,stddft,0.0000000188,Success
c-D2T,gas,S0T1,stda,-0.0000000295,Success
c-D2T,gas,S0T1,stddft,0.0000000581,Success
c-D2T,toluene,S0S1,stda,-0.0000000492,Success
