Molecule,Environment,Transition,Method,Overlap_1_2,Status
PhQLPXZ,gas,S0T1,stda,0.0000001254,Success
PhQLPXZ,gas,S0T1,stddft,0.0000000668,Success
PhQLPXZ,toluene,S0S1,stda,-0.0000000326,Success
PhQLPXZ,toluene,S0S1,stddft,-0.0000000133,Success
PhQLPXZ,toluene,S0T1,stda,-0.0000000213,Success
PhQLPXZ,toluene,S0T1,stddft,0.0000000587,Success
PIAnTPh,gas,S0S1,stda,0.0000000963,Success
PIAnTPh,gas,S0S1,stddft,-0.0000000105,Success
PIAnTPh,gas,S0T1,stda,-0.0000001601,Success
PIAnTPh,gas,S0T1,stddft,0.0000000570,Success
PIAnTPh,toluene,S0S1,stda,-0.0000000172,Success
PIAnTPh,toluene,S0S1,stddft,0.0000000383,Success
PIAnTPh,toluene,S0T1,stda,0.0000000309,Success
PIAnTPh,toluene,S0T1,stddft,-0.0000000615,Success
PICFOCz,gas,S0S1,stda,0.0000000307,Success
PICFOCz,gas,S0S1,stddft,-0.0000001032,Success
PICFOCz,gas,S0T1,stda,-0.0000000303,Success
PICFOCz,gas,S0T1,stddft,0.0000000397,Success
PICFOCz,toluene,S0S1,stda,0.0000000499,Success
PICFOCz,toluene,S0S1,stddft,-0.0000000553,Success
PICFOCz,toluene,S0T1,stda,0.0000001012,Success
PICFOCz,toluene,S0T1,stddft,0.0000000794,Success
PICNAnCz,gas,S0S1,stda,-0.0000000449,Success
PICNAnCz,gas,S0S1,stddft,0.0000000231,Success
PICNAnCz,gas,S0T1,stda,0.0000000342,Success
PICNAnCz,gas,S0T1,stddft,-0.0000000079,Success
PICNAnCz,toluene,S0S1,stda,-0.0000000538,Success
PICNAnCz,toluene,S0S1,stddft,0.0000000054,Success
PICNAnCz,toluene,S0T1,stda,0.0000000152,Success
PICNAnCz,toluene,S0T1,stddft,-0.0000000069,Success
PID-3,gas,S0S1,stda,-0.0000000130,Success
PID-3,gas,S0S1,stddft,-0.0000000021,Success
PID-3,gas,S0T1,stda,-0.0000000102,Success
PID-3,gas,S0T1,stddft,0.0000000396,Success
PID-3,toluene,S0S1,stda,0.0000000835,Success
PID-3,toluene,S0S1,stddft,0.0000000006,Success
PID-3,toluene,S0T1,stda,0.0000000258,Success
PID-3,toluene,S0T1,stddft,0.0000000557,Success
PLQYs,gas,S0S1,stda,-0.0000000305,Success
PLQYs,gas,S0S1,stddft,0.0000000131,Success
PLQYs,gas,S0T1,stda,-0.0000001165,Success
PLQYs,gas,S0T1,stddft,-0.0000000546,Success
PLQYs,toluene,S0S1,stda,-0.0000000409,Success
PLQYs,toluene,S0S1,stddft,0.0000000230,Success
PLQYs,toluene,S0T1,stda,0.0000000608,Success
PLQYs,toluene,S0T1,stddft,0.0000000174,Success
PmPmP,gas,S0S1,stda,-0.0000000398,Success
PmPmP,gas,S0S1,stddft,0.0000001095,Success
PmPmP,gas,S0T1,stda,-0.0000000347,Success
PmPmP,gas,S0T1,stddft,0.0000000334,Success
PmPmP,toluene,S0S1,stda,0.0000000017,Success
PmPmP,toluene,S0S1,stddft,-0.0000000084,Success
PmPmP,toluene,S0T1,stda,-0.0000000089,Success
PmPmP,toluene,S0T1,stddft,-0.0000000826,Success
PnB,gas,S0S1,stda,-0.0000000084,Success
PnB,gas,S0S1,stddft,0.0000000374,Success
PnB,gas,S0T1,stda,0.0000001053,Success
PnB,gas,S0T1,stddft,-0.0000000414,Success
PnB,toluene,S0S1,stda,-0.0000000556,Success
PnB,toluene,S0S1,stddft,-0.0000000598,Success
PnB,toluene,S0T1,stda,0.0000000118,Success
PnB,toluene,S0T1,stddft,0.0000001003,Success
PO-ABN,gas,S0S1,stda,-0.0000000672,Success
PO-ABN,gas,S0S1,stddft,-0.0000000315,Success
PO-ABN,gas,S0T1,stda,0.0000000446,Success
PO-ABN,gas,S0T1,stddft,0.0000000954,Success
PO-ABN,toluene,S0S1,stda,0.0000001077,Success
PO-ABN,toluene,S0S1,stddft,0.0000001236,Success
PO-ABN,toluene,S0T1,stda,-0.0000001362,Success
PO-ABN,toluene,S0T1,stddft,0.0000000756,Success
POBBPE,gas,S0S1,stda,-0.0000000176,Success
POBBPE,gas,S0S1,stddft,0.0000001116,Success
POBBPE,gas,S0T1,stda,0.0000000823,Success
POBBPE,gas,S0T1,stddft,-0.0000000897,Success
POBBPE,toluene,S0S1,stda,0.0000000237,Success
POBBPE,toluene,S0S1,stddft,0.0000000142,Success
POBBPE,toluene,S0T1,stda,-0.0000000090,Success
POBBPE,toluene,S0T1,stddft,0.0000000696,Success
poCz-SO,gas,S0S1,stda,0.0000000014,Success
poCz-SO,gas,S0S1,stddft,0.0000000198,Success
poCz-SO,gas,S0T1,stda,0.0000000457,Success
poCz-SO,gas,S0T1,stddft,0.0000001111,Success
poCz-SO,toluene,S0S1,stda,0.0000000176,Success
poCz-SO,toluene,S0S1,stddft,-0.0000001108,Success
poCz-SO,toluene,S0T1,stda,0.0000000917,Success
poCz-SO,toluene,S0T1,stddft,0.0000000898,Success
PO-TPA,gas,S0S1,stda,0.0000000382,Success
PO-TPA,gas,S0S1,stddft,0.0000000432,Success
PO-TPA,gas,S0T1,stda,-0.0000000253,Success
PO-TPA,gas,S0T1,stddft,-0.0000000147,Success
PO-TPA,toluene,S0S1,stda,-0.0000000407,Success
PO-TPA,toluene,S0S1,stddft,-0.0000000357,Success
PO-TPA,toluene,S0T1,stda,-0.0000000489,Success
PO-TPA,toluene,S0T1,stddft,0.0000000110,Success
POZDBPHZ,gas,S0S1,stda,0.0000000086,Success
POZDBPHZ,gas,S0S1,stddft,0.0000000064,Success
POZDBPHZ,gas,S0T1,stda,-0.0000000415,Success
POZDBPHZ,gas,S0T1,stddft,0.0000000465,Success
POZDBPHZ,toluene,S0S1,stda,0.0000000272,Success
POZDBPHZ,toluene,S0S1,stddft,0.0000000518,Success
POZDBPHZ,toluene,S0T1,stda,-0.0000000941,Success
POZDBPHZ,toluene,S0T1,stddft,0.0000000014,Success
p-PCzTPD,gas,S0S1,stda,-0.0000000588,Success
p-PCzTPD,gas,S0S1,stddft,-0.0000000423,Success
p-PCzTPD,gas,S0T1,stda,0.0000000705,Success
p-PCzTPD,gas,S0T1,stddft,0.0000000425,Success
p-PCzTPD,toluene,S0S1,stda,-0.0000000038,Success
p-PCzTPD,toluene,S0S1,stddft,-0.0000000493,Success
p-PCzTPD,toluene,S0T1,stda,-0.0000000383,Success
p-PCzTPD,toluene,S0T1,stddft,-0.0000000107,Success
PPI-An-NPIM,gas,S0S1,stda,0.0000000848,Success
PPI-An-NPIM,gas,S0S1,stddft,0.0000000490,Success
PPI-An-NPIM,gas,S0T1,stda,-0.0000001389,Success
PPI-An-NPIM,gas,S0T1,stddft,0.0000000472,Success
PPI-An-NPIM,toluene,S0S1,stda,0.0000000440,Success
PPI-An-NPIM,toluene,S0S1,stddft,-0.0000000646,Success
PPI-An-NPIM,toluene,S0T1,stda,-0.0000000359,Success
PPI-An-NPIM,toluene,S0T1,stddft,-0.0000001169,Success
PPI,gas,S0S1,stda,0.0000000205,Success
PPI,gas,S0S1,stddft,-0.0000000213,Success
PPI,gas,S0T1,stda,-0.0000000006,Success
PPI,gas,S0T1,stddft,0.0000001114,Success
PPINCN-Cz,gas,S0S1,stda,-0.0000001162,Success
PPINCN-Cz,gas,S0S1,stddft,-0.0000000701,Success
PPINCN-Cz,gas,S0T1,stda,0.0000001195,Success
PPINCN-Cz,gas,S0T1,stddft,-0.0000000736,Success
PPINCN-Cz,toluene,S0S1,stda,0.0000000129,Success
PPINCN-Cz,toluene,S0S1,stddft,0.0000000548,Success
PPINCN-Cz,toluene,S0T1,stda,-0.0000000783,Success
PPINCN-Cz,toluene,S0T1,stddft,0.0000000161,Success
PPINCN,gas,S0S1,stda,0.0000001045,Success
PPINCN,gas,S0S1,stddft,0.0000000268,Success
PPINCN,gas,S0T1,stda,-0.0000000059,Success
PPINCN,gas,S0T1,stddft,0.0000000794,Success
PPINCN,toluene,S0S1,stda,-0.0000000560,Success
PPINCN,toluene,S0S1,stddft,0.0000000142,Success
PPINCN,toluene,S0T1,stda,-0.0000000079,Success
PPINCN,toluene,S0T1,stddft,-0.0000000389,Success
PPI-PIM-1,gas,S0S1,stda,-0.0000000417,Success
PPI-PIM-1,gas,S0S1,stddft,-0.0000000289,Success
PPI-PIM-1,gas,S0T1,stda,-0.0000000453,Success
PPI-PIM-1,gas,S0T1,stddft,-0.0000001756,Success
PPI-PIM-1,toluene,S0S1,stda,-0.0000000210,Success
PPI-PIM-1,toluene,S0S1,stddft,0.0000000566,Success
PPI-PIM-1,toluene,S0T1,stda,0.0000000451,Success
PPI-PIM-1,toluene,S0T1,stddft,0.0000000402,Success
PPI-PIM-2,gas,S0S1,stda,-0.0000000866,Success
PPI-PIM-2,gas,S0S1,stddft,0.0000000120,Success
PPI-PIM-2,gas,S0T1,stda,-0.0000000113,Success
PPI-PIM-2,gas,S0T1,stddft,-0.0000000080,Success
PPI-PIM-2,toluene,S0S1,stda,0.0000000139,Success
PPI-PIM-2,toluene,S0S1,stddft,-0.0000001125,Success
PPI-PIM-2,toluene,S0T1,stda,-0.0000000142,Success
PPI-PIM-2,toluene,S0T1,stddft,0.0000001325,Success
PPI,toluene,S0S1,stda,-0.0000000475,Success
PPI,toluene,S0S1,stddft,0.0000000722,Success
PPI,toluene,S0T1,stda,0.0000000519,Success
PPI,toluene,S0T1,stddft,0.0000000377,Success
p-PO15NCzDPA,gas,S0S1,stda,-0.0000000015,Success
p-PO15NCzDPA,gas,S0S1,stddft,-0.0000000411,Success
p-PO15NCzDPA,gas,S0T1,stda,0.0000001424,Success
p-PO15NCzDPA,gas,S0T1,stddft,0.0000001026,Success
p-PO15NCzDPA,toluene,S0S1,stda,-0.0000000612,Success
p-PO15NCzDPA,toluene,S0S1,stddft,-0.0000000911,Success
p-PO15NCzDPA,toluene,S0T1,stda,-0.0000000005,Success
p-PO15NCzDPA,toluene,S0T1,stddft,0.0000000224,Success
PPO21,gas,S0S1,stda,-0.0000000061,Success
PPO21,gas,S0S1,stddft,-0.0000000581,Success
PPO21,gas,S0T1,stda,0.0000000545,Success
PPO21,gas,S0T1,stddft,0.0000000378,Success
PPO21,toluene,S0S1,stda,0.0000000730,Success
PPO21,toluene,S0S1,stddft,0.0000000214,Success
PPO21,toluene,S0T1,stda,-0.0000000722,Success
PPO21,toluene,S0T1,stddft,-0.0000000165,Success
p-PO-ABN,gas,S0S1,stda,-0.0000000850,Success
p-PO-ABN,gas,S0S1,stddft,-0.0000000841,Success
p-PO-ABN,gas,S0T1,stda,-0.0000000672,Success
p-PO-ABN,gas,S0T1,stddft,-0.0000000716,Success
p-PO-ABN,toluene,S0S1,stda,-0.0000000592,Success
p-PO-ABN,toluene,S0S1,stddft,0.0000000501,Success
p-PO-ABN,toluene,S0T1,stda,-0.0000000067,Success
p-PO-ABN,toluene,S0T1,stddft,0.0000000190,Success
PPZPPI,gas,S0S1,stda,-0.0000001269,Success
PPZPPI,gas,S0S1,stddft,0.0000001890,Success
PPZPPI,gas,S0T1,stda,-0.0000001019,Success
PPZPPI,gas,S0T1,stddft,0.0000001532,Success
PPZPPI,toluene,S0S1,stda,-0.0000000650,Success
PPZPPI,toluene,S0S1,stddft,0.0000000134,Success
PPZPPI,toluene,S0T1,stda,0.0000000199,Success
PPZPPI,toluene,S0T1,stddft,-0.0000000732,Success
PPZTPI,gas,S0S1,stda,0.0000001227,Success
PPZTPI,gas,S0S1,stddft,0.0000000426,Success
PPZTPI,gas,S0T1,stda,0.0000000575,Success
PPZTPI,gas,S0T1,stddft,0.0000000077,Success
PPZTPI,toluene,S0S1,stda,0.0000000666,Success
PPZTPI,toluene,S0S1,stddft,-0.0000001272,Success
PPZTPI,toluene,S0T1,stda,-0.0000000092,Success
PPZTPI,toluene,S0T1,stddft,-0.0000000166,Success
Pra-2DMAC,gas,S0S1,stda,-0.0000000078,Success
Pra-2DMAC,gas,S0S1,stddft,0.0000000014,Success
Pra-2DMAC,gas,S0T1,stda,0.0000000507,Success
Pra-2DMAC,gas,S0T1,stddft,-0.0000000391,Success
Pra-2DMAC,toluene,S0S1,stda,0.0000000151,Success
Pra-2DMAC,toluene,S0S1,stddft,0.0000000574,Success
Pra-2DMAC,toluene,S0T1,stda,-0.0000000535,Success
Pra-2DMAC,toluene,S0T1,stddft,0.0000000190,Success
PrDPhAc,gas,S0S1,stda,-0.0000000623,Success
PrDPhAc,gas,S0S1,stddft,-0.0000000646,Success
PrDPhAc,gas,S0T1,stda,0.0000000512,Success
PrDPhAc,gas,S0T1,stddft,0.0000000473,Success
PrDPhAc,toluene,S0S1,stda,-0.0000000620,Success
PrDPhAc,toluene,S0S1,stddft,-0.0000000632,Success
PrDPhAc,toluene,S0T1,stda,-0.0000001600,Success
PrDPhAc,toluene,S0T1,stddft,-0.0000000223,Success
PSBC,gas,S0S1,stda,0.0000000749,Success
PSBC,gas,S0S1,stddft,-0.0000000036,Success
PSBC,gas,S0T1,stda,0.0000000149,Success
PSBC,gas,S0T1,stddft,0.0000000003,Success
PSBC,toluene,S0S1,stda,0.0000000276,Success
PSBC,toluene,S0S1,stddft,0.0000000502,Success
PSBC,toluene,S0T1,stda,-0.0000000078,Success
PSBC,toluene,S0T1,stddft,-0.0000000120,Success
PS-BZ-DMAC,gas,S0S1,stda,-0.0000000834,Success
PS-BZ-DMAC,gas,S0S1,stddft,0.0000000347,Success
PS-BZ-DMAC,gas,S0T1,stda,-0.0000000284,Success
PS-BZ-DMAC,gas,S0T1,stddft,-0.0000000075,Success
PS-BZ-DMAC,toluene,S0S1,stda,0.0000000197,Success
PS-BZ-DMAC,toluene,S0S1,stddft,0.0000000391,Success
PS-BZ-DMAC,toluene,S0T1,stda,0.0000000732,Success
PS-BZ-DMAC,toluene,S0T1,stddft,0.0000000382,Success
pSFIAc2,gas,S0S1,stda,-0.0000000233,Success
pSFIAc2,gas,S0S1,stddft,-0.0000000254,Success
pSFIAc2,gas,S0T1,stda,-0.0000000189,Success
pSFIAc2,gas,S0T1,stddft,-0.0000000348,Success
pSFIAc2,toluene,S0S1,stda,0.0000000723,Success
pSFIAc2,toluene,S0S1,stddft,-0.0000000007,Success
pSFIAc2,toluene,S0T1,stda,-0.0000000217,Success
pSFIAc2,toluene,S0T1,stddft,0.0000000272,Success
PSPBP,gas,S0S1,stda,-0.0000000842,Success
PSPBP,gas,S0S1,stddft,-0.0000000168,Success
PSPBP,gas,S0T1,stda,0.0000000871,Success
PSPBP,gas,S0T1,stddft,0.0000000016,Success
PSPBP,toluene,S0S1,stda,0.0000000343,Success
PSPBP,toluene,S0S1,stddft,0.0000000551,Success
PSPBP,toluene,S0T1,stda,-0.0000000341,Success
PSPBP,toluene,S0T1,stddft,0.0000000660,Success
PSPCz,gas,S0S1,stda,-0.0000000526,Success
PSPCz,gas,S0S1,stddft,-0.0000000583,Success
PSPCz,gas,S0T1,stda,-0.0000000833,Success
PSPCz,gas,S0T1,stddft,0.0000000489,Success
PSPCz,toluene,S0S1,stda,0.0000000418,Success
PSPCz,toluene,S0S1,stddft,0.0000000555,Success
PSPCz,toluene,S0T1,stda,-0.0000001163,Success
PSPCz,toluene,S0T1,stddft,-0.0000000234,Success
PSPP,gas,S0S1,stda,-0.0000000443,Success
PSPP,gas,S0S1,stddft,-0.0000000539,Success
PSPP,gas,S0T1,stda,-0.0000000398,Success
PSPP,gas,S0T1,stddft,-0.0000000489,Success
PSPP,toluene,S0S1,stda,0.0000000718,Success
PSPP,toluene,S0S1,stddft,-0.0000000870,Success
PSPP,toluene,S0T1,stda,-0.0000000267,Success
PSPP,toluene,S0T1,stddft,-0.0000000301,Success
PSPSF,gas,S0S1,stda,0.0000000018,Success
PSPSF,gas,S0S1,stddft,0.0000000495,Success
PSPSF,gas,S0T1,stda,-0.0000000598,Success
PSPSF,gas,S0T1,stddft,-0.0000000931,Success
PSPSF,toluene,S0S1,stda,-0.0000000577,Success
PSPSF,toluene,S0S1,stddft,-0.0000000040,Success
PSPSF,toluene,S0T1,stda,-0.0000001337,Success
PSPSF,toluene,S0T1,stddft,0.0000000448,Success
PtB,gas,S0S1,stda,-0.0000000014,Success
PtB,gas,S0S1,stddft,-0.0000000771,Success
PtB,gas,S0T1,stda,-0.0000000385,Success
PtB,gas,S0T1,stddft,0.0000001185,Success
PtB,toluene,S0S1,stda,-0.0000000315,Success
PtB,toluene,S0S1,stddft,-0.0000000328,Success
PtB,toluene,S0T1,stda,0.0000000298,Success
PtB,toluene,S0T1,stddft,0.0000000279,Success
PT-BZ-DMAC,gas,S0S1,stda,-0.0000000084,Success
PT-BZ-DMAC,gas,S0S1,stddft,0.0000000016,Success
PT-BZ-DMAC,gas,S0T1,stda,-0.0000000708,Success
PT-BZ-DMAC,gas,S0T1,stddft,0.0000000175,Success
PT-BZ-DMAC,toluene,S0S1,stda,-0.0000000063,Success
PT-BZ-DMAC,toluene,S0S1,stddft,-0.0000000008,Success
PT-BZ-DMAC,toluene,S0T1,stda,-0.0000001348,Success
PT-BZ-DMAC,toluene,S0T1,stddft,-0.0000000363,Success
PtOEP,gas,S0S1,stda,0.0000000732,Success
PtOEP,gas,S0S1,stddft,-0.0000000601,Success
PtOEP,gas,S0T1,stda,0.0000000291,Success
PtOEP,gas,S0T1,stddft,0.0000000342,Success
PtOEP,toluene,S0S1,stda,0.0000000210,Success
PtOEP,toluene,S0S1,stddft,-0.0000000329,Success
PtOEP,toluene,S0T1,stda,0.0000001747,Success
PtOEP,toluene,S0T1,stddft,-0.0000000272,Success
p-TPA-AP-TPA,gas,S0S1,stda,-0.0000000057,Success
p-TPA-AP-TPA,gas,S0S1,stddft,-0.0000000438,Success
p-TPA-AP-TPA,gas,S0T1,stda,-0.0000000458,Success
p-TPA-AP-TPA,gas,S0T1,stddft,-0.0000000010,Success
p-TPA-AP-TPA,toluene,S0S1,stda,0.0000000295,Success
p-TPA-AP-TPA,toluene,S0S1,stddft,-0.0000001437,Success
p-TPA-AP-TPA,toluene,S0T1,stda,0.0000001318,Success
p-TPA-AP-TPA,toluene,S0T1,stddft,0.0000000929,Success
PTPC,gas,S0S1,stda,-0.0000000263,Success
PTPC,gas,S0S1,stddft,0.0000001081,Success
PTPC,gas,S0T1,stda,-0.0000000741,Success
PTPC,gas,S0T1,stddft,0.0000001482,Success
PTPC,toluene,S0S1,stda,-0.0000000548,Success
PTPC,toluene,S0S1,stddft,-0.0000000607,Success
PTPC,toluene,S0T1,stda,-0.0000000335,Success
PTPC,toluene,S0T1,stddft,0.0000000298,Success
PTZ-2PTO,gas,S0S1,stda,-0.0000000138,Success
PTZ-2PTO,gas,S0S1,stddft,0.0000000893,Success
PTZ-2PTO,gas,S0T1,stda,-0.0000001052,Success
PTZ-2PTO,gas,S0T1,stddft,-0.0000000188,Success
PTZ-2PTO,toluene,S0S1,stda,0.0000000083,Success
PTZ-2PTO,toluene,S0S1,stddft,-0.0000001000,Success
PTZ-2PTO,toluene,S0T1,stda,-0.0000000029,Success
PTZ-2PTO,toluene,S0T1,stddft,-0.0000000423,Success
PTZ-DBTO2,gas,S0S1,stda,0.0000000358,Success
PTZ-DBTO2,gas,S0S1,stddft,-0.0000000129,Success
PTZ-DBTO2,gas,S0T1,stda,-0.0000000187,Success
PTZ-DBTO2,gas,S0T1,stddft,-0.0000001044,Success
PTZ-DBTO2,toluene,S0S1,stda,-0.0000000616,Success
PTZ-DBTO2,toluene,S0S1,stddft,-0.0000000365,Success
PTZ-DBTO2,toluene,S0T1,stda,0.0000000541,Success
PTZ-DBTO2,toluene,S0T1,stddft,0.0000000180,Success
PTZ-DCPP,gas,S0S1,stda,0.0000000513,Success
PTZ-DCPP,gas,S0S1,stddft,-0.0000000014,Success
PTZ-DCPP,gas,S0T1,stda,0.0000000603,Success
PTZ-DCPP,gas,S0T1,stddft,-0.0000000807,Success
PTZ-DCPP,toluene,S0S1,stda,0.0000001270,Success
PTZ-DCPP,toluene,S0S1,stddft,-0.0000000605,Success
PTZ-DCPP,toluene,S0T1,stda,0.0000000444,Success
PTZ-DCPP,toluene,S0T1,stddft,-0.0000000275,Success
PTZ-mPYR,gas,S0S1,stda,0.0000000081,Success
PTZ-mPYR,gas,S0S1,stddft,-0.0000000098,Success
PTZ-mPYR,gas,S0T1,stda,0.0000000634,Success
PTZ-mPYR,gas,S0T1,stddft,-0.0000000779,Success
PTZ-mPYR,toluene,S0S1,stda,0.0000000090,Success
PTZ-mPYR,toluene,S0S1,stddft,-0.0000000710,Success
PTZ-mPYR,toluene,S0T1,stda,0.0000000274,Success
PTZ-mPYR,toluene,S0T1,stddft,-0.0000000454,Success
PTZ-NAI,gas,S0S1,stda,-0.0000000021,Success
PTZ-NAI,gas,S0S1,stddft,0.0000000001,Success
PTZ-NAI,gas,S0T1,stda,0.0000000011,Success
PTZ-NAI,gas,S0T1,stddft,-0.0000000012,Success
PTZ-NAI,toluene,S0S1,stda,-0.0000000191,Success
PTZ-NAI,toluene,S0S1,stddft,-0.0000000123,Success
PTZ-NAI,toluene,S0T1,stda,-0.0000000047,Success
PTZ-NAI,toluene,S0T1,stddft,0.0000000215,Success
PTZ–TAZ,gas,S0S1,stda,-0.0000000087,Success
PTZ–TAZ,gas,S0S1,stddft,0.0000000246,Success
PTZ–TAZ,gas,S0T1,stda,-0.0000000103,Success
PTZ–TAZ,gas,S0T1,stddft,0.0000000263,Success
PTZ–TAZ,toluene,S0S1,stda,0.0000000025,Success
PTZ–TAZ,toluene,S0S1,stddft,0.0000000031,Success
PTZ–TAZ,toluene,S0T1,stda,-0.0000000018,Success
PTZ–TAZ,toluene,S0T1,stddft,-0.0000000220,Success
PTZTPE-2,gas,S0S1,stda,-0.0000000210,Success
PTZTPE-2,gas,S0S1,stddft,-0.0000000354,Success
PTZTPE-2,gas,S0T1,stda,0.0000001490,Success
PTZTPE-2,gas,S0T1,stddft,0.0000000308,Success
PTZTPE-2,toluene,S0S1,stda,0.0000000463,Success
PTZTPE-2,toluene,S0S1,stddft,-0.0000000239,Success
PTZTPE-2,toluene,S0T1,stda,0.0000000242,Success
PTZTPE-2,toluene,S0T1,stddft,0.0000000694,Success
Px2BP,gas,S0S1,stda,0.0000000130,Success
Px2BP,gas,S0S1,stddft,0.0000000305,Success
Px2BP,gas,S0T1,stda,0.0000000103,Success
Px2BP,gas,S0T1,stddft,-0.0000000139,Success
Px2BP,toluene,S0S1,stda,-0.0000000330,Success
Px2BP,toluene,S0S1,stddft,0.0000000344,Success
Px2BP,toluene,S0T1,stda,0.0000000226,Success
Px2BP,toluene,S0T1,stddft,0.0000000311,Success
PxCN,gas,S0S1,stda,-0.0000000325,Success
PxCN,gas,S0S1,stddft,0.0000000524,Success
PxCN,gas,S0T1,stda,-0.0000000310,Success
PxCN,gas,S0T1,stddft,-0.0000000181,Success
PxCN,toluene,S0S1,stda,-0.0000000966,Success
PxCN,toluene,S0S1,stddft,0.0000000815,Success
PxCN,toluene,S0T1,stda,0.0000000527,Success
PxCN,toluene,S0T1,stddft,-0.0000000098,Success
PxCYP,gas,S0S1,stda,-0.0000000662,Success
PxCYP,gas,S0S1,stddft,0.0000000185,Success
PxCYP,gas,S0T1,stda,0.0000000176,Success
PxCYP,gas,S0T1,stddft,0.0000000354,Success
PxCYP,toluene,S0S1,stda,-0.0000000647,Success
PxCYP,toluene,S0S1,stddft,0.0000000826,Success
PxCYP,toluene,S0T1,stda,-0.0000001527,Success
PxCYP,toluene,S0T1,stddft,-0.0000000147,Success
PxPYM,gas,S0S1,stda,0.0000000074,Success
PxPYM,gas,S0S1,stddft,-0.0000000710,Success
PxPYM,gas,S0T1,stda,0.0000001371,Success
PxPYM,gas,S0T1,stddft,0.0000000394,Success
PxPYM,toluene,S0S1,stda,-0.0000000427,Success
PxPYM,toluene,S0S1,stddft,0.0000000240,Success
PxPYM,toluene,S0T1,stda,-0.0000000397,Success
PxPYM,toluene,S0T1,stddft,0.0000000082,Success
PX-TRZ,gas,S0S1,stda,-0.0000000290,Success
PX-TRZ,gas,S0S1,stddft,-0.0000000107,Success
PX-TRZ,gas,S0T1,stda,-0.0000000219,Success
PX-TRZ,gas,S0T1,stddft,-0.0000000420,Success
PX-TRZ,toluene,S0S1,stda,-0.0000000847,Success
PX-TRZ,toluene,S0S1,stddft,-0.0000001192,Success
PX-TRZ,toluene,S0T1,stda,0.0000000215,Success
PX-TRZ,toluene,S0T1,stddft,-0.0000000436,Success
PXZ-10-DPPZ,gas,S0S1,stda,0.0000000217,Success
PXZ-10-DPPZ,gas,S0S1,stddft,0.0000000248,Success
PXZ-10-DPPZ,gas,S0T1,stda,0.0000000013,Success
PXZ-10-DPPZ,gas,S0T1,stddft,-0.0000000609,Success
PXZ-10-DPPZ,toluene,S0S1,stda,0.0000000242,Success
PXZ-10-DPPZ,toluene,S0S1,stddft,-0.0000000153,Success
PXZ-10-DPPZ,toluene,S0T1,stda,-0.0000000131,Success
PXZ-10-DPPZ,toluene,S0T1,stddft,0.0000000324,Success
PXZ-11-DPPZ,gas,S0S1,stda,-0.0000000270,Success
PXZ-11-DPPZ,gas,S0S1,stddft,0.0000000202,Success
PXZ-11-DPPZ,gas,S0T1,stda,-0.0000000036,Success
PXZ-11-DPPZ,gas,S0T1,stddft,0.0000000333,Success
PXZ-11-DPPZ,toluene,S0S1,stda,-0.0000000281,Success
PXZ-11-DPPZ,toluene,S0S1,stddft,0.0000000050,Success
PXZ-11-DPPZ,toluene,S0T1,stda,-0.0000000393,Success
PXZ-11-DPPZ,toluene,S0T1,stddft,-0.0000000339,Success
PXZ2PTO,gas,S0S1,stda,-0.0000000943,Success
PXZ2PTO,gas,S0S1,stddft,-0.0000000122,Success
PXZ2PTO,gas,S0T1,stda,0.0000000932,Success
PXZ2PTO,gas,S0T1,stddft,-0.0000000135,Success
PXZ2PTO,toluene,S0S1,stda,0.0000000290,Success
PXZ2PTO,toluene,S0S1,stddft,0.0000000586,Success
PXZ2PTO,toluene,S0T1,stda,0.0000000354,Success
PXZ2PTO,toluene,S0T1,stddft,0.0000000596,Success
PXZ-BOO,gas,S0S1,stda,-0.0000000615,Success
PXZ-BOO,gas,S0S1,stddft,-0.0000000270,Success
PXZ-BOO,gas,S0T1,stda,-0.0000000051,Success
PXZ-BOO,gas,S0T1,stddft,0.0000000091,Success
PXZ-BOO,toluene,S0S1,stda,0.0000000426,Success
PXZ-BOO,toluene,S0S1,stddft,0.0000000152,Success
PXZ-BOO,toluene,S0T1,stda,-0.0000000012,Success
PXZ-BOO,toluene,S0T1,stddft,-0.0000000210,Success
PXZ-NAI,gas,S0S1,stda,-0.0000000338,Success
PXZ-NAI,gas,S0S1,stddft,-0.0000000514,Success
PXZ-NAI,gas,S0T1,stda,0.0000000258,Success
PXZ-NAI,gas,S0T1,stddft,0.0000000264,Success
PXZ-NAI,toluene,S0S1,stda,0.0000000281,Success
PXZ-NAI,toluene,S0S1,stddft,0.0000000200,Success
PXZ-NAI,toluene,S0T1,stda,0.0000000288,Success
PXZ-NAI,toluene,S0T1,stddft,-0.0000000179,Success
PXZ-ND,gas,S0S1,stda,0.0000000273,Success
PXZ-ND,gas,S0S1,stddft,0.0000000560,Success
PXZ-ND,gas,S0T1,stda,-0.0000000143,Success
PXZ-ND,gas,S0T1,stddft,0.0000000838,Success
PXZ-ND,toluene,S0S1,stda,0.0000000089,Success
PXZ-ND,toluene,S0S1,stddft,0.0000000169,Success
PXZ-ND,toluene,S0T1,stda,-0.0000000137,Success
PXZ-ND,toluene,S0T1,stddft,-0.0000000245,Success
PXZ-OXD,gas,S0S1,stda,0.0000000005,Success
PXZ-OXD,gas,S0S1,stddft,-0.0000000727,Success
PXZ-OXD,gas,S0T1,stda,-0.0000000319,Success
