molecule,Delta_E_ST_eV,S1_energy_eV,T1_energy_eV,S1_S_he,T1_S_he,Delta_S_he,Abs_Delta_S_he,S1_CT_number,T1_CT_number,Delta_CT_number,Abs_Delta_CT_number,S1_Lambda_D,S1_Lambda_A,T1_Lambda_D,T1_Lambda_A,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,S1_Delta_r,T1_Delta_r,Delta_Delta_r,Abs_Delta_Delta_r,S1_hole_on_A,S1_particle_on_D,T1_hole_on_A,T1_particle_on_D,Char_diff_squared,S_NTO_sum,S_NTO_product,S_NTO_ratio,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Log_Abs_S1,Log_Abs_T1,S1_overlap,T1_overlap
B4PyPPM,0.0459999999999993,0.3316860509102128,-0.6235398603484672,0.0,0.0,0.0,-0.02566757975858852,0.0,0.0,-0.010547573741436054,0.0,-0.013842466394279107,0.0,0.0,0.0,0.0,-0.012874298910428794,0.0,0.0,0.0,0.0,0.0,-0.0072508394325931196,0.0,0.0,0.0,0.0,-0.009692023723598427,0.0,0.0,0.0,-0.015582818054921788,0.0,0.0,0.0,0.0,0.0,-0.010751675192131311,0.0
BACF,0.577,-0.20385277398393054,0.28815461509527146,0.0,0.0,0.01347926468062216,0.0,0.0,0.0,0.0,0.002403864728898288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003870568952409184,0.002073820681744891,-0.0010216720971763249,0.0012552322446852675,0.0,0.0028902666861520044,0.0,0.0,0.0,0.0,0.0,0.0,0.0036162726365019686,0.0,0.0,0.0,0.0,0.0,0.0
BACH,0.5750000000000002,-0.15357213016133478,0.24623306910944043,0.0,0.0,0.0,0.003173085245630971,0.0,0.0,0.0,0.0,0.004517679956708487,0.0014883140791847247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006438738245685218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142668234293866,0.0,0.0,0.005397603579336856,0.0027814147697901226,0.00785858394632706,0.0
BACN,0.5699999999999998,-0.23150145034403843,0.3212422237911845,0.0,0.0,0.002785507546825605,0.0,0.0,0.0,0.0018599513258471209,0.0,0.0,0.0,0.0033944216512309007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003960869720519065,0.0,0.004188115373719956,0.0,0.0,0.0,0.010472204954035943,0.0,0.0,0.0,-0.01258581509477365,0.0,0.0,0.0,0.005806206027346815,0.0
BACQ,0.7159999999999997,-0.1506563103897361,0.33954133806772246,0.01182333562228048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004478508318928726,0.0,0.0,0.0,0.0,0.004876795061563817,0.0,0.0021552774139229065,0.0,0.0,0.0,0.009604131136467943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012645345845655909,0.0,0.007637196268165702,0.009973238071976559,0.0,0.0
BANE,0.927,-0.21011053621448683,0.6117034625127116,0.017384313593369827,0.026862222972028903,0.0,0.0,0.0,0.0,0.0,0.0,0.010399888386297948,0.0,0.0,7.036006746258243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015946943871702377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017628966983093113,0.0,0.010680322793742593,0.0,0.0,0.0,0.005777640463707379,0.0
BAPCN,0.5830000000000002,-0.20772496058184944,0.3092755547137729,0.0,0.0053487397718365755,0.0036899913222252366,0.0030672371531596243,0.0,0.0,0.006913479997273224,0.0,0.0,0.005933286661583303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005614868550404218,0.0,0.0,0.0,0.0,0.0016422264066734704,0.0,0.0,0.0,0.0,0.0,-0.0013583266104163895,0.0,0.0,0.0
BBA-Pyr,0.4559999999999999,0.2179106727524563,-0.23760698686959802,0.009238658637694705,0.0,-0.009417904091309008,0.0033570926041471116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036489103062382782,0.0,0.0,0.0,0.0,0.0,-0.006517778165295428,-0.0037532818502611608,0.0,0.0,0.009645033909496725,0.0,0.0,0.0,0.005438547533330981,0.0,0.0,0.0
BBCz,0.4780000000000002,0.21176638676061774,-0.20378115181503897,0.0,0.0,0.0,0.0,0.0,0.007713021119772562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003514463441580511,-0.0017364869589033655,0.0,0.0,-0.004629364910581533,-0.0028616394699266454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007432212859119756,0.009472607223615781,0.0,0.0,-0.005742257128769574,0.0,0.0,0.0
BBPA,0.963,0.0,0.28956677652611973,0.026711003339273155,0.0450136103527739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011751991713084654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049910889791681765,0.0,0.01343633705120833,0.06735232156818113,0.0,0.0,0.0,0.0,0.0,0.011402786663690379,0.020343804180637977,0.0,0.0,0.0,0.008485596713917888
BCN,0.4950000000000001,-0.2580170451153515,0.30070352317202487,-0.002173938295122995,0.0,0.0,-0.0033663944147558763,-0.0021224336262722736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005243517411885215,-0.005684102288467847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014288504081266883,-0.005485715926296941,0.0,-0.0019317615206894193
BCPBT,0.8660000000000001,0.17707026217677546,0.10251127085386313,0.017471662461012352,0.03578293755036388,0.0,0.0,0.01182834302861782,0.0,0.0,0.0059728564886020186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005225358767531304,0.0,0.0,0.0,0.014182313000060742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024785118226951043,0.0,0.0,0.007702377275296066,0.0,0.0,0.0,0.0
BCZ-DPS-AD,0.4199999999999999,0.2295516075037057,-0.25842464499887524,0.0,-0.00785358061394105,-0.012175429145370285,0.0,0.0,0.0,0.0,0.0,0.004450538253055643,0.0,0.0,0.0,0.0,-0.004008479603545127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007548171496156352,0.0,0.0,0.004664422134305734,-0.005168817970667982,-0.0024747936620373176,0.0
BCzBMes,0.4399999999999999,0.23878200245308012,-0.25690210721331913,0.0,-0.00901064314159263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006127069727730931,0.0,0.0,-0.003608753715692628,0.0,0.0,0.0,0.0,-0.005318946666002248,0.0,0.0,0.0,0.0,0.0042890226747312275,0.0021526861391323753,0.0036581420192329725,0.0,0.0,0.0033990911559619173,0.0
BCzPh,0.4810000000000003,0.291137786816687,-0.27258484541188144,0.0,-0.002866434827650688,-0.0030518828340463304,0.0023957293457660947,0.0,0.0,0.0,0.0,0.0,0.0,0.004964090701653039,0.0,0.0,0.0,0.0,0.0,0.0029050055999060957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008498888799065562,0.0,-0.0041417720005704015,0.0,-0.01036338557794117,0.0,0.0
BDAPM,0.4300000000000001,-0.011874112051991707,-0.009653700593689925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203637140520129,0.0,0.003822105695904452,0.0012349187625961186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01502625696758378,0.004283855232028003,0.0,0.0,-0.0070944864841868535,0.002003440299096923,0.0,0.0018084019448464234
BDAVBi,0.6509999999999998,0.01126081199039604,0.12765225060492108,0.009310706281304515,0.01942472678531843,0.003957874144438753,0.0,0.0,0.002141315672231081,0.0,0.0,0.004392424344371027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007213443807741147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014918761194726711,0.0,0.0,0.0,0.0,0.007191018795037758,0.0,0.0
BDBFCz-Trz,0.387,0.2335714485772987,-0.29523144481732144,0.0,-0.004930895383054564,-0.005868606461088616,0.006155566473616612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004542045176563642,0.0,-0.003119684338094368,0.0008988457993072824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005343000452381174,0.002106198509087684,0.0,0.0,0.0,0.0,0.0,0.0
BDBTCz-Trz,0.387,0.2699142923420043,-0.3284880934054556,0.00424376327105643,-0.005537088098681177,0.0,0.005319494300164683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003359043669004427,0.0,0.002098713395063495,0.0014978418620500656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033184914374389182,0.0,0.0,-0.005667998492100905,0.0,0.0,0.0,0.0
BDPCC,0.4439999999999999,0.14737130592044073,-0.1524310585362909,0.0,-0.004484290666939395,0.0,0.0,0.0,0.011811803719084121,0.0036773986882657414,0.0,0.0,0.0,0.0,0.0,-0.0059303428791938236,0.0,0.0,-0.004639531737415296,0.0,0.0030794983373784958,0.0,0.0,0.0,0.0,-0.011417305919771697,0.0,0.0,0.0,0.0,0.0,0.0,0.013192630013528236,0.0,0.0,0.0,0.0,0.0,0.0
BDQ-tBuCz,0.2960000000000002,-0.500964692473557,0.40122605077696666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004159247816694702,0.0,0.0,-0.003672953044678286,0.0,0.0,0.0,-0.0038472365813372765,-0.004681447381504611,-0.004507048777603155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044471107343622964,0.0,0.0,0.0,0.0,-0.008340470088872709,0.0,0.0,0.0,-0.014444483221683251,0.0,0.0
BDQC-2,0.351,-0.07634603697099848,0.0,0.0,0.0,0.0,0.006839709145124988,0.0,0.006247314927668613,0.0,0.008381957566489875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027040721515799696,0.0,0.0,0.0,-0.0028602828487682974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013681894900924935,0.0,0.0,-0.002148788666776673,-0.011687464274053105,-0.004675442415350974,0.0
BDQDMAC,0.1320000000000001,-0.6770940746300439,0.41333962330430096,-0.011511732221471054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008264912942820557,0.0,-0.005396544201037236,0.0,0.0,0.0,0.0,-0.006378846184553536,0.0,0.0,0.0,-0.007032015292423608,-0.005401378586665741,0.0,0.0,-0.008719013232318355,0.0,0.0,0.0,0.0,0.0,0.0,-0.004013184240870269,0.0,0.0,0.0,0.0,0.0
BDQPCz,0.3409999999999997,-0.01016660404909343,0.0,0.0,0.0,0.0,0.0,0.0,-0.007310961320784811,0.0,-0.004963159682236617,0.0,-0.0036357988560323518,0.0,0.0,-0.004347979534278781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01369331986092294,-0.008747223337043562,0.0,0.0,0.0,-0.032573530893805235,0.0,0.0,0.0,-0.01513106873662998,0.0,0.0,-0.0020968368508706425,0.0,0.0
BFCZPZ1,0.407,0.04859059944672497,-0.08835483079948368,0.0,0.005838018590772414,0.0,0.0,0.0,0.0,0.0,0.0013340082881221395,0.0,0.0,0.0,0.0,0.0,0.006201647116543826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00942940380647386,0.022527260326648302,0.0,0.01108411656200647,0.0,0.0,0.0,0.0,0.0,0.008442742250951749,0.0046940543444906726
BFCZPZ2,0.423,0.08008996716241192,-0.11032559200546539,0.0051018797210967415,0.0,0.0,0.0,0.0,-0.0036280057393649114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027158602379572044,0.0,-0.006715150107377117,0.0,0.0,0.0,0.0,-0.00289587316757819,0.0,0.0,0.0,0.018578061833183186,0.007488076196689692,0.0,0.0,0.0,-0.005710610210726587,0.0,0.0
BFCZPZ3,0.4159999999999999,0.1595224146164707,-0.19345147979577632,0.007449618970469154,-0.008066970808543227,-0.0071019753870246475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013398469702640657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003976397779976673,0.010333915546014085,0.0,0.0,-0.00505455354180209,-0.0036523011622018723,0.0,0.0
BFDMAc-NAI,0.1379999999999999,-0.5025210765252307,0.3356766961640527,-0.034135071133007656,-0.03439564974444048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007204874404817576,0.0,-0.005708267401491551,0.0,0.0,0.0,0.0,0.0,0.0,-0.007037693126423768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014004482168107495,-0.028429355496815214,0.0,0.0,0.0,0.0,0.0,-0.007748215454665153
BICFOCz,0.4860000000000002,0.28019794555482047,-0.26532098857502434,0.008509849121237754,-0.0062298868319194825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023830365450354975,0.0,0.0,0.0,0.0,0.0,0.0,-0.003669587576110809,0.0,-0.008498750579880842,0.011490948708646281,0.0,0.0036191246026276978,0.0,0.0,0.0,0.004173451857365265
BIPOCz,0.4930000000000003,0.16549522321276675,-0.16104209560052996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001573441128515879,0.0,0.0,0.0,0.0,0.0,0.004459032117188821,0.0,0.0,0.008320972328935859,0.0,0.0,0.0,0.0,0.0,0.0,0.010749002047718254,0.0,-0.01156205520588896,0.013577443668060562,0.008515548942957817,0.0,0.0,0.0,0.008898130736159238,0.0
BMIM,0.528,-0.32637183836759676,0.41098728606034074,-0.0074643573036907015,0.0,0.0,-0.0036652572658921606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007036341894649608,0.0,0.0,0.0,0.0,-0.0040335952822459316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005721655258447977,0.0,0.02405000713736049,-0.03334809936072555,0.006175967725534201,0.0,0.0,0.0,0.0,0.0
BMZ-TZ,-0.0209999999999999,-0.10862835253075334,-0.2521347051784025,0.0,0.0,-0.004641755851818107,0.0,0.0,0.0,0.0,-0.00631316618255757,0.0,0.0,0.0,0.0,0.0,0.0,-0.003103992786128653,-0.003592564231234032,-0.003959595055858793,0.0,0.0,-0.0044488505898606975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015525732428911922,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021574723003470186
BN-DBC-Ph2,0.71,-0.6432550047449085,0.8563473247926507,0.0,0.0,0.0,0.006214701183679046,0.0,0.0,0.0,0.0,0.0,0.0031265788494312962,0.0,0.0,0.0,0.006833745078149572,0.0024759134353913104,0.0,0.003919340794791976,0.0,0.0,0.005049003178113496,0.0008241392591976368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049225198660133775,0.0,0.0,0.0,0.0
BO3N,0.9749999999999996,-0.2701372650151154,0.650609312040263,0.024483263648870147,0.040338326725536736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01984224769643242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013028181993520798,0.005073723769229664,0.009183495419657683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006252455002765663,0.0,0.0,0.0,0.01260025575816837,0.0
BP-mDTC,0.2999999999999998,0.1318925855992803,-0.2381801440092564,-0.0188877021708628,-0.00829058387972564,0.0,-0.008705776893741262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034412410433074803,0.0,0.0,0.0,-0.0063679436453144425,0.0,-0.0052767214958723,0.015154028685418002,0.0,0.0,0.0,-0.0015817809923023142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPBiPA,0.9420000000000002,-0.20392593390252767,0.596939328248948,0.02626970252799286,0.03462018786289538,0.0,0.00400844123920574,0.0,0.0,0.0,0.0,0.00284375547902361,0.00837225103331174,0.0,0.0,0.0,0.0,0.0,0.0,0.011358870209150227,0.0,0.009853471825343577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007872202519364185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPCN-2Cz,0.4780000000000002,0.26135383876483037,-0.24830163041265604,0.0,-0.0067050332762456245,-0.008402989622589023,0.002180966842232146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005071765776530877,0.0,0.0,0.0,0.0,0.0,0.0033718054844424183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002648541081100355,0.0,-0.003587311103937351,0.0066616052364266475,0.0,0.0,0.0
BPCN-Cz2Ph,0.4140000000000001,0.21871545231094172,-0.26405544505187184,0.004106696371633128,-0.017769735657313452,-0.00997343827584404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052068604876748855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009828965585110901,0.0,0.0,0.0,0.0,0.0,0.005044677009453866,0.010306205697490498,0.0,0.0,0.008628934918924046,0.0
BPCP-2CPC,0.2839999999999998,0.0,-0.12303136075166393,-0.008453916965588776,-0.005081188216802602,0.0,0.0,0.0,-0.002545071692606782,-0.004750478404709374,0.0,0.0,-0.0015548813965620273,0.0,0.0,0.0,0.0,0.0,0.0,-0.008093067772210756,-0.0007859037163566729,0.0,0.0,0.0,-0.003284743726551115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029619379783084373,0.0,0.0
BPPyA,0.5340000000000003,-0.41928282447121934,0.4967915708113529,0.0,0.021958326467369896,0.004006762382893859,0.0,0.0,0.0020071185059184616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051755750038669085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01058371381208219,0.0,0.0,0.0,0.00984091310890083,-0.030884039151489087,-0.010241873957731839,0.0
BPZPP,0.3050000000000001,-0.2469613130812685,0.1794190957633526,0.0,0.0,0.0,-0.012579571850554166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006823332417772443,0.0,-0.012696020325638767,0.0,0.0,-0.005694474095415799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002205718966603215,-0.02909541587488102,-0.003984520458294549,-0.004196696220529601,0.0,0.0,0.0,0.0
BPy-TP2,0.302,0.21476743487823022,-0.3102686815881861,0.0,0.0,0.0,-0.004362062076624845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008527526103998321,-0.004546143562075311,0.0,0.0,0.0,0.0,-0.018511977261405865,-0.016132070442208758,0.0,0.0,0.0,0.0,-0.0031592066005597325,0.0,0.0,0.0,-0.00932713252082522,0.017843362491619316,0.0,0.0,0.0,0.0,0.0,0.0
BSBFB,0.7849999999999997,0.6769446720233738,-0.4670852285475806,0.019667578353211177,0.03800513792321579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00998299013063575,0.0,0.0,0.0058058742793284015,0.0,0.0,0.0044792907188479685,0.005840612288785098,0.006589263764610469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02679665925255956,0.0,0.0,0.0,0.0,0.0,0.0
BTCZPZ1,0.379,-0.01349381510021327,-0.05102648293322611,0.009453711763250659,0.001976149463017605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015249057414862417,0.0,0.0,-0.0051366810553054145,0.0,0.0,0.0,-0.014720633528583852,0.0,0.009568137602337313,0.007022683906923418,0.0,0.006609267348478734,0.0,0.0,0.0,0.0
BTCz3CzTPN,0.2789999999999999,-0.3499831117431445,0.22135224450828578,-0.010253833728221789,-0.012186625987199275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018145142579189654,0.0,0.0,0.0,0.0,0.0,0.0,-0.004269411857504344,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008950846719114471,0.0,0.0,0.0,-0.002876787352114024,-0.00298777195891654,-0.0008624784077771289,0.0,0.0,0.0
BTD-PXZ,0.27,-0.19936565626962682,0.13585646679650093,-0.02148497268875423,-0.023971723406033957,0.0,0.0,-0.022639067803668464,-0.010717007057589016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056827581690570735,0.0,0.0,0.0,-0.003375855568987618,0.0,0.0,0.0,0.0,-0.007357444897741975,-0.014938763935266884,0.0,0.0,0.0,0.0,0.0,0.0
BTITrz,0.387,0.11644937237124142,-0.17593843214065114,-0.015837057620490036,0.0,0.0,0.0,-0.010325208956157478,0.0,-0.012256995137627512,0.0,-0.016806220514271667,0.0,0.0,0.0,0.0,0.0,-0.00921056397139491,0.0,-0.01200628871653883,-0.0078001353377905635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029125810025005822
BTPBFCz,0.4489999999999998,0.11178682694731226,-0.10658303148990128,0.0,0.0,-0.00941549163980309,-0.002746914226745752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006639961524198435,-0.004907276256019221,0.0,0.0,0.0,0.0,0.0,0.0,0.011787485420483424,0.0,-0.004375600059336609,0.011130492577826707,0.0,0.0,0.0,0.0,0.005277679585194738,0.0
BTPBFCz-D3,0.3919999999999999,0.11260028872076541,-0.15321782892969016,0.0,-0.009921781400034564,-0.009073520819999363,0.0,0.0,-0.0021566002958461894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007751922792886253,-0.007878044727919822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001973092821232272,0.0,0.0,-0.00278936948261726,0.0,-0.018511270214743327,0.0,0.0
BTPO,0.5019999999999998,0.47965903172399693,-0.46612094506946455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034356302164105824,0.0,0.0,0.0,0.0,0.0,0.0016144854390994575,0.002747781080297681,0.0,-0.006903717512440709,0.0,0.0,0.0,0.0,0.0,0.0,0.0044676766019922124,0.0,0.0014722070924461966,0.0006315388624107236,0.0,0.0,0.0,-0.0027138145477046314,0.0,0.0
BTZPP,0.5839999999999996,0.03416964245951678,0.02241424168229537,0.01053327659825237,0.007170630239077112,0.0,0.003573340465402855,0.0,0.0,0.0,0.0,0.0,0.0,0.002602260102807,0.0,0.0,0.0,0.0,0.0,0.004117502832858562,0.0,0.005370071531214015,0.0,0.0,0.0,0.002250359210423672,0.0,0.0,0.0,0.0,0.0,0.027963143499723748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTZ–DMAC,0.2290000000000001,-0.3514506140389812,0.21262333795289054,-0.02420872749557411,-0.01497717135191311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006808329343331254,0.0,0.0,0.0,-0.007906343032272731,0.0,0.0,0.0,0.0,0.0,0.0,-0.0071990762861187056,-0.011102528129650114,0.0,0.0,-0.00040382682699069384,0.0,0.0,0.0,-0.003568933870397569,0.0
BTZ–DPA,0.609,-0.4718420517863705,0.6143391760174849,0.0,0.0064019714292985475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003567721481583516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066411162766773805,0.0,0.004404432632896599,0.0,0.0,0.0,0.005123734292282633,0.00757451909269512,0.0,0.004647781353701485,0.0,-0.016093894989735305,0.0,0.0,0.0
BTaz-Ar-PXZ,0.2559999999999998,-0.17614791817448242,0.10093589495057932,-0.024780064061506336,0.0,0.0,-0.006425708669666487,-0.00420977039223186,0.0,0.0,0.0,0.0,-0.005298807494498112,0.0,0.0,0.0,0.0,0.0,0.0,-0.017384509820701284,0.0,-0.025023068774020257,-0.027142080917590822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00200668496077701,0.0
BTrztCz,0.1739999999999999,0.040935079940792374,-0.2695912500535924,0.0,-0.0077062814592408066,0.0,-0.0010766778111953265,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048485514429412084,0.0,0.0,0.0,-0.004814002396588474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059749643834261104,0.0,0.0,0.0,0.0,-0.004915454594185659,-0.008381491270426034,0.0,0.0,0.0,0.0,0.0,0.0,-0.003646352275169018
BZC-PXZ,0.286,-0.4685292981988261,0.3644426589762092,-0.00996046811090766,-0.019290579469544822,0.0,0.0,0.0,0.0,-0.004479700048915375,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019857046944013633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00042706728055724475,-0.0024650076982348666,-0.009455069213544349,0.0,0.0,0.0,-0.005453309887329812,0.0,0.0
BmPyPhB,0.0909999999999997,-0.038329700048282164,-0.18210557150343545,-0.021995543280800688,-0.02468459085185836,0.0,0.0,0.0,0.0,-0.012203749272069414,-0.012362280773348139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01567556061003451,-0.020384373632284358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014966860377959143,0.0,0.0,-0.01022920620046358,0.0,0.0,0.0
BuCzCF3oB,0.1140000000000003,-0.228483493672059,0.0,-0.013693536919541015,-0.02685139349472125,0.0,0.0,0.0,0.0,0.0,-0.00932600732680699,0.0,0.0,-0.006525054108985298,0.0,0.0,0.0,0.0,0.0,-0.010167517382111349,0.0,0.0,-0.011016558193688089,-0.008042113360704317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008578837916058245,0.0,0.0,0.0,0.0,0.0,0.0,-0.006918747718976372
BuPCzBCO,0.423,0.22623603834999867,-0.25624055186988903,0.006327698790025891,-0.006889215159131799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030442955208933205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038163930912331508,0.0,0.0,0.0,-0.009575253203727482,0.0,-0.005837555003960251,0.013144547346626389,0.0,0.005430544314222234,0.0,0.0,0.0,0.0
BzITz,0.4159999999999999,0.19962218320737574,-0.23561390542547953,-0.006311898685714151,-0.008945525214134883,0.0,0.0,0.0,0.0,0.0,0.0,-0.00487545659238852,0.0,-0.003278011598930619,-0.0023503828412253297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003906178474147364,0.0,0.0,0.0,0.0,0.0,0.0,0.007746509917538959,0.009662427737125738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
