molecule,Delta_E_ST_eV,S1_energy_eV,T1_energy_eV,S1_S_he,T1_S_he,Delta_S_he,Abs_Delta_S_he,S1_CT_number,T1_CT_number,Delta_CT_number,Abs_Delta_CT_number,S1_Lambda_D,S1_Lambda_A,T1_Lambda_D,T1_Lambda_A,Delta_Lambda_D,Abs_Delta_Lambda_D,Delta_Lambda_A,Abs_Delta_Lambda_A,S1_Delta_r,T1_Delta_r,Delta_Delta_r,Abs_Delta_Delta_r,S1_hole_on_A,S1_particle_on_D,T1_hole_on_A,T1_particle_on_D,Char_diff_squared,S_NTO_sum,S_NTO_product,S_NTO_ratio,S1_osc_strength,HOMO_LUMO_gap_eV,Delta_S_NTO,Abs_Delta_S_NTO,Log_Abs_S1,Log_Abs_T1,S1_overlap,T1_overlap
DMIC-TRZ,0.673,-0.6229468154830302,0.8272417534947509,0.0,-0.01820202575767064,0.0,0.0,0.012151168600743794,0.0,0.0,0.0,0.0,0.021107977901736005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013033862169967825,0.010496764214649245,0.0,0.0,-0.018105041987257143,0.0,0.011539125215938546,0.0,-0.02733750571558544,0.0,0.0,0.0,0.0,0.0,0.0
DMPA,0.9570000000000004,-0.1954657057322715,0.6366272436349285,0.0,0.0,0.0,0.015084057594682673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010648997092378206,0.0,0.014009809257777287,0.0,0.017178851906533926,0.0,0.0064521912252720574,0.0,0.0,0.01689111100524221,0.0,0.0,0.0,0.0,0.0,0.0,0.011506415398831949,0.009068960589778923,0.0,0.0,0.0,0.0,0.0,0.0
DMTAC,0.6629999999999998,-0.3106592788074148,0.48342127229614396,0.009284459545860853,0.012937004183845677,0.0,0.0,0.0,0.0040947663394120815,0.001431781955345467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007889487288610187,0.0,0.0,0.0005179081271144321,0.0,0.0,0.0027914028505691855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002591131637979971,0.0,0.0
DMeCzIPN,0.3799999999999999,0.03131678936467601,-0.09204445613883756,-0.00577569379514214,-0.004779287492334947,0.004721337195831636,0.0,0.0,0.0,0.0,0.008405098052574347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009554555655849246,0.0,0.0,0.0,0.0017267894160791866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009984324882664172,0.0,0.0,0.0,0.0017705478744252429,0.0,0.0
DNFPh,0.7189999999999999,-0.18841323986225053,0.33348739586875964,0.0,0.016867311161611387,0.0,0.0,0.013906754343000101,0.0,0.0,0.0,0.0,0.016453599081504903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00483489484860844,0.0,0.0,0.0,0.0,0.02133498793654966,0.0,0.0,0.0,0.0,0.0,0.0,0.013399133353951816,0.014485619242315027,0.0,0.008449738397461957,0.0
DPA,1.052,-0.12585153499111135,0.6288406424665288,0.0174013322034601,0.030455683228079213,0.0,0.0,0.0,0.0,0.0,0.0,0.010417673084610335,0.0,0.012655088907298596,0.0,0.004440470996724399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005259803147689789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006659004543712012,0.009032645310225573
DPA-DPQ,0.56,-0.23273988608181026,0.31790280739035676,0.00312008243323722,0.0009126691499375649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014109980353429192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015238588023959577,0.0,0.0,0.0,0.0,0.0,0.004820712230306667,0.0,0.0063905434514576346,0.007830363638845865,0.0,0.005230645620241686,0.0
DPAA,1.0499999999999998,-0.09901158237429163,0.5256827663091778,0.03556820761543231,0.04168372824995573,0.014483196831452237,0.0,0.0,0.0,0.0,0.0,0.0,0.012474109719611286,0.01733671434646073,0.010765474090170368,0.0,0.0,0.0,0.0,0.015276192844241844,0.0,0.011621302708258906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPACPhTPI,0.3860000000000001,0.11068958313448748,-0.13737407630477838,0.0,0.0,0.0,0.0,-0.0034099593200102793,0.0,0.0,0.0,-0.0013029896707665337,0.0,0.0,0.0,-0.004392779875089334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050421751187702665,-0.0018591556925230393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009679559540062438,-0.004928706652928978,0.0,0.0,0.0,-0.0005744980625364195
DPACpBr,0.407,0.4865231966309137,-0.5273147258309162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002823966729157336,0.0,0.0,0.0,0.0,0.0,-0.0027116624198310346,0.0,0.0,0.0,0.0,-0.001869257060167546,-0.003248454098716764,0.0,0.0,0.0,0.012973403673550973,0.0,-0.003599076191074384,-0.003971516241477824,-0.00378809370789461,0.0,0.0
DPCN,0.4560000000000004,0.17582114199485954,-0.18406622087784125,0.0,0.0,0.0,-0.01467188357137124,0.0,0.007370011908723156,0.0,-0.006006017154063141,0.0,0.0,0.0,0.004241626570793503,0.0,0.0,0.0,0.0,-0.014846881281014187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004879041196917894,0.0,0.0,0.0,0.0,0.009783759539715588,0.009588627356480499,0.0,0.0,0.0
DPE,0.383,-0.10683039352578635,0.08017709224192665,0.0,-0.010222505015851925,0.0,0.0008200051695255434,0.0,0.0,0.0,-0.003455061481659444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049735777307148565,0.0,0.0,0.0,0.0,0.0,-0.0015451296572592912,-0.0021160618228200454,0.0,-0.008111915377518458,-0.006120203997439081,0.0,0.0,0.0,0.0,0.0,0.0
DPE-DDMAc,0.2640000000000002,0.11065382512953705,-0.2351070080400175,-0.03348448203932217,-0.006579353368967418,0.0,-0.029502477944465158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030118688238528722,0.0,0.0,0.0,0.0,-0.0031731951784133914,-0.0030869524384815957,0.0,0.0,0.0,0.0,-0.002055904924618379,0.014465985714674483,0.0,0.0
DPE-DPXZ,0.3840000000000003,-0.09880395159419929,0.07198344457706625,0.0,-0.008200861073744901,0.0,0.0,-0.0020138595845388997,-0.006066492996685143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008565963709293066,-0.0035882200789788266,0.0,0.0,0.0,0.0,-0.0017642305383738885,0.0,0.0,0.0,-0.008827239777734605,-0.010423745970310842,0.0,0.0,0.0,0.0,0.0,0.0
DPF-AnCN,0.9259999999999996,0.0,0.2827789498926697,0.030564263445022537,0.02142978125029101,0.0,0.0,0.013540203545902782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178278991583733,0.01910465160442279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309693473382805,0.0,0.0,0.008673524443376537,0.0,0.0,0.0,0.03314981450661868,0.0,0.0,0.0,0.004331949026371185
DPFPhe,0.7309999999999999,-0.17793072877043878,0.34559756621636323,0.0,0.03883798009447146,0.0,-0.026961537864589685,0.0,0.0,0.011064929427746872,0.0,0.0,0.010108846427877547,0.0,0.0,0.0,0.0,0.0,0.005074064357779934,0.0032453970113340553,0.0,0.0,0.0,0.0,0.011109028999509593,0.0,0.0,0.0,0.010168106835958554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPIBPZ-DPXZ,0.2640000000000002,-0.21391831106407144,0.18157471357599642,-0.007620628069741063,-0.015841691206132758,0.0,-0.008367171210149186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076616175696343665,0.0,-0.016005563753866855,0.0,-0.010422087302102673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019997554918594212,0.0,0.0,-0.009764165921734617,0.0,0.0,0.0
DPNC,0.4519999999999999,-0.20478623893532982,0.20612753663518063,0.0,-0.010755503842618218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004189885916648034,0.0,0.00579412323372758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005385969874616349,-0.004502518875096918,-0.0030535753457375785,0.003625195957441509,0.0,0.0,-0.0030448354270443127,0.0
DPP-PXZ,0.2549999999999999,-0.6275344121644966,0.5286701138566403,0.0,-0.02946928548776166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011944117695711768,0.0,-0.008745389908826381,0.0,-0.012216946690909896,0.0,-0.009593724319597124,-0.007255677089604784,-0.017964758441197673,0.0,0.0,0.0,0.0,0.0,-0.015426440890245289,0.0
DPPP,0.8169999999999997,-0.05761715088233824,0.3487393545226456,0.012879948171861446,0.027558504371943297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005023527919053842,0.0,0.0,0.011085038674667825,0.0,0.0,0.0,0.0,0.002556772272395147,0.0,0.0,0.0,0.0,0.0,0.0,0.011650339357890952,0.007494636405324202,0.0,0.0,0.0,0.0,0.003918261220170232,0.0
DPPSPF,0.7399999999999998,0.5920334716803376,-0.4339084441303531,0.031146958021859336,0.029232940707226457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020899053477539376,0.00593719136038473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011696209006208612,0.0,0.0,0.0,0.0,0.00451619730780982,0.009718983732789125,0.0,0.008123951243767346,0.0,0.0,0.0,0.0
DPQ-DMAC,0.1230000000000002,-0.20985869116375813,0.0,-0.01866609801591203,-0.04298363013946368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007096021074858572,0.0,0.0,0.0,0.0,0.0,0.0,-0.00644173299237022,0.0,0.0,-0.003473453921346041,0.0,0.0,0.0,0.0,0.0,-0.01001158693003288,-0.01667108938709525,-0.010984856830036322,0.0,-0.01486661814054523,0.0,0.0,0.0
DPQ-PXZ,0.2100000000000004,-0.43058145316393664,0.31632523793658973,-0.028246498507612426,-0.044115516519934825,0.0,0.0,0.0,-0.011839068203179022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00819989213601026,-0.00825142863734335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007889482356460347,0.0,0.0,-0.0138375463635488,-0.02727218563921707,0.0,0.0,0.0,0.0,0.0,0.0
DPS-PXZ,0.3779999999999996,-0.03252355868097748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017582800926754655,0.0,0.0,-0.002938363375974108,0.0,0.0,0.0,0.0,-0.015433980933873291,-0.005992388865212587,0.0,0.0,0.0,-0.005420231298187061,0.0,-0.0031211769002464705,-0.006546875391278185,0.0,0.0,0.0,0.0,0.0,-0.002781402487428337,0.0,0.0,-0.004479190924027118,0.0,0.0,0.0,0.0,0.0
DPTPEA,0.5709999999999997,0.0361838837502351,0.05023749023586101,0.00668932712801606,0.006628226402951699,0.0,0.008190218917187374,0.0028450268684801763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029902125898028514,0.0,0.0,0.0,0.0031467566383598907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006444897731783626,0.0,0.0,0.0,0.004007045422103133,0.0,0.0,0.0
DPVBi,0.649,0.1697938459996903,-0.06638860772507188,0.04248873733463356,0.04052956366970138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049667503306793145,0.012141183806987914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009018597644617146,0.0,0.0,0.0,0.03938160396002001,0.0,0.0,0.0,0.04035579992035163,0.0,0.0,0.019692119795350908,0.0,0.0,0.0,0.0
DPXZ-DPPM,0.266,-0.4236909256450845,0.28968107903294055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007412653768465214,0.0,0.0,0.0,0.0,0.0,-0.003212403781892313,-0.0016217900182104172,0.0,-0.007483390492924209,0.0,0.0,0.0,0.0,-0.0019656709493974284,0.0,0.0,-0.004889973942473697,0.0,0.0,0.0,0.0,-0.022722428093646708,0.0,0.0,0.0,-0.007978059196415817,0.0,0.0
DPhBCz,0.48,0.3020820472639721,-0.29033435041681505,0.003950663130100604,-0.005199264849689038,0.0,0.0038671739275665884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019314442626084775,0.0,0.0,0.002752564348303688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003314394414513093,0.0,-0.004630610977171063,0.0,0.0,0.00858973466543685,0.0,0.0,0.0,0.0,0.0,0.0
DPimdPPA,0.7480000000000002,-0.0147025249564402,0.2077352255871387,0.010379029855569695,0.012630353723958414,0.0,0.002550680867301028,0.0,0.0,0.0,0.0,0.0,0.0029647412658050957,0.0,0.0,0.0,0.0,0.0,0.0,0.00811408517120943,0.004970827494542618,0.007112126810836034,0.0,0.0,0.0,0.0,0.0,0.01561097301783999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DQP,0.06,-0.11351894656681796,-0.10624784482929125,0.0,0.0,0.0,0.0,0.0,0.0,-0.01193660420295316,0.0,-0.010058693477160457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01750081441731431,0.0,-0.014515681980186101,-0.04225968072499337,-0.021420206387101164,0.0,0.0,0.0,-0.03567944747983486,0.0,0.0,-0.01066946741076793
DTPCZPYTZ,0.8980000000000001,0.06702482588592881,0.1555189000011844,0.03803412551911157,0.04693341854065473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012554939882011599,0.0,0.0,0.0,0.0,0.0,0.0,0.015307410095615108,0.024760028049306087,0.0,0.0,0.0,0.0,0.0,0.0,0.041963189019658745,0.0,0.0,0.0,0.01671271554445461,0.0,0.0,0.0,0.0,0.0,0.014988734718230146,0.0
DTPCZTZ,0.4140000000000001,0.2541580322306185,-0.2865494577899803,0.006140170587018174,-0.01166302513408413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001274263364772855,0.0,0.00308643912734963,-0.0037045800108306015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005533722337555698,0.004309849222546069,0.0,0.008420764080181786,0.0,0.0,0.0,0.0
DTPTCzDP-CN,0.415,-0.1345762926255442,0.10970568486914861,0.0,-0.010652396349335843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004401070499651179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002375865326405782,0.0,0.0,0.0,0.006153130828009594,-0.014607818473210412,0.0,0.0,0.008153296355781773,-0.016923866683713755,0.0047472030661913946,0.0
DTRZSFX,0.621,0.33632482761697835,-0.23680597951250115,0.017739543278936714,0.022790078938945645,0.0,0.0,-0.0012681899422527147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027827898088096936,0.0,0.0,0.0,0.0,0.004486678115704585,0.0,0.0,0.01377091595686809,0.008451710828361719,0.0,0.0,0.0,0.0,0.00334033035022687,0.0
DTXO-TPA2,0.512,-0.03431440221819267,0.04842690461320562,0.0,0.0,0.011154987254092301,0.0,0.0,0.0,0.0,-0.01690244189235073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027418336012119432,0.0,0.0,0.0,0.0,0.0025547205730247075,0.0035417497132124425,0.009141207969927612,0.0027443503398566224,0.0,0.014197161190956771,0.0
DV-3CzCN,0.3540000000000001,0.21346416327537746,-0.30042408235505746,0.0,0.0,0.0,0.0,0.0,-0.0031317693805486104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00352689213146877,0.0,0.0,0.0,0.0,0.0,-0.003539784286189092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004789212516727577,0.006872382115243811,0.0,0.0,0.005617967555843662,-0.00598394737056863,-0.004156383503531004,0.0
DVCz-2CzCN,0.3900000000000001,0.31725656567935095,-0.3750060485023218,0.0,-0.0066315968884817405,0.0,0.0,0.0,-0.003074184238847693,0.0,0.0,0.0,0.0,0.00031261803109356985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010830099817035551,0.0,0.0,0.0,0.0,0.0,-0.0016242419557583217,-0.01026107823608613,0.0,-0.002651934623161059,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013367236039659254
DiCz-Sac,0.3289999999999997,0.15559557688268635,-0.25999753723814467,0.0,-0.011180461975672405,0.0,0.007594420019549984,0.0,0.0,0.0,-0.004151405826847731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003177715709594208,0.0,0.0,0.0,-0.007254361362595411,0.0,-0.0030157444898387528,0.007800252678515726,0.0,0.0031015448807000107,0.0,0.0,0.0,0.0
Diphenylsulfane,0.1779999999999999,0.4492762800250161,-0.6402341019227725,-0.011159127391136295,0.02319758649705228,-0.010532792373972581,-0.03452743803326455,0.0,0.0,-0.011322852719209514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008086888054814697,0.0,0.0,-0.008168984663180077,0.0,0.0,-0.014326606327073298,0.0,0.0
DmPy-PPI,0.407,0.1443935827020341,-0.17613814871086092,0.0,0.0,0.0,0.0,-0.0069115865267422505,0.0,0.0,0.0,-0.009831110384761409,0.0,0.0,0.0,-0.007937325959574741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009689259326283653,0.008494752735803858,0.0,0.009238152244402206,0.0,0.0,0.0,0.0,0.0,0.010351641163379648,0.0,0.0,0.0,0.0,-0.009493258105134662,0.0
DpAn-BzAc,0.5349999999999997,0.01845288735097433,0.0,0.0,0.0,0.0,0.0,0.0,0.004650767212696365,0.004198114906458466,0.00310736676664663,-0.007890550714630911,0.0,0.0,0.0,0.0014719619749656247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005030643215853351,0.0,0.0,0.0,0.0,0.0,-0.009641683033447118,0.0,0.002951938497201508,0.0,0.0,0.0,0.0025476501848597957
DphAn-Br,-0.0059999999999997,0.25187560879544696,-0.6253346845375378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012013210951453435,-0.010741023140251845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014145112438652581,0.0,0.0,0.0,-0.0029986343895312064,0.0,-0.010875071551784164,0.0,0.0,-0.008735415659090251,0.0,0.0,-0.012631986451619134,-0.004489402071217135,0.0,0.0,0.0
D–A–D,0.076,-0.15253812183377674,-0.09662361507176488,0.0,0.0,-0.00952522554663425,0.0,0.0,-0.0047817767701219815,0.0,-0.0074801450616616225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006437683325035838,0.0,-0.0068618081828471875,0.0,0.0,0.0,-0.01846960795395741,0.0,0.0,0.0,-0.014243266215007867,-0.002912449366294518,0.0,0.0
E-o-DHMPA,1.005,-0.10974197319602738,0.4212729720162851,0.04526397832520366,0.06706476787631374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004805366254503346,0.0,0.019055055454126526,0.012899691247897116,0.0,0.0,0.0,0.0,0.0,0.0,0.042222971090689274,0.0,0.0,0.0,0.014607412380263307,0.0,0.0,0.023476971798874164,0.0,0.0,0.0,0.0
ECDPTT,0.645,0.13169073569898346,0.009758078595908739,0.007329634119068986,0.016966247792933705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007987940155257839,0.0,0.0,0.0,0.0,0.0,0.003152774950683461,0.005376618573585512,0.0,0.0,0.0,0.0,0.0,0.007507096694000936,0.0,0.0,0.006928595051288344,0.0,0.0,0.0,0.0,0.004725794787917324,0.0
Et3SiH,0.609,0.1234923352532892,-0.09595209085388672,0.014087726374789028,0.0,0.0,0.0,0.0,0.026691351047495416,0.01366174087033051,0.01741512041564809,0.0,0.0,0.0,0.017495535803977714,0.0,0.0,0.0,0.0,0.0,0.015626403220254572,0.0,0.0,0.0,0.006024826597800221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006918360970592892,0.0
F-2CzB,0.4290000000000002,0.22913144306891897,-0.2644070067107964,0.007364165273152274,-0.013968920446790344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006819580309170091,0.0,0.0,0.0,0.0,0.0,0.0,0.008769696120631746,0.0,0.0023256101149707747,0.0,0.010193902288011134,0.004614079689814852,0.0,0.008296333561481444,0.0,0.0,0.0,0.0
F2AcBO,0.3980000000000001,0.03504758020398764,-0.07006010384684659,-0.009413824249581204,-0.00770538360494634,0.0,-0.013317433599201782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012042133724657587,0.0,0.0,0.013164741645667681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003339482121952647,0.0,0.0,0.0014765285002638917
F2PA,0.4889999999999999,0.04466897188505908,-0.024860877913444334,0.0,0.021021754724312145,0.00818418847197874,-0.010956953303692547,0.0,0.0,0.001868616303822405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00885181408279539,0.005476838369215739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034134438645774924,0.0,0.0,0.0,0.004896246496437867,0.0,0.0,0.0
FAC,0.621,0.44036265387564877,-0.3231110370584852,0.0,0.0,0.0,0.0,0.0,0.005579110659619197,0.005717036995258412,0.0,0.0,0.0,0.0,0.0,0.0,0.003846140062304916,0.002501903093480909,0.0,0.0,0.004509982813921595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030036886929370814,0.0,0.0,0.00947556394084505,0.0,0.0,0.00531776621399028,0.0,0.0,0.0
FAPbCl3,0.383,0.5626695554970643,-0.6457354806961854,0.0,0.018975782769082492,0.0,-0.019213050779936857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006791151271941003,0.0065694307863413725,0.014364592227287282,0.0,0.0,0.0,0.003157351376901745,0.0,0.006733080260312552,0.0,0.0,0.0,-0.014934476459253183,0.0,0.0,0.0,0.0,0.0,0.0
FDQPXZ,0.2179999999999999,-0.5868755876908432,0.4518453163303074,-0.010503115974993283,-0.026453036692330546,0.0,0.0,-0.005325233507221638,0.0,0.0,0.0,-0.005630892514817309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013264528266310513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01030061181210425,0.0,-0.013498506724670317,0.0,-0.005684427869967389,0.0
FSF4A,0.3700000000000001,0.04607988798962672,-0.0952102603089445,0.0,0.0,0.007424993457127987,0.0,0.003585295119848635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019998551861880747,0.0,0.0,0.013393594178836263,0.0,0.0,0.0,0.0,-0.0025405447826717803,0.0,0.0,-0.0021658733065212515,0.0,0.0,0.0,0.0,-0.018156007615131062,-0.006417361114100601,0.0,0.0
FTAT-FBO,0.0179999999999997,0.526662650276484,-0.8048608727884017,0.0,-0.013453805002207176,-0.018078392961507816,0.0,0.0,0.0,0.0,0.0,-0.01197541291787658,0.0,0.0,0.0,-0.016497723974274577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006662803126911375,0.0,0.0,0.0,0.0,0.0,0.0,-0.0246025782624878,-0.013932373126669648,0.0,0.0,0.0,-0.04260669153889302,0.0,0.0,0.0
Fene,0.1879999999999997,-0.40879373184458156,0.21626051778476799,-0.013455461206921112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004319124846310151,0.0,0.0,0.0,-0.005951392113191147,0.0,0.0,0.0,-0.005683738296112636,0.0,0.0,-0.005957353973552043,0.0,0.0,0.0,0.0,0.0,-0.0068322767317464195,-0.014014592408249923,0.0,0.0,-0.006863835195732424,0.0,0.0,0.0,0.0
Fens,0.3250000000000002,-0.22860865311591055,0.154969327093143,-0.011788141138021986,-0.004069980501520331,0.0,-0.013065837499620508,0.0,0.0,0.0,3.563963026483672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021377919536276773,0.0,0.0,-0.006864343888546403,-0.0030913709235428355,0.0,0.0,-0.00419091119908156,0.0,0.0,0.0
FlCz,0.3250000000000002,0.18560831264897995,-0.29181267149202367,0.0,0.0,0.0,0.007531567546489817,0.0,0.0,0.0,0.0,-0.0040101575024730956,0.0,0.0,0.0,0.003413093483379523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004390248858489021,0.0,0.0,0.0,0.0,0.0,-0.0022674272523858525,0.0,-0.006268620545563404,0.0,0.0,-0.003352107000305535,-0.0036515269372724584,0.0,0.0,0.0
H4TCPE,0.4130000000000002,0.7170086629093688,-0.748636159942851,0.0,0.009220885743774155,-0.004478488624600836,-0.02005210745314378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013022627159115594,0.0,0.0,0.0,0.0,-0.0027091994976181644,-0.0012514670597207579,-0.007512887615263835,0.0,-0.005686937276968911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAP-3MF,0.0830000000000001,-0.13410222551942738,-0.09727348219876979,-0.03791190355082632,-0.049898527548201344,0.0,0.0,-0.009825300630134641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008981192521578238,-0.004431111314472366,0.0,0.0,-0.0043411313607398805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007692356320096755,0.0,0.0,0.0,0.0,0.0,-0.006351266538631184,0.0
HDP,0.0969999999999999,-0.3607280296716314,0.1402846376160298,0.0,-0.00922508813845052,0.0,0.0,0.0,0.0,-0.00903418365832509,0.0,0.0,-0.011737231625426494,-0.004881175271208821,0.0,0.0,0.0,-0.016784819702097845,0.0,-0.020202592171218114,-0.023070059904542983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031850220971426875,0.0,0.0,0.0
