molecule_id,SMILES_canonical,source,MW,MW,LogP,n_aromatic_rings,n_aromatic_rings,n_heteroatoms,n_heteroatoms,n_rotatable_bonds,n_rotatable_bonds,n_hbd,n_hba,tpsa,n_rings,n_atoms
MOL_007971,CNC(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1OC,PubChem_filtered,487.34,487.34,3.96,3.0,3,8.0,8,8.0,8,1,6,101.49,3,33
MOL_007972,CN(C)C(=O)Nc1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,520.8,520.8,5.34,3.0,3,8.0,8,7.0,7,1,5,95.5,3,34
MOL_007973,COC(=O)Nc1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,507.76,507.76,5.42,3.0,3,8.0,8,7.0,7,1,6,101.49,3,33
MOL_007974,CC(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,476.75,476.75,5.45,3.0,3,6.0,6,7.0,7,0,5,80.23,3,31
MOL_007975,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(C)=O)c(Cl)c2)n1,PubChem_filtered,506.77,506.77,5.45,3.0,3,7.0,7,8.0,8,0,6,89.46,3,33
MOL_007976,CC(=O)Nc1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,491.76,491.76,5.2,3.0,3,7.0,7,7.0,7,1,5,92.26,3,32
MOL_007977,CN(C)C(=O)N(C)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,534.83,534.83,5.36,3.0,3,8.0,8,7.0,7,0,5,86.71,3,35
MOL_007978,CN(C)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,477.78,477.78,5.31,3.0,3,6.0,6,7.0,7,0,5,66.4,3,31
MOL_007979,CN(C)C(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)c(F)c1,PubChem_filtered,489.33,489.33,4.43,3.0,3,7.0,7,7.0,7,0,5,83.47,3,33
MOL_007980,CCC(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,490.77,490.77,5.84,3.0,3,6.0,6,8.0,8,0,5,80.23,3,32
MOL_007981,CCC(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2nccc(OC)n2)cc1Cl,PubChem_filtered,520.8,520.8,5.84,3.0,3,7.0,7,9.0,9,0,6,89.46,3,34
MOL_007982,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N(C)C)cc2)n1,PubChem_filtered,501.37,501.37,4.3,3.0,3,8.0,8,8.0,8,0,6,92.7,3,34
MOL_007983,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N3CCCC3)cc2)n1,PubChem_filtered,527.41,527.41,4.83,3.0,3,8.0,8,8.0,8,0,6,92.7,4,36
MOL_007984,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N(C)C)c(Cl)c2)n1,PubChem_filtered,535.82,535.82,4.95,3.0,3,8.0,8,8.0,8,0,6,92.7,3,35
MOL_007985,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N3CCOCC3)c(Cl)c2)n1,PubChem_filtered,577.85,577.85,4.72,3.0,3,9.0,9,8.0,8,0,7,101.93,4,38
MOL_007986,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)c(OC)c2)n1,PubChem_filtered,503.34,503.34,3.71,3.0,3,9.0,9,9.0,9,1,7,124.71,3,34
MOL_007987,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc2)n1,PubChem_filtered,473.32,473.32,3.7,3.0,3,8.0,8,8.0,8,1,6,115.48,3,32
MOL_007988,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)O)c(Cl)c2)n1,PubChem_filtered,474.3,474.3,4.3,3.0,3,8.0,8,8.0,8,1,6,109.69,3,32
MOL_007989,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)N(C)C)c(Cl)c2)n1,PubChem_filtered,501.37,501.37,4.3,3.0,3,8.0,8,8.0,8,0,6,92.7,3,34
MOL_007990,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)N3CCOCC3)c(Cl)c2)n1,PubChem_filtered,543.41,543.41,4.07,3.0,3,9.0,9,8.0,8,0,7,101.93,4,37
MOL_007991,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(N)=O)c(Cl)c2)n1,PubChem_filtered,473.32,473.32,3.7,3.0,3,8.0,8,8.0,8,1,6,115.48,3,32
MOL_007992,NC(=O)c1ccc(N(Cc2cccc(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,443.29,443.29,3.69,3.0,3,7.0,7,7.0,7,1,5,106.25,3,30
MOL_007993,CCN(CC)C(=O)c1ccc(N(Cc2cccc(Cl)c2)C(=O)CC(=O)c2ncccn2)cc1Cl,PubChem_filtered,499.4,499.4,5.07,3.0,3,7.0,7,9.0,9,0,5,83.47,3,34
MOL_007994,O=C(CC(=O)N(Cc1cccc(Cl)c1)c1ccc(C(=O)O)c(Cl)c1)c1ncccn1,PubChem_filtered,444.27,444.27,4.29,3.0,3,7.0,7,7.0,7,1,5,100.46,3,30
MOL_007995,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)O)cc2)n1,PubChem_filtered,439.86,439.86,3.64,3.0,3,8.0,8,8.0,8,1,6,109.69,3,31
MOL_007996,Cc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc2)n1,PubChem_filtered,458.3,458.3,4.6,3.0,3,7.0,7,7.0,7,1,5,100.46,3,31
MOL_007997,CNC(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2nccc(OC)n2)cc1Cl,PubChem_filtered,521.79,521.79,4.61,3.0,3,8.0,8,8.0,8,1,6,101.49,3,34
MOL_007998,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)N(C)C)cc2)n1,PubChem_filtered,466.93,466.93,3.65,3.0,3,8.0,8,8.0,8,0,6,92.7,3,33
MOL_007999,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(N)=O)cc2)n1,PubChem_filtered,438.87,438.87,3.04,3.0,3,8.0,8,8.0,8,1,6,115.48,3,31
MOL_008000,COc1ccnc(C(=O)CC(=O)N(Cc2cccc(Cl)c2)c2ccc(C(=O)N3CCOCC3)cc2)n1,PubChem_filtered,508.96,508.96,3.42,3.0,3,9.0,9,8.0,8,0,7,101.93,4,36
MOL_008001,Cc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)c(Cl)c2)n1,PubChem_filtered,491.76,491.76,4.65,3.0,3,7.0,7,7.0,7,1,5,106.25,3,32
MOL_008002,CN(CCN1CCOCC1)S(=O)(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)c1,PubChem_filtered,606.53,606.53,3.54,3.0,3,11.0,11,11.0,11,0,8,113.01,4,40
MOL_008003,NS(=O)(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)c1,PubChem_filtered,479.35,479.35,3.24,3.0,3,9.0,9,7.0,7,1,6,123.32,3,31
MOL_008004,CN(C)c1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c2)n1,PubChem_filtered,487.34,487.34,4.35,3.0,3,8.0,8,8.0,8,1,6,103.7,3,33
MOL_008005,CC(C)(C)NS(=O)(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccn2)c1,PubChem_filtered,535.45,535.45,4.67,3.0,3,9.0,9,8.0,8,1,6,109.33,3,35
MOL_008006,CN(C)C(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)C(F)C(=O)c2ncccn2)c1,PubChem_filtered,489.33,489.33,4.24,3.0,3,7.0,7,7.0,7,0,5,83.47,3,33
MOL_008007,COc1cc(OC)nc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2cccc(C(=O)N(C)C)c2)n1,PubChem_filtered,531.4,531.4,4.31,3.0,3,9.0,9,9.0,9,0,7,101.93,3,36
MOL_008008,COc1cc(OC)nc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc2)n1,PubChem_filtered,504.33,504.33,4.31,3.0,3,9.0,9,9.0,9,1,7,118.92,3,34
MOL_008009,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc2OC)n1,PubChem_filtered,504.33,504.33,4.31,3.0,3,9.0,9,9.0,9,1,7,118.92,3,34
MOL_008010,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)N(C)C)cc2OC)n1,PubChem_filtered,531.4,531.4,4.31,3.0,3,9.0,9,9.0,9,0,7,101.93,3,36
MOL_008011,CN(C)C(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2ncccc2O)c1,PubChem_filtered,486.36,486.36,4.6,3.0,3,7.0,7,7.0,7,1,5,90.81,3,33
MOL_008012,CN(C)c1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc2)n1,PubChem_filtered,487.34,487.34,4.35,3.0,3,8.0,8,8.0,8,1,6,103.7,3,33
MOL_008013,CN(C)C(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)C(C(=O)c2ncccn2)C(=O)N(C)C)c1,PubChem_filtered,542.42,542.42,3.61,3.0,3,9.0,9,8.0,8,0,6,103.78,3,37
MOL_008014,COc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c2)n1,PubChem_filtered,474.3,474.3,4.3,3.0,3,8.0,8,8.0,8,1,6,109.69,3,32
MOL_008015,CN(C)C(=O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2nccc(N(C)C)n2)cc1,PubChem_filtered,514.41,514.41,4.36,3.0,3,8.0,8,8.0,8,0,6,86.71,3,35
MOL_008016,CN(C)C(=O)c1cccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2nccc(=O)[nH]2)c1,PubChem_filtered,487.34,487.34,3.58,3.0,3,8.0,8,7.0,7,1,5,103.44,3,33
MOL_008017,CC(C)(C)Oc1ccnc(C(=O)CC(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc2)n1,PubChem_filtered,516.38,516.38,5.47,3.0,3,8.0,8,8.0,8,1,6,109.69,3,35
MOL_008018,O=C(O)c1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)c2nccc(=O)[nH]2)cc1,PubChem_filtered,460.27,460.27,3.58,3.0,3,8.0,8,7.0,7,2,5,120.43,3,31
MOL_008019,CN(C)c1nc(Cc2c(Cl)cccc2Cl)nc(N(c2ccc(C#N)cc2)c2ccc(C#N)cc2)n1,PubChem_filtered,500.39,500.39,6.05,4.0,4,7.0,7,6.0,6,0,7,92.73,4,35
MOL_008020,CC(C)(C)OC(=O)C(=O)CC(=O)N(CCCc1ccccc1)c1ccc2ncccc2c1,PubChem_filtered,432.52,432.52,4.5,3.0,3,6.0,6,8.0,8,0,5,76.57,3,32
MOL_008021,CC(C)(C)OC(=O)C(=O)CC(=O)N(Cc1ccc2ccc(C#N)cc2c1)c1ccc(Cl)c(Cl)c1,PubChem_filtered,497.38,497.38,5.85,3.0,3,6.0,6,6.0,6,0,5,87.47,3,34
MOL_008022,CN(C)C(=O)c1cc(C#N)cc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CC(=O)C(=O)OC(C)(C)C)c1,PubChem_filtered,518.4,518.4,4.4,2.0,2,8.0,8,7.0,7,0,6,107.78,2,35
MOL_008023,CCC(C)(C)OC(=O)C(=O)CC(=O)N(Cc1ccc(Cl)c(Cl)c1)c1cc(C#N)cc(C(=O)N(C)C)c1,PubChem_filtered,532.42,532.42,4.79,2.0,2,8.0,8,9.0,9,0,6,107.78,2,36
MOL_008024,O=C1c2ccc(N3CCNCC3)cc2-n2c1nc1ccccc1c2=O,PubChem_filtered,332.36,332.36,1.34,3.0,3,6.0,6,1.0,1,1,5,67.23,5,25
MOL_008025,CN1CCN(c2cc3nc4n(c(=O)c3cc2F)-c2ccc(F)cc2C4=O)CC1,PubChem_filtered,382.37,382.37,1.96,3.0,3,6.0,6,1.0,1,0,5,58.44,5,28
MOL_008026,CC(C)(C)OC(=O)N1CCN(c2cc3nc4n(c(=O)c3cc2F)-c2ccc(I)cc2C4=O)CC1,PubChem_filtered,576.37,576.37,3.73,3.0,3,8.0,8,1.0,1,0,6,84.74,5,34
MOL_008027,CC1CN(C(=O)OC(C)(C)C)CCN1c1cc2nc3n(c(=O)c2cc1F)-c1ccc(I)cc1C3=O,PubChem_filtered,590.39,590.39,4.12,3.0,3,8.0,8,1.0,1,0,6,84.74,5,35
MOL_008028,O=C1c2cc(I)ccc2-n2c1nc1cc(N3CCNCC3)c(F)cc1c2=O,PubChem_filtered,476.25,476.25,2.08,3.0,3,6.0,6,1.0,1,1,5,67.23,5,27
MOL_008029,CC1CN(c2cc3nc4n(c(=O)c3cc2F)-c2ccc(I)cc2C4=O)CCN1,PubChem_filtered,490.28,490.28,2.47,3.0,3,6.0,6,1.0,1,1,5,67.23,5,28
MOL_008030,CC1CN(c2cc3nc4n(c(=O)c3cc2F)-c2ccc(C(=O)O)cc2C4=O)CCN1,PubChem_filtered,408.39,408.39,1.57,3.0,3,8.0,8,2.0,2,2,6,104.53,5,30
MOL_008031,CN(CCO)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(Cl)ccc1-3,PubChem_filtered,355.78,355.78,2.01,3.0,3,6.0,6,3.0,3,1,5,75.43,4,25
MOL_008032,O=C1c2cc(Cl)ccc2-n2c1nc1cc(N3CCOCC3)ccc1c2=O,PubChem_filtered,367.79,367.79,2.42,3.0,3,6.0,6,1.0,1,0,5,64.43,5,26
MOL_008033,O=C1c2cc(Cl)ccc2-n2c1nc1cc(N3CCCCC3)ccc1c2=O,PubChem_filtered,365.82,365.82,3.57,3.0,3,5.0,5,1.0,1,0,4,55.2,5,26
MOL_008034,CCN(CCN(C)C)c1ccc2nc3n(c(=O)c2c1)-c1ccc(Cl)cc1C3=O,PubChem_filtered,396.88,396.88,2.97,3.0,3,6.0,6,5.0,5,0,5,58.44,4,28
MOL_008035,CCCCCN(CCCCC)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(Cl)ccc1-3,PubChem_filtered,437.97,437.97,5.77,3.0,3,5.0,5,9.0,9,0,4,55.2,4,31
MOL_008036,CN(CC(=O)O)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(Cl)ccc1-3,PubChem_filtered,369.76,369.76,2.1,3.0,3,7.0,7,3.0,3,1,5,92.5,4,26
MOL_008037,CN(CCOC(=O)CCC(=O)O)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(Cl)ccc1-3,PubChem_filtered,455.85,455.85,2.43,3.0,3,9.0,9,7.0,7,1,7,118.8,4,32
MOL_008038,CN(CCO)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(F)ccc1-3,PubChem_filtered,339.33,339.33,1.5,3.0,3,6.0,6,3.0,3,1,5,75.43,4,25
MOL_008039,CCCCCCCCc1ccc2c(c1)C(=O)c1nc3cc(N(C)CCO)ccc3c(=O)n1-2,PubChem_filtered,433.55,433.55,4.26,3.0,3,6.0,6,10.0,10,1,5,75.43,4,32
MOL_008040,CCCCCCCCc1ccc2c(c1)C(=O)c1nc3cc(N4CCN(C)CC4)ccc3c(=O)n1-2,PubChem_filtered,458.61,458.61,4.58,3.0,3,6.0,6,8.0,8,0,5,58.44,5,34
MOL_008041,CN(CCO)c1ccc2c(=O)n3c(nc2c1)C(=O)c1cc(OC(F)(F)F)ccc1-3,PubChem_filtered,405.33,405.33,2.26,3.0,3,7.0,7,4.0,4,1,6,84.66,4,29
MOL_008042,Cc1ccnc(-c2ccc(C=C3SC(=S)N(c4ccc(C(=O)O)cc4)C3=O)o2)c1,PubChem_filtered,422.49,422.49,4.75,3.0,3,8.0,8,4.0,4,1,6,83.64,4,29
MOL_008043,O=C(O)c1ccc(N2C(=O)C(=Cc3ccc(-c4ncc(C(F)(F)F)cc4Cl)o3)SC2=S)cc1,PubChem_filtered,510.9,510.9,6.12,3.0,3,8.0,8,4.0,4,1,6,83.64,4,33
MOL_008044,O=C(O)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(C(F)(F)F)cn4)o3)SC2=S)cc1,PubChem_filtered,476.46,476.46,5.46,3.0,3,8.0,8,4.0,4,1,6,83.64,4,32
MOL_008045,Cc1cc(C)nc(-c2ccc(C=C3SC(=S)N(c4ccc(C(=O)O)cc4)C3=O)o2)c1,PubChem_filtered,436.51,436.51,5.06,3.0,3,8.0,8,4.0,4,1,6,83.64,4,30
MOL_008046,O=C(O)c1ccc(N2C(=O)C(=Cc3ccc(-c4c(F)c(F)nc(F)c4F)o3)SC2=S)cc1,PubChem_filtered,480.42,480.42,5.0,3.0,3,8.0,8,4.0,4,1,6,83.64,4,32
MOL_008047,Cc1ccc(-c2ccc(C=C3SC(=S)N(c4ccc(C(=O)O)cc4)C3=O)o2)nc1,PubChem_filtered,422.49,422.49,4.75,3.0,3,8.0,8,4.0,4,1,6,83.64,4,29
MOL_008048,Cc1ccnc(C=C2SC(=S)N(c3ccc(C(=O)O)cc3)C2=O)c1,PubChem_filtered,356.43,356.43,3.49,2.0,2,7.0,7,3.0,3,1,5,70.5,3,24
MOL_008049,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=O)OC[C@@H]4C=C[C@H](n5cc(C)c(=O)[nH]c5=O)O4)CC3)cc21,PubChem_filtered,583.57,583.57,0.84,3.0,3,13.0,13,8.0,8,2,9,156.17,5,42
MOL_008050,Cc1cn([C@H]2C=C[C@@H](COC(=O)CN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)O2)c(=O)[nH]c1=O,PubChem_filtered,595.58,595.58,1.15,3.0,3,13.0,13,8.0,8,2,9,156.17,6,43
MOL_008051,CCN1c2ccccc2N(CCc2ccccc2)C1CC#N,PubChem_filtered,291.4,291.4,3.82,2.0,2,3.0,3,5.0,5,0,3,30.27,3,22
MOL_008052,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)cc32)c(F)cc1F,PubChem_filtered,406.32,406.32,1.26,3.0,3,8.0,8,3.0,3,3,6,121.68,4,29
MOL_008053,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(F)c32)c(F)cc1F,PubChem_filtered,424.31,424.31,1.4,3.0,3,8.0,8,3.0,3,3,6,121.68,4,30
MOL_008054,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)cc32)c(F)cc1F,PubChem_filtered,405.34,405.34,1.23,3.0,3,8.0,8,3.0,3,3,6,127.47,4,29
MOL_008055,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(F)c32)c(F)cc1F,PubChem_filtered,423.33,423.33,1.37,3.0,3,8.0,8,3.0,3,3,6,127.47,4,30
MOL_008056,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(Cl)c32)c(F)cc1F,PubChem_filtered,439.78,439.78,1.88,3.0,3,8.0,8,3.0,3,3,6,127.47,4,30
MOL_008057,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(Br)c32)c(F)cc1F,PubChem_filtered,484.23,484.23,1.99,3.0,3,8.0,8,3.0,3,3,6,127.47,4,30
MOL_008058,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC[C@H](N)C4)c(F)c32)c(F)cc1F,PubChem_filtered,437.35,437.35,1.76,3.0,3,8.0,8,3.0,3,3,6,127.47,4,31
MOL_008059,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)c(F)c32)c(F)cc1F,PubChem_filtered,437.35,437.35,1.63,3.0,3,8.0,8,3.0,3,3,6,113.48,4,31
MOL_008060,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,PubChem_filtered,383.45,383.45,2.23,2.0,2,7.0,7,4.0,4,2,5,83.8,5,28
MOL_008061,COc1c(N2CCNC(C)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,PubChem_filtered,357.41,357.41,1.84,2.0,2,7.0,7,4.0,4,2,5,83.8,4,26
MOL_008062,CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,PubChem_filtered,327.38,327.38,1.79,2.0,2,6.0,6,3.0,3,1,4,65.78,4,24
MOL_008063,NC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,PubChem_filtered,347.8,347.8,2.23,2.0,2,6.0,6,3.0,3,2,4,88.56,4,24
MOL_008064,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Br)c32)c(F)cc1F,PubChem_filtered,485.22,485.22,2.03,3.0,3,8.0,8,3.0,3,3,6,121.68,4,30
MOL_008065,CC(=O)OCC(=O)N(C)c1ccc(-c2cnc(Nc3ccc4c(C#N)cn(C)c4c3)o2)cc1,PubChem_filtered,443.46,443.46,3.97,4.0,4,9.0,9,6.0,6,1,7,113.39,4,33
MOL_008066,COc1ccc2nc3cc(Cl)ccc3c(NCCCN)c2c1,PubChem_filtered,315.8,315.8,3.81,3.0,3,4.0,4,5.0,5,2,4,60.17,3,22
MOL_008067,COc1ccc2nc3cc(Cl)ccc3c(NCCCCN)c2c1,PubChem_filtered,329.83,329.83,4.2,3.0,3,4.0,4,6.0,6,2,4,60.17,3,23
MOL_008068,COc1ccc2nc3cc(Cl)ccc3c(NCCCCCCN)c2c1,PubChem_filtered,357.89,357.89,4.98,3.0,3,4.0,4,8.0,8,2,4,60.17,3,25
MOL_008069,COc1ccc2nc3cc(Cl)ccc3c(NCCCCCCCN)c2c1,PubChem_filtered,371.91,371.91,5.37,3.0,3,4.0,4,9.0,9,2,4,60.17,3,26
MOL_008070,COc1ccc2nc3cc(Cl)ccc3c(NCCCN3CCOCC3)c2c1,PubChem_filtered,385.9,385.9,4.18,3.0,3,5.0,5,6.0,6,1,5,46.62,4,27
MOL_008071,COc1ccc2nc3cc(Cl)ccc3c(NCCCN=CN)c2c1,PubChem_filtered,342.83,342.83,3.84,3.0,3,5.0,5,6.0,6,2,4,72.53,3,24
MOL_008072,COc1ccc2nc3cc(Cl)ccc3c(NCCNCCN)c2c1,PubChem_filtered,344.85,344.85,3.01,3.0,3,5.0,5,7.0,7,3,5,72.2,3,24
MOL_008073,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(C)CCCN)c2c1,PubChem_filtered,386.93,386.93,4.13,3.0,3,5.0,5,9.0,9,2,5,63.41,3,27
MOL_008074,COc1ccc2nc3cc(Cl)ccc3c(NCCN(CCN)CCN)c2c1,PubChem_filtered,387.92,387.92,2.68,3.0,3,6.0,6,9.0,9,3,6,89.43,3,27
MOL_008075,COc1ccc2nc3cc(Cl)ccc3c(NCCNCCNCCN)c2c1,PubChem_filtered,387.92,387.92,2.6,3.0,3,6.0,6,10.0,10,4,6,84.23,3,27
MOL_008076,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCNCCCN)c2c1,PubChem_filtered,430.0,430.0,3.77,3.0,3,6.0,6,13.0,13,4,6,84.23,3,30
MOL_008077,COc1ccc2nc3cc(Cl)ccc3c(NCCCN3CCN(CCCN)CC3)c2c1,PubChem_filtered,442.01,442.01,3.82,3.0,3,6.0,6,9.0,9,2,6,66.65,4,31
MOL_008078,COc1ccc2nc3cc(Cl)ccc3c(NCC(C)(C)CN)c2c1,PubChem_filtered,343.86,343.86,4.45,3.0,3,4.0,4,5.0,5,2,4,60.17,3,24
MOL_008079,CCN1C(=Cc2ccc3cc(C)ccc3[n+]2CC)C=Cc2ccccc21,PubChem_filtered,341.48,341.48,5.35,3.0,3,2.0,2,3.0,3,0,1,7.12,4,26
MOL_008080,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc21,PubChem_filtered,457.89,457.89,3.47,3.0,3,7.0,7,4.0,4,1,4,82.85,4,32
MOL_008081,CN(Cc1cnc2nc(N)nc(N)c2c1)c1ccccc1,PubChem_filtered,280.33,280.33,1.83,3.0,3,6.0,6,3.0,3,2,6,93.95,3,21
MOL_008082,CN(Cc1cnc2nc(N)nc(N)c2c1)c1ccc(Cl)c(Cl)c1,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23
MOL_008083,CN(Cc1cnc2nc(N)nc(N)c2c1)c1cc(Cl)c(Cl)c(Cl)c1,PubChem_filtered,383.67,383.67,3.79,3.0,3,6.0,6,3.0,3,2,6,93.95,3,24
MOL_008084,CN(C)c1ccc(Cc2ccc(S(C)(=O)=O)cn2)cc1,PubChem_filtered,290.39,290.39,2.14,2.0,2,5.0,5,4.0,4,0,4,50.27,2,20
MOL_008085,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(=O)NCC3=O)cc21,PubChem_filtered,347.3,347.3,0.32,2.0,2,8.0,8,3.0,3,2,4,108.71,3,25
MOL_008086,O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccccc2)C(=O)CN1,PubChem_filtered,409.37,409.37,1.35,3.0,3,8.0,8,4.0,4,2,4,108.71,4,30
MOL_008087,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C(=O)C(C)NC(=O)C3C)cc21,PubChem_filtered,375.36,375.36,1.1,2.0,2,8.0,8,3.0,3,2,4,108.71,3,27
MOL_008088,CC1NC(=O)C(C)N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccccc2)C1=O,PubChem_filtered,437.43,437.43,2.13,3.0,3,8.0,8,4.0,4,2,4,108.71,4,32
MOL_008089,CO[C@H]1[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1[C@@H](O[C@H]1OC(C(=O)N(C)c2ccccc2)=C[C@H](O)[C@@H]1O)C(N)=O,PubChem_filtered,548.51,548.51,-2.69,2.0,2,15.0,15,8.0,8,5,11,215.87,4,39
