molecule_id,SMILES_canonical,source,MW,MW.1,LogP,n_aromatic_rings,n_aromatic_rings.1,n_heteroatoms,n_heteroatoms.1,n_rotatable_bonds,n_rotatable_bonds.1,n_hbd,n_hba,tpsa,n_rings,n_atoms,predicted_delta_e,tadf_score,selected_for_detailed_calc
MOL_009727,CN(C)c1ccc(NC(=O)Nc2ccc3nsnc3c2)cc1,PubChem_filtered,313.39,313.39,3.4,3.0,3,7.0,7,3.0,3,2,5,70.15,3,22,0.12743828571428573,0.9314042857142857,True
MOL_010212,CN(C)c1ccc(-c2nnc(-c3cccnc3)o2)cc1,PubChem_filtered,266.3,266.3,2.86,3.0,3,5.0,5,3.0,3,0,5,55.05,3,20,0.12749904761904762,0.9312523809523809,True
MOL_009714,Cc1cc(Nc2ccc(N3CCCCC3)cc2)n2nnnc2n1,PubChem_filtered,309.38,309.38,2.56,3.0,3,7.0,7,3.0,3,1,6,71.24,4,23,0.12755085714285713,0.9311228571428571,True
MOL_007687,COc1cc(OC)c2c(=O)c3ccc(OC)c(OC)c3n(C)c2c1,PubChem_filtered,329.35,329.35,2.73,3.0,3,6.0,6,4.0,4,0,5,58.92,3,24,0.1275742857142857,0.9310642857142857,True
MOL_001238,COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C,PubChem_filtered,329.35,329.35,2.73,3.0,3,6.0,6,4.0,4,0,5,58.92,3,24,0.1275742857142857,0.9310642857142857,True
MOL_008130,COc1cc(NC(C)=O)c2ncccc2c1N1C(=O)c2ccccc2C1=O,PubChem_filtered,361.36,361.36,3.0,3.0,3,7.0,7,3.0,3,1,5,88.6,4,27,0.12766171428571427,0.9308457142857143,True
MOL_010846,O=C(Nc1cccc2cccnc12)c1cccc(N2C(=O)CCC2=O)c1,PubChem_filtered,345.36,345.36,3.14,3.0,3,6.0,6,3.0,3,1,4,79.37,4,26,0.12771885714285713,0.930702857142857,True
MOL_005590,CCC(C)C(NC(=O)c1cccc2c(=O)c3ccccc3[nH]c12)C(=O)O,PubChem_filtered,352.39,352.39,2.91,3.0,3,6.0,6,5.0,5,3,3,99.26,3,26,0.12792399999999998,0.93019,True
MOL_014367,Nc1cc(N)nc(SCC(=O)N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,351.44,351.44,3.1,3.0,3,7.0,7,5.0,5,2,6,98.13,3,25,0.12796114285714288,0.9300971428571427,True
MOL_021217,Cc1nc2ccccn2c1N(C=O)c1ccc(N2CCOCC2)cc1,PubChem_filtered,336.4,336.4,2.77,3.0,3,6.0,6,4.0,4,0,4,50.08,4,25,0.12798285714285712,0.9300428571428572,True
MOL_005178,COc1ccc2nc3cccc([N+](=O)[O-])c3c(NCCC(=O)O)c2c1,PubChem_filtered,341.32,341.32,3.19,3.0,3,8.0,8,6.0,6,2,6,114.59,3,25,0.1280262857142857,0.9299342857142857,True
MOL_001902,COS(=O)(=O)[O-].C[n+]1c2ccccc2c(N=[N+]=[N-])c2ccccc21,PubChem_filtered,346.37,346.37,2.85,3.0,3,9.0,9,2.0,2,0,5,119.07,3,24,0.12809199999999998,0.92977,True
MOL_002319,COS(=O)(=O)[O-].C[n+]1c2ccccc2cc2ccc(N=[N+]=[N-])cc21,PubChem_filtered,346.37,346.37,2.85,3.0,3,9.0,9,2.0,2,0,5,119.07,3,24,0.12809199999999998,0.92977,True
MOL_019469,COc1ccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)C(C)=O)cc1,PubChem_filtered,352.39,352.39,3.1,3.0,3,6.0,6,5.0,5,1,4,71.63,3,26,0.12812400000000002,0.9296899999999999,True
MOL_019442,COc1cccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)C(C)=O)c1,PubChem_filtered,352.39,352.39,3.1,3.0,3,6.0,6,5.0,5,1,4,71.63,3,26,0.12812400000000002,0.9296899999999999,True
MOL_019436,COc1ccc(N(Cc2cc3ccc(OC)cc3[nH]c2=O)C(C)=O)cc1,PubChem_filtered,352.39,352.39,3.1,3.0,3,6.0,6,5.0,5,1,4,71.63,3,26,0.12812400000000002,0.9296899999999999,True
MOL_003604,Nc1ncnc2nc(-c3ccc(N(CCCl)CCCl)cc3)[nH]c12,PubChem_filtered,351.24,351.24,2.89,3.0,3,6.0,6,6.0,6,2,5,83.72,3,23,0.1281268571428571,0.9296828571428571,True
MOL_015772,N#Cc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,358.41,358.41,3.05,3.0,3,7.0,7,4.0,4,0,7,78.17,4,27,0.128156,0.9296099999999999,True
MOL_006804,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.12818057142857137,0.9295485714285715,True
MOL_006808,CN(Cc1ccc2nc(N)nc(N)c2n1)c1cc(Cl)ccc1Cl,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.12818057142857137,0.9295485714285715,True
MOL_006807,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1Cl,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.12818057142857137,0.9295485714285715,True
MOL_006810,CN(Cc1ccc2nc(N)nc(N)c2n1)c1c(Cl)cccc1Cl,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.12818057142857137,0.9295485714285715,True
MOL_008082,CN(Cc1cnc2nc(N)nc(N)c2c1)c1ccc(Cl)c(Cl)c1,PubChem_filtered,349.22,349.23,3.13,3.0,3,6.0,6,3.0,3,2,6,93.95,3,23,0.12818057142857137,0.9295485714285715,True
MOL_014252,CCN(CC)c1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1,PubChem_filtered,350.42,350.42,2.88,3.0,3,6.0,6,6.0,6,1,4,67.23,3,26,0.1281862857142857,0.9295342857142856,True
MOL_010070,O=C(Nc1ccc(N2C(=O)c3cccnc3C2=O)cc1)c1ccco1,PubChem_filtered,333.3,333.3,2.73,3.0,3,7.0,7,3.0,3,1,5,92.51,4,25,0.12825142857142857,0.9293714285714285,True
MOL_000214,CN(C)CCCN=c1c2ccccc2n(O)c2cccc([N+](=O)[O-])c12,PubChem_filtered,340.38,340.38,2.79,3.0,3,7.0,7,5.0,5,1,5,83.9,3,25,0.12826514285714286,0.9293371428571429,True
MOL_006326,C.C.CC(NCc1c2ccccc2nc2ccccc12)C(=O)O.CN.O,PubChem_filtered,361.49,361.49,2.97,3.0,3,6.0,6,4.0,4,3,4,119.74,3,26,0.128284,0.92929,True
MOL_008682,Cn1c(SCC(=O)N2CCc3ccccc32)nc2cccnc21,PubChem_filtered,324.41,324.41,2.65,3.0,3,6.0,6,3.0,3,0,4,51.02,4,23,0.12832742857142854,0.9291814285714286,True
MOL_000410,Nc1ccc2cc3cc(S(=O)(=O)O)ccc3nc2c1,PubChem_filtered,274.3,274.3,2.22,3.0,3,6.0,6,1.0,1,2,4,93.28,3,19,0.12833714285714282,0.9291571428571429,True
MOL_000847,COc1c2c(c(OC)c3c(=O)c4ccccc4[nH]c13)OCO2,PubChem_filtered,299.28,299.28,2.43,3.0,3,6.0,6,2.0,2,1,5,69.78,4,22,0.12841942857142852,0.9289514285714287,True
MOL_001193,O=c1c2ccccc2[nH]c2cccc([N+](=O)[O-])c12,PubChem_filtered,240.22,240.22,2.59,3.0,3,5.0,5,1.0,1,1,3,76.0,3,18,0.12842819047619047,0.9289295238095238,True
MOL_001165,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,PubChem_filtered,240.22,240.22,2.59,3.0,3,5.0,5,1.0,1,1,3,76.0,3,18,0.12842819047619047,0.9289295238095238,True
MOL_003499,O=c1c2ccccc2[nH]c2c([N+](=O)[O-])cccc12,PubChem_filtered,240.22,240.22,2.59,3.0,3,5.0,5,1.0,1,1,3,76.0,3,18,0.12842819047619047,0.9289295238095238,True
MOL_001164,O=c1c2ccccc2[nH]c2cc([N+](=O)[O-])ccc12,PubChem_filtered,240.22,240.22,2.59,3.0,3,5.0,5,1.0,1,1,3,76.0,3,18,0.12842819047619047,0.9289295238095238,True
MOL_010743,O=C(Nc1nc2ccc(N3CCOCC3)cc2s1)c1cccnc1,PubChem_filtered,340.41,340.41,2.78,3.0,3,7.0,7,3.0,3,1,6,67.35,4,24,0.1284702857142857,0.9288242857142857,True
MOL_005112,CC(=O)Oc1cc(OC(C)=O)c2c(=O)c3ccccc3[nH]c2c1,PubChem_filtered,311.29,311.29,2.53,3.0,3,6.0,6,2.0,2,1,5,85.46,3,23,0.12847828571428566,0.9288042857142857,True
MOL_005735,C=CS(=O)(=O)c1c2cc(OC)ccc2nc2ccc(OC)cc12,PubChem_filtered,329.38,329.38,3.32,3.0,3,6.0,6,4.0,4,0,5,65.49,3,23,0.1285794285714285,0.9285514285714287,True
MOL_009074,COc1ccc(N2CCN(c3oc(-c4ccco4)nc3C#N)CC2)cc1,PubChem_filtered,350.38,350.38,3.14,3.0,3,7.0,7,4.0,4,0,7,78.67,4,26,0.12857942857142857,0.9285514285714285,True
MOL_016996,CCN(CC)c1ccc(O)c(C=Nn2c(C)nc3ccccc3c2=O)c1,PubChem_filtered,350.42,350.42,3.14,3.0,3,6.0,6,5.0,5,1,5,70.72,3,26,0.12858628571428565,0.9285342857142858,True
MOL_008398,COc1cc([N+](=O)[O-])c2nc3ccccc3cc2c1,PubChem_filtered,254.24,254.25,3.3,3.0,3,5.0,5,2.0,2,0,4,65.26,3,19,0.128631619047619,0.9284209523809525,True
MOL_009055,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3C2c2cccnc2)cc1,PubChem_filtered,362.39,362.39,3.04,3.0,3,7.0,7,4.0,4,1,5,88.18,4,27,0.12863828571428565,0.9284042857142858,True
MOL_018758,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3[C@@H]2c2ccccn2)cc1,PubChem_filtered,362.39,362.39,3.04,3.0,3,7.0,7,4.0,4,1,5,88.18,4,27,0.12863828571428565,0.9284042857142858,True
MOL_018759,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3[C@H]2c2ccccn2)cc1,PubChem_filtered,362.39,362.39,3.04,3.0,3,7.0,7,4.0,4,1,5,88.18,4,27,0.12863828571428565,0.9284042857142858,True
MOL_018767,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3[C@@H]2c2cccnc2)cc1,PubChem_filtered,362.39,362.39,3.04,3.0,3,7.0,7,4.0,4,1,5,88.18,4,27,0.12863828571428565,0.9284042857142858,True
MOL_018768,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3[C@H]2c2cccnc2)cc1,PubChem_filtered,362.39,362.39,3.04,3.0,3,7.0,7,4.0,4,1,5,88.18,4,27,0.12863828571428565,0.9284042857142858,True
MOL_008435,O=C(O)c1cccc2c(=O)c3cccc([N+](=O)[O-])c3[nH]c12,PubChem_filtered,284.23,284.23,2.29,3.0,3,7.0,7,2.0,2,2,4,113.3,3,21,0.12863942857142852,0.9284014285714286,True
MOL_008133,O=C(O)c1cccc2c(=O)c3cc([N+](=O)[O-])ccc3[nH]c12,PubChem_filtered,284.23,284.23,2.29,3.0,3,7.0,7,2.0,2,2,4,113.3,3,21,0.12863942857142852,0.9284014285714286,True
MOL_004737,O=C(O)c1ccc([N+](=O)[O-])c2c(=O)c3ccccc3[nH]c12,PubChem_filtered,284.23,284.23,2.29,3.0,3,7.0,7,2.0,2,2,4,113.3,3,21,0.12863942857142852,0.9284014285714286,True
MOL_002169,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCCCO)c12,PubChem_filtered,311.34,311.34,3.48,3.0,3,6.0,6,6.0,6,2,5,88.29,3,23,0.1286868571428571,0.9282828571428572,True
MOL_002167,CCC(CO)Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12,PubChem_filtered,311.34,311.34,3.48,3.0,3,6.0,6,5.0,5,2,5,88.29,3,23,0.1286868571428571,0.9282828571428572,True
MOL_005144,CN(C)CCCNc1ccc([N+](=O)[O-])c2nc3ccccc3c(N)c12,PubChem_filtered,339.4,339.4,3.24,3.0,3,7.0,7,6.0,6,2,6,97.32,3,25,0.12869714285714284,0.9282571428571429,True
MOL_002603,C[n+]1c2cc(N)ccc2cc2ccc(N=[N+]=[N-])cc21,PubChem_filtered,250.28,250.29,3.34,3.0,3,5.0,5,1.0,1,1,2,78.66,3,19,0.12875276190476193,0.9281180952380952,True
MOL_002594,C[n+]1c2ccccc2c(N)c2ccc(N=[N+]=[N-])cc21,PubChem_filtered,250.28,250.28,3.34,3.0,3,5.0,5,1.0,1,1,2,78.66,3,19,0.12875276190476193,0.9281180952380952,True
MOL_008914,Cc1ccn2cc(C(=O)Nc3ccccc3N3CCOCC3)nc2c1,PubChem_filtered,336.4,336.4,2.73,3.0,3,6.0,6,3.0,3,1,4,58.87,4,25,0.1287828571428571,0.9280428571428572,True
MOL_015825,CN(C)c1ccc([C@H]2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)cc1,PubChem_filtered,359.38,359.39,3.08,3.0,3,6.0,6,2.0,2,1,6,92.49,4,27,0.12892228571428566,0.9276942857142858,True
MOL_015824,CN(C)c1ccc([C@@H]2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)cc1,PubChem_filtered,359.38,359.39,3.08,3.0,3,6.0,6,2.0,2,1,6,92.49,4,27,0.12892228571428566,0.9276942857142858,True
MOL_019488,COCC(=O)N(Cc1cc2cccc(C)c2[nH]c1=O)c1ccccc1OC,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_018694,COCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccccc1C,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019474,COCC(=O)N(Cc1cc2ccc(OC)cc2[nH]c1=O)c1ccccc1C,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_009066,COCC(=O)N(Cc1cc2ccc(C)cc2[nH]c1=O)c1ccc(OC)cc1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_018567,COCC(=O)N(Cc1cc2ccc(OC)cc2[nH]c1=O)c1ccc(C)cc1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019464,COCC(=O)N(Cc1cc2ccc(C)cc2[nH]c1=O)c1ccccc1OC,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019358,COCC(=O)N(Cc1cc2cccc(C)c2[nH]c1=O)c1cccc(OC)c1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019481,COCC(=O)N(Cc1cc2ccc(C)cc2[nH]c1=O)c1cccc(OC)c1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019443,COCC(=O)N(Cc1cc2cc(C)ccc2[nH]c1=O)c1ccc(OC)cc1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_019477,COCC(=O)N(Cc1cc2cc(C)ccc2[nH]c1=O)c1cccc(OC)c1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_009128,COCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccc(C)cc1,PubChem_filtered,366.42,366.42,3.02,3.0,3,6.0,6,6.0,6,1,4,71.63,3,27,0.12892914285714285,0.9276771428571429,True
MOL_021223,CC(=O)N(c1ccc(N2CCOCC2)cc1)c1c(C)nc2ccccn12,PubChem_filtered,350.42,350.42,3.16,3.0,3,6.0,6,3.0,3,0,4,50.08,4,26,0.12898628571428572,0.9275342857142856,True
MOL_006116,COS(=O)(=O)O.C[n+]1c2ccccc2cc2ccc(N=[N+]=[N-])cc21,PubChem_filtered,347.38,347.38,3.19,3.0,3,9.0,9,2.0,2,1,4,116.24,3,24,0.12906514285714282,0.9273371428571429,True
MOL_006143,COS(=O)(=O)O.C[n+]1c2ccccc2c(N=[N+]=[N-])c2ccccc21,PubChem_filtered,347.38,347.38,3.19,3.0,3,9.0,9,2.0,2,1,4,116.24,3,24,0.12906514285714282,0.9273371428571429,True
MOL_020643,CN(C)c1cccc(-c2nnc(SCc3ccncc3)o2)c1,PubChem_filtered,312.4,312.4,3.49,3.0,3,6.0,6,5.0,5,0,6,55.05,3,22,0.12906857142857142,0.9273285714285714,True
MOL_020644,CN(C)c1cccc(-c2nnc(SCc3cccnc3)o2)c1,PubChem_filtered,312.4,312.4,3.49,3.0,3,6.0,6,5.0,5,0,6,55.05,3,22,0.12906857142857142,0.9273285714285714,True
MOL_020645,CN(C)c1ccc(-c2nnc(SCc3cccnc3)o2)cc1,PubChem_filtered,312.4,312.4,3.49,3.0,3,6.0,6,5.0,5,0,6,55.05,3,22,0.12906857142857142,0.9273285714285714,True
MOL_001088,Nc1ccc(O)c2c1C(=O)c1c(Nc3ccccc3)ccc(O)c1C2=O,PubChem_filtered,346.34,346.34,3.2,3.0,3,6.0,6,2.0,2,4,6,112.65,4,26,0.12908685714285717,0.9272828571428571,True
MOL_000968,Nc1ccc(O)c2c1C(=O)c1c(O)ccc(Nc3ccccc3)c1C2=O,PubChem_filtered,346.34,346.34,3.2,3.0,3,6.0,6,2.0,2,4,6,112.65,4,26,0.12908685714285717,0.9272828571428571,True
MOL_014278,CCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1cccnc1,PubChem_filtered,365.46,365.46,3.04,3.0,3,7.0,7,5.0,5,0,5,63.91,4,26,0.1291645714285714,0.9270885714285715,True
MOL_017278,CCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1ccncc1,PubChem_filtered,365.46,365.46,3.04,3.0,3,7.0,7,5.0,5,0,5,63.91,4,26,0.1291645714285714,0.9270885714285715,True
MOL_008727,Cc1cc(Nc2ccc(N3CCC(C)CC3)cc2)n2ncnc2n1,PubChem_filtered,322.42,322.42,3.41,3.0,3,6.0,6,3.0,3,1,5,58.35,4,24,0.1291862857142857,0.9270342857142857,True
MOL_002977,O=C(O)c1c2ccccc2nc2c(C(=O)O)cccc12,PubChem_filtered,267.24,267.24,2.78,3.0,3,5.0,5,2.0,2,2,3,87.49,3,20,0.12926019047619047,0.9268495238095238,True
MOL_008941,CCN(CC)c1ccc2cc(C(=O)Nc3ccccn3)c(=O)oc2c1,PubChem_filtered,337.38,337.38,3.29,3.0,3,6.0,6,5.0,5,1,5,75.44,3,25,0.12935085714285716,0.9266228571428571,True
MOL_014280,C[C@@H]1Cc2ccccc2N1C(=O)CSc1nnc(-c2cccnc2)n1C,PubChem_filtered,365.46,365.46,2.95,3.0,3,7.0,7,4.0,4,0,5,63.91,4,26,0.12936457142857138,0.9265885714285714,True
MOL_014179,Cn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1ccncc1,PubChem_filtered,365.46,365.46,2.95,3.0,3,7.0,7,4.0,4,0,5,63.91,4,26,0.12936457142857138,0.9265885714285714,True
MOL_014279,C[C@H]1Cc2ccccc2N1C(=O)CSc1nnc(-c2cccnc2)n1C,PubChem_filtered,365.46,365.46,2.95,3.0,3,7.0,7,4.0,4,0,5,63.91,4,26,0.12936457142857138,0.9265885714285714,True
MOL_005138,COc1ccc2nc3c([N+](=O)[O-])ccc(NCCN(C)C)c3c(N)c2c1,PubChem_filtered,355.4,355.4,2.86,3.0,3,8.0,8,6.0,6,2,7,106.55,3,26,0.12944,0.9263999999999999,True
MOL_005774,Cc1cc(C)c2c(=O)n(CN3CCN(c4ccccc4)CC3)sc2n1,PubChem_filtered,354.48,354.48,2.85,3.0,3,6.0,6,3.0,3,0,5,41.37,4,25,0.12948228571428566,0.9262942857142857,True
MOL_021199,Cc1nc2ccccn2c1N(C=O)c1ccc(N(C)C)cc1,PubChem_filtered,294.36,294.36,3.0,3.0,3,5.0,5,4.0,4,0,3,40.85,3,22,0.12950933333333325,0.9262266666666668,True
MOL_001596,COc1ccc2nc3cc(N=[N+]=[N-])ccc3c(N)c2c1,PubChem_filtered,265.28,265.28,3.92,3.0,3,6.0,6,2.0,2,1,4,96.9,3,20,0.12959085714285712,0.9260228571428571,True
MOL_005168,NC(=O)CSc1c2cc(O)ccc2nc2ccc(O)cc12,PubChem_filtered,300.34,300.34,2.38,3.0,3,6.0,6,3.0,3,3,5,96.44,3,21,0.12960114285714286,0.9259971428571427,True
MOL_002199,O=C(O)CC[C@H](Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(=O)O,PubChem_filtered,369.33,369.33,3.03,3.0,3,9.0,9,7.0,7,3,6,142.66,3,27,0.12962800000000002,0.9259299999999999,True
MOL_001891,O=[N+]([O-])c1cccc2c1cc1ccccc1[n+]2[O-],PubChem_filtered,240.22,240.22,2.53,3.0,3,5.0,5,1.0,1,0,3,70.08,3,18,0.12962819047619045,0.9259295238095238,True
MOL_005179,COc1ccc2nc3cccc([N+](=O)[O-])c3c(NCCN(C)C)c2c1,PubChem_filtered,340.38,340.38,3.28,3.0,3,7.0,7,6.0,6,1,6,80.53,3,25,0.12966514285714287,0.9258371428571428,True
MOL_008539,CCN(CC)c1cc2c(c3nsnc13)C(=O)c1ccccc1C2=O,PubChem_filtered,337.4,337.4,3.31,3.0,3,6.0,6,3.0,3,0,6,63.16,4,24,0.1297542857142857,0.9256142857142857,True
MOL_013046,O=C(Cn1cnc2sc3c(c2c1=O)CCCC3)N1CCc2ccccc21,PubChem_filtered,365.46,365.46,2.93,3.0,3,6.0,6,2.0,2,0,4,55.2,5,26,0.1297645714285714,0.9255885714285714,True
MOL_006131,COc1ccc(N2c3ccccc3-c3cc[nH]c(=O)c3C2O)cc1OC,PubChem_filtered,350.37,350.37,3.2,3.0,3,6.0,6,3.0,3,2,5,74.79,4,26,0.12977771428571427,0.9255557142857143,True
MOL_001535,O=S(=O)(O)SCCNc1c2ccccc2nc2ccccc12,PubChem_filtered,334.42,334.42,3.34,3.0,3,7.0,7,5.0,5,2,5,79.29,3,22,0.1298434285714286,0.9253914285714284,True
MOL_002201,CC(Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12)P(=O)(O)O,PubChem_filtered,347.27,347.27,3.23,3.0,3,8.0,8,4.0,4,3,5,125.59,3,24,0.1298462857142857,0.9253842857142858,True
MOL_009927,CCN(CC)c1ccc2c(c1)oc(=O)c1cncc(C=O)c12,PubChem_filtered,296.33,296.33,3.0,3.0,3,5.0,5,4.0,4,0,5,63.41,3,22,0.12984704761904764,0.9253823809523809,True
MOL_015594,CCCc1cc(=O)n2c3c(sc2n1)C(=O)N(c1ccccc1C)C3=O,PubChem_filtered,353.4,353.4,2.82,3.0,3,7.0,7,3.0,3,0,5,71.75,4,25,0.12989714285714288,0.9252571428571428,True
MOL_004128,CCOC(=O)Nc1cc2ncc(CN(C)c3ccccc3)nc2c(N)n1,PubChem_filtered,352.4,352.4,2.81,3.0,3,8.0,8,5.0,5,2,7,106.26,3,26,0.12992571428571426,0.9251857142857143,True
MOL_003665,CCOC(=O)Nc1cc(N)c2nc(CN(C)c3ccccc3)cnc2n1,PubChem_filtered,352.4,352.4,2.81,3.0,3,8.0,8,5.0,5,2,7,106.26,3,26,0.12992571428571426,0.9251857142857143,True
MOL_006854,Cc1c(CN2CCc3cc(Cl)ccc32)cnc2nc(N)nc(N)c12,PubChem_filtered,340.82,340.82,2.71,3.0,3,6.0,6,2.0,2,2,6,93.95,4,24,0.1299405714285714,0.9251485714285714,True
MOL_005448,Cc1cccc2c(N)c3cccc(C(=O)NCC[N+](C)(C)[O-])c3nc12.Cl,PubChem_filtered,374.87,374.87,3.0,3.0,3,6.0,6,4.0,4,2,4,91.07,3,26,0.12997771428571425,0.9250557142857143,True
MOL_000483,CNc1cc2c(cc1C)cc1cc(C)c(NC)cc1[n+]2C.O=[N+]([O-])[O-],PubChem_filtered,342.4,342.4,3.28,3.0,3,7.0,7,2.0,2,2,5,94.14,3,25,0.13001142857142856,0.9249714285714286,True
MOL_012609,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nsnc2c1,PubChem_filtered,355.42,355.42,3.17,3.0,3,8.0,8,3.0,3,2,6,79.38,4,25,0.13004342857142853,0.9248914285714286,True
MOL_003508,COC(=O)c1c(C#N)c(C#N)c2c([nH]c3ccccc32)c1C(=O)OC,PubChem_filtered,333.3,333.3,2.64,3.0,3,7.0,7,2.0,2,1,6,115.97,3,25,0.13005142857142854,0.9248714285714286,True
MOL_006874,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1,PubChem_filtered,314.78,314.78,2.48,3.0,3,6.0,6,3.0,3,2,6,93.95,3,22,0.13007657142857143,0.9248085714285714,True
MOL_006809,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccccc1Cl,PubChem_filtered,314.78,314.78,2.48,3.0,3,6.0,6,3.0,3,2,6,93.95,3,22,0.13007657142857143,0.9248085714285714,True
MOL_006875,CN(Cc1ccc2nc(N)nc(N)c2n1)c1cccc(Cl)c1,PubChem_filtered,314.78,314.78,2.48,3.0,3,6.0,6,3.0,3,2,6,93.95,3,22,0.13007657142857143,0.9248085714285714,True
MOL_012921,Cc1cc(C)n2c(SCC(=O)N3CCCc4ccccc43)nnc2n1,PubChem_filtered,353.45,353.45,2.81,3.0,3,7.0,7,3.0,3,0,5,63.39,4,25,0.13010571428571427,0.9247357142857142,True
MOL_009002,O=C(Nc1cccc2nsnc12)C1CC(=O)N(c2ccccc2)C1,PubChem_filtered,338.39,338.39,2.68,3.0,3,7.0,7,3.0,3,1,5,75.19,4,24,0.13012399999999996,0.92469,True
MOL_010678,O=C(Nc1cccc2nsnc12)[C@H]1CC(=O)N(c2ccccc2)C1,PubChem_filtered,338.39,338.39,2.68,3.0,3,7.0,7,3.0,3,1,5,75.19,4,24,0.13012399999999996,0.92469,True
MOL_010679,O=C(Nc1cccc2nsnc12)[C@@H]1CC(=O)N(c2ccccc2)C1,PubChem_filtered,338.39,338.39,2.68,3.0,3,7.0,7,3.0,3,1,5,75.19,4,24,0.13012399999999996,0.92469,True
MOL_000977,Cc1cc2cc3cc(C)c(N)cc3nc2cc1N.O=CO,PubChem_filtered,283.33,283.33,2.87,3.0,3,5.0,5,0.0,0,3,4,102.23,3,21,0.13021847619047616,0.9244538095238095,True
MOL_009467,Nc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1,PubChem_filtered,348.41,348.41,2.76,3.0,3,7.0,7,4.0,4,1,7,80.4,4,26,0.1302417142857143,0.9243957142857142,True
MOL_007222,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(Cl)c(Cl)c1,PubChem_filtered,338.2,338.2,3.33,3.0,3,6.0,6,3.0,3,2,6,94.2,3,22,0.13029142857142856,0.9242714285714285,True
