CID,SMILES,MW,n_aromatic_rings,n_heteroatoms,n_rotatable_bonds,has_donor,has_acceptor
338817,CCOC(=O)C(CCP(=O)(OCC)OCC)NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,574.58,3,14,14,True,True
338818,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCP(=O)(O)O)P(=O)(O)O)cc1,526.39,3,15,9,True,True
338872,COc1cc2c(c(=O)c3ccccc3n2C)c2c1c(=O)c1ccccc1n2C,370.41,5,5,1,True,True
339268,COc1ccc2nc3cc(Cl)ccc3c(NCCCC3CCCN4CCCCC34)c2c1,438.02,3,4,6,True,True
339447,CCN(CC)Cc1c(C)nc2cc(N(C)C)ccc2c1Cl,305.85,2,3,5,True,True
339448,CN(C)c1ccc2c(Cl)cc(=O)[nH]c2c1.[K+].[OH-],278.78,2,4,1,True,True
339449,CN(C)c1ccc2c(Cl)cc(=O)[nH]c2c1,222.67,2,3,1,True,True
339465,c1ccc2c(SCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,448.62,6,4,5,True,True
339466,c1ccc2c(SCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,462.64,6,4,6,True,True
339467,c1ccc2c(SCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,476.67,6,4,7,True,True
339468,c1ccc2c(SCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,490.7,6,4,8,True,True
339469,c1ccc2c(SCCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,504.72,6,4,9,True,True
339470,c1ccc2c(SCCCCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,532.78,6,4,11,True,True
339471,c1ccc2c(SCCCCCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,546.81,6,4,12,True,True
339472,c1ccc2c(SCCCCCCCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,574.86,6,4,14,True,True
339473,c1ccc2c(SCCCCCCCCCCCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,588.89,6,4,15,True,True
339510,CN(C)c1ccc2[nH]cc(C(=O)O)c(=O)c2c1,232.24,2,5,2,True,True
339511,Cc1[nH]c2ccc(N(C)C)cc2c(=O)c1CN(C)Cc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,459.59,4,7,6,True,True
339512,CNCc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,245.33,2,4,3,True,True
339524,CN(C)c1ccc2ccc(=O)[nH]c2c1,188.23,2,3,1,True,True
339525,CN(C)c1ccc2c(Oc3ccccc3)cc(N)nc2c1,279.34,3,4,3,True,True
339526,Cc1[nH]c2ccc(N(C)C)cc2c(=O)c1CN(CCO)CCO,319.41,2,6,7,True,True
339527,Cc1cc(N(C)C)c2ccc(N(C)C)cc2n1,229.33,2,3,2,True,True
339530,Cc1cnc2cc(N(C)C)ccc2c1C,200.28,2,2,1,True,True
339536,CCN(Cc1c(C)nc2ccc(N(C)C)cc2c1Cl)CN(CC)Cc1c(C)nc2ccc(N(C)C)cc2c1Cl,567.61,4,6,10,True,True
339539,Cc1nc2cc(N(C)C)ccc2c(Cl)c1C(N)=O,263.73,2,4,2,True,True
339540,CC(=O)Nc1c(Cl)nc2cc(N(C)C)ccc2c1Cl,298.17,2,4,2,True,True
339544,CCN(Cc1c(C)[nH]c2cc(N(C)C)ccc2c1=O)Cc1c(C)[nH]c2cc(N(C)C)ccc2c1=O,473.62,4,7,7,True,True
339547,CN(C)c1ccc2ncc(C(N)=O)c(N)c2c1,230.27,2,5,2,True,True
339548,CNc1ccc2ccc(N(C)C)cc2n1,201.27,2,3,2,True,True
339550,Cc1ccnc2cc(N(C)C)ccc12,186.26,2,2,1,True,True
339551,CNc1cc(C)c2ccc(N(C)C)cc2n1,215.3,2,3,2,True,True
339552,Cc1[nH]c2ccc(N(C)C)cc2c(=O)c1CN(Cc1ccccc1)Cc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,535.69,5,7,8,True,True
339622,CCN(CC)c1ccc(N=Nc2ccc(Br)cn2)c(O)c1,349.23,2,5,5,True,True
339713,CN1CCc2c1cc(-c1ccncc1)c1c2N(C)CC1,265.36,2,3,1,True,True
339987,Cc1nc(N)nc(N)c1N1CCN(c2ccc(C(=O)NC(C(=O)O)C(=O)O)cc2)CC1,429.44,2,12,6,True,True
340304,Cc1ccc(N(C(=O)c2ccc(Cl)cc2)C(=S)C#N)cc1,314.8,2,4,2,True,True
340305,N#CC(=S)N(C(=O)c1ccc(Cl)cc1)c1ccccc1Cl,335.21,2,4,2,True,True
340447,O=c1[nH]c2cc(Cl)ccc2nc1C=C(O)c1ccc(N2CCN(c3ccc(C(O)=Cc4nc5ccc(Cl)cc5[nH]c4=O)cc3)CC2)cc1,679.56,6,10,6,True,True
340601,COC(=O)c1nc(N)nc(C(=O)OC)c1C(=O)c1ccc(N2CCN(c3ccc(C(=O)c4c(C(=O)OC)nc(N)nc4C(=O)OC)cc3)CC2)cc1,712.68,4,18,10,True,True
341172,O=C1C(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)N(c2ccccc2)C(=S)N1c1ccccc1,556.63,4,12,7,True,True
341173,O=C1C(N=Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)C(=O)N(c2ccccc2)C(=S)N1c1ccccc1,557.62,4,13,7,True,True
341178,COc1ccc(N2C(=O)C(N=Nc3ccc(S(=O)(=O)Nc4ncccn4)cc3)C(=O)N(c3ccccc3)C2=S)cc1,587.64,4,14,8,True,True
341179,O=C1C(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)N(c2ccc(Cl)cc2)C(=S)N1c1ccc(Cl)cc1,625.52,4,12,7,True,True
341263,CCc1nc(N)nc(N)c1-c1ccc(N2CCNCC2)c([N+](=O)[O-])c1,343.39,2,9,4,True,True
341264,CCc1nc(N)nc(N)c1-c1ccc(N(C)C2CCCCC2)c([N+](=O)[O-])c1,370.46,2,8,5,True,True
341271,CCc1nc(N)nc(N)c1-c1ccc(N2CCN(C)CC2)cc1,312.42,2,6,3,True,True
341273,CCc1nc(N)nc(N)c1-c1ccc(N2CCCCC2)cc1,297.41,2,5,3,True,True
341274,CCc1[nH]c(=O)nc(N)c1-c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,343.39,2,8,4,True,True
341526,O=c1c2cc(Cl)cc(Cl)c2nc2n1S(=O)(=O)c1ccccc1N2c1ccccc1,444.3,4,7,1,True,True
341919,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccc(N(C)C)cc2nc2cc(N(C)C)ccc12,479.61,4,9,7,True,True
341943,CCCCc1c2cnccc2c(CCCC)c2c1[nH]c1ccccc12,330.48,4,2,6,True,True
341944,Cc1c2ncccc2c(C)c2c1[nH]c1ccccc12,246.31,4,2,0,True,True
341978,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)OCc2cc3c(cc2Cl)OCO3)C(=O)OCc2cc3c(cc2Cl)OCO3)cc1,791.61,5,17,13,True,True
341979,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)OCc2c(Cl)cccc2Cl)C(=O)OCc2c(Cl)cccc2Cl)cc1,772.48,5,13,13,True,True
342022,CC(C)=CCn1c2ccccc2c(=O)c2ccccc21,263.34,3,2,2,True,True
342031,CN(C)c1ccc(C(O)=Cc2ncnc3ccccc23)cc1,291.35,3,4,3,True,True
342066,Cn1cc(C2=C(Cl)C(=O)N(c3cc(Cl)cc(Cl)c3)C2=O)c(=O)n(C)c1=O,414.63,2,7,2,True,True
342105,O=C1C2C(C(=O)N1c1ccccc1)C1(c3cccnc3)NC(=O)C2(Cc2cccnc2)c2ccccc21,486.53,4,7,4,True,True
342106,CC12C(=O)NC(c3ccncc3)(c3ccccc31)C1C(=O)N(c3ccccc3)C(=O)C12,409.45,3,6,2,True,True
342142,CN(C)c1ccc(C=CC(=O)c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)cc1,427.94,4,4,6,True,True
342205,CCN(CC)c1ccc(C=NNc2cc(C)nc3ccc(C4CCCCC4)cc23)cc1,414.6,3,4,7,True,True
342305,N#CC1Oc2ccccc2N1C(=O)c1ccccc1,250.26,2,4,1,True,True
342307,N#CC1Sc2ccccc2N1C(=O)c1ccccc1,266.32,2,4,1,True,True
342665,COc1c2c(c(N3CCCC3)c3c1C(=O)c1ccccc1C3=O)C(=O)CCC2,375.42,2,5,2,True,True
342692,Cc1ncc(CO)c(CO)c1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,405.47,2,7,8,True,True
342717,Cc1ccc2nc3ccccc3c(SCCCCCCSc3c4ccccc4nc4ccc(C)cc34)c2c1,532.78,6,4,9,True,True
342718,Cc1cccc2c(SCCCCCCSc3c4ccccc4nc4c(C)cccc34)c3ccccc3nc12,532.78,6,4,9,True,True
342719,Fc1ccc2nc3ccccc3c(SCCCCCSc3c4ccccc4nc4ccc(F)cc34)c2c1,526.68,6,4,8,True,True
342720,Brc1ccc2nc3ccccc3c(SCCCCCCSc3c4ccccc4nc4ccc(Br)cc34)c2c1,662.52,6,4,9,True,True
342721,Brc1cccc2c(SCCCCCCSc3c4ccccc4nc4c(Br)cccc34)c3ccccc3nc12,662.52,6,4,9,True,True
342722,Fc1ccc2nc3ccccc3c(SCCNCCSc3c4ccccc4nc4ccc(F)cc34)c2c1,527.67,6,5,8,True,True
342723,c1ccc2c(SCCOCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,492.67,6,5,8,True,True
342724,Clc1ccc2nc3ccccc3c(SCCCCCCSc3c4ccccc4nc4ccc(Cl)cc34)c2c1,573.61,6,4,9,True,True
342725,c1ccc2c(SCCNCCSc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,491.69,6,5,8,True,True
342726,Clc1cccc2c(SCCCCCCCSc3c4ccccc4nc4c(Cl)cccc34)c3ccccc3nc12,587.64,6,4,10,True,True
342727,Fc1cccc2c(SCCCCCSc3c4ccccc4nc4c(F)cccc34)c3ccccc3nc12,526.68,6,4,8,True,True
342728,Fc1ccc2nc3ccccc3c(SCCCCCCSc3c4ccccc4nc4ccc(F)cc34)c2c1,540.7,6,4,9,True,True
342729,Fc1cccc2c(SCCCCCCSc3c4ccccc4nc4c(F)cccc34)c3ccccc3nc12,540.7,6,4,9,True,True
342740,COc1ccc2nc3ccccc3c(SCCCCCCSc3c4ccccc4nc4ccc(OC)cc34)c2c1,564.78,6,6,11,True,True
342816,CCC(=O)c1ccc(Oc2c3ccccc3nc3ccccc23)cc1,327.38,4,3,4,True,True
342817,CC(C)NCC(O)COc1c2ccccc2nc2ccccc12,310.4,3,4,6,True,True
342818,OC(COc1c2ccccc2nc2ccccc12)CN1CCN(c2ccccc2)CC1,413.52,4,5,6,True,True
342819,OC(COc1c2ccccc2nc2ccccc12)CN1CCOCC1,338.41,3,5,5,True,True
342820,CN1CCN(CC(O)COc2c3ccccc3nc3ccccc23)CC1,351.45,3,5,5,True,True
342851,N#CC1(c2ccccc2)C(c2ccccc2)=CC(=C2C(=O)NC(=O)N(c3ccccc3)C2=O)C=C1c1ccccc1,533.59,4,6,4,True,True
342903,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=C([N+](=O)[O-])C(C)(C)O2,366.37,3,7,2,True,True
342948,CCOc1ccc2nc3ccccc3c(N)c2c1,238.29,3,3,2,True,True
342949,CCOc1ccc2nc3cc(I)ccc3c(N)c2c1,364.19,3,3,2,True,True
343085,CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c(N)c1,348.45,3,6,5,True,True
343086,CCc1nc(N)nc(N)c1-c1ccc(N(C)C)c(N)c1,272.36,2,6,3,True,True
343091,CCc1nc(N)nc(N)c1-c1ccc(N2CCNCC2)cc1,298.39,2,6,3,True,True
343094,CCc1nc(N)nc(N)c1-c1ccc(N(C)C)cc1,257.34,2,5,3,True,True
343122,CC1c2ccccc2-c2ccccc2N1C(=O)c1cccc(C(=O)N2c3ccccc3-c3ccccc3C2C)n1,521.62,5,5,2,True,True
343977,CN1c2ccccc2Nc2cc(C#N)ccc21,221.26,2,3,0,True,True
345069,COc1ccc2nc3cc(Cl)ccc3c(Nc3nccs3)c2c1,341.82,4,5,3,True,True
345072,COc1ccc2nc3cc(Cl)ccc3c(N(CCO)CCO)c2c1,346.81,3,5,6,True,True
345074,COc1ccc2nc3cc(Cl)ccc3c(N(CC(C)O)CC(C)O)c2c1,374.87,3,5,6,True,True
345321,COc1ccc2nc3cc(Cl)ccc3c(Oc3ccccc3)c2c1,335.79,4,3,3,True,True
345328,CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12,417.68,3,1,16,True,True
345512,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,321.38,3,4,1,True,True
345697,N#CC(c1ccccc1)N(C(N)=O)c1ccccc1,251.29,2,4,3,True,True
345710,COc1ccc2nc3cc(Cl)ccc3c(Nc3nccc(OC)n3)c2c1,366.81,4,6,4,True,True
346775,CN(C)c1ccc(C=C(C#N)c2ccccc2F)cc1,266.32,2,2,3,True,True
346776,CN(C)c1ccc(C=C(C#N)c2cccc(F)c2)cc1,266.32,2,2,3,True,True
346777,CN(C)c1ccc(C=C(C#N)c2ccc(F)cc2)cc1,266.32,2,2,3,True,True
346780,CN(C)c1ccc(C=C(C#N)c2ccc(F)cc2F)cc1,284.31,2,2,3,True,True
346781,CN(C)c1ccc(C=C(C#N)c2cc(F)ccc2F)cc1,284.31,2,2,3,True,True
346782,CN(C)c1ccc(C=C(C#N)c2c(F)cccc2F)cc1,284.31,2,2,3,True,True
346783,CN(C)c1ccc(C=C(C#N)c2ccccc2Cl)cc1,282.77,2,2,3,True,True
346784,CN(C)c1ccc(C=C(C#N)c2cccc(Cl)c2)cc1,282.77,2,2,3,True,True
346785,CN(C)c1ccc(C=C(C#N)c2ccc(Cl)cc2Cl)cc1,317.22,2,2,3,True,True
346786,CN(C)c1ccc(C=C(C#N)c2c(Cl)cccc2Cl)cc1,317.22,2,2,3,True,True
346787,CN(C)c1ccc(C=C(C#N)c2ccc(Cl)c(Cl)c2)cc1,317.22,2,2,3,True,True
346789,CN(C)c1ccc(C=C(C#N)c2ccccc2Br)cc1,327.22,2,2,3,True,True
346790,CN(C)c1ccc(C=C(C#N)c2cccc(Br)c2)cc1,327.22,2,2,3,True,True
346791,CN(C)c1ccc(C=C(C#N)c2ccc(Br)cc2)cc1,327.22,2,2,3,True,True
346792,CN(C)c1ccc(C=C(C#N)c2ccc(Br)cc2Br)cc1,406.12,2,2,3,True,True
346793,CN(C)c1ccc(C=C(C#N)c2c(Br)cccc2Br)cc1,406.12,2,2,3,True,True
346795,CN(C)c1ccc(C=C(C#N)c2cccc(I)c2)cc1,374.22,2,2,3,True,True
346796,Cc1ccc(C(C#N)=Cc2ccc(N(C)C)cc2)cc1,262.36,2,2,3,True,True
346797,Cc1cc(C)cc(C(C#N)=Cc2ccc(N(C)C)cc2)c1,276.38,2,2,3,True,True
346799,Cc1cc(C(C#N)=Cc2ccc(N(C)C)cc2)cc(C)c1[N+](=O)[O-],321.38,2,5,4,True,True
346800,CN(C)c1ccc(C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1,293.33,2,5,4,True,True
346801,CN(C)c1ccc(C=C(C#N)c2cccc([N+](=O)[O-])c2)cc1,293.33,2,5,4,True,True
347767,CN(C)c1ccc(-c2c3ccccc3nc3ccc(Cl)cc23)cc1,332.83,4,2,2,True,True
347768,CN(C)c1ccc(-c2c3ccccc3nc3ccc(Br)cc23)cc1,377.28,4,2,2,True,True
347769,CN(C)c1ccc(-c2c3ccc(Cl)cc3nc3ccc(Br)cc23)cc1,411.73,4,2,2,True,True
348016,COc1ccc(Nc2cccc3ncccc23)cc1,250.3,3,3,3,True,True
348185,CCN1CCN(c2ccc(C=Cc3ccnc4ccccc34)cc2)CC1,343.47,3,3,4,True,True
348187,CCN(C(=O)O)c1ccc(C=Cc2ccnc3ccccc23)cc1,318.38,3,4,4,True,True
348188,COc1cc(C=Cc2ccnc3ccccc23)ccc1N(C)C,304.39,3,3,4,True,True
348190,C1=CN2CC=Cc3cc(C=Cc4ccnc5ccccc45)cc(c32)C1,322.41,3,2,2,True,True
348191,CN(C)c1ccc(C=Cc2ccnc3ccc4ccccc4c23)cc1,324.43,4,2,3,True,True
348192,CN(C)c1ccc(C=Cc2ccnc3c2ccc2ccccc23)cc1,324.43,4,2,3,True,True
348193,C=CCN(CC=C)c1ccc(C=Cc2ccnc3ccccc23)cc1,326.44,3,2,7,True,True
348194,CCCN(CCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,330.48,3,2,7,True,True
348197,CCC(C)N(c1ccc(C=Cc2ccnc3ccccc23)cc1)C(C)CC,358.53,3,2,7,True,True
348198,CC(C)CN(CC(C)C)c1ccc(C=Cc2ccnc3ccccc23)cc1,358.53,3,2,7,True,True
348199,CCCCCN(CCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,386.58,3,2,11,True,True
348200,CCCCCCN(CCCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,414.64,3,2,13,True,True
348201,CCCCCCCN(CCCCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,442.69,3,2,15,True,True
348202,CCCCCCCCN(CCCCCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,470.75,3,2,17,True,True
348203,CCCCCCCCCN(CCCCCCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,498.8,3,2,19,True,True
348204,CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C=Cc2ccnc3ccccc23)cc1,526.85,3,2,21,True,True
348207,CCc1cc(C=Cc2ccnc3ccccc23)ccc1N(C)C,302.42,3,2,4,True,True
348208,COc1cc(N(C)C)ccc1C=Cc1ccnc2ccccc12,304.39,3,3,4,True,True
348209,CN(C)c1ccc(N=Nc2ccc(C=Cc3ccnc4ccccc34)cc2)cc1,378.48,4,4,5,True,True
348484,COc1c2c(cc3c1c(=O)c1ccccc1n3C)OCO2,283.28,3,5,1,True,True
348737,Cc1cccc2c(Cl)c3cccc(C)c3nc12,241.72,3,1,0,True,True
348738,Cc1cccc2cc3cccc(C)c3nc12.O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,420.38,4,10,3,True,True
348740,Cc1cccc2c(C(=O)O)c3cccc(C)c3nc12,251.28,3,3,1,True,True
348742,Cc1ccc(C)c2c(Cl)c3c(C)ccc(C)c3nc12,269.77,3,1,0,True,True
348750,COC(=O)c1c2c(C)ccc(C)c2nc2c(C)ccc(C)c12,293.37,3,3,1,True,True
348894,CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1Cl,308.81,3,2,3,True,True
348895,Cc1cnc2ccccc2c1C=Cc1ccc(N(C)C)cc1,288.39,3,2,3,True,True
348896,CN(C)c1ccc(C=Cc2nccc3ccccc23)cc1,274.37,3,2,3,True,True
348897,CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1N,289.38,3,3,3,True,True
348898,CCN(CC)CCN(CC)c1ccc(C=Cc2ccnc3ccccc23)cc1,373.54,3,3,9,True,True
348899,CCN(CC)CCN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1,359.52,3,3,8,True,True
348900,CCN(CCCN(C)C)c1ccc(C=Cc2ccnc3ccccc23)cc1,359.52,3,3,8,True,True
348901,CCCCN(CCC(=O)O)c1ccc(C=Cc2ccnc3ccccc23)cc1,374.48,3,4,9,True,True
348902,CCCCN(CCC#N)c1ccc(C=Cc2ccnc3ccccc23)cc1,355.49,3,3,8,True,True
348903,CN(CC(=O)O)c1ccc(C=Cc2ccnc3ccccc23)cc1,318.38,3,4,5,True,True
348904,CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1O,290.37,3,3,3,True,True
349332,O=C1C(=Cc2ccnc3ccccc23)SC(=S)N1c1ccccc1,348.45,3,5,2,True,True
349333,N#Cc1ccc(C=C2SC(=S)N(c3ccccc3)C2=O)cc1,322.41,2,5,2,True,True
349338,N#CC(C#N)=Cc1ccc(C=C2SC(=S)N(c3ccccc3)C2=O)cc1,373.46,2,6,3,True,True
349352,CCOC(=O)C(C#N)=Cc1ccc(C=C2SC(=S)N(c3ccccc3)C2=O)cc1,420.52,2,7,5,True,True
349362,Cc1cccc(C=C2SC(=S)N(c3ccccc3)C2=O)n1,312.42,2,5,2,True,True
349373,O=C1C(=Cc2ccncc2)SC(=S)N1c1ccccc1,298.39,2,5,2,True,True
349386,O=C1C(=Cc2cccnc2)SC(=S)N1c1ccccc1,298.39,2,5,2,True,True
349542,O=C1C(=Cc2ccc3ccccc3n2)SC(=S)N1c1ccccc1,348.45,3,5,2,True,True
349772,Cc1cccc2c(=O)c3cccc(C)c3[nH]c12,223.27,3,2,0,True,True
349789,Cc1ccc(C)c2c(C(=O)O)c3c(C)ccc(C)c3nc12,279.34,3,3,1,True,True
349930,CCc1cnc2ccccc2c1C=Cc1ccc(N(C)C)cc1,302.42,3,2,4,True,True
349933,CN(C)c1ccc(C=Nc2cnc3ccccc3c2)cc1,275.35,3,3,3,True,True
349934,CN(C)c1ccc(C=Nc2cncc3ccccc23)cc1,275.36,3,3,3,True,True
349952,Cc1c(C=Cc2ccnc3ccccc23)ccc(N(C)C)c1C,302.42,3,2,3,True,True
350017,CN(C)c1ccc(C=NNc2ncccn2)cc1,241.3,2,5,4,True,True
350132,CCOC(=O)c1c2c3c(c(Nc4ccc(S(=O)(=O)O)cc4CCS(=O)(=O)O)ccc3n(C)c1=O)C(=O)c1ccccc1-2,612.64,4,14,8,True,True
350507,O=C1c2ccccc2C(=O)c2c1ccc1c(=O)c3cccc(Cl)c3[nH]c21,359.77,4,4,0,True,True
350921,N#CCC(=O)c1ccc2c(c1)Nc1ccccc1S2,266.32,2,4,2,True,True
350927,c1ccc2c(c1)Nc1cc(-c3ccc4ccccn34)ccc1S2,314.41,4,3,1,True,True
351411,O=C(NN=Cc1ccc(N(CCI)CCI)cc1)c1ccncc1,548.17,2,5,8,True,True
351591,Cc1c(C)c2cc3cc(Cl)ccc3nc2c2ccccc12,291.78,4,1,0,True,True
351592,Cc1c(C)c2cc3ccc(Cl)cc3nc2c2ccccc12,291.78,4,1,0,True,True
351979,Cn1c(=O)c2[nH]c(N=Nc3ccc(N(CCCl)CCCl)cc3)nc2n(C)c1=O,424.29,3,9,7,True,True
352288,CN(C)c1ccc(N=Cc2c(O)[nH]c(=O)[nH]c2=O)cc1,274.28,2,7,3,True,True
352290,CCN(CC)c1ccc(N=Cc2c(O)[nH]c(=O)[nH]c2=O)cc1,302.33,2,7,5,True,True
352349,CN(CC1CNc2nc(N)nc(N)c2N1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,458.48,2,13,9,True,True
352467,O=c1[nH]cnc(O)c1C=NN(c1ccccc1)c1ccccc1,306.33,3,6,4,True,True
352482,C(=NN(c1ccccc1)c1ccccc1)c1ccccn1,273.34,3,3,4,True,True
352837,O=c1[nH]c(O)c(C=NN(c2ccccc2)c2ccccc2)c(=O)[nH]1,322.32,3,7,4,True,True
352877,N=C(N)c1ccc(N=NNc2ccc3cc4ccc(N)cc4nc3c2)cc1,355.41,4,7,4,True,True
353173,O=S(=O)(Nc1ncccn1)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,475.96,5,8,6,True,True
353174,COc1ccc2c(c1)[nH]c1c(C)c3ccncc3c(C)c12,276.34,4,3,1,True,True
353192,CC(C)c1ccc2nc3ccc(C(=O)NCCN4CCN(c5ccccc5)CC4)cn3c(=O)c2c1,469.59,4,7,6,True,True
353206,O=[N+]([O-])c1ccc(Sc2c3ccccc3nc3ccccc23)nc1,333.37,4,6,3,True,True
353226,OC(COc1c2ccccc2nc2ccccc12)CN1CCN(c2cccc(Cl)c2)CC1,447.97,4,5,6,True,True
353227,O=[N+]([O-])c1ccc(Oc2c3ccccc3nc3ccccc23)cc1,316.32,4,5,3,True,True
353228,c1ccc2c(OCC3CO3)c3ccccc3nc2c1,251.28,3,3,3,True,True
353280,COc1ccc2[nH]c3cc4ccncc4cc3c2c1,248.28,4,3,1,True,True
353281,Oc1ccc2[nH]c3cc4ccncc4cc3c2c1,234.26,4,3,0,True,True
353415,O=[N+]([O-])c1ccc(Sc2c3ccccc3nc3ccccc23)cn1,333.37,4,6,3,True,True
353580,O=C1CSC(=NN=Cc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)N1c1ccccc1,473.95,4,8,4,True,True
353674,O=C(Nc1c2ccccc2nc2ccccc12)c1ccc([N+](=O)[O-])cc1,343.34,4,6,3,True,True
353675,O=C(Nc1ccc([N+](=O)[O-])cc1)c1c2ccccc2nc2ccccc12,343.34,4,6,3,True,True
353840,Cc1ccc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cn1,361.45,5,3,3,True,True
354040,O=C(NCCCl)N1CCC(CN=c2cc3n(-c4ccc(Cl)cc4)c4ccccc4nc-3cc2Nc2ccc(Cl)cc2)CC1,634.01,3,7,7,True,True
354096,Cc1c2cc[n+](Cc3ccc(I)cc3)cc2c(C)c2c1[nH]c1ccccc12.[Cl-],498.8,5,2,2,True,True
354097,Cc1c2cc[n+](Cc3ccc(I)cc3)cc2c(C)c2c1[nH]c1ccccc12,463.34,5,2,2,True,True
354215,CC(N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1)c1ccccc1,535.48,4,4,5,True,True
354251,NC(N)=NS(=O)(=O)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,439.93,4,8,5,True,True
354252,O=S(=O)(Nc1ccccn1)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,474.97,5,7,6,True,True
354253,O=S(=O)(Nc1nccs1)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,481.0,5,8,6,True,True
354254,Cc1noc(NS(=O)(=O)c2ccc(NCc3c4ccccc4nc4cc(Cl)ccc34)cc2)c1C,492.99,5,8,6,True,True
354255,Cc1cc(NS(=O)(=O)c2ccc(NCc3c4ccccc4nc4cc(Cl)ccc34)cc2)no1,478.96,5,8,6,True,True
354256,COc1ccc(NS(=O)(=O)c2ccc(NCc3c4ccccc4nc4cc(Cl)ccc34)cc2)nn1,505.99,5,9,7,True,True
354257,O=S(=O)(Nc1ccn(-c2ccccc2)n1)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,540.05,6,8,7,True,True
354270,CCOc1ccnc2c(C)c3c([nH]c4ccccc43)c(C)c12,290.37,4,3,2,True,True
354392,CN(C)c1ccc2nc3c(cc(Nc4cccc(Nc5cc6[o+]c7cc(N(C)C)ccc7nc6c6ccccc56)n4)c4ccccc43)[o+]c2c1.[Cl-],691.21,9,9,6,True,True
354520,COc1c2c3c(ccnc3c3ccccc13)C(=O)N2C,264.28,3,4,1,True,True
354793,Cc1ccnc(NS(=O)(=O)c2ccc(NCc3c4ccccc4nc4cc(Cl)ccc34)cc2)n1,489.99,5,8,6,True,True
354794,NS(=O)(=O)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,397.89,4,6,4,True,True
354795,CC(=O)NS(=O)(=O)c1ccc(NCc2c3ccccc3nc3cc(Cl)ccc23)cc1,439.92,4,7,5,True,True
354936,c1ccc2c(Oc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,372.43,6,3,2,True,True
354953,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2c3ccccc3ccc12,347.37,5,3,0,True,True
