CID,SMILES,MW,n_aromatic_rings,n_heteroatoms,n_rotatable_bonds,has_donor,has_acceptor
1452363,Cc1cc(C)cc(N(C(=O)c2csnn2)[C@@H](C(=O)NC2CCCCC2)c2cccnc2)c1,449.58,3,8,6,True,True
1452365,Cc1cc(C)cc(N(C(=O)c2csnn2)[C@H](C(=O)NC2CCCC2)c2cccnc2)c1,435.55,3,8,6,True,True
1452369,Cc1cc(C)cc(N(C(=O)c2csnn2)[C@@H](C(=O)NC2CCCC2)c2cccnc2)c1,435.55,3,8,6,True,True
1452387,CCc1ccc(N(C(=O)c2csnn2)[C@H](C(=O)NC2CCCCC2)c2cccnc2)cc1,449.58,3,8,7,True,True
1452393,CCc1ccc(N(C(=O)c2csnn2)[C@@H](C(=O)NC2CCCCC2)c2cccnc2)cc1,449.58,3,8,7,True,True
1452493,Cc1nc(SCC(=O)Nc2ccc(N(C)C)cc2)c2c(C)c(C)sc2n1,386.55,3,7,5,True,True
1452494,Cc1nc(SCC(=O)Nc2ccccc2N2CCOCC2)c2c(C)c(C)sc2n1,428.58,3,8,5,True,True
1452502,Cc1nc(SCC(=O)N2CC(=O)Nc3ccccc32)c2c(C)c(C)sc2n1,398.51,3,8,3,True,True
1452504,Cc1nc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)c2c(C)c(C)sc2n1,428.58,3,8,5,True,True
1452509,CCc1nc(SCC(=O)N2CC(=O)Nc3ccccc32)c2c(C)c(C)sc2n1,412.54,3,8,4,True,True
1452521,Cc1sc2nc(C3CC3)nc(SCC(=O)N3CC(=O)Nc4ccccc43)c2c1C,424.55,3,8,4,True,True
1452569,Cc1ccnc(N2CCC[C@@H](C(=O)N3CCc4ccccc43)C2)n1,322.41,2,5,2,True,True
1452571,Cc1ccnc(N2CCC[C@H](C(=O)N3CCc4ccccc43)C2)n1,322.41,2,5,2,True,True
1454576,Cc1nc2cc(N3CCCCC3)c(NC(=O)C3CC3)cc2c(=O)n1Cc1ccccc1,416.53,3,6,5,True,True
1454577,Cc1nc2cc(N3CCCCC3)c(NC(=O)c3ccncc3)cc2c(=O)n1Cc1ccccc1,453.55,4,7,5,True,True
1454579,Cc1nc2cc(N3CCCCC3)c(NC(=O)CCc3ccccc3)cc2c(=O)n1Cc1ccccc1,480.61,4,6,7,True,True
1454581,CCC(=O)Nc1cc2c(=O)n(Cc3ccccc3)c(C)nc2cc1N1CCCCC1,404.51,3,6,5,True,True
1454582,Cc1nc2cc(N3CCC(C)CC3)c(NC(=O)C3CC3)cc2c(=O)n1Cc1ccccc1,430.55,3,6,5,True,True
1454583,Cc1nc2cc(N3CCOCC3)c(N)cc2c(=O)n1Cc1ccccc1,350.42,3,6,3,True,True
1454585,Cc1nc2cc(N3CCOCC3)c(NC(=O)Cc3cccs3)cc2c(=O)n1Cc1ccccc1,474.59,4,8,6,True,True
1454586,CCC(=O)Nc1cc2c(=O)n(Cc3ccccc3)c(C)nc2cc1N1CCOCC1,406.49,3,7,5,True,True
1454587,Cc1nc2cc(N3CCN(C)CC3)c(NC(=O)C3CC3)cc2c(=O)n1Cc1ccccc1,431.54,3,7,5,True,True
1454589,Cc1ccc(C(=O)Nc2cc3c(=O)n(Cc4ccccc4)c(C)nc3cc2N2CCN(C)CC2)cc1,481.6,4,7,5,True,True
1454590,Cc1nc2cc(N3CCN(C)CC3)c(NC(=O)C(C)(C)C)cc2c(=O)n1Cc1ccccc1,447.58,3,7,4,True,True
1454591,Cc1nc2cc(N3CCCC3)c(NC(=O)C3CC3)cc2c(=O)n1Cc1ccccc1,402.5,3,6,5,True,True
1454593,Cc1ccccc1C(=O)Nc1cc2c(=O)n(Cc3ccccc3)c(C)nc2cc1N1CCCC1,452.56,4,6,5,True,True
1454594,Cc1nc2cc(N3CCCC3)c(NC(=O)c3ccco3)cc2c(=O)n1Cc1ccccc1,428.49,4,7,5,True,True
1454595,CCN(CC)c1cc2nc(C)n(Cc3ccccc3)c(=O)c2cc1NC(=O)C1CC1,404.51,3,6,7,True,True
1454596,CCN(CC)c1cc2nc(C)n(Cc3ccccc3)c(=O)c2cc1NC(=O)c1ccccc1,440.55,4,6,7,True,True
1454608,Cc1nc2cc(N3CCCCC3)c(NC(=O)c3ccncc3)cc2c(=O)n1Cc1ccc(Cl)cc1,487.99,4,7,5,True,True
1454609,CCC(=O)Nc1cc2c(=O)n(Cc3ccc(Cl)cc3)c(C)nc2cc1N1CCCCC1,438.96,3,6,5,True,True
1454621,Cc1ccc(N(CC(=O)NC2CCCC2)C(=O)c2ccc(N3CCCC3)nc2)cc1,406.53,2,6,6,True,True
1454623,Cc1cccc(N(CC(=O)NC2CCCC2)C(=O)c2ccc(N3CCCC3)nc2)c1C,420.56,2,6,6,True,True
1454883,COc1ccc2nc(SCC(=O)N3CCN(c4ccc(O)cc4)CC3)c(C#N)cc2c1,434.52,3,8,5,True,True
1454978,COc1ccc(N2CCN([C@H](c3ccc4ncccc4c3)c3nnnn3C(C)C)CC2)cc1,443.56,4,8,6,True,True
1454980,COc1ccc(N2CCN([C@@H](c3ccc4ncccc4c3)c3nnnn3C(C)C)CC2)cc1,443.56,4,8,6,True,True
1454982,Fc1ccccc1N1CCN([C@@H](c2ccc3ncccc3c2)c2nnnn2CCc2ccccc2)CC1,493.59,5,7,7,True,True
1454985,Fc1ccccc1N1CCN([C@H](c2ccc3ncccc3c2)c2nnnn2CCc2ccccc2)CC1,493.59,5,7,7,True,True
1455062,Cc1cc(C)cc(N2C[C@@]34C=C[C@@H](O3)[C@H](C(=O)O[C@H](C(=O)NC3CCCC3)c3cccnc3)[C@H]4C2=O)c1,501.58,2,8,6,True,True
1455161,CCCn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1cccnc1,393.52,3,7,6,True,True
1455169,CCCn1c(SCC(=O)N2c3ccc(F)cc3CC[C@H]2C)nnc1-c1cccnc1,425.53,3,7,6,True,True
1455334,COc1ccc(N2CCN(c3ncnc4c3nnn4Cc3ccccc3)CC2)cc1,401.47,4,8,5,True,True
1455336,COc1ccc(N2CCN(c3ncnc4c3nnn4Cc3ccccc3Cl)CC2)cc1,435.92,4,8,5,True,True
1455434,O=C(CN1C(=O)COc2ccccc21)N(Cc1cccnc1)C[C@H]1CCCO1,381.43,2,7,6,True,True
1455435,O=C(CN1C(=O)COc2ccccc21)N(Cc1cccnc1)C[C@@H]1CCCO1,381.43,2,7,6,True,True
1455440,Cc1cccnc1NC(=O)CN1C(=O)COc2ccccc21,297.31,2,6,3,True,True
1455448,COc1cccc(CN(Cc2cccnc2)C(=O)CN2C(=O)COc3ccccc32)c1,417.47,3,7,7,True,True
1455457,COc1ccc(CN(Cc2ccncc2)C(=O)CN2C(=O)COc3ccccc32)cc1,417.47,3,7,7,True,True
1455469,O=C1COc2ccccc2N1CC(=O)N(Cc1ccncc1)C1CC1,337.38,2,6,5,True,True
1455471,O=C1COc2ccccc2N1CC(=O)N(Cc1cccnc1)C1CC1,337.38,2,6,5,True,True
1455507,CC(=O)c1cccc(N(C(=O)c2cnccn2)[C@H](C(=O)NCc2ccccc2)c2cccnc2)c1,465.51,4,8,8,True,True
1455511,CC(=O)c1cccc(N(C(=O)c2cnccn2)[C@@H](C(=O)NCc2ccccc2)c2cccnc2)c1,465.51,4,8,8,True,True
1455562,Cc1cccc(NC(=O)CN2C(=O)[C@H](C)Oc3ccccc32)n1,311.34,2,6,3,True,True
1455564,Cc1cccc(NC(=O)CN2C(=O)[C@@H](C)Oc3ccccc32)n1,311.34,2,6,3,True,True
1455583,Cc1ccnc(NC(=O)CN2C(=O)[C@H](C)Oc3ccccc32)c1,311.34,2,6,3,True,True
1455585,Cc1ccnc(NC(=O)CN2C(=O)[C@@H](C)Oc3ccccc32)c1,311.34,2,6,3,True,True
1455596,C[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccc2)Cc2ccccn2)C1=O,401.47,3,6,6,True,True
1455597,C[C@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccc2)Cc2ccccn2)C1=O,401.47,3,6,6,True,True
1455605,COc1ccc(CN(Cc2ccccn2)C(=O)CN2C(=O)[C@H](C)Oc3ccccc32)cc1,431.49,3,7,7,True,True
1455606,COc1ccc(CN(Cc2ccccn2)C(=O)CN2C(=O)[C@@H](C)Oc3ccccc32)cc1,431.49,3,7,7,True,True
1455617,C[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2cccnc2)C2CC2)C1=O,351.41,2,6,5,True,True
1455621,C[C@H]1Oc2ccccc2N(CC(=O)N(Cc2cccnc2)C2CC2)C1=O,351.41,2,6,5,True,True
1455694,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccccc4F)CC3)cc2c1,537.64,5,8,7,True,True
1455696,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccccc4F)CC3)cc2c1,537.64,5,8,7,True,True
1455697,CC(C)[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C[C@H]2CCCO2)C1=O,423.51,2,7,7,True,True
1455698,CC(C)[C@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C[C@H]2CCCO2)C1=O,423.51,2,7,7,True,True
1455700,CC(C)[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C[C@@H]2CCCO2)C1=O,423.51,2,7,7,True,True
1455701,COc1ccccc1N1CCN([C@@H](c2cc3cc(C)cc(C)c3[nH]c2=O)c2nnnn2CCc2ccccc2)CC1,549.68,5,9,8,True,True
1455702,COc1ccccc1N1CCN([C@H](c2cc3cc(C)cc(C)c3[nH]c2=O)c2nnnn2CCc2ccccc2)CC1,549.68,5,9,8,True,True
1455703,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,537.64,5,8,7,True,True
1455704,CC(C)[C@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C[C@@H]2CCCO2)C1=O,423.51,2,7,7,True,True
1455705,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,537.64,5,8,7,True,True
1455706,CC(C)[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2ccncc2)Cc2ccco2)C1=O,419.48,3,7,7,True,True
1455708,CC(C)[C@H]1Oc2ccccc2N(CC(=O)N(Cc2ccncc2)Cc2ccco2)C1=O,419.48,3,7,7,True,True
1455710,COc1ccc(N2CCN([C@@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3CCc3ccccc3)CC2)cc1,549.68,5,9,8,True,True
1455711,COc1ccc(N2CCN([C@H](c3cc4cc(C)cc(C)c4[nH]c3=O)c3nnnn3CCc3ccccc3)CC2)cc1,549.68,5,9,8,True,True
1455718,CC(C)[C@@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C2CC2)C1=O,379.46,2,6,6,True,True
1455720,CC(C)[C@H]1Oc2ccccc2N(CC(=O)N(Cc2ccccn2)C2CC2)C1=O,379.46,2,6,6,True,True
1455721,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccco3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,513.58,5,9,6,True,True
1455722,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3Cc3ccco3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,513.58,5,9,6,True,True
1455731,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccco3)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,544.06,5,9,6,True,True
1455736,Cc1cc(C)c2[nH]c(=O)c([C@H](c3nnnn3Cc3ccco3)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,544.06,5,9,6,True,True
1455741,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccco3)N3CCN(c4ccccc4F)CC3)cc2c1,529.58,5,10,8,True,True
1455744,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3Cc3ccco3)N3CCN(c4ccccc4F)CC3)cc2c1,529.58,5,10,8,True,True
1455750,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccco3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,529.58,5,10,8,True,True
1455752,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3Cc3ccco3)N3CCN(c4ccc(F)cc4)CC3)cc2c1,529.58,5,10,8,True,True
1455758,CCOc1ccc2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccco3)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,560.06,5,10,8,True,True
1455760,CCOc1ccc2[nH]c(=O)c([C@H](c3nnnn3Cc3ccco3)N3CCN(c4cc(Cl)ccc4C)CC3)cc2c1,560.06,5,10,8,True,True
1455775,Cc1ccc2c(c1)N(CC(=O)Nc1cccc(C)n1)C(=O)CO2,311.34,2,6,3,True,True
1455788,Cc1ccnc(NC(=O)CN2C(=O)COc3ccc(C)cc32)c1,311.34,2,6,3,True,True
1455789,Cc1ccc2c(c1)N(CC(=O)Nc1ncccc1C)C(=O)CO2,311.34,2,6,3,True,True
1455791,Cc1ccc2c(c1)N(CC(=O)N(CCN1CCOCC1)Cc1ccncc1)C(=O)CO2,424.5,2,8,7,True,True
1455795,Cc1ccc2c(c1)N(CC(=O)N(Cc1ccccn1)C1CC(C)(C)NC(C)(C)C1)C(=O)CO2,450.58,2,7,5,True,True
1455798,Cc1ccc2c(c1)N(CC(=O)N(Cc1ccc3c(c1)OCO3)Cc1ccccn1)C(=O)CO2,445.48,3,8,6,True,True
1455855,Cc1cc2cc([C@@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccccc4F)CC3)c(=O)[nH]c2cc1C,537.64,5,8,7,True,True
1455857,Cc1cc2cc([C@H](c3nnnn3CCc3ccccc3)N3CCN(c4ccccc4F)CC3)c(=O)[nH]c2cc1C,537.64,5,8,7,True,True
1455864,COc1ccccc1N1CCN([C@@H](c2cc3cc(C)c(C)cc3[nH]c2=O)c2nnnn2CCc2ccccc2)CC1,549.68,5,9,8,True,True
1455866,COc1ccccc1N1CCN([C@H](c2cc3cc(C)c(C)cc3[nH]c2=O)c2nnnn2CCc2ccccc2)CC1,549.68,5,9,8,True,True
1455867,COc1ccc(N2CCN([C@@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3CCc3ccccc3)CC2)cc1,549.68,5,9,8,True,True
1455869,COc1ccc(N2CCN([C@H](c3cc4cc(C)c(C)cc4[nH]c3=O)c3nnnn3CCc3ccccc3)CC2)cc1,549.68,5,9,8,True,True
1455886,Cc1cc2cc([C@@H](c3nnnn3CCc3ccccc3)N3CCc4ccccc43)c(=O)[nH]c2cc1C,476.58,5,7,6,True,True
1455888,Cc1cc2cc([C@H](c3nnnn3CCc3ccccc3)N3CCc4ccccc43)c(=O)[nH]c2cc1C,476.58,5,7,6,True,True
1455893,Cc1ccc2c(c1)N(CC(=O)N(Cc1cccnc1)C1CCCC1)C(=O)[C@@H](C)O2,393.49,2,6,5,True,True
1455894,Cc1ccc2c(c1)N(CC(=O)N(Cc1cccnc1)C1CCCC1)C(=O)[C@H](C)O2,393.49,2,6,5,True,True
1455903,CCCn1c(SCC(=O)N2c3ccc(F)cc3CC[C@@H]2C)nnc1-c1cccnc1,425.53,3,7,6,True,True
1455918,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2c(F)cccc2Cl)C1=O,481.96,3,6,7,True,True
1455921,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2c(F)cccc2Cl)C1=O,481.96,3,6,7,True,True
1455924,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2cccc(OC)c2OC)C1=O,489.57,3,8,9,True,True
1455925,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2cccc(OC)c2OC)C1=O,489.57,3,8,9,True,True
1455927,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2ccccc2F)C1=O,447.51,3,6,7,True,True
1455928,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2ccccc2F)C1=O,447.51,3,6,7,True,True
1455929,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2cccc(F)c2)C1=O,447.51,3,6,7,True,True
1455930,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2cccc(OC)c2)C1=O,459.55,3,7,8,True,True
1455932,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2cccc(OC)c2)C1=O,459.55,3,7,8,True,True
1455934,CCOc1ccccc1CN(Cc1cccnc1)C(=O)CN1C(=O)[C@H](CC)Oc2ccc(C)cc21,473.57,3,7,9,True,True
1455936,CCOc1ccccc1CN(Cc1cccnc1)C(=O)CN1C(=O)[C@@H](CC)Oc2ccc(C)cc21,473.57,3,7,9,True,True
1455943,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2ccccc2)Cc2ccccn2)C1=O,429.52,3,6,7,True,True
1455944,COc1ccccc1-n1c(SCC(=O)N2CCc3ccccc32)nnc1-c1cccnc1,443.53,4,8,6,True,True
1455947,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2ccccc2)Cc2ccccn2)C1=O,429.52,3,6,7,True,True
1455959,COc1cccc(-n2c(SCC(=O)N3CCc4ccccc43)nnc2-c2cccnc2)c1,443.53,4,8,6,True,True
1455965,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2ccncc2)Cc2ccc(OC)cc2)C1=O,459.55,3,7,8,True,True
1455967,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2ccncc2)Cc2ccc(OC)cc2)C1=O,459.55,3,7,8,True,True
1455975,CC[C@@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2ccc(C)o2)C1=O,433.51,3,7,7,True,True
1455978,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2cccnc2)Cc2ccc(C)o2)C1=O,433.51,3,7,7,True,True
1455979,CC[C@H]1Oc2ccc(C)cc2N(CC(=O)N(Cc2ccncc2)Cc2ccco2)C1=O,419.48,3,7,7,True,True
1456003,COc1ccc(-n2c(SCC(=O)N3CCc4ccccc43)nnc2-c2cccnc2)cc1,443.53,4,8,6,True,True
1456012,CCCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1cccnc1,379.49,3,7,6,True,True
1456205,CCCn1c(SCC(=O)N2c3ccc(F)cc3CC[C@H]2C)nnc1-c1ccccn1,425.53,3,7,6,True,True
1456206,CCCn1c(SCC(=O)N2c3ccc(F)cc3CC[C@@H]2C)nnc1-c1ccccn1,425.53,3,7,6,True,True
1456257,COc1ccccc1-n1c(SCC(=O)N2CCc3ccccc32)nnc1-c1ccccn1,443.53,4,8,6,True,True
1456353,CCCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1ccccn1,379.49,3,7,6,True,True
1457095,CCC(C)(C)n1nnnc1[C@@H](c1cc2ccc(OC)cc2n2nnnc12)N1CCN(c2ccccc2)CC1,512.62,5,11,7,True,True
1457096,CCC(C)(C)n1nnnc1[C@H](c1cc2ccc(OC)cc2n2nnnc12)N1CCN(c2ccccc2)CC1,512.62,5,11,7,True,True
1457117,Cc1cccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c1,457.6,4,6,5,True,True
1457119,Cc1cccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c1C,471.63,4,6,5,True,True
1457121,Cc1cccc2cc3cc(C(=O)N(CC(=O)NC4CCCC4)c4ccccc4F)sc3nc12,461.56,4,6,5,True,True
1457122,COc1ccccc1N(CC(=O)NC1CCCC1)C(=O)c1cc2cc3cccc(C)c3nc2s1,473.6,4,7,6,True,True
1457124,COc1ccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)cc1,473.6,4,7,6,True,True
1457126,Cc1ccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)cc1,457.6,4,6,5,True,True
1457128,Cc1ccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c(C)c1,471.63,4,6,5,True,True
1457130,Cc1cccc2cc3cc(C(=O)N(CC(=O)NC4CCCC4)c4cccc(F)c4)sc3nc12,461.56,4,6,5,True,True
1457131,COc1cccc(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c1,473.6,4,7,6,True,True
1457133,Cc1ccc(C)c(N(CC(=O)NC2CCCC2)C(=O)c2cc3cc4cccc(C)c4nc3s2)c1,471.63,4,6,5,True,True
1457747,CCn1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)c(=O)c2ccc(C)nc21,392.46,3,7,4,True,True
1458007,Cc1cc(C)n2c(SCC(=O)N3c4ccccc4Sc4ccc(Cl)cc43)nnc2n1,453.98,4,8,3,True,True
1458009,Cc1cc(C)n2c(SCC(=O)N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)nnc2n1,487.53,4,8,3,True,True
1458011,Cc1cc(C)n2c(SCC(=O)N3CCN(c4ccccc4F)CC3)nnc2n1,400.48,3,8,4,True,True
1458014,COc1ccccc1N1CCN(C(=O)CSc2nnc3nc(C)cc(C)n23)CC1,412.52,3,9,5,True,True
1458016,Cc1cc(C)n2c(SCC(=O)N3c4ccccc4CCc4ccccc43)nnc2n1,415.52,4,7,3,True,True
1458017,Cc1cc(C)n2c(S[C@@H](C)C(=O)N3c4ccccc4CCc4ccccc43)nnc2n1,429.55,4,7,3,True,True
1458019,Cc1cc(C)n2c(S[C@H](C)C(=O)N3c4ccccc4CCc4ccccc43)nnc2n1,429.55,4,7,3,True,True
1458020,Cc1cc(C)n2c(SCC(=O)Nc3ccccc3N3CCOCC3)nnc2n1,398.49,3,9,5,True,True
1458023,Cc1cc(C)n2c(SCC(=O)Nc3ccccc3N3CCCCCC3)nnc2n1,410.55,3,8,5,True,True
1458024,Cc1cc(C)n2c(SCC(=O)Nc3ccc(N4CCCCCC4)cc3)nnc2n1,410.55,3,8,5,True,True
1458053,O=C(NC1CCCCC1)[C@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccc2c(c1)OCO2,449.43,2,7,5,True,True
1458055,O=C(NC1CCCCC1)[C@@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccc2c(c1)OCO2,449.43,2,7,5,True,True
1458089,O=C(CSc1nnc2ncccn12)N1c2ccccc2Sc2ccc(Cl)cc21,425.93,4,8,3,True,True
1458092,O=C(CSc1nnc2ncccn12)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,459.48,4,8,3,True,True
1458106,COc1ccccc1N1CCN(C(=O)CSc2nnc3ncccn23)CC1,384.46,3,9,5,True,True
1458110,O=C(CSc1nnc2ncccn12)Nc1ccccc1N1CCOCC1,370.44,3,9,5,True,True
1458113,O=C1CN(C(=O)CSc2nnc3ncccn23)c2ccccc2N1,340.37,3,9,3,True,True
1458115,O=C(CSc1nnc2ncccn12)Nc1ccc(N2CCCCCC2)cc1,382.49,3,8,5,True,True
1458282,Cc1cccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)c1,419.45,2,5,5,True,True
1458283,Cc1cccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)c1,419.45,2,5,5,True,True
1458344,Cc1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,419.45,2,5,5,True,True
1458345,Cc1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,419.45,2,5,5,True,True
1458347,Cc1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1C,433.47,2,5,5,True,True
1458350,Cc1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1C,433.47,2,5,5,True,True
1458351,CCCC(=O)N1CCc2cc(-c3nc(NC(=O)c4cccnc4)sc3C)ccc21,406.51,3,7,5,True,True
1458352,COc1cccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)c1,435.45,2,6,6,True,True
1458353,CCCC(=O)N1CCc2cc(-c3nc(NC(=O)c4ccncc4)sc3C)ccc21,406.51,3,7,5,True,True
1458354,COc1cccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)c1,435.45,2,6,6,True,True
1458356,COc1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,435.45,2,6,6,True,True
1458358,COc1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,435.45,2,6,6,True,True
1458359,CCc1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,433.47,2,5,6,True,True
1458362,CCc1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,433.47,2,5,6,True,True
1458369,CCOc1ccccc1N(C(=O)C(F)(F)F)[C@H](C(=O)NC1CCCCC1)c1ccncc1,449.47,2,6,7,True,True
1458370,CCOc1ccccc1N(C(=O)C(F)(F)F)[C@@H](C(=O)NC1CCCCC1)c1ccncc1,449.47,2,6,7,True,True
1458372,CCOc1cccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)c1,449.47,2,6,7,True,True
1458374,CCOc1cccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)c1,449.47,2,6,7,True,True
1458377,O=C(NC1CCCCC1)[C@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccccc1F,423.41,2,5,5,True,True
1458379,O=C(NC1CCCCC1)[C@@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccccc1F,423.41,2,5,5,True,True
1458385,O=C(NC1CCCCC1)[C@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccc(F)cc1,423.41,2,5,5,True,True
1458387,O=C(NC1CCCCC1)[C@@H](c1ccncc1)N(C(=O)C(F)(F)F)c1ccc(F)cc1,423.41,2,5,5,True,True
1458390,CC(C)c1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,447.5,2,5,6,True,True
1458392,CC(C)c1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,447.5,2,5,6,True,True
1458394,CC[C@@H](C)c1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,461.53,2,5,7,True,True
1458396,CC[C@H](C)c1ccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,461.53,2,5,7,True,True
1458398,CC[C@@H](C)c1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,461.53,2,5,7,True,True
1458400,CC[C@H](C)c1ccc(N(C(=O)C(F)(F)F)[C@@H](C(=O)NC2CCCCC2)c2ccncc2)cc1,461.53,2,5,7,True,True
1458402,Cc1cccc(N(C(=O)C(F)(F)F)[C@H](C(=O)NC2CCCCC2)c2ccncc2)c1C,433.47,2,5,5,True,True
